fold,seed,run,audit_fold,block,rank,assignment,role,subject,n_trials,decision_logit_rms,decision_margin_displacement,decision_flip_rate,decision_total_variation,outcome_ce_effect,outcome_ba_change
0,1,0_1,0,0,1,neutral,outcome,52,200,,,,,-0.0023696108834883505,0.0
0,1,0_1,0,1,1,neutral,decision,8,200,0.08153125918608396,0.10714229926921298,0.015,0.0134679072057259,,
0,1,0_1,0,1,1,neutral,decision,21,200,0.07751376264422102,0.09551909747401681,0.0,0.005541701069955564,,
0,1,0_1,0,1,1,neutral,decision,23,200,0.06186877148070001,0.07376313355324245,0.015,0.010437616442061981,,
0,1,0_1,0,1,1,neutral,decision,25,200,0.03315669190212467,0.037036778935414266,0.01,0.005334029983191765,,
0,1,0_1,0,1,1,neutral,decision,37,200,0.04290125197148418,0.04644774441243362,0.0,0.0027067005141128294,,
0,1,0_1,0,1,1,neutral,decision,44,200,0.030713148790747387,0.03243706637829818,0.0,0.002768544602798251,,
0,1,0_1,0,1,1,neutral,decision,51,200,0.04247885224471409,0.04848741632686337,0.005,0.006714585328988978,,
0,1,0_1,0,1,1,neutral,outcome,12,200,,,,,-0.0068256981453910966,0.010000000000000009
0,1,0_1,0,1,1,neutral,outcome,16,200,,,,,0.004305216069630755,-0.004999999999999893
0,1,0_1,0,1,1,neutral,outcome,22,200,,,,,0.0002819356497574692,-0.015000000000000013
0,1,0_1,0,1,1,neutral,outcome,24,200,,,,,0.0008756112930924237,0.0050000000000000044
0,1,0_1,0,1,1,neutral,outcome,35,200,,,,,0.0016955090860661353,0.0
0,1,0_1,0,1,1,neutral,outcome,42,200,,,,,0.0006816733056723706,0.0
0,1,0_1,0,1,1,neutral,outcome,52,200,,,,,0.007812920313979885,-0.010000000000000009
0,1,0_1,0,2,3,neutral,decision,8,200,0.12528238051293905,0.14461631525763632,0.01,0.017274055161434702,,
0,1,0_1,0,2,3,neutral,decision,21,200,0.09360794489132224,0.10812944436083499,0.0,0.0035400513858458034,,
0,1,0_1,0,2,3,neutral,decision,23,200,0.10878452046621466,0.11908929198190585,0.02,0.015581269812659011,,
0,1,0_1,0,2,3,neutral,decision,25,200,0.164438122176452,0.19396853066027853,0.07,0.027203610047652357,,
0,1,0_1,0,2,3,neutral,decision,37,200,0.10440838976541154,0.12261091699408797,0.005,0.007865028303753964,,
0,1,0_1,0,2,3,neutral,decision,44,200,0.1209449795120167,0.14097152938269386,0.005,0.012317116688712233,,
0,1,0_1,0,2,3,neutral,decision,51,200,0.14745343617727383,0.1701308101417029,0.02,0.024357962686166613,,
0,1,0_1,0,2,3,neutral,outcome,12,200,,,,,0.010580054240236267,-0.004999999999999893
0,1,0_1,0,2,3,neutral,outcome,16,200,,,,,0.010335780954939887,0.0
0,1,0_1,0,2,3,neutral,outcome,22,200,,,,,0.0008446989193999083,-0.0050000000000000044
0,1,0_1,0,2,3,neutral,outcome,24,200,,,,,-0.018300654047789182,0.020000000000000018
0,1,0_1,0,2,3,neutral,outcome,35,200,,,,,0.0020591475124859563,-0.015000000000000013
0,1,0_1,0,2,3,neutral,outcome,42,200,,,,,-0.009774032742214365,0.010000000000000009
0,1,0_1,0,2,3,neutral,outcome,52,200,,,,,-0.0011260025443161148,-0.010000000000000009
0,1,0_1,0,3,4,uncertain,decision,8,200,0.49121704212108863,0.5666976354489581,0.07,0.0648240371759067,,
0,1,0_1,0,3,4,uncertain,decision,21,200,0.672398316131426,0.8554841674459862,0.005,0.027697064554953296,,
0,1,0_1,0,3,4,uncertain,decision,23,200,0.4067101841311131,0.47134785392456074,0.055,0.06547318756211354,,
0,1,0_1,0,3,4,uncertain,decision,25,200,0.6847946287233535,0.8437731966047278,0.1,0.07824745236595054,,
0,1,0_1,0,3,4,uncertain,decision,37,200,0.5760980821856997,0.6916258642844665,0.015,0.03800555300177751,,
0,1,0_1,0,3,4,uncertain,decision,44,200,0.5837262722620163,0.6937350912260769,0.015,0.04124831332952342,,
0,1,0_1,0,3,4,uncertain,decision,51,200,0.3977748283338922,0.42973578450792,0.06,0.05113899047254762,,
0,1,0_1,0,3,4,uncertain,outcome,12,200,,,,,0.004978110719481668,-0.004999999999999893
0,1,0_1,0,3,4,uncertain,outcome,16,200,,,,,0.027115770674486176,-0.004999999999999893
0,1,0_1,0,3,4,uncertain,outcome,22,200,,,,,0.07042716982321445,-0.025000000000000022
0,1,0_1,0,3,4,uncertain,outcome,24,200,,,,,0.02786780695773686,0.0
0,1,0_1,0,3,4,uncertain,outcome,35,200,,,,,0.007277814560805509,-0.010000000000000009
0,1,0_1,0,3,4,uncertain,outcome,42,200,,,,,0.13107842758700028,-0.08499999999999996
0,1,0_1,0,3,4,uncertain,outcome,52,200,,,,,0.019946510416096866,-0.020000000000000018
0,1,0_1,0,4,4,uncertain,decision,8,200,0.4118271273991265,0.45616843167936033,0.055,0.05372880043975074,,
0,1,0_1,0,4,4,uncertain,decision,21,200,0.556521238154267,0.6419912287581543,0.01,0.015883219495813027,,
0,1,0_1,0,4,4,uncertain,decision,23,200,0.39306212738438895,0.44946576896973783,0.07,0.05872110624042866,,
0,1,0_1,0,4,4,uncertain,decision,25,200,0.3031720007100718,0.3343365799863738,0.05,0.040771518187840174,,
0,1,0_1,0,4,4,uncertain,decision,37,200,0.5684736951904513,0.6639413638610783,0.005,0.043753013774010564,,
0,1,0_1,0,4,4,uncertain,decision,44,200,0.41506868729543545,0.48785580091940167,0.03,0.03307318507649068,,
0,1,0_1,0,4,4,uncertain,decision,51,200,0.44263044086020975,0.49466134738493567,0.08,0.06350544818022867,,
0,1,0_1,0,4,4,uncertain,outcome,12,200,,,,,0.00397410222681196,0.020000000000000018
0,1,0_1,0,4,4,uncertain,outcome,16,200,,,,,0.01707895620431741,-0.010000000000000009
0,1,0_1,0,4,4,uncertain,outcome,22,200,,,,,0.027339208856592478,-0.0050000000000000044
0,1,0_1,0,4,4,uncertain,outcome,24,200,,,,,0.11444676456460547,-0.07000000000000006
0,1,0_1,0,4,4,uncertain,outcome,35,200,,,,,0.01083731817829287,-0.020000000000000018
0,1,0_1,0,4,4,uncertain,outcome,42,200,,,,,-0.002689995518495123,-0.0050000000000001155
0,1,0_1,0,4,4,uncertain,outcome,52,200,,,,,0.009600182875472539,-0.020000000000000018
0,1,0_1,0,5,4,protected,decision,8,200,1.0760978644403114,1.25984233226963,0.17,0.1544267305058912,,
0,1,0_1,0,5,4,protected,decision,21,200,1.3777849859608624,1.722311418744321,0.025,0.0634689160391762,,
0,1,0_1,0,5,4,protected,decision,23,200,0.8397352885203327,0.9734701161364253,0.125,0.13966550515045195,,
0,1,0_1,0,5,4,protected,decision,25,200,1.246035661820857,1.3914521983910149,0.155,0.17139525225518523,,
0,1,0_1,0,5,4,protected,decision,37,200,1.1855319753475584,1.4565501132501835,0.08,0.09920215936673168,,
0,1,0_1,0,5,4,protected,decision,44,200,1.2593802767557558,1.4916440672182716,0.175,0.1555604725368722,,
0,1,0_1,0,5,4,protected,decision,51,200,0.9567837476260167,1.1081646719032898,0.26,0.15537625554936352,,
0,1,0_1,0,5,4,protected,outcome,12,200,,,,,0.1940652251983016,-0.08999999999999986
0,1,0_1,0,5,4,protected,outcome,16,200,,,,,0.10505950288258463,-0.014999999999999902
0,1,0_1,0,5,4,protected,outcome,22,200,,,,,0.195227519186135,-0.09000000000000008
0,1,0_1,0,5,4,protected,outcome,24,200,,,,,0.003970782864521741,0.0
0,1,0_1,0,5,4,protected,outcome,35,200,,,,,0.19794881902416223,-0.05999999999999994
0,1,0_1,0,5,4,protected,outcome,42,200,,,,,0.17264241127883126,-0.16000000000000003
0,1,0_1,0,5,4,protected,outcome,52,200,,,,,0.048404707811909,-0.03500000000000003
0,1,0_1,0,6,3,protected,decision,8,200,0.9221003030674257,1.0718291087866534,0.16,0.13634353738531987,,
0,1,0_1,0,6,3,protected,decision,21,200,1.16461651201191,1.4445976649324779,0.02,0.052880899795673585,,
0,1,0_1,0,6,3,protected,decision,23,200,0.7237678555221041,0.8203975731610832,0.165,0.11829697215475811,,
0,1,0_1,0,6,3,protected,decision,25,200,1.0432537165991587,1.2238533330762247,0.11,0.12145316015765395,,
0,1,0_1,0,6,3,protected,decision,37,200,1.1113076984220085,1.315747945039699,0.045,0.08004364668252816,,
0,1,0_1,0,6,3,protected,decision,44,200,0.9347489510586902,1.0943413565302944,0.065,0.09649455531506809,,
0,1,0_1,0,6,3,protected,decision,51,200,0.8470232845608409,0.9791094910529288,0.13,0.1326302146554143,,
0,1,0_1,0,6,3,protected,outcome,12,200,,,,,0.21610352363859298,-0.15999999999999992
0,1,0_1,0,6,3,protected,outcome,16,200,,,,,0.104702770974501,-0.06000000000000005
0,1,0_1,0,6,3,protected,outcome,22,200,,,,,0.15648472758932122,-0.14
0,1,0_1,0,6,3,protected,outcome,24,200,,,,,-0.011780748167672179,0.02499999999999991
0,1,0_1,0,6,3,protected,outcome,35,200,,,,,0.22746428201845503,-0.14
0,1,0_1,0,6,3,protected,outcome,42,200,,,,,0.12447347072285946,-0.14500000000000002
0,1,0_1,0,6,3,protected,outcome,52,200,,,,,0.1511422971923258,-0.09499999999999997
0,1,0_1,1,0,1,neutral,decision,12,200,0.011111793309364959,0.013764039689902127,0.005,0.0021540939558674977,,
0,1,0_1,1,0,1,neutral,decision,16,200,0.006273142482093919,0.007222379126801304,0.0,0.0009804540550420824,,
0,1,0_1,1,0,1,neutral,decision,22,200,0.01863322585217811,0.023559839848160017,0.0,0.0037527101274166487,,
0,1,0_1,1,0,1,neutral,decision,24,200,0.01340661900779317,0.017987808719038666,0.0,0.003115492228860016,,
0,1,0_1,1,0,1,neutral,decision,35,200,0.013316967639618862,0.017226645490970235,0.005,0.001538169491083524,,
0,1,0_1,1,0,1,neutral,decision,42,200,0.007503596909075772,0.008938789596205582,0.0,0.001443947017497172,,
0,1,0_1,1,0,1,neutral,decision,52,200,0.022521454151298765,0.02959488048425466,0.0,0.004258168938709629,,
0,1,0_1,1,0,1,neutral,outcome,11,200,,,,,7.984783107348806e-06,0.0
0,1,0_1,1,0,1,neutral,outcome,15,200,,,,,-2.5485133846137737e-06,0.0
0,1,0_1,1,0,1,neutral,outcome,20,200,,,,,0.0011686661561377842,-0.0050000000000000044
0,1,0_1,1,0,1,neutral,outcome,27,200,,,,,-0.0005296816470873013,0.0
0,1,0_1,1,0,1,neutral,outcome,31,200,,,,,-2.7989947546583195e-05,0.0
0,1,0_1,1,0,1,neutral,outcome,41,200,,,,,-2.230557912956812e-05,0.0
0,1,0_1,1,0,1,neutral,outcome,46,200,,,,,0.0073636641331489006,-0.010000000000000009
0,1,0_1,1,1,1,neutral,decision,12,200,0.13857199686493057,0.18944057105868808,0.04,0.03168847690702121,,
0,1,0_1,1,1,1,neutral,decision,16,200,0.09902202387818569,0.12500501627812777,0.035,0.01804891200482057,,
0,1,0_1,1,1,1,neutral,decision,22,200,0.1466630316983387,0.19184083578424385,0.05,0.03142512576317829,,
0,1,0_1,1,1,1,neutral,decision,24,200,0.056958882076589015,0.058455082358821533,0.015,0.00954936208381074,,
0,1,0_1,1,1,1,neutral,decision,35,200,0.054250965477388065,0.06126926267292276,0.0,0.004959124564057249,,
0,1,0_1,1,1,1,neutral,decision,42,200,0.06672382004976915,0.07450252582774011,0.01,0.012200743117286871,,
0,1,0_1,1,1,1,neutral,decision,52,200,0.13781578256798438,0.17968543794637695,0.03,0.02645087627443237,,
0,1,0_1,1,1,1,neutral,outcome,11,200,,,,,0.0018864897632355176,0.009999999999999898
0,1,0_1,1,1,1,neutral,outcome,15,200,,,,,-0.005827244030343976,0.010000000000000009
0,1,0_1,1,1,1,neutral,outcome,20,200,,,,,-0.02098783692261098,0.0050000000000000044
0,1,0_1,1,1,1,neutral,outcome,27,200,,,,,0.003612751812043735,-0.0050000000000000044
0,1,0_1,1,1,1,neutral,outcome,31,200,,,,,0.000930447144391734,0.0
0,1,0_1,1,1,1,neutral,outcome,41,200,,,,,0.0013355551154368298,-0.0050000000000000044
0,1,0_1,1,1,1,neutral,outcome,46,200,,,,,-0.03211839507619752,0.010000000000000009
0,1,0_1,1,2,3,neutral,decision,12,200,0.14614982772791482,0.1742763828003418,0.04,0.02800155985224058,,
0,1,0_1,1,2,3,neutral,decision,16,200,0.1638511541391573,0.2152056352655193,0.045,0.027422974672653283,,
0,1,0_1,1,2,3,neutral,decision,22,200,0.11321946632779809,0.13817202350214483,0.03,0.02199122741289761,,
0,1,0_1,1,2,3,neutral,decision,24,200,0.08469450738098802,0.10181462725795955,0.025,0.016510879813971976,,
0,1,0_1,1,2,3,neutral,decision,35,200,0.24785965371408053,0.26107878701335047,0.015,0.019286101154191916,,
0,1,0_1,1,2,3,neutral,decision,42,200,0.1271991128485804,0.15162431968594542,0.01,0.02312883880274271,,
0,1,0_1,1,2,3,neutral,decision,52,200,0.10079629797282372,0.11326835776050476,0.005,0.01618660774944052,,
0,1,0_1,1,2,3,neutral,outcome,11,200,,,,,0.005882542384434264,0.0
0,1,0_1,1,2,3,neutral,outcome,15,200,,,,,-0.0014488008320564143,0.0050000000000000044
0,1,0_1,1,2,3,neutral,outcome,20,200,,,,,-0.015507627037511804,0.0050000000000000044
0,1,0_1,1,2,3,neutral,outcome,27,200,,,,,0.002210434353267181,0.015000000000000013
0,1,0_1,1,2,3,neutral,outcome,31,200,,,,,0.007379680022689252,-0.0050000000000000044
0,1,0_1,1,2,3,neutral,outcome,41,200,,,,,0.005499438925642586,1.1102230246251565e-16
0,1,0_1,1,2,3,neutral,outcome,46,200,,,,,-0.019074722106108406,0.014999999999999902
0,1,0_1,1,3,4,uncertain,decision,12,200,0.29007338323553333,0.32568909203876417,0.1,0.054079298211417104,,
0,1,0_1,1,3,4,uncertain,decision,16,200,0.5942414598324955,0.7213152728729851,0.105,0.09433476611894683,,
0,1,0_1,1,3,4,uncertain,decision,22,200,0.4123134192329782,0.44482078201540465,0.105,0.0678173272531982,,
0,1,0_1,1,3,4,uncertain,decision,24,200,0.24250728741018893,0.25258816336823886,0.06,0.03866504075166256,,
0,1,0_1,1,3,4,uncertain,decision,35,200,0.36464516479982884,0.43134742865797576,0.015,0.033763589159763095,,
0,1,0_1,1,3,4,uncertain,decision,42,200,0.7330998011556059,0.9286073218779357,0.175,0.13194473169721602,,
0,1,0_1,1,3,4,uncertain,decision,52,200,0.31879220248255097,0.3550780659969847,0.045,0.05089724180396159,,
0,1,0_1,1,3,4,uncertain,outcome,11,200,,,,,0.010982492309695951,-0.0050000000000001155
0,1,0_1,1,3,4,uncertain,outcome,15,200,,,,,-0.0035071817086352814,0.015000000000000013
0,1,0_1,1,3,4,uncertain,outcome,20,200,,,,,-0.010332946386393798,-0.0050000000000000044
0,1,0_1,1,3,4,uncertain,outcome,27,200,,,,,0.0001448322787662143,0.004999999999999893
0,1,0_1,1,3,4,uncertain,outcome,31,200,,,,,0.006154862345388458,0.0050000000000000044
0,1,0_1,1,3,4,uncertain,outcome,41,200,,,,,0.01658523065540767,0.015000000000000013
0,1,0_1,1,3,4,uncertain,outcome,46,200,,,,,-0.009514056651373018,-0.015000000000000013
0,1,0_1,1,4,4,uncertain,decision,12,200,0.42473798036744104,0.5050447120043888,0.14,0.0854810663442654,,
0,1,0_1,1,4,4,uncertain,decision,16,200,0.2999939403912158,0.32840877620435266,0.06,0.04351618898597245,,
0,1,0_1,1,4,4,uncertain,decision,22,200,0.3885990472293789,0.449191787915334,0.08,0.06900864695620422,,
0,1,0_1,1,4,4,uncertain,decision,24,200,0.382126931447714,0.46860523586770453,0.135,0.07648716447018908,,
0,1,0_1,1,4,4,uncertain,decision,35,200,0.3175433098747347,0.3674196593532156,0.015,0.029699923155359197,,
0,1,0_1,1,4,4,uncertain,decision,42,200,0.2755877369396539,0.2995390453287285,0.025,0.04563848888557315,,
0,1,0_1,1,4,4,uncertain,decision,52,200,0.5648176309905858,0.6400066577455632,0.09,0.08994868653361107,,
0,1,0_1,1,4,4,uncertain,outcome,11,200,,,,,0.011868452783278846,-0.030000000000000027
0,1,0_1,1,4,4,uncertain,outcome,15,200,,,,,0.11368485208682888,-0.08000000000000007
0,1,0_1,1,4,4,uncertain,outcome,20,200,,,,,0.12728138355328641,-0.10499999999999998
0,1,0_1,1,4,4,uncertain,outcome,27,200,,,,,0.030943276014046575,-0.04500000000000004
0,1,0_1,1,4,4,uncertain,outcome,31,200,,,,,0.024958673363765036,-0.040000000000000036
0,1,0_1,1,4,4,uncertain,outcome,41,200,,,,,0.04998232454494327,-0.03500000000000003
0,1,0_1,1,4,4,uncertain,outcome,46,200,,,,,0.01825023209268925,-0.0050000000000000044
0,1,0_1,1,5,4,protected,decision,12,200,0.8937458749053289,1.0108383103627443,0.215,0.15990642635834917,,
0,1,0_1,1,5,4,protected,decision,16,200,0.8161699126186434,0.9857833388084206,0.145,0.13345907573580132,,
0,1,0_1,1,5,4,protected,decision,22,200,0.9641148400469179,1.097725117401567,0.21,0.17453551204738216,,
0,1,0_1,1,5,4,protected,decision,24,200,0.6076624560862794,0.6653500298978215,0.165,0.10423631015155603,,
0,1,0_1,1,5,4,protected,decision,35,200,1.2722712560475091,1.5301809960356516,0.115,0.17707334526915933,,
0,1,0_1,1,5,4,protected,decision,42,200,0.8887336070929699,1.0119369916639993,0.24,0.16349266698029816,,
0,1,0_1,1,5,4,protected,decision,52,200,0.8128134743856137,0.9133450882132087,0.21,0.13947240772302355,,
0,1,0_1,1,5,4,protected,outcome,11,200,,,,,0.09498896036885399,-0.08000000000000007
0,1,0_1,1,5,4,protected,outcome,15,200,,,,,0.19990103685502525,-0.15999999999999992
0,1,0_1,1,5,4,protected,outcome,20,200,,,,,0.1842837725880839,-0.17999999999999994
0,1,0_1,1,5,4,protected,outcome,27,200,,,,,0.18634547688137715,-0.15500000000000003
0,1,0_1,1,5,4,protected,outcome,31,200,,,,,0.0946111560710328,-0.08499999999999996
0,1,0_1,1,5,4,protected,outcome,41,200,,,,,0.23786909049077606,-0.19999999999999996
0,1,0_1,1,5,4,protected,outcome,46,200,,,,,0.2899353016716017,-0.135
0,1,0_1,1,6,3,protected,decision,12,200,0.9418538183899547,1.0647775785570979,0.235,0.18258951048562366,,
0,1,0_1,1,6,3,protected,decision,16,200,0.8615022740918894,1.0098030886510303,0.1,0.13029525344395318,,
0,1,0_1,1,6,3,protected,decision,22,200,1.1397254242859087,1.3354576159281395,0.33,0.23091328873700565,,
0,1,0_1,1,6,3,protected,decision,24,200,0.8525010825210807,0.9644435453039292,0.21,0.16176432364650203,,
0,1,0_1,1,6,3,protected,decision,35,200,1.2250171789481334,1.45906646012591,0.145,0.17119708114558105,,
0,1,0_1,1,6,3,protected,decision,42,200,1.138803744774705,1.331560781264909,0.325,0.23287007426794765,,
0,1,0_1,1,6,3,protected,decision,52,200,0.968124776718871,1.0967736632459153,0.195,0.16800080544255436,,
0,1,0_1,1,6,3,protected,outcome,11,200,,,,,0.07762168769725167,-0.07500000000000007
0,1,0_1,1,6,3,protected,outcome,15,200,,,,,0.16258664936112757,-0.10499999999999998
0,1,0_1,1,6,3,protected,outcome,20,200,,,,,0.12528855205413197,-0.05999999999999994
0,1,0_1,1,6,3,protected,outcome,27,200,,,,,0.15981415396520451,-0.11499999999999999
0,1,0_1,1,6,3,protected,outcome,31,200,,,,,0.1652956532560125,-0.13
0,1,0_1,1,6,3,protected,outcome,41,200,,,,,0.1035152569543093,-0.05999999999999994
0,1,0_1,1,6,3,protected,outcome,46,200,,,,,-0.03970469081428231,-0.03500000000000003
0,1,0_1,2,0,1,neutral,decision,11,200,0.010320490172804144,0.013744528967701945,0.01,0.00282877304704178,,
0,1,0_1,2,0,1,neutral,decision,15,200,0.00718673875087596,0.008200658406699153,0.0,0.0013756274315227725,,
0,1,0_1,2,0,1,neutral,decision,20,200,0.013621775897741715,0.015378774735418176,0.005,0.002430402270891217,,
0,1,0_1,2,0,1,neutral,decision,27,200,0.01240815857313177,0.016818570454248633,0.0,0.003099750676656328,,
0,1,0_1,2,0,1,neutral,decision,31,200,0.009505982455886441,0.01177263533224334,0.0,0.0019560612328982352,,
0,1,0_1,2,0,1,neutral,decision,41,200,0.010937530998796057,0.014408601039420694,0.005,0.003043702468006301,,
0,1,0_1,2,0,1,neutral,decision,46,200,0.027170911940563616,0.036441716296378844,0.01,0.0061876258670607795,,
0,1,0_1,2,0,1,neutral,outcome,4,200,,,,,-0.0002895974944018684,0.0
0,1,0_1,2,0,1,neutral,outcome,5,200,,,,,-0.0004881561169489,0.0
0,1,0_1,2,0,1,neutral,outcome,7,200,,,,,-0.0015058916142285312,-0.004999999999999893
0,1,0_1,2,0,1,neutral,outcome,26,200,,,,,-0.0005892364633082309,0.0
0,1,0_1,2,0,1,neutral,outcome,29,200,,,,,-9.80733105704723e-05,0.0
0,1,0_1,2,0,1,neutral,outcome,43,200,,,,,-0.00032356268164677917,0.0
0,1,0_1,2,0,1,neutral,outcome,49,200,,,,,0.0003118409681512302,0.0
0,1,0_1,2,1,1,neutral,decision,11,200,0.04218713145945648,0.04531416518353101,0.02,0.00924437911928377,,
0,1,0_1,2,1,1,neutral,decision,15,200,0.11156598866948292,0.14132381000875172,0.045,0.02374457066324273,,
0,1,0_1,2,1,1,neutral,decision,20,200,0.15972432963681824,0.21834498149355347,0.03,0.034661724071362233,,
0,1,0_1,2,1,1,neutral,decision,27,200,0.04259229824962328,0.05005035283913571,0.01,0.009266636779929248,,
0,1,0_1,2,1,1,neutral,decision,31,200,0.052574004926949476,0.05835081208053827,0.0,0.00883339941711026,,
0,1,0_1,2,1,1,neutral,decision,41,200,0.04491421146410854,0.051914076430335285,0.035,0.010874729913060129,,
0,1,0_1,2,1,1,neutral,decision,46,200,0.10778075050474685,0.13635334502333982,0.015,0.023019064834983914,,
0,1,0_1,2,1,1,neutral,outcome,4,200,,,,,0.0005539473706338955,0.025000000000000022
0,1,0_1,2,1,1,neutral,outcome,5,200,,,,,0.0021161444227306182,0.0
0,1,0_1,2,1,1,neutral,outcome,7,200,,,,,0.003507616528571269,-0.02499999999999991
0,1,0_1,2,1,1,neutral,outcome,26,200,,,,,0.016301890952852758,-0.010000000000000009
0,1,0_1,2,1,1,neutral,outcome,29,200,,,,,-0.0013968335599462412,0.010000000000000009
0,1,0_1,2,1,1,neutral,outcome,43,200,,,,,0.0003814302313366151,0.0
0,1,0_1,2,1,1,neutral,outcome,49,200,,,,,0.010687770658310423,-0.0050000000000001155
0,1,0_1,2,2,3,neutral,decision,11,200,0.09055176478272678,0.11829108147843208,0.045,0.02432161271449096,,
0,1,0_1,2,2,3,neutral,decision,15,200,0.1192162501330842,0.133406592212101,0.015,0.02080322636427299,,
0,1,0_1,2,2,3,neutral,decision,20,200,0.08637719579202661,0.103309283525026,0.02,0.016283925265306066,,
0,1,0_1,2,2,3,neutral,decision,27,200,0.05970038593032049,0.07059458373440572,0.015,0.012827494354299687,,
0,1,0_1,2,2,3,neutral,decision,31,200,0.08481746047725072,0.10649386727775174,0.015,0.01670418398698724,,
0,1,0_1,2,2,3,neutral,decision,41,200,0.1146752552338961,0.13252374300777006,0.065,0.027520992195334274,,
0,1,0_1,2,2,3,neutral,decision,46,200,0.06665277099415155,0.08149748425680586,0.0,0.013858145869878826,,
0,1,0_1,2,2,3,neutral,outcome,4,200,,,,,0.001222373103235002,-0.010000000000000009
0,1,0_1,2,2,3,neutral,outcome,5,200,,,,,0.00039305772286842374,0.0050000000000000044
0,1,0_1,2,2,3,neutral,outcome,7,200,,,,,-0.003490155588302388,0.0
0,1,0_1,2,2,3,neutral,outcome,26,200,,,,,0.019486473732703666,-0.015000000000000124
0,1,0_1,2,2,3,neutral,outcome,29,200,,,,,0.0003295131891852096,0.0050000000000000044
0,1,0_1,2,2,3,neutral,outcome,43,200,,,,,-0.0006892881222787286,0.010000000000000009
0,1,0_1,2,2,3,neutral,outcome,49,200,,,,,0.0018819991953245138,0.0
0,1,0_1,2,3,4,uncertain,decision,11,200,0.23994385471055485,0.2539005285983938,0.065,0.050577989699004976,,
0,1,0_1,2,3,4,uncertain,decision,15,200,0.397578259791122,0.41962120257920643,0.065,0.06779435565925408,,
0,1,0_1,2,3,4,uncertain,decision,20,200,0.47485139522655845,0.5476167699408713,0.095,0.083578116182173,,
0,1,0_1,2,3,4,uncertain,decision,27,200,0.2748130106732165,0.3212606706702743,0.1,0.05737872341253112,,
0,1,0_1,2,3,4,uncertain,decision,31,200,0.22915902057116422,0.24183353287282294,0.03,0.03670165692978964,,
0,1,0_1,2,3,4,uncertain,decision,41,200,0.32451520626820846,0.3781812816416518,0.12,0.0769610059974294,,
0,1,0_1,2,3,4,uncertain,decision,46,200,0.49772794944188015,0.5710384821363926,0.175,0.10210500789140749,,
0,1,0_1,2,3,4,uncertain,outcome,4,200,,,,,0.02656465848742548,-0.010000000000000009
0,1,0_1,2,3,4,uncertain,outcome,5,200,,,,,0.04491668862937717,-0.020000000000000018
0,1,0_1,2,3,4,uncertain,outcome,7,200,,,,,0.005385509619800881,-0.014999999999999902
0,1,0_1,2,3,4,uncertain,outcome,26,200,,,,,0.0284463605331684,-0.020000000000000018
0,1,0_1,2,3,4,uncertain,outcome,29,200,,,,,0.031388939384099965,-0.03500000000000003
0,1,0_1,2,3,4,uncertain,outcome,43,200,,,,,0.007644006287548863,0.0050000000000000044
0,1,0_1,2,3,4,uncertain,outcome,49,200,,,,,-0.003062552368069359,0.004999999999999893
0,1,0_1,2,4,4,uncertain,decision,11,200,0.21377750595918227,0.24296699892349,0.09,0.05009973135693322,,
0,1,0_1,2,4,4,uncertain,decision,15,200,0.48093422982688316,0.5543943897217334,0.1,0.09269832330569511,,
0,1,0_1,2,4,4,uncertain,decision,20,200,0.4970968272618757,0.5859876122625879,0.12,0.09207237436763815,,
0,1,0_1,2,4,4,uncertain,decision,27,200,0.3422341508522048,0.4250450166010165,0.055,0.07607750136520725,,
0,1,0_1,2,4,4,uncertain,decision,31,200,0.31529372986689214,0.3468736360868931,0.08,0.05448321256312393,,
0,1,0_1,2,4,4,uncertain,decision,41,200,0.4065056375037883,0.480769794070115,0.185,0.09874858511060944,,
0,1,0_1,2,4,4,uncertain,decision,46,200,0.4296097219170462,0.5012173299793392,0.12,0.08108052319122573,,
0,1,0_1,2,4,4,uncertain,outcome,4,200,,,,,0.01984013747490592,-0.010000000000000009
0,1,0_1,2,4,4,uncertain,outcome,5,200,,,,,0.028690817347398798,0.0
0,1,0_1,2,4,4,uncertain,outcome,7,200,,,,,0.07332707003113502,-0.11499999999999999
0,1,0_1,2,4,4,uncertain,outcome,26,200,,,,,0.04503564004394387,-0.020000000000000018
0,1,0_1,2,4,4,uncertain,outcome,29,200,,,,,0.049780231832350745,-0.015000000000000013
0,1,0_1,2,4,4,uncertain,outcome,43,200,,,,,0.013028574800891257,-0.015000000000000013
0,1,0_1,2,4,4,uncertain,outcome,49,200,,,,,0.013379727709860614,0.0
0,1,0_1,2,5,4,protected,decision,11,200,0.6617649677110067,0.7787954115121846,0.38,0.16631511202039262,,
0,1,0_1,2,5,4,protected,decision,15,200,0.7723511405482996,0.8687422830380065,0.225,0.15736691871335493,,
0,1,0_1,2,5,4,protected,decision,20,200,0.7722192955476616,0.8900849522261425,0.21,0.15362015991574107,,
0,1,0_1,2,5,4,protected,decision,27,200,0.6777388485183604,0.7621985633512408,0.215,0.1469267536369783,,
0,1,0_1,2,5,4,protected,decision,31,200,0.7416892046757343,0.8537299403071753,0.22,0.1485328590702405,,
0,1,0_1,2,5,4,protected,decision,41,200,0.9567872568206657,1.1727035929803102,0.5,0.24361619310894414,,
0,1,0_1,2,5,4,protected,decision,46,200,0.9429612070903781,1.0975369670845652,0.18,0.17134313380413335,,
0,1,0_1,2,5,4,protected,outcome,4,200,,,,,0.07778779740627208,-0.025000000000000022
