run,baseline_rmse,full_rmse,relative_improvement
0_0,0.0739050822044777,0.04995170214421337,0.32411005232347956
0_1,0.03702564883070409,0.02335130926285305,0.3693207276495148
1_0,0.03797024232099263,0.019361248859029307,0.4900941454270087
1_1,0.046770411876458466,0.03414125515861041,0.2700244922197242
2_0,0.027714084919582258,0.012633945507335213,0.5441326840126588
2_1,0.03919754555694732,0.034393807948958154,0.12255200012485884
