fold,seed,run,block,rank,assignment,audit_fold,n_fit_subjects,n_decision_subjects,n_outcome_subjects,persistence_strength,geometry_strength,jacobian_energy,jacobian_random_mean,jacobian_ratio,decision_logit_rms,decision_random_logit_mean,decision_logit_ratio,decision_margin_displacement,decision_flip_rate,decision_total_variation,outcome_ce_effect,outcome_ba_change,signed_u_abs,signed_u_spec,outer_test_used
0,0,0_0,0,1,neutral,2.0,20.4,6.8,6.8,0.7331262826919556,0.2947619047619047,0.0,1.2972149430751575e-05,0.0,0.07136604857170126,0.7111977500279261,0.10224255698527189,0.09081983776970573,0.022,0.01387091000240961,0.0015060591177900786,0.00014285714285713677,0.0003929237547889,-0.0046038484318043,0.0
0,0,0_0,1,1,neutral,2.0,20.4,6.8,6.8,0.4862278699874878,0.3519047619047619,0.0,1.1928304026936124e-05,0.0,0.06924967001899854,0.404915540882964,0.1707154493709484,0.08573323580498413,0.01704761904761905,0.012308158084762247,0.0008673147166337926,-0.0014285714285714262,-3.199281615476975e-05,-0.006368223467512301,0.0
0,0,0_0,2,2,neutral,2.0,20.4,6.8,6.8,0.3538266718387604,0.13539802450936772,0.0,1.4018672418656405e-05,0.0,0.09015107381607221,0.4738070116148146,0.19157322115306635,0.11318112267091844,0.022452380952380953,0.016578506692865334,0.0008621156915807378,-0.003714285714285724,8.297019074378096e-05,-0.012871998918581202,0.0
0,0,0_0,3,4,uncertain,2.0,20.4,6.8,6.8,0.20432589948177338,0.3699500546655751,0.0,1.2529765192633452e-05,0.0,0.27919267526651964,0.5839313479201014,0.47834977470755663,0.3230497125928567,0.06485714285714286,0.047041220099152334,0.009597413998056439,-0.010023809523809529,0.0043702330594775,-0.0247567512239908,0.0
0,0,0_0,4,4,uncertain,2.0,20.4,6.8,6.8,0.11206157505512238,0.5028765921390903,0.0,1.3179256322549219e-05,0.0,0.36059658548217655,0.521399105592514,0.6919755796529781,0.41175871408359355,0.07826190476190477,0.05728089025603607,0.022458855589332027,-0.018404761904761917,0.0062099285192802,-0.0239840792677623,0.0
0,0,0_0,5,4,protected,2.0,20.4,6.8,6.8,0.048911258578300476,0.9277705377125741,6.478957739599432e-05,1.2983252552061235e-05,5.03684457400891,1.3966546568026605,0.7354822438356031,1.9042351689566839,1.6499018589930983,0.34385714285714286,0.24667814525298085,0.2646564309437678,-0.21271428571428572,0.12091179647656,0.1184497866696674,0.0
0,0,0_0,6,4,neutral,2.0,20.4,6.8,6.8,0.01724627986550331,0.5908999508669028,0.0,1.2848010303590907e-05,0.0,0.2379489350728659,0.3253333457754169,0.7321989130005396,0.27169707030997226,0.05071428571428571,0.03625855283007075,0.008558209122671887,-0.007595238095238106,0.0008882963125938,-0.027881821204375802,0.0
0,1,0_1,0,1,neutral,2.0,20.4,6.8,6.8,0.7346823215484619,-0.024761904761904752,0.0,6.518643869043731e-06,0.0,0.015834552255886612,0.6772698449538445,0.023407566041906688,0.020058339636457888,0.0032857142857142855,0.002998339891308148,0.000259731765915325,-0.0007142857142857155,0.0002427036871483,-0.005708358892845,0.0
0,1,0_1,1,1,neutral,2.0,20.4,6.8,6.8,0.5277566909790039,0.35523809523809524,0.0,5.8377288443819975e-06,0.0,0.07244602701797292,0.3481604328735736,0.20865713123447538,0.09004609517408028,0.018547619047619052,0.013224179474319003,0.00041636256921497895,0.0011428571428571364,-0.0001555864460791,-0.0052454708113239,0.0
0,1,0_1,2,3,neutral,2.0,20.4,6.8,6.8,0.3647518455982208,0.1960240488501501,0.0,6.2208272676416306e-06,0.0,0.10782310282487657,0.5105382393048724,0.2095232865842751,0.1262874406798966,0.021904761904761906,0.01746084356341528,0.0012414824368716156,0.0008095238095237964,0.0002692312650248,-0.0185777817966453,0.0
0,1,0_1,3,4,uncertain,2.0,20.4,6.8,6.8,0.17282742261886597,0.49491386924958897,0.0,5.802818228958682e-06,0.0,0.4290794727886437,0.5844037490104458,0.7298837230455321,0.4977304889157145,0.0815952380952381,0.06420720188249023,0.026848215632624267,-0.014476190476190481,0.009588236675898,-0.0166964965195769,0.0
0,1,0_1,4,4,uncertain,2.0,20.4,6.8,6.8,0.09578520059585571,0.5226001602575686,0.0,6.286522975717788e-06,0.0,0.40725944676749803,0.4713664244106176,0.8656319679962717,0.46943964916262215,0.08419047619047619,0.06397018065698001,0.02909957452319325,-0.021190476190476214,0.0101625081363779,-0.0154678426870905,0.0
0,1,0_1,5,4,protected,2.0,20.4,6.8,6.8,0.0507485494017601,0.8668591035743534,1.822153583906835e-05,6.06643776507379e-06,2.9685540643827446,0.9153616670844469,0.5395246234659805,1.7003828224703441,1.0622122748009772,0.19688095238095238,0.15007815626019316,0.12909779653666834,-0.08002380952380952,0.0534102817218596,0.0370664101421188,0.0
0,1,0_1,6,3,protected,2.0,20.4,6.8,6.8,0.019971266388893127,0.9176940073867972,1.6040216428743507e-05,5.8229414125855484e-06,2.8436669354064747,0.8948461930395478,0.4661648878878428,1.9227986925886804,1.029801840889867,0.1890952380952381,0.14810415160130158,0.11858203632948297,-0.08361904761904763,0.0546913236641818,0.0426277036888903,0.0
1,0,1_0,0,1,neutral,2.0,20.4,6.8,6.8,0.8630815148353577,0.09523809523809523,0.0,4.742418000989797e-06,0.0,0.024263476534436505,0.8787931474006079,0.02856155214718976,0.03146931719253079,0.0071190476190476195,0.004612541523958355,-0.00017424607894826914,0.000642857142857145,-0.000226456607707,-0.0048692861410102,0.0
1,0,1_0,1,2,neutral,2.0,20.4,6.8,6.8,0.45861607789993286,0.12178510907695794,0.0,4.583424577028201e-06,0.0,0.11796090971999015,0.5178824970925,0.2281778669690684,0.14329407039571967,0.027595238095238096,0.01897735253641441,0.0022344801281787923,-0.0009523809523809601,0.0002744320992532,-0.0091350212921521,0.0
1,0,1_0,2,2,neutral,2.0,20.4,6.8,6.8,0.31589430570602417,0.3077866457123141,0.0,4.213932922066257e-06,0.0,0.10984154237575842,0.4587935552401413,0.23849328276214227,0.13097475388577492,0.02435714285714286,0.016766937206064484,0.002644450141164657,-0.003928571428571439,-0.0009952624387691,-0.0116488685314539,0.0
1,0,1_0,3,4,uncertain,2.0,20.4,6.8,6.8,0.18042540550231934,0.39867495704294087,0.0,4.528824425019745e-06,0.0,0.43950516705756265,0.6979162323323976,0.629963972520578,0.5154578466131212,0.08007142857142857,0.06521124128000605,0.02618623226236983,-0.01733333333333336,0.0033513976386873997,-0.0193862154318661,0.0
1,0,1_0,4,4,protected,2.0,20.4,6.8,6.8,0.10123814642429352,0.8392754288258166,1.47787589638639e-05,4.454793465883411e-06,3.3732063275251667,1.1411486460315823,0.7542985854954227,1.5208307288182028,1.340935518951214,0.20309523809523808,0.16200579847228053,0.14167671041498037,-0.09404761904761907,0.0469776456030352,0.0348200209210342,0.0
1,0,1_0,5,4,uncertain,2.0,20.4,6.8,6.8,0.041226983070373535,0.802642712943397,0.0,4.445014937429398e-06,0.0,0.6628119387401374,0.41375063844376686,1.6024330346928444,0.7665756627587562,0.12671428571428572,0.09430264279231806,0.061950106247648094,-0.042809523809523825,0.0189721142496775,-0.0003351863808987,0.0
1,0,1_0,6,3,protected,2.0,20.4,6.8,6.8,0.016438927501440048,0.8742463638208455,9.2033401114165e-06,4.443545172742708e-06,2.121246715179334,0.6710358595974997,0.3890094322080689,1.7234723591582686,0.7493053195840075,0.1316904761904762,0.10026353202107585,0.06869802638029075,-0.04200000000000002,0.028868198707177002,0.0188657019045008,0.0
1,1,1_1,0,1,neutral,2.0,20.4,6.8,6.8,0.8540804386138916,0.23714285714285716,0.0,9.071945571438145e-06,0.0,0.030097495715998512,0.7005313436195882,0.041585262708249346,0.03869524618587199,0.010452380952380953,0.006315956215244644,-0.0005055903941229266,0.001761904761904777,-0.0003124591781579,-0.0058912643991451,0.0
1,1,1_1,1,1,harmful,2.0,20.4,6.8,6.8,0.5224930047988892,0.18857142857142856,0.0,8.795887912813386e-06,0.0,0.07463362870278344,0.366908728149704,0.20435736630474638,0.09078044079909289,0.019547619047619046,0.01387402765095963,0.0022413090730211,-0.002785714285714288,-0.0010911310065401,-0.007353378596288801,0.0
1,1,1_1,2,3,neutral,2.0,20.4,6.8,6.8,0.4024275541305542,0.03395115671816836,0.0,9.030471279171973e-06,0.0,0.10804735902001725,0.567255772292338,0.19617894320572854,0.13077584056935093,0.02528571428571429,0.019222945723925033,0.0017845523768714316,-0.0008809523809523779,0.0006850633768224,-0.0178079090777532,0.0
1,1,1_1,3,4,uncertain,2.0,20.4,6.8,6.8,0.18782059848308563,0.5575870798471265,0.0,8.6473828975917e-06,0.0,0.5573722037265364,0.6438631563751311,0.8647294308532227,0.6475676246115791,0.12076190476190476,0.08902648955115385,0.05195660740898291,-0.03407142857142855,0.0147460857338771,-0.0099415608719307,0.0
1,1,1_1,4,4,protected,2.0,20.4,6.8,6.8,0.11190290749073029,0.889518566467312,4.5436524534932006e-05,8.878158476366712e-06,4.975558805472977,1.2603864519116168,0.7988337631484216,1.5688769711416983,1.4687263173770686,0.28340476190476194,0.2041625868062263,0.19216898766489784,-0.1368095238095238,0.0794533828446037,0.0688043220958254,0.0
1,1,1_1,5,4,uncertain,2.0,20.4,6.8,6.8,0.04653359204530716,0.7691354766962493,0.0,9.193993836309837e-06,0.0,0.5156650269157257,0.33243494371338306,1.5527568632619753,0.5951340502382166,0.12683333333333333,0.08599368119412495,0.05126711510243378,-0.03678571428571429,0.0218444877117877,-0.0014701926504911,0.0
1,1,1_1,6,3,uncertain,2.0,20.4,6.8,6.8,0.0050325035117566586,0.5609172335956247,0.0,9.213903225855475e-06,0.0,0.31642766000795197,0.3131392989220333,1.0113257044638977,0.3580914539164713,0.0749047619047619,0.05164117125367681,0.02598379317457803,-0.023595238095238086,0.0095663227683039,-0.0089302622293044,0.0
