fold,seed,task,metric,subject,session,representation,value
2,1,mi,alignment,1,1,protected,0.9020346953889098
2,1,mi,alignment,1,2,protected,0.8688717346519338
2,1,mi,alignment,10,1,protected,0.6402230491351841
2,1,mi,alignment,10,2,protected,0.4699971275365904
2,1,mi,alignment,11,1,protected,0.6663412491857441
2,1,mi,alignment,11,2,protected,0.787887746039295
2,1,mi,alignment,12,1,protected,0.625927843140851
2,1,mi,alignment,12,2,protected,0.4587543703726177
2,1,mi,alignment,13,1,protected,0.6571030188954521
2,1,mi,alignment,13,2,protected,0.22321645906206758
2,1,mi,alignment,15,1,protected,0.3673963793567737
2,1,mi,alignment,15,2,protected,0.43993364456868267
2,1,mi,alignment,19,1,protected,0.9295015598457086
2,1,mi,alignment,19,2,protected,0.91624974691883
2,1,mi,alignment,2,1,protected,0.8086797698298892
2,1,mi,alignment,2,2,protected,0.8336423272001944
2,1,mi,alignment,20,1,protected,0.7518771169488798
2,1,mi,alignment,20,2,protected,0.7234869762556344
2,1,mi,alignment,21,1,protected,0.9143301891993253
2,1,mi,alignment,21,2,protected,0.8832829876976687
2,1,mi,alignment,23,1,protected,0.8125238611311615
2,1,mi,alignment,23,2,protected,0.9223819373070719
2,1,mi,alignment,24,1,protected,0.782815707679531
2,1,mi,alignment,24,2,protected,0.6612287182074152
2,1,mi,alignment,27,1,protected,0.6771555875648015
2,1,mi,alignment,27,2,protected,0.6688144673016984
2,1,mi,alignment,28,1,protected,0.8858133002008232
2,1,mi,alignment,28,2,protected,0.8925444759270325
2,1,mi,alignment,3,1,protected,0.8900178202832272
2,1,mi,alignment,3,2,protected,0.9499319646424796
2,1,mi,alignment,31,1,protected,0.6996737596193701
2,1,mi,alignment,31,2,protected,0.49907258325938464
2,1,mi,alignment,32,1,protected,0.9097289881586023
2,1,mi,alignment,32,2,protected,0.8791118062855204
2,1,mi,alignment,33,1,protected,0.9640709981425252
2,1,mi,alignment,33,2,protected,0.9344039668010369
2,1,mi,alignment,35,1,protected,0.5293783024491546
2,1,mi,alignment,35,2,protected,0.656026440471774
2,1,mi,alignment,36,1,protected,0.9018073983429717
2,1,mi,alignment,36,2,protected,0.9074855885180217
2,1,mi,alignment,37,1,protected,0.9172928778575256
2,1,mi,alignment,37,2,protected,0.8911169082413327
2,1,mi,alignment,38,1,protected,0.8874507097684313
2,1,mi,alignment,38,2,protected,0.7263461202333641
2,1,mi,alignment,39,1,protected,0.7146330326837466
2,1,mi,alignment,39,2,protected,0.9331503305762855
2,1,mi,alignment,40,1,protected,0.661765999737865
2,1,mi,alignment,40,2,protected,0.646709987444814
2,1,mi,alignment,41,1,protected,0.31202262701221
2,1,mi,alignment,41,2,protected,0.47349166044446916
2,1,mi,alignment,42,1,protected,0.5468097442443262
2,1,mi,alignment,42,2,protected,0.5876155742709874
2,1,mi,alignment,43,1,protected,0.8758321143257062
2,1,mi,alignment,43,2,protected,0.7665688705880226
2,1,mi,alignment,45,1,protected,0.8650637334179051
2,1,mi,alignment,45,2,protected,0.9401532275029539
2,1,mi,alignment,46,1,protected,0.8287024391679562
2,1,mi,alignment,46,2,protected,0.9108839209597337
2,1,mi,alignment,47,1,protected,0.7161770299139185
2,1,mi,alignment,47,2,protected,0.8932189322559527
2,1,mi,alignment,48,1,protected,0.29494353066743184
2,1,mi,alignment,48,2,protected,0.6932556822390453
2,1,mi,alignment,50,1,protected,0.30865650626124697
2,1,mi,alignment,50,2,protected,0.6933992339719801
2,1,mi,alignment,53,1,protected,0.7853421584364123
2,1,mi,alignment,53,2,protected,0.600521298291153
2,1,mi,alignment,8,1,protected,0.8889956273717835
2,1,mi,alignment,8,2,protected,0.8373977913769591
2,1,mi,cross_session,1,1->2,protected,0.8824432996624151
2,1,mi,cross_session,1,2->1,protected,0.8973974923962957
2,1,mi,cross_session,10,1->2,protected,0.4352711078410836
2,1,mi,cross_session,10,2->1,protected,0.6630355701319669
2,1,mi,cross_session,11,1->2,protected,0.7543454790494778
2,1,mi,cross_session,11,2->1,protected,0.687158295972964
2,1,mi,cross_session,12,1->2,protected,0.5109025540567751
2,1,mi,cross_session,12,2->1,protected,0.6539415416887346
2,1,mi,cross_session,13,1->2,protected,0.22872633483438456
2,1,mi,cross_session,13,2->1,protected,0.6763933781107446
2,1,mi,cross_session,15,1->2,protected,0.4066154814131739
2,1,mi,cross_session,15,2->1,protected,0.4109474692513883
2,1,mi,cross_session,19,1->2,protected,0.9270268409676877
2,1,mi,cross_session,19,2->1,protected,0.9121690185677164
2,1,mi,cross_session,2,1->2,protected,0.8649019545489325
2,1,mi,cross_session,2,2->1,protected,0.8223016329155953
2,1,mi,cross_session,20,1->2,protected,0.6796824700444687
2,1,mi,cross_session,20,2->1,protected,0.7913415205775791
2,1,mi,cross_session,21,1->2,protected,0.9076407179232902
2,1,mi,cross_session,21,2->1,protected,0.8913230314966413
2,1,mi,cross_session,23,1->2,protected,0.9434671403989224
2,1,mi,cross_session,23,2->1,protected,0.7849005434519429
2,1,mi,cross_session,24,1->2,protected,0.6123812437673628
2,1,mi,cross_session,24,2->1,protected,0.7631300000571942
2,1,mi,cross_session,27,1->2,protected,0.6646623962095475
2,1,mi,cross_session,27,2->1,protected,0.7335225565085782
2,1,mi,cross_session,28,1->2,protected,0.9034096674484575
2,1,mi,cross_session,28,2->1,protected,0.8786467023829775
2,1,mi,cross_session,3,1->2,protected,0.9603155320481377
2,1,mi,cross_session,3,2->1,protected,0.8878227974826601
2,1,mi,cross_session,31,1->2,protected,0.5003652716849247
2,1,mi,cross_session,31,2->1,protected,0.7001915633803466
2,1,mi,cross_session,32,1->2,protected,0.8795604580793546
2,1,mi,cross_session,32,2->1,protected,0.9034926498766177
2,1,mi,cross_session,33,1->2,protected,0.9428172506111121
2,1,mi,cross_session,33,2->1,protected,0.951377836641375
2,1,mi,cross_session,35,1->2,protected,0.6086265944191765
2,1,mi,cross_session,35,2->1,protected,0.5677775810925924
2,1,mi,cross_session,36,1->2,protected,0.92144652381386
2,1,mi,cross_session,36,2->1,protected,0.8878989832555854
2,1,mi,cross_session,37,1->2,protected,0.915102521481786
2,1,mi,cross_session,37,2->1,protected,0.8962779139790334
2,1,mi,cross_session,38,1->2,protected,0.743293011357526
2,1,mi,cross_session,38,2->1,protected,0.9086461832771138
2,1,mi,cross_session,39,1->2,protected,0.9501282508492713
2,1,mi,cross_session,39,2->1,protected,0.7019342763736325
2,1,mi,cross_session,40,1->2,protected,0.6463427610969233
2,1,mi,cross_session,40,2->1,protected,0.6839376210355078
2,1,mi,cross_session,41,1->2,protected,0.4907543662420362
2,1,mi,cross_session,41,2->1,protected,0.31297695542063764
2,1,mi,cross_session,42,1->2,protected,0.5739952942800582
2,1,mi,cross_session,42,2->1,protected,0.581266557638841
2,1,mi,cross_session,43,1->2,protected,0.7556965786387628
2,1,mi,cross_session,43,2->1,protected,0.8785053756104992
2,1,mi,cross_session,45,1->2,protected,0.9391506332258626
2,1,mi,cross_session,45,2->1,protected,0.8582669726147014
2,1,mi,cross_session,46,1->2,protected,0.9114186081222232
2,1,mi,cross_session,46,2->1,protected,0.8087550262889207
2,1,mi,cross_session,47,1->2,protected,0.888560354976858
2,1,mi,cross_session,47,2->1,protected,0.7424008054334132
2,1,mi,cross_session,48,1->2,protected,0.6582931488571446
2,1,mi,cross_session,48,2->1,protected,0.3384270345452146
2,1,mi,cross_session,50,1->2,protected,0.7153575876431155
2,1,mi,cross_session,50,2->1,protected,0.3443210587238669
2,1,mi,cross_session,53,1->2,protected,0.5340358972284776
2,1,mi,cross_session,53,2->1,protected,0.8027350171096004
2,1,mi,cross_session,8,1->2,protected,0.8624248420225402
2,1,mi,cross_session,8,2->1,protected,0.8771069109532886
2,1,mi,margin,1,both,protected,0.8165522154315733
2,1,mi,margin,10,both,protected,0.3708320885577076
2,1,mi,margin,11,both,protected,0.27101249880020434
2,1,mi,margin,12,both,protected,0.4189564428042872
2,1,mi,margin,13,both,protected,0.14632402974539932
2,1,mi,margin,15,both,protected,0.39063234601156116
2,1,mi,margin,19,both,protected,0.8344187815454045
2,1,mi,margin,2,both,protected,0.41808218343775194
2,1,mi,margin,20,both,protected,0.6206796329916836
2,1,mi,margin,21,both,protected,0.7937974498132034
2,1,mi,margin,23,both,protected,0.7278214933463314
2,1,mi,margin,24,both,protected,0.3205251224369796
2,1,mi,margin,27,both,protected,0.522785996659459
2,1,mi,margin,28,both,protected,0.8465854205210424
2,1,mi,margin,3,both,protected,0.8884403700080448
2,1,mi,margin,31,both,protected,0.28899560970954175
2,1,mi,margin,32,both,protected,0.8152050262025918
2,1,mi,margin,33,both,protected,0.8783623982120972
2,1,mi,margin,35,both,protected,0.5229785708844322
2,1,mi,margin,36,both,protected,0.8042777155401133
2,1,mi,margin,37,both,protected,0.8467662912442658
2,1,mi,margin,38,both,protected,0.3282093254468214
2,1,mi,margin,39,both,protected,0.7197089115849558
2,1,mi,margin,40,both,protected,0.30685973774882436
2,1,mi,margin,41,both,protected,0.09113917843398012
2,1,mi,margin,42,both,protected,0.429917266135452
2,1,mi,margin,43,both,protected,0.6294591064742843
2,1,mi,margin,45,both,protected,0.6872979285217515
2,1,mi,margin,46,both,protected,0.39581470821804293
2,1,mi,margin,47,both,protected,0.5020014406329584
2,1,mi,margin,48,both,protected,0.38257833168757666
2,1,mi,margin,50,both,protected,0.24802671804669985
2,1,mi,margin,53,both,protected,0.38793829391795626
2,1,mi,margin,8,both,protected,0.8139300731929455
2,1,ssvep,alignment,1,1,protected,0.9803628537543863
2,1,ssvep,alignment,1,2,protected,0.9760019861479252
2,1,ssvep,alignment,10,1,protected,0.9576651753683314
2,1,ssvep,alignment,10,2,protected,0.9629542280389187
2,1,ssvep,alignment,11,1,protected,0.9773445228261677
2,1,ssvep,alignment,11,2,protected,0.975772714820088
2,1,ssvep,alignment,12,1,protected,0.9764348403844442
2,1,ssvep,alignment,12,2,protected,0.9842275762046415
2,1,ssvep,alignment,13,1,protected,0.9324792016401385
2,1,ssvep,alignment,13,2,protected,0.9464118661877705
2,1,ssvep,alignment,15,1,protected,0.8140074318224976
2,1,ssvep,alignment,15,2,protected,0.7742013908903332
2,1,ssvep,alignment,19,1,protected,0.9764795843602344
2,1,ssvep,alignment,19,2,protected,0.9697802805228897
2,1,ssvep,alignment,2,1,protected,0.9842934858871946
2,1,ssvep,alignment,2,2,protected,0.9776126567578585
2,1,ssvep,alignment,20,1,protected,0.9503642110458411
2,1,ssvep,alignment,20,2,protected,0.9594749790290904
2,1,ssvep,alignment,21,1,protected,0.8693005059669847
2,1,ssvep,alignment,21,2,protected,0.8918374013732833
2,1,ssvep,alignment,23,1,protected,0.7038390610943419
2,1,ssvep,alignment,23,2,protected,0.6405693575983294
2,1,ssvep,alignment,24,1,protected,0.9303799712348543
2,1,ssvep,alignment,24,2,protected,0.9254866616207627
2,1,ssvep,alignment,27,1,protected,0.989895085951123
2,1,ssvep,alignment,27,2,protected,0.9869990727580326
2,1,ssvep,alignment,28,1,protected,0.9544048383554539
2,1,ssvep,alignment,28,2,protected,0.9477280468063424
2,1,ssvep,alignment,3,1,protected,0.9840700641862611
2,1,ssvep,alignment,3,2,protected,0.977494477839348
2,1,ssvep,alignment,31,1,protected,0.9765686230574413
2,1,ssvep,alignment,31,2,protected,0.9768421642529576
2,1,ssvep,alignment,32,1,protected,0.9215162393172919
2,1,ssvep,alignment,32,2,protected,0.8710382250708311
2,1,ssvep,alignment,33,1,protected,0.9409584316975672
2,1,ssvep,alignment,33,2,protected,0.9366192036127946
2,1,ssvep,alignment,35,1,protected,0.9578557867031717
2,1,ssvep,alignment,35,2,protected,0.9545312321329085
2,1,ssvep,alignment,36,1,protected,0.9656997814241232
2,1,ssvep,alignment,36,2,protected,0.9618615363887184
2,1,ssvep,alignment,37,1,protected,0.9855854714091695
2,1,ssvep,alignment,37,2,protected,0.9808269222767975
2,1,ssvep,alignment,38,1,protected,0.9693423277909151
2,1,ssvep,alignment,38,2,protected,0.9789131786966268
2,1,ssvep,alignment,39,1,protected,0.9776209272369706
2,1,ssvep,alignment,39,2,protected,0.9839566759157475
2,1,ssvep,alignment,40,1,protected,0.9658504968943747
2,1,ssvep,alignment,40,2,protected,0.9671137096810697
2,1,ssvep,alignment,41,1,protected,0.9270178007319089
2,1,ssvep,alignment,41,2,protected,0.9412936162123284
2,1,ssvep,alignment,42,1,protected,0.9893695135671869
2,1,ssvep,alignment,42,2,protected,0.9337172105906205
2,1,ssvep,alignment,43,1,protected,0.9865426876769421
2,1,ssvep,alignment,43,2,protected,0.9816998113757824
2,1,ssvep,alignment,45,1,protected,0.8946673077178996
2,1,ssvep,alignment,45,2,protected,0.9311622807249522
2,1,ssvep,alignment,46,1,protected,0.9576580507465804
2,1,ssvep,alignment,46,2,protected,0.9754607080460942
2,1,ssvep,alignment,47,1,protected,0.2969722564495866
2,1,ssvep,alignment,47,2,protected,0.9862963387721331
2,1,ssvep,alignment,48,1,protected,0.964802798180315
2,1,ssvep,alignment,48,2,protected,0.9394095327048997
2,1,ssvep,alignment,50,1,protected,0.9639640260285588
2,1,ssvep,alignment,50,2,protected,0.9609925210531806
2,1,ssvep,alignment,53,1,protected,0.9767263144742968
2,1,ssvep,alignment,53,2,protected,0.9692729774988088
2,1,ssvep,alignment,8,1,protected,0.9540888993135201
2,1,ssvep,alignment,8,2,protected,0.9528756945772467
2,1,ssvep,rdm,1,1,protected,0.942857142857143
2,1,ssvep,rdm,1,2,protected,0.7714285714285715
2,1,ssvep,rdm,10,1,protected,0.7714285714285715
2,1,ssvep,rdm,10,2,protected,0.7142857142857143
2,1,ssvep,rdm,11,1,protected,1.0
2,1,ssvep,rdm,11,2,protected,0.942857142857143
2,1,ssvep,rdm,12,1,protected,1.0
2,1,ssvep,rdm,12,2,protected,0.8285714285714287
2,1,ssvep,rdm,13,1,protected,0.4285714285714286
2,1,ssvep,rdm,13,2,protected,0.3714285714285715
2,1,ssvep,rdm,15,1,protected,0.3142857142857143
2,1,ssvep,rdm,15,2,protected,-0.028571428571428574
2,1,ssvep,rdm,19,1,protected,0.942857142857143
2,1,ssvep,rdm,19,2,protected,0.6
2,1,ssvep,rdm,2,1,protected,0.7714285714285715
2,1,ssvep,rdm,2,2,protected,0.4285714285714286
2,1,ssvep,rdm,20,1,protected,0.8285714285714287
2,1,ssvep,rdm,20,2,protected,0.5428571428571429
2,1,ssvep,rdm,21,1,protected,0.4285714285714286
2,1,ssvep,rdm,21,2,protected,0.6
2,1,ssvep,rdm,23,1,protected,0.4285714285714286
2,1,ssvep,rdm,23,2,protected,0.2571428571428572
2,1,ssvep,rdm,24,1,protected,0.6
2,1,ssvep,rdm,24,2,protected,0.5428571428571429
2,1,ssvep,rdm,27,1,protected,0.942857142857143
2,1,ssvep,rdm,27,2,protected,0.942857142857143
2,1,ssvep,rdm,28,1,protected,0.4285714285714286
2,1,ssvep,rdm,28,2,protected,0.4285714285714286
2,1,ssvep,rdm,3,1,protected,0.942857142857143
2,1,ssvep,rdm,3,2,protected,0.6571428571428573
2,1,ssvep,rdm,31,1,protected,0.942857142857143
2,1,ssvep,rdm,31,2,protected,0.8285714285714287
2,1,ssvep,rdm,32,1,protected,0.14285714285714288
2,1,ssvep,rdm,32,2,protected,-0.14285714285714288
2,1,ssvep,rdm,33,1,protected,0.3714285714285715
2,1,ssvep,rdm,33,2,protected,0.5428571428571429
2,1,ssvep,rdm,35,1,protected,0.7142857142857143
2,1,ssvep,rdm,35,2,protected,0.5428571428571429
2,1,ssvep,rdm,36,1,protected,0.8285714285714287
2,1,ssvep,rdm,36,2,protected,0.7714285714285715
2,1,ssvep,rdm,37,1,protected,0.942857142857143
2,1,ssvep,rdm,37,2,protected,0.6571428571428573
2,1,ssvep,rdm,38,1,protected,0.7714285714285715
2,1,ssvep,rdm,38,2,protected,0.6
2,1,ssvep,rdm,39,1,protected,0.6
2,1,ssvep,rdm,39,2,protected,0.48571428571428577
2,1,ssvep,rdm,40,1,protected,0.7714285714285715
2,1,ssvep,rdm,40,2,protected,0.8285714285714287
2,1,ssvep,rdm,41,1,protected,0.7714285714285715
2,1,ssvep,rdm,41,2,protected,0.6
2,1,ssvep,rdm,42,1,protected,0.942857142857143
2,1,ssvep,rdm,42,2,protected,0.08571428571428573
2,1,ssvep,rdm,43,1,protected,1.0
2,1,ssvep,rdm,43,2,protected,0.8285714285714287
2,1,ssvep,rdm,45,1,protected,0.7714285714285715
2,1,ssvep,rdm,45,2,protected,0.5428571428571429
2,1,ssvep,rdm,46,1,protected,0.14285714285714288
2,1,ssvep,rdm,46,2,protected,0.48571428571428577
2,1,ssvep,rdm,47,1,protected,0.7714285714285715
