epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task,train_persistence,train_order,train_budget,train_total,train_grad_norm,lambda_p_effective,lambda_order_effective,lambda_budget_effective,orthogonality_error,gate_mean_mi,gate_mean_erp,gate_mean_ssvep,gate_active_mi,gate_active_erp,gate_active_ssvep,elapsed_seconds
0,0.639584736251403,0.5672222222222222,0.5476430976430977,0.803888888888889,0.8373059301732857,0.9947664409040291,0.16011889237109747,0.4992116723105172,0.8373059301732857,0.9111651402210521,0.0,0.0,0.0,3.5762786865234375e-07,0.49726301431655884,0.4967077970504761,0.5089461207389832,1,1,8,22.225640773773193
1,0.6866891133557801,0.6127777777777779,0.5556228956228957,0.8916666666666666,0.590380358918805,1.364067220242224,0.27317144352698997,0.5016154128814412,0.590380358918805,1.1303458548037806,0.0,0.0,0.0,2.384185791015625e-07,0.49504438042640686,0.49453169107437134,0.5144285559654236,1,0,8,42.61067509651184
2,0.7324130190796857,0.6927777777777777,0.5839057239057239,0.9205555555555556,0.5375544815977044,1.4584148375787467,0.3220784132168672,0.5011057781281872,0.5375544815977044,1.1425148298807233,0.0,0.0,0.0,3.5762786865234375e-07,0.4931255578994751,0.4925660192966461,0.5160603523254395,1,0,8,62.848092794418335
3,0.7279573512906846,0.6566666666666666,0.5972053872053872,0.93,0.5050164263382136,1.533676364711512,0.3461490889018941,0.5006531621808203,0.5050164263382136,1.1090092191072267,0.0,0.0,0.0,2.384185791015625e-07,0.4920334219932556,0.49059438705444336,0.5185302495956421,1,0,8,82.89023089408875
4,0.7379573512906846,0.6916666666666667,0.5905387205387206,0.9316666666666666,0.4860521683069033,1.5669551898385876,0.37847792016011533,0.5003017253964861,0.4860521683069033,1.0583782301884945,0.0,0.0,0.0,4.172325134277344e-07,0.49135953187942505,0.4902518391609192,0.519643247127533,1,0,8,103.04631781578064
5,0.7491470258136924,0.6972222222222222,0.6124410774410773,0.9377777777777778,0.47684392806525544,0.5791852304311557,0.03344936640584998,0.4977632137102501,0.5187248679522042,1.140039029522477,0.06999999999999999,0.04000000000000001,0.0,2.384185791015625e-07,0.4868260622024536,0.4799952507019043,0.5193383693695068,1,0,8,123.09483098983765
6,0.7635072951739618,0.7272222222222222,0.6016329966329966,0.9616666666666667,0.46707392713733925,0.47308640335207786,0.012776944699270702,0.4937289847391788,0.5343281804958236,1.084874475670752,0.13999999999999999,0.08000000000000002,0.0,2.384185791015625e-07,0.4833739101886749,0.4758809208869934,0.5185143351554871,1,0,8,143.1781108379364
7,0.7589955106621774,0.7244444444444444,0.6158754208754209,0.9366666666666666,0.45587446895715233,0.4404880390546032,0.013986047627143214,0.49185662709663963,0.5500552793529546,1.1157022335818996,0.21,0.12,0.0,3.5762786865234375e-07,0.4808350205421448,0.47391849756240845,0.5183209180831909,1,0,8,163.30685806274414
8,0.7597474747474747,0.735,0.5992424242424242,0.9450000000000001,0.4566510475684549,0.4186297084126517,0.013670171532675485,0.49028085102544766,0.5760545914418229,1.1606709010133118,0.27999999999999997,0.16000000000000003,0.0,3.5762786865234375e-07,0.47873789072036743,0.47147953510284424,0.518012285232544,0,0,7,183.2664303779602
9,0.7594725028058361,0.7316666666666667,0.6067508417508418,0.94,0.4517985947221239,0.38606319360643904,0.013545515389991141,0.4882647832420385,0.5896298166747406,1.2229850743418542,0.35,0.2,0.0,2.384185791015625e-07,0.4752732515335083,0.4674724340438843,0.5175117254257202,0,0,7,203.4582085609436
10,0.7640123456790123,0.7283333333333333,0.6148148148148148,0.9488888888888889,0.4499338049197865,0.372299462556839,0.01311152634672194,0.4855780072301348,0.5833464961185634,1.2387048947476895,0.35,0.2,0.001,3.5762786865234375e-07,0.4728472828865051,0.4639989137649536,0.5163748264312744,0,0,7,223.46246886253357
11,0.7606060606060606,0.7394444444444445,0.6001515151515151,0.9422222222222222,0.4487642799025384,0.3516033793164191,0.013466375984390763,0.4831536938653928,0.5754850445506728,1.2199952630239113,0.35,0.2,0.002,1.1920928955078125e-07,0.47009631991386414,0.46046268939971924,0.5152021646499634,0,0,7,243.4261863231659
12,0.7558978675645341,0.71,0.6232491582491583,0.9344444444444445,0.44172793069732524,0.34211736054063957,0.014047531054189828,0.48032276847652183,0.5657194780412121,1.2124838539373095,0.35,0.2,0.003,2.384185791015625e-07,0.4664546549320221,0.4551195502281189,0.5138887763023376,0,0,7,263.4849169254303
13,0.7354994388327722,0.6694444444444445,0.5964983164983165,0.9405555555555556,0.44162144003627457,0.3318941902334445,0.013702911481470148,0.47642615326097076,0.5624306942814978,1.265834870739518,0.35,0.2,0.004,3.5762786865234375e-07,0.4613223075866699,0.45029330253601074,0.5118653178215027,0,0,7,283.4611303806305
14,0.7692648709315376,0.7388888888888889,0.6272390572390573,0.9416666666666667,0.44403771401565767,0.30853319237722415,0.015047927665585112,0.47199705187405383,0.5573939046013021,1.2280084028422276,0.35,0.2,0.005,2.384185791015625e-07,0.455693781375885,0.4439844489097595,0.5100752711296082,0,0,7,303.3826298713684
15,0.7464814814814815,0.7044444444444444,0.6038888888888889,0.9311111111111111,0.44086944555567803,0.30057627840019835,0.015040280741299981,0.4679410465966875,0.551418899654228,1.2629207879583413,0.35,0.2,0.005,3.5762786865234375e-07,0.45118629932403564,0.43796199560165405,0.508327841758728,0,0,6,323.3453619480133
16,0.7686026936026936,0.7322222222222222,0.6202525252525253,0.9533333333333334,0.4338526697916405,0.2968186823842682,0.014302076519440824,0.4637736243622325,0.5429184899151882,1.2601779220260192,0.35,0.2,0.005,2.980232238769531e-07,0.4462128281593323,0.43211662769317627,0.5066910982131958,0,0,5,343.3382375240326
17,0.7554601571268238,0.7016666666666667,0.6163804713804714,0.9483333333333334,0.4305380153878827,0.2739957498612805,0.01506354265506858,0.45961117215245684,0.5317472968703119,1.2219884824529987,0.35,0.2,0.005,2.384185791015625e-07,0.44216856360435486,0.42599135637283325,0.5054956078529358,0,0,5,363.43743419647217
18,0.7652469135802469,0.7483333333333333,0.6007407407407408,0.9466666666666667,0.4336770488837055,0.26322052968996706,0.015561650977165343,0.4558771400251121,0.5311959494497175,1.2565107646389542,0.35,0.2,0.005,4.172325134277344e-07,0.4375210404396057,0.4205683767795563,0.5035404562950134,0,0,4,383.62775802612305
19,0.7626879910213243,0.7216666666666667,0.6152861952861953,0.951111111111111,0.42840828990267815,0.2669026563379252,0.014511815411534823,0.4519835367938068,0.5269864981419572,1.2594813147437907,0.35,0.2,0.005,2.384185791015625e-07,0.4333171248435974,0.4153829514980316,0.5020556449890137,0,0,4,403.64251136779785
20,0.7642087542087542,0.7594444444444444,0.5920707070707071,0.9411111111111111,0.42732142120878275,0.2562237785798367,0.014302999120658246,0.448531383944449,0.522103000745595,1.266885196494165,0.35,0.2,0.005,2.384185791015625e-07,0.4291825294494629,0.4105679988861084,0.5005006194114685,0,0,4,423.7863838672638
21,0.7707126823793491,0.7361111111111112,0.621026936026936,0.9550000000000001,0.421692534306339,0.2536064748452089,0.015043089079244114,0.44497963925388373,0.5156883129449649,1.243393352655607,0.35,0.2,0.005,2.384185791015625e-07,0.4252038598060608,0.4056416153907776,0.4991625249385834,0,0,4,443.745477437973
22,0.7674747474747474,0.7066666666666667,0.6335353535353535,0.9622222222222222,0.4171189835695463,0.24148460568111635,0.016057731487971044,0.4414707049031124,0.5070574913069467,1.2750363945960999,0.35,0.2,0.005,2.980232238769531e-07,0.4205235242843628,0.40094107389450073,0.49761703610420227,0,0,4,463.7806713581085
23,0.7602076318742985,0.7394444444444443,0.6006228956228956,0.9405555555555556,0.4207625316682263,0.24272704082671728,0.015271385957565263,0.43788117365302326,0.5109606805805847,1.3212722673594395,0.35,0.2,0.005,2.384185791015625e-07,0.4160780906677246,0.3967079222202301,0.49601390957832336,0,0,3,483.8504390716553
24,0.7706228956228957,0.741111111111111,0.6363131313131313,0.9344444444444444,0.4221646373517045,0.23631312008773056,0.014948908492017573,0.4340736813077303,0.5100343795580284,1.294957906286293,0.35,0.2,0.005,2.384185791015625e-07,0.4112560749053955,0.3909705877304077,0.4941976070404053,0,0,3,503.785879611969
25,0.7670314253647588,0.7338888888888888,0.6227609427609427,0.9444444444444444,0.42031075687051933,0.22954655362066823,0.015159766111418466,0.4303141155532587,0.5058355749210465,1.2650396556497734,0.35,0.2,0.005,3.5762786865234375e-07,0.4068105220794678,0.3862137198448181,0.4925912320613861,0,0,2,523.7224857807159
26,0.7622558922558923,0.7172222222222222,0.6134343434343434,0.956111111111111,0.4174683133018351,0.22992145151735466,0.014992934521113601,0.42675182975341225,0.503073165906924,1.2935761631092177,0.35,0.2,0.005,2.980232238769531e-07,0.402241051197052,0.3822270631790161,0.4907822608947754,0,0,2,543.7412557601929
27,0.7746071829405162,0.7472222222222222,0.6288215488215488,0.9477777777777778,0.41636026462661885,0.21850949177675158,0.015393924760136091,0.42332459303820247,0.498033994826201,1.274582887364325,0.35,0.2,0.005,2.980232238769531e-07,0.39760422706604004,0.3776579797267914,0.4892670214176178,0,0,2,563.7564706802368
28,0.7651571268237934,0.721111111111111,0.6376936026936026,0.9366666666666666,0.4174932912688389,0.2181038740221585,0.01532741790097729,0.41988496719119706,0.4989945532005524,1.3028927779643336,0.35,0.2,0.005,4.76837158203125e-07,0.3932744264602661,0.37403690814971924,0.4877810478210449,0,0,2,583.7504556179047
29,0.7657351290684624,0.7461111111111112,0.6088720538720539,0.9422222222222222,0.418360369227757,0.22271119016353216,0.014473538410580047,0.41660575554749674,0.5012870199769457,1.3163797147920198,0.35,0.2,0.005,2.384185791015625e-07,0.38923051953315735,0.37010735273361206,0.48546627163887024,0,0,2,603.6769394874573
30,0.762368125701459,0.71,0.6287710437710438,0.9483333333333333,0.4117720503116322,0.21433984954780508,0.015366410244708863,0.4132708389068318,0.491930634897446,1.3065223398609696,0.35,0.2,0.005,3.5762786865234375e-07,0.38487762212753296,0.3653532862663269,0.48382967710494995,0,0,2,623.6441297531128
31,0.7738047138047138,0.7366666666666667,0.6358585858585859,0.9488888888888889,0.41778521810736613,0.20803636632790076,0.01533877880913075,0.4097658704931491,0.4957145313236201,1.281670275135575,0.35,0.2,0.005,2.980232238769531e-07,0.3807303011417389,0.36136505007743835,0.4821690320968628,0,0,2,643.576717376709
32,0.7606285072951741,0.7305555555555556,0.6107744107744109,0.9405555555555556,0.40969211225197694,0.20963701967881104,0.01533515726990789,0.40656108388276857,0.4881649059112941,1.2940403763378892,0.35,0.2,0.005,2.384185791015625e-07,0.37678372859954834,0.35738620162010193,0.4805455207824707,0,0,2,663.686203956604
33,0.7688664421997755,0.7238888888888888,0.6332659932659933,0.9494444444444444,0.4099504596719118,0.21052832615988276,0.01465276187442452,0.40343708579785353,0.4885831096462,1.2647998767478443,0.35,0.2,0.005,2.980232238769531e-07,0.37296807765960693,0.35430195927619934,0.4789125919342041,0,0,1,683.6441278457642
34,0.7661503928170595,0.7361111111111112,0.6267845117845118,0.9355555555555556,0.41120215275577293,0.2110262992226075,0.014026514837675006,0.4006040035007156,0.48986967757483507,1.3203289063177377,0.35,0.2,0.005,2.980232238769531e-07,0.3689923584461212,0.35078269243240356,0.4773707389831543,0,0,1,703.685982465744
35,0.7731313131313131,0.7405555555555556,0.6343939393939394,0.9444444444444444,0.40970869404133237,0.20657743318615673,0.014766941517243318,0.39754930249998505,0.4869519279938992,1.3228321108862617,0.35,0.2,0.005,2.384185791015625e-07,0.36511513590812683,0.34770065546035767,0.475978285074234,0,0,1,723.6516489982605
36,0.7544556677890011,0.7116666666666667,0.6178114478114478,0.9338888888888888,0.41041401780654335,0.2047994665314104,0.014470694456075397,0.3944816798250252,0.48696038043387585,1.3261350270743681,0.35,0.2,0.005,2.384185791015625e-07,0.3609369397163391,0.3434786796569824,0.4739958345890045,0,0,1,743.828362941742
37,0.7639618406285072,0.735,0.6174410774410775,0.9394444444444444,0.4134049142632529,0.2008975687149529,0.014841750377319126,0.39129685325043223,0.4886438941287103,1.3077439816198617,0.35,0.2,0.005,2.384185791015625e-07,0.3568482995033264,0.34019649028778076,0.472137451171875,0,0,1,764.0240080356598
38,0.7586195286195286,0.6972222222222222,0.6403030303030304,0.9383333333333334,0.40763731119788693,0.20097027475310264,0.014349822364051208,0.3881543858029018,0.48278763834561145,1.2809273115942412,0.35,0.2,0.005,2.384185791015625e-07,0.35260069370269775,0.3362337350845337,0.47054100036621094,0,0,1,784.097318649292
39,0.7703703703703705,0.7322222222222222,0.6377777777777778,0.9411111111111111,0.4049106956085312,0.1958622255614985,0.014795460155077069,0.3848508757965587,0.4783458194442999,1.2996519798430326,0.35,0.2,0.005,2.980232238769531e-07,0.34843945503234863,0.3331305980682373,0.4687255024909973,0,0,0,803.8824608325958
