dataset,model,fold,seed,independent_probe_BA,residual_stability,stability_CI_low,stability_CI_high,affinity_improvement,affinity_CI_low,affinity_CI_high,advantage_over_random,advantage_over_random_CI_low,advantage_over_random_CI_high,class_accuracy_change,class_accuracy_loss,class_true_log_probability_change,manifold_transport_mean,manifold_clean_mean,independent_session_3NN_ratio,off_manifold_rate,random_off_manifold_rate,off_manifold_excess_vs_random,source_subjects
OpenBMI,CBraMod,0,0,0.68375,0.6603277301312442,0.5972048766961138,0.7185708104955468,0.12162319176326501,0.10354738751776484,0.138357091834148,0.15395281067432318,0.13042319357234058,0.17495007247687544,0.00934782608695652,-0.00934782608695652,0.011237284074748529,4.289423495065095,3.8457888078901834,1.1153559670943791,0.020833333333333332,0.020833333333333332,0.0,24
OpenBMI,CBraMod,0,1,0.67875,0.7100297875990629,0.6517783746069372,0.7633701805921306,0.14178566356194017,0.12954867170668594,0.1532826071865458,0.17484030187588087,0.15950871741478237,0.1880497208346331,0.0006521739130434786,-0.0006521739130434786,0.0025615214935071832,4.123803996388254,3.684307733625599,1.1192886953365762,0.0,0.0009057971014492754,-0.0009057971014492754,24
OpenBMI,CBraMod,0,2,0.6825,0.6783884413792306,0.612652186310901,0.7371870312718581,0.13461122308170695,0.12126718698626608,0.14685179929134845,0.17486340512030565,0.15931865018281996,0.18974225705161185,0.0007971014492753675,-0.0007971014492753675,0.007001638884971021,3.6954287514098234,3.236409541220843,1.1418297667036998,0.0,0.009963768115942028,-0.009963768115942028,24
OpenBMI,CBraMod,1,0,0.72875,0.6743385559610884,0.6154476140675685,0.7252542983422612,0.14495729121683454,0.13145014599787447,0.15721845388650132,0.1874318020158036,0.16964686661521888,0.2041545952744961,0.002391304347826082,-0.002391304347826082,0.00832522926467045,3.6505672201680057,3.146523684244068,1.1601906060481573,0.041666666666666664,0.041666666666666664,0.0,24
OpenBMI,CBraMod,1,1,0.72,0.6207224994654008,0.5741140329769571,0.6669022259372575,0.12178717738047769,0.11265718157919437,0.13121769761347182,0.1546825764291823,0.14301880147474558,0.166889748606881,0.004891304347826086,-0.004891304347826086,0.01356543968898391,4.471623174329891,4.013294666523757,1.1142025557278927,0.020833333333333332,0.041666666666666664,-0.020833333333333332,24
OpenBMI,CBraMod,1,2,0.71125,0.677076172782657,0.6213043461070312,0.7254774431345398,0.13596605599699013,0.1177097212563447,0.15072698842944335,0.1711223427652605,0.14732262598839596,0.19146890213393392,0.0044202898550724685,-0.0044202898550724685,0.01228095081140628,4.190521193561398,3.7207155150336972,1.12626756241627,0.041666666666666664,0.041666666666666664,0.0,24
OpenBMI,CBraMod,2,0,0.6737500000000001,0.5800624852191799,0.5109126614229371,0.639602412211825,0.12258559592241358,0.10456465557134863,0.13849530122398127,0.15034905121499217,0.12851830954070279,0.1698158235160331,0.0027173913043478247,-0.0027173913043478247,0.002938880399433349,5.242326430148336,4.831048403665787,1.0851322512460178,0.041666666666666664,0.041666666666666664,0.0,24
OpenBMI,CBraMod,2,1,0.64375,0.6710731285334083,0.6133056781890284,0.721002414432151,0.12046426366023184,0.10312946559642368,0.13514915809560885,0.1476096995846907,0.12620987018826377,0.16597786827471167,0.00032608695652173894,-0.00032608695652173894,0.0010438491456518115,4.495932276907295,4.129175024781153,1.0888209508981954,0.020833333333333332,0.020833333333333332,0.0,24
OpenBMI,CBraMod,2,2,0.67625,0.6685657269597854,0.5889100935975684,0.7371837541684484,0.13337205774340874,0.11622897947966367,0.14877955713033136,0.16895004854672024,0.14619151228696406,0.1892253787929496,0.001123188405797103,-0.001123188405797103,-1.959518067123882e-05,4.143185365927776,3.6730983592158197,1.1279810559748573,0.0,0.0,0.0,24
OpenBMI,CBraMod,3,0,0.6950000000000001,0.6640856685848017,0.588379014876212,0.7307867433713898,0.1278374997088315,0.10923335045008546,0.1450823770263648,0.17415849514744955,0.15172102518863465,0.19484410743348807,0.0018478260869565274,-0.0018478260869565274,0.013967692638329691,3.7722961965452497,3.1622861038563213,1.192901613786633,0.020833333333333332,0.020833333333333332,0.0,24
