dataset,model,fold,seed,source_subject,stability_effect,affinity_improvement,advantage_over_random,class_accuracy_change,class_true_log_probability_change
OpenBMI,CBraMod,0,0,30,0.6635008312997763,0.1308040670616767,0.1576615352122359,0.0,-0.009487959556018503
OpenBMI,CBraMod,0,0,31,0.448425964994201,0.10495987908725297,0.13465519556867295,0.009565217391304354,-0.012633369093512105
OpenBMI,CBraMod,0,0,34,0.24176512780577125,0.06571381032371576,0.12405430912720423,-0.016956521739130447,-0.05262897813243922
OpenBMI,CBraMod,0,0,35,0.631911321250008,0.0,0.0,-0.000434782608695652,-0.005052534581267834
OpenBMI,CBraMod,0,0,40,0.6232551742905659,0.08761999583988607,0.10612130021134307,0.010869565217391295,0.010974382135021893
OpenBMI,CBraMod,0,0,43,0.48677138883181936,0.11799793534481352,0.15438279470093347,0.0017391304347826343,0.012114565972487685
OpenBMI,CBraMod,0,0,44,0.843763324723699,0.17673402576431899,0.21972912804379388,-0.006956521739130439,-0.009859825336699692
OpenBMI,CBraMod,0,0,48,0.6347917726005053,0.1422330116111984,0.18309343304995468,0.01478260869565219,0.020263487336872957
OpenBMI,CBraMod,0,0,52,0.8495954839918776,0.1408090835958515,0.16662738170889452,0.0004347826086956429,-0.012164866505990968
OpenBMI,CBraMod,0,1,1,0.5647732998035585,0.13122184577089127,0.1644309323197875,0.0008695652173912979,0.00635978412929256
OpenBMI,CBraMod,0,1,3,0.7181180648685417,0.13554204730896888,0.1675145680689846,0.0060869565217391165,0.015542051653817909
OpenBMI,CBraMod,0,1,5,0.7789861892951409,0.1718403943093626,0.2148446666366214,-0.0008695652173912882,0.0012222627305714835
OpenBMI,CBraMod,0,1,6,0.8546516490737323,0.16041243176131453,0.18986664255146105,0.0008695652173913051,-0.0085044209163387
OpenBMI,CBraMod,0,1,7,0.753713523461212,0.1599678117922364,0.19521343005341646,0.0017391304347826103,0.0003446022454543451
OpenBMI,CBraMod,0,1,8,0.7131297663153016,0.1415325073410474,0.16623537764704285,-0.008695652173913004,0.0009360339563787255
OpenBMI,CBraMod,0,1,9,0.8932416465679436,0.1448122867146232,0.17181939641590754,-0.0026086956521739154,-0.0012122039794577458
OpenBMI,CBraMod,0,1,10,0.8829711258755591,0.1734281392533217,0.203109905822689,0.014347826086956535,0.031063502229010418
OpenBMI,CBraMod,0,1,11,0.6883522165439507,0.15771184394632087,0.20388145907906086,0.0,-0.0034639477525330864
OpenBMI,CBraMod,0,1,14,0.48993067605195384,0.063102111580722,0.07464540023895569,0.0,-0.001437265512376117
OpenBMI,CBraMod,0,1,21,0.812947489220814,0.1492129763224286,0.17660330235030305,0.01521739130434782,0.01378414508246616
OpenBMI,CBraMod,0,1,22,0.7153365651512835,0.16900948427060147,0.20396049941381095,-0.0030434782608695678,0.00036919987217704924
OpenBMI,CBraMod,0,1,23,0.8772440135169259,0.18270095216342774,0.2235689049523896,-0.00869565217391305,-0.005678435572125063
OpenBMI,CBraMod,0,1,27,0.8305397675903017,0.170563061699667,0.20980535113013815,-0.00043478260869565257,0.0014316938527317194
OpenBMI,CBraMod,0,1,28,0.6613589379582445,0.1518755212157543,0.1910753244751658,-0.0017391304347826103,-0.004892835873535598
OpenBMI,CBraMod,0,1,30,0.693182263053848,0.13517869479542632,0.16521121176144082,0.0,-0.000680922962426722
OpenBMI,CBraMod,0,1,31,0.5605096535602958,0.12097238871478024,0.14862134085865675,-0.004347826086956547,-0.009196611459943665
OpenBMI,CBraMod,0,1,34,0.3824013075407691,0.09404021596851114,0.16545348807936266,0.00043478260869565257,0.009846429975045767
OpenBMI,CBraMod,0,1,35,0.5178667478101169,0.07700518803929511,0.09341558801762927,0.0017391304347826103,0.008543499428201226
OpenBMI,CBraMod,0,1,40,0.7121356036123878,0.11474111128622742,0.13634970211488753,0.0,-0.0030922279152923978
OpenBMI,CBraMod,0,1,43,0.53083304202697,0.12380630354410091,0.15288454222120054,0.0008695652173913051,0.012402861044453569
OpenBMI,CBraMod,0,1,44,0.8519172746104617,0.1702373035175411,0.20607925398284738,-0.0008695652173913051,-0.006026260034057436
OpenBMI,CBraMod,0,1,48,0.7161500709834638,0.16120010302010437,0.2012643644737471,-0.007826086956521747,-0.003085890181029377
OpenBMI,CBraMod,0,1,52,0.8404240078847325,0.1427412011498894,0.1703125923556345,0.012608695652173924,0.006901471803687368
OpenBMI,CBraMod,0,2,1,0.6302995756248813,0.13486076037863662,0.17617430705001555,0.003043478260869563,0.013870107593439054
OpenBMI,CBraMod,0,2,3,0.6996917874834719,0.13117702449727184,0.1632449043285845,-0.021304347826086957,-0.03848467269123712
OpenBMI,CBraMod,0,2,5,0.7345454189937858,0.17952366566882735,0.24075299653484944,-0.046521739130434746,-0.04907440242675033
OpenBMI,CBraMod,0,2,6,0.7203130932804533,0.1355553854999728,0.1708798676501013,-0.00913043478260871,-0.013263672572334368
OpenBMI,CBraMod,0,2,7,0.7384713355932571,0.1653103683147406,0.2066372531554138,0.022608695652173914,0.04551661756240887
OpenBMI,CBraMod,0,2,8,0.8064115934827976,0.138389278134525,0.16512267202607087,-0.002173913043478264,-0.006511312468856251
OpenBMI,CBraMod,0,2,9,0.9016042267909201,0.14555400295235513,0.17292124748486581,-0.0017391304347826103,0.00015954015227184198
OpenBMI,CBraMod,0,2,10,0.8654242993020458,0.1796422204631647,0.22393881144129826,0.051739130434782614,0.11603881274274232
OpenBMI,CBraMod,0,2,11,0.5672879816437135,0.14587250950451794,0.22520128975439374,2.413528314402514e-18,0.009627504339465066
OpenBMI,CBraMod,0,2,14,0.5672429658029092,0.06531842584913092,0.08043772467407272,-0.003913043478260868,0.005972773802937886
OpenBMI,CBraMod,0,2,21,0.8049101928417028,0.12835767913192758,0.15598687980581633,0.003913043478260868,0.010476798800267546
OpenBMI,CBraMod,0,2,22,0.8055854395085,0.1791371193933438,0.22524153086416968,0.038260869565217404,0.08652111298378876
OpenBMI,CBraMod,0,2,23,0.7653949261925148,0.148708284430813,0.1805978261480094,0.006086956521739138,0.006080069113570521
OpenBMI,CBraMod,0,2,27,0.7613394911558203,0.1509616697936563,0.18450495228802746,0.0,-0.0035961696832366636
OpenBMI,CBraMod,0,2,28,0.6855472178887064,0.16666538291934044,0.22079040383265378,-0.020434782608695662,-0.037291446772592926
OpenBMI,CBraMod,0,2,30,0.5279830636166369,0.11171056281812491,0.1430764953398565,0.00782608695652175,-0.0014893004726176324
OpenBMI,CBraMod,0,2,31,0.49970428777719855,0.13269853368917356,0.17638512588372446,-0.015652173913043486,-0.022598580772360034
OpenBMI,CBraMod,0,2,34,0.2749720737028896,0.06345375404991045,0.16614919676991416,0.0008695652173913607,0.029737818888812047
OpenBMI,CBraMod,0,2,35,0.6324188986603336,0.07794830719163075,0.10349122546572663,0.0,1.2599314511412593e-05
OpenBMI,CBraMod,0,2,40,0.5893344928382425,0.09915443098629359,0.12438905516910949,0.005217391304347835,0.01026231218848519
OpenBMI,CBraMod,0,2,43,0.35972563696472337,0.12152231854838715,0.16654003711644624,0.003913043478260871,0.019565035623901505
OpenBMI,CBraMod,0,2,44,0.8365970624465318,0.12711122707649353,0.15247980551520945,-0.006521739130434786,-0.006445485659007759
OpenBMI,CBraMod,0,2,48,0.6083120923514417,0.1467759782517925,0.19205429680340017,-0.003478260869565216,-0.020735264731624462
OpenBMI,CBraMod,0,2,52,0.8982054391580548,0.1552604644169367,0.17972381778560695,0.0065217391304347935,0.01368853838332007
OpenBMI,CBraMod,1,0,1,0.6665656013997899,0.15568541660781654,0.20105456735399782,0.0017391304347826055,0.06748362557829705
OpenBMI,CBraMod,1,0,5,0.8344790486175789,0.19136158868782194,0.24626086887576587,-0.016086956521739148,-0.017300720360677344
OpenBMI,CBraMod,1,0,6,0.7305379807515168,0.1595648977195386,0.20365134970656557,-0.0021739130434782626,-0.027435675485260935
OpenBMI,CBraMod,1,0,7,0.7303226067630653,0.168502165230744,0.21568167118756895,0.029565217391304358,0.03585900704179741
OpenBMI,CBraMod,1,0,8,0.7341219357121671,0.16188762973851017,0.20548474696205146,0.026521739130434797,0.06763040926754128
OpenBMI,CBraMod,1,0,9,0.6518828561776351,0.10247287560604545,0.12054403966962556,-0.0026086956521739154,0.005281160626459656
OpenBMI,CBraMod,1,0,11,0.5316594121361888,0.1479383278788652,0.1973610915387446,0.016521739130434792,0.005685609688350279
OpenBMI,CBraMod,1,0,16,0.3190917694230604,0.10049926313735673,0.1493168271096918,-0.007391304347826096,-0.03857398263181061
OpenBMI,CBraMod,1,0,20,0.35192957160803756,0.0981095188936625,0.14301454151105455,-0.009565217391304356,-0.013034851828273481
OpenBMI,CBraMod,1,0,22,0.6948369785875295,0.17378168812941408,0.22035268267547614,0.024347826086956487,0.05074635562110656
OpenBMI,CBraMod,1,0,23,0.7792140733591659,0.1486016277606257,0.17652544560462324,0.0034782608695652097,0.008772576965070963
OpenBMI,CBraMod,1,0,26,0.6873677249862068,0.13325795601058302,0.16715318295668039,0.007391304347826067,-0.00029009597999512144
OpenBMI,CBraMod,1,0,27,0.6607758415243853,0.13204147639058855,0.16681725797239078,0.00043478260869565257,0.004206222372948892
OpenBMI,CBraMod,1,0,28,0.685369524423881,0.16024399614885065,0.22058492486031386,-0.01565217391304345,-0.018033242228495068
OpenBMI,CBraMod,1,0,30,0.7749567094660978,0.16771437969751052,0.2136642391893578,0.0013043478260869577,0.0006964950441138456
OpenBMI,CBraMod,1,0,31,0.3733499268245779,0.12783887980142097,0.17034890979575526,0.0,0.004172716597235318
OpenBMI,CBraMod,1,0,32,0.6145633436151563,0.15260840392206693,0.2070178304421265,-0.00043478260869565013,-0.010151766778721009
OpenBMI,CBraMod,1,0,33,0.8212731524880645,0.17777057377011643,0.21579945197256042,-0.003043478260869561,-0.006898040985694409
OpenBMI,CBraMod,1,0,35,0.7963494917702238,0.05651122555400214,0.07089037593563115,0.0,-0.0002017990386166959
OpenBMI,CBraMod,1,0,38,0.807432129531576,0.10420854339398489,0.12465903738238944,-0.0060869565217391355,0.0047686529933086644
OpenBMI,CBraMod,1,0,41,0.7306144698229842,0.19340760884480054,0.2816315251546124,0.009999999999999953,0.028189184630826015
OpenBMI,CBraMod,1,0,46,0.7202521824726897,0.14478537853425172,0.17674417629993133,0.02739130434782606,0.07533546790869187
OpenBMI,CBraMod,1,0,49,0.8039088306740896,0.1547580738647943,0.19184316643903385,-0.010434782608695662,-0.009103891638529342
OpenBMI,CBraMod,1,0,53,0.6832701809304518,0.16542349388065702,0.2119613377833371,-0.017826086956521735,-0.017997915027582995
OpenBMI,CBraMod,1,1,1,0.5635204087974547,0.12285710794953308,0.1560824197915184,0.024782608695652186,0.07709053466375435
OpenBMI,CBraMod,1,1,5,0.5088910550088832,0.11449550985676875,0.14724376891812607,-0.0265217391304348,-0.051160601598327964
OpenBMI,CBraMod,1,1,6,0.7861068589111875,0.15298400879121046,0.1876252814417863,-0.007826086956521747,-0.045309183806533176
OpenBMI,CBraMod,1,1,7,0.4980201212203269,0.081777684466885,0.10412355490335842,0.041304347826086926,0.07025703880366625
OpenBMI,CBraMod,1,1,8,0.502933341469958,0.10996277548030252,0.14020871781503721,0.006521739130434776,0.008108563696116067
OpenBMI,CBraMod,1,1,9,0.7122613693589637,0.10366043445820346,0.12368990366434698,0.010434782608695676,0.026254495345469902
OpenBMI,CBraMod,1,1,11,0.6544576936207374,0.12436729676315048,0.15053831900165046,0.01,0.04422800914551731
OpenBMI,CBraMod,1,1,16,0.4332269017969241,0.11250863737905935,0.16127111472292918,-0.003913043478260873,-0.03205254522653316
OpenBMI,CBraMod,1,1,20,0.46326378370849003,0.09491526478623882,0.1150473683524228,-0.009999999999999998,-0.0019040556983635816
OpenBMI,CBraMod,1,1,22,0.7438757580971544,0.17119353817145735,0.21500135328650463,0.014347826086956495,0.02407327068821261
OpenBMI,CBraMod,1,1,23,0.8814328768665917,0.14922934726676818,0.1731898962290162,-0.003913043478260875,0.04196004779276853
OpenBMI,CBraMod,1,1,26,0.5858898111804736,0.10965721779910872,0.13644508177736644,0.0017391304347826465,-0.020132178580136238
OpenBMI,CBraMod,1,1,27,0.476851844881904,0.10964036462309541,0.14356259227828272,0.04086956521739131,0.06564865908381227
OpenBMI,CBraMod,1,1,28,0.5248178660316621,0.12332481254037927,0.16911966213586044,-0.03130434782608695,-0.06914268222509999
OpenBMI,CBraMod,1,1,30,0.67405353746472,0.12395147313293454,0.15767578056596615,0.0017391304347825981,0.014419852443465345
OpenBMI,CBraMod,1,1,31,0.5284008313137867,0.11793683435190302,0.15330545937900972,0.010869565217391292,0.028217549083428706
OpenBMI,CBraMod,1,1,32,0.7202257107943721,0.07926218771314879,0.12285549088166058,-0.11391304347826088,-0.16373495817546854
OpenBMI,CBraMod,1,1,33,0.713968123627468,0.14646569715718902,0.17655138399288084,-0.03217391304347826,-0.04438044602716374
OpenBMI,CBraMod,1,1,35,0.6038106749380846,0.09276133082759219,0.11052626387797121,0.0,-0.006552336939600882
OpenBMI,CBraMod,1,1,38,0.7507478391474425,0.11389082948617071,0.13451706526273652,0.017391304347826084,0.05146972060134123
OpenBMI,CBraMod,1,1,41,0.6234647765077632,0.16025840662911423,0.23196864107720644,0.06739130434782606,0.16591207847779216
OpenBMI,CBraMod,1,1,46,0.7619860143689376,0.14437169952244105,0.17313853993491174,0.058695652173913045,0.09462330997126822
OpenBMI,CBraMod,1,1,49,0.5784812657118787,0.13372568813850644,0.16591103559391976,0.006086956521739126,0.01726852380310792
OpenBMI,CBraMod,1,1,53,0.6066515223444557,0.129694109840304,0.16278313941590544,0.034782608695652195,0.030407887213120245
OpenBMI,CBraMod,1,2,1,0.7108432573590608,0.15426470939069659,0.18857456981360707,0.023478260869565233,0.04866844612706417
OpenBMI,CBraMod,1,2,5,0.7763298205369089,0.17402789891892126,0.22365649574594443,-0.007391304347826091,-0.020224070927278973
OpenBMI,CBraMod,1,2,6,0.7321111454965274,0.1508143795597241,0.1847681219702024,-0.024782608695652138,-0.030226994913850672
OpenBMI,CBraMod,1,2,7,0.7709272436022092,0.16931328001286244,0.20714761054148828,0.04434782608695654,0.06868102900694036
OpenBMI,CBraMod,1,2,8,0.6754222854368241,0.13433441787587957,0.166330087745203,0.02913043478260873,0.010533323658172871
OpenBMI,CBraMod,1,2,9,0.8116865892314952,0.13394245458513687,0.16018011147921166,0.00956521739130436,0.019367492890834597
OpenBMI,CBraMod,1,2,11,0.7148259993163236,0.15188854248837805,0.18963718264224588,-0.010869565217391287,0.018395923102237047
OpenBMI,CBraMod,1,2,16,0.460123970293606,0.12907100628353818,0.18288693271320364,-0.016521739130434806,-0.022754625041781076
OpenBMI,CBraMod,1,2,20,0.6310735950348187,0.12451881192629619,0.15147709875375484,0.005652173913043484,-0.00595244034651701
OpenBMI,CBraMod,1,2,22,0.7969819252763022,0.17951718741552497,0.21993635907216527,0.030869565217391294,0.04156706712929169
OpenBMI,CBraMod,1,2,23,0.7653231623976957,0.1726070687531339,0.21389906892684715,0.030869565217391294,0.12748907591206765
OpenBMI,CBraMod,1,2,26,0.6214602915221902,0.12762481040755158,0.1593023509715298,-0.0026086956521739106,0.00464414662186356
OpenBMI,CBraMod,1,2,27,0.2962555862968579,0.09658077881246706,0.12599187693246694,0.00782608695652175,0.01088793810727079
OpenBMI,CBraMod,1,2,28,0.554657397508918,0.1393323035231928,0.19085425182731808,-0.025217391304347823,-0.040889766068786686
OpenBMI,CBraMod,1,2,30,0.8049145247362844,0.1631224669230689,0.19934430548133897,0.01608695652173912,0.032746382714657185
OpenBMI,CBraMod,1,2,31,0.397608829417582,0.11196792493196733,0.14477249190553043,0.010434782608695624,0.005889370946662945
OpenBMI,CBraMod,1,2,32,0.7036377259692808,0.1370642741167407,0.16752118789678871,-0.008695652173913026,-0.02844782483782879
OpenBMI,CBraMod,1,2,33,0.7010097597620819,0.14609717468602812,0.17604763725229472,-0.018695652173913058,-0.034917760903362904
OpenBMI,CBraMod,1,2,35,0.7584312502243991,0.0,0.0,0.0,0.0
OpenBMI,CBraMod,1,2,38,0.8161360787584544,0.04013310256091777,0.04726882971111984,0.0013043478260869902,0.001084301265324684
OpenBMI,CBraMod,1,2,41,0.7386471107122589,0.1950438667106069,0.28244043962719,-0.042608695652173914,-0.030032657313224343
OpenBMI,CBraMod,1,2,46,0.7556724186514246,0.13385306024581975,0.15391566135385398,0.06217391304347827,0.11204662002345561
OpenBMI,CBraMod,1,2,49,0.5964608189901451,0.14750210946975112,0.18120488021673878,0.005652173913043484,0.02167194692493307
OpenBMI,CBraMod,1,2,53,0.6592873602521174,0.15056371432955923,0.1897786737862085,-0.01391304347826087,-0.015484104604395059
OpenBMI,CBraMod,2,0,1,0.6821798235800188,0.15640139805818992,0.18627032454295608,0.007391304347826091,0.03541865695571165
OpenBMI,CBraMod,2,0,2,0.5167697043422502,0.1250270641663091,0.15192624441933394,0.0013043478260869553,-0.0027608517388141933
OpenBMI,CBraMod,2,0,3,0.6820466861086119,0.1437907082876175,0.17566831145052297,-0.00478260869565219,0.006287974566082722
OpenBMI,CBraMod,2,0,5,0.5724664248251834,0.16155692895897011,0.20866596278538455,4.827056628805028e-18,0.009558436992876188
OpenBMI,CBraMod,2,0,6,0.6085665976537006,0.16296745533371074,0.20029564475099057,-0.002608695652173913,-0.005467915763525884
OpenBMI,CBraMod,2,0,7,0.6458978505929907,0.1625136061080816,0.1969843378072681,0.023043478260869575,0.03167933137166471
OpenBMI,CBraMod,2,0,14,0.4408572427284706,0.050960174878406685,0.06446529301799594,0.00478260869565218,0.011495695013953337
OpenBMI,CBraMod,2,0,15,0.0038064915666183377,0.050089221804259454,0.07413676521917911,-0.012173913043478275,-0.01579096985137842
OpenBMI,CBraMod,2,0,20,0.3276459432675093,0.10332437512005394,0.13558917438231619,0.00043478260869565257,-0.014030411438098276
OpenBMI,CBraMod,2,0,23,0.6519479804477535,0.11229780116789181,0.13152644974105795,-0.0008695652173913051,0.00034817588599422817
OpenBMI,CBraMod,2,0,26,0.4743872686979259,0.10988559406901001,0.14023953617308932,-0.0013043478260869553,-0.007368459328379156
OpenBMI,CBraMod,2,0,27,0.6121033104970838,0.12339031922907938,0.1488345025893074,-0.004782608695652156,-0.001345472339446301
OpenBMI,CBraMod,2,0,28,0.5623356713205172,0.14663433910945747,0.1907462649722054,-0.013478260869565217,-0.02238436111128265
OpenBMI,CBraMod,2,0,30,0.7177232446684962,0.1525152814517677,0.18002977693129302,0.0008695652173913124,-0.008379741435333113
OpenBMI,CBraMod,2,0,32,0.6871467463564855,0.15208098337413264,0.18638178938811362,-0.002608695652173942,0.01349370997500463
OpenBMI,CBraMod,2,0,35,0.7213159385557855,0.05416987461602635,0.06287023733984533,0.003043478260869564,-0.0016410199633391397
OpenBMI,CBraMod,2,0,40,0.548574997623424,0.11291211685932263,0.13251420533062036,0.017826086956521738,0.001115988400374869
OpenBMI,CBraMod,2,0,41,0.6920974873384973,0.168456253628087,0.21835995929696506,-0.011739130434782618,-0.00825304254234597
OpenBMI,CBraMod,2,0,43,0.5882644232082145,0.12668718776469906,0.15237616745991112,0.00043478260869565257,0.0054086231431816146
OpenBMI,CBraMod,2,0,44,0.7377264851013388,0.12792564448350843,0.14809556258588538,-0.020000000000000018,-0.017155230799947765
OpenBMI,CBraMod,2,0,48,0.6660840450523424,0.15156080330948815,0.1813744402217685,0.0447826086956522,0.03830007381222408
OpenBMI,CBraMod,2,0,49,0.6304317257455336,0.1517338675727247,0.18514287521933112,0.001304347826086953,-0.0017713695282972172
OpenBMI,CBraMod,2,0,50,0.38318681955662887,0.0,0.0,0.0,0.0
OpenBMI,CBraMod,2,0,52,0.7679367364249374,0.13517330278713194,0.15588340353447094,0.0343478260869565,0.023775309309520428
OpenBMI,CBraMod,2,1,1,0.6616158642444482,0.13070247604531224,0.16067892173331239,0.0,0.0006234212175514848
OpenBMI,CBraMod,2,1,2,0.7467866257079723,0.1193210434267871,0.13966226418065492,0.0,-2.1237979850485103e-05
OpenBMI,CBraMod,2,1,3,0.7783902949360942,0.15125735271169385,0.1843024974551198,0.016956521739130436,0.016625871620674845
OpenBMI,CBraMod,2,1,5,0.7161764988242847,0.16021233015100392,0.20410002017439635,-0.00043478260869565257,0.0041428403458724575
OpenBMI,CBraMod,2,1,6,0.7233610974833059,0.15191057382978998,0.18265972232411257,0.0,-0.00010921675033971277
OpenBMI,CBraMod,2,1,7,0.8189409375709404,0.17162391200456378,0.208993091716446,0.005217391304347831,0.011480865291850533
OpenBMI,CBraMod,2,1,14,0.6817704998093321,0.022271641151642138,0.025835952291643084,0.0,0.0
OpenBMI,CBraMod,2,1,15,0.21617754696335362,0.066622853322733,0.0871661608116782,0.0,-3.7515083265650687e-06
OpenBMI,CBraMod,2,1,20,0.5806777250662294,0.12679548399486776,0.15878695522085862,0.0,-0.0011539868708603169
OpenBMI,CBraMod,2,1,23,0.7903444976681613,0.13304939904956703,0.16129184121899912,0.0,-0.002469270586589741
OpenBMI,CBraMod,2,1,26,0.6928353309232147,0.14262725238673044,0.17457078202070883,0.0,0.00047742304426535363
OpenBMI,CBraMod,2,1,27,0.53164203158372,0.11217010167502102,0.1371085652115404,-0.004782608695652178,-0.003943420437793902
OpenBMI,CBraMod,2,1,28,0.5019001999684277,0.11556647948185286,0.14484769890022745,0.0,3.463325687553381e-06
OpenBMI,CBraMod,2,1,30,0.7266963955541021,0.13722009647046526,0.16773338011100317,0.0,0.0
OpenBMI,CBraMod,2,1,32,0.7269299355752739,0.13029811457990656,0.1553517885424288,-0.00043478260869565257,0.0003166665248045395
OpenBMI,CBraMod,2,1,35,0.6394371188034037,0.07958007111683972,0.09984460621905232,0.0,-0.0012236874272767235
OpenBMI,CBraMod,2,1,40,0.6959023163101254,0.09924894134911996,0.11730358103467811,0.0,0.0002645188503130745
OpenBMI,CBraMod,2,1,41,0.6017959695759982,0.13834924609854304,0.18446689557744791,0.0,-0.0006254969914107305
OpenBMI,CBraMod,2,1,43,0.7260857018330403,0.13690016761573182,0.16627621858145092,-0.00043478260869565257,-3.045965585577541e-05
OpenBMI,CBraMod,2,1,44,0.8105313703356989,0.12464624798236078,0.14838566692625113,-0.0021739130434782626,-0.0010926669297043733
OpenBMI,CBraMod,2,1,48,0.7396311499153421,0.16169909814244154,0.19891405473324958,0.0,0.003872904276754921
OpenBMI,CBraMod,2,1,49,0.682156804270661,0.1445616585341012,0.18075529487173678,-0.0060869565217391355,-0.0025836588829885473
OpenBMI,CBraMod,2,1,50,0.46428311801718847,0.0,0.0,0.0,0.0
OpenBMI,CBraMod,2,1,52,0.8516860538614778,0.13450778672448968,0.1535968301755806,0.0,0.000501259018865588
OpenBMI,CBraMod,2,2,1,0.6095815436908187,0.1281180124036524,0.16289850994731275,0.013478260869565212,0.015759336962275904
OpenBMI,CBraMod,2,2,2,0.6228531792606613,0.12418701180581496,0.15232747604502944,0.004347826086956525,-0.0004749905009998265
OpenBMI,CBraMod,2,2,3,0.7984841940832816,0.17082779442413823,0.20989778987940974,-0.006956521739130444,-0.007432453782581552
OpenBMI,CBraMod,2,2,5,0.6921582735434102,0.16550810393456314,0.21260388540138553,-0.01217391304347827,-0.01953700880449033
OpenBMI,CBraMod,2,2,6,0.7632417198054859,0.16282665725079615,0.21133365178813457,-0.003913043478260871,-0.011011379400743265
OpenBMI,CBraMod,2,2,7,0.7780634242500705,0.1626411893229717,0.1993255317739924,0.0030434782608695725,0.02582226008665591
OpenBMI,CBraMod,2,2,14,0.5730762251786914,0.10490789837518295,0.12797759114757837,-0.001304347826086948,0.007809427068801698
OpenBMI,CBraMod,2,2,15,0.12164079774108927,0.06939158090603921,0.1036402822308926,-0.0017391304347826005,-0.012817841649550773
OpenBMI,CBraMod,2,2,20,0.19673658800582655,0.07911219366478185,0.11981523280332458,-0.010434782608695662,-0.007043374902937391
OpenBMI,CBraMod,2,2,23,0.9003273156271907,0.16064476906046982,0.18887932295096774,-0.00043478260869565257,-0.008308438496474294
OpenBMI,CBraMod,2,2,26,0.6774205838835808,0.13994445924571486,0.17536412660084832,-0.006086956521739123,-0.008670617496446043
OpenBMI,CBraMod,2,2,27,0.61431699966482,0.1312596979574778,0.17875621498253888,0.007391304347826094,0.002207205911579994
OpenBMI,CBraMod,2,2,28,0.6316097481745895,0.13883569155439637,0.1818922003271196,-0.018260869565217375,-0.02888300368609019
OpenBMI,CBraMod,2,2,30,0.7848192124661177,0.15962727696798437,0.19503385915354365,0.009565217391304356,0.030402869562960698
OpenBMI,CBraMod,2,2,32,0.7906368950203314,0.1756876886339042,0.22379848941104116,0.02260869565217391,0.030523619779798804
OpenBMI,CBraMod,2,2,35,0.7847799448491106,0.14248792918413802,0.164006001980682,-0.0026086956521739154,-0.015822599673005918
OpenBMI,CBraMod,2,2,40,0.7916138989147898,0.13339665117209273,0.1616671544367782,0.016086956521739113,0.007272569975495698
OpenBMI,CBraMod,2,2,41,0.7659724066862843,0.20160606083907834,0.297670328677229,0.01217391304347827,0.00261820731375215
OpenBMI,CBraMod,2,2,43,0.6215772508079715,0.12704204277359454,0.15395706305884904,-0.009565217391304351,0.0023309102656308782
OpenBMI,CBraMod,2,2,44,0.9138731416329744,0.07962453044304688,0.09385410832949895,-0.00043478260869565257,-0.0037796680130157624
OpenBMI,CBraMod,2,2,48,0.7401897644135504,0.15659151884953112,0.19129762649481918,0.005217391304347824,0.0031439676045928733
OpenBMI,CBraMod,2,2,49,0.6964393213259847,0.1504409975384621,0.186899442918549,0.0017391304347826127,-0.0034479252112097985
OpenBMI,CBraMod,2,2,50,0.42236084852587535,0.0,0.0,0.0021739130434782626,-0.0005093164940841308
OpenBMI,CBraMod,2,2,52,0.7538041694823472,0.1362196295339781,0.16190527478176148,0.003043478260869575,-0.0006220407560250691
