fm,lr,cells,anchor_BA,adapted_BA,delta,NLL,prediction_change,parameter_change
CBraMod,0.0001,123,0.7414634146341463,0.7600271002710027,0.01856368563685637,0.5238192458610692,0.03319783197831978,0.020396452881698685
CBraMod,0.0003,123,0.7414634146341463,0.7643631436314363,0.022899728997289967,0.5129462323379855,0.0502710027100271,0.04977345854286256
CBraMod,0.001,123,0.7414634146341463,0.775609756097561,0.03414634146341463,0.486196843149133,0.1032520325203252,0.16582446857317676
LaBraM,0.0001,123,0.7444444444444445,0.7540650406504065,0.009620596205962062,0.5177240734291404,0.014769647696476965,0.017338538920976282
LaBraM,0.0003,123,0.7444444444444445,0.7589430894308944,0.014498644986449866,0.5115342533438937,0.02723577235772358,0.044860032538512375
LaBraM,0.001,123,0.7444444444444445,0.7678861788617887,0.02344173441734417,0.4807697121466973,0.08523035230352304,0.1918191485773257
