dataset,model,fold,seed,run,direction,persistence,geometry_strength,rank,identity,decision,consequence
WBCIC,CBraMod,3,1,f3,0,0.6387311805878604,62.37440191540977,1,-0.026947049459729033,0.15235943659602982,0.0025433267071584215
WBCIC,CBraMod,3,1,f3,1,0.7578811178633658,6.3605709886860415,2,-0.00967153328349113,0.2206876275034116,-0.0018287292378498241
WBCIC,CBraMod,3,1,f3,2,0.7545004547357519,3.6924195119979135,3,0.05885003059544469,0.2659442661225067,-0.004601074103428212
WBCIC,CBraMod,3,1,f3,3,0.6899065323949699,1.7837565071237984,4,-0.07745737795861829,0.025020505530203307,0.0001439344502892231
WBCIC,CBraMod,3,1,f3,4,0.6595574306880175,1.1184508814477985,5,-0.014209284022297153,0.7195525180086503,0.023843654377003327
WBCIC,CBraMod,3,1,f3,5,0.714390949759582,0.8530163526986281,6,-0.03299142602494154,0.12273641035830554,-0.0030948207939229867
WBCIC,CBraMod,3,1,f3,6,0.8734585934844572,0.6439636331374144,7,-0.045357806776102905,0.009706778607380033,0.0001568754013220234
WBCIC,CBraMod,3,1,f3,7,0.6433740466638902,0.44768526467320535,8,0.02122945764544215,0.2615233756004945,-0.0011296810869373477
WBCIC,CBraMod,3,2,f3,0,0.6736383703498189,51.7133624649274,1,-0.11804838952043117,0.049294774036961926,-0.0015258592172770408
WBCIC,CBraMod,3,2,f3,1,0.8165375344813385,9.222396753924134,2,-0.019219732057000893,0.02618393277891905,0.0008103329057815836
WBCIC,CBraMod,3,2,f3,2,0.650458285196373,3.453107214597818,3,0.045786077284055926,0.14755214269784211,-0.007758509676173616
WBCIC,CBraMod,3,2,f3,3,0.7587087142618871,1.8590130809792684,4,0.12233582649846286,0.013194246155470891,0.003432982886076869
WBCIC,CBraMod,3,2,f3,4,0.7012417752505403,1.712655171487168,5,-0.02032738797633793,0.04369551615289631,0.0020384101157535795
WBCIC,CBraMod,3,2,f3,5,0.7419605579499629,1.5349502834846074,6,-0.05625484908006273,0.6329520257580021,-0.00912454956370758
WBCIC,CBraMod,3,2,f3,6,0.6351158480889585,1.0736684753265109,7,-0.007062954594802884,0.012498302880842556,0.0011079084040163732
WBCIC,CBraMod,3,2,f3,7,0.482759519908646,0.860020724859298,8,-0.03891103069303026,0.18125635626931902,-0.01695260598859777
WBCIC,CBraMod,4,0,f4,0,0.6229295921260646,49.995641189580226,1,-0.14189395118315784,0.06589579080120733,0.0020449966208397306
WBCIC,CBraMod,4,0,f4,1,0.7750850216801224,6.915614143718194,2,-0.04675592217866731,0.11121287775116952,0.004341869172979602
WBCIC,CBraMod,4,0,f4,2,0.8701169985480702,5.488754451539376,3,-0.19941427923557908,0.08527089133708846,-0.0015159100088023942
WBCIC,CBraMod,4,0,f4,3,0.8109285337653547,3.3246833168076195,4,-0.07004619276010371,0.1354987976928678,-0.006006834730326909
WBCIC,CBraMod,4,0,f4,4,0.7912347300258095,2.6399269481638865,5,-0.16841219101771188,0.36237465622060927,-0.01296716510489635
WBCIC,CBraMod,4,0,f4,5,0.7785840297454265,2.16648554422507,6,0.022451120591932883,0.11292594426420492,-0.0014606289375129703
WBCIC,CBraMod,4,0,f4,6,0.8549547480402097,1.2310696241293786,7,-0.02749401221468406,0.08737383231201103,-0.0054620497345465625
WBCIC,CBraMod,4,0,f4,7,0.8493894613134833,0.9554957524349238,8,0.04951771736667032,0.012755648481140728,-3.7217978971807936e-05
WBCIC,CBraMod,4,1,f4,0,0.6098826921691904,81.26980991011297,1,-0.21799274416703507,0.09862052500999118,0.0006481361788953592
WBCIC,CBraMod,4,1,f4,1,0.8146746895999034,16.59173724465412,2,-0.040129965860767225,0.10601601965262356,-0.003995461525938208
WBCIC,CBraMod,4,1,f4,2,0.5881038114020904,4.942693548016432,3,0.10799692968263241,0.7815841038732705,0.010178061719318274
WBCIC,CBraMod,4,1,f4,3,0.646672872187975,1.2714098777001932,4,-0.19001969542911823,0.08146540882813261,-0.0015057725479153976
WBCIC,CBraMod,4,1,f4,4,0.5975955322784166,0.8837735767249335,5,-0.023743020901888512,0.025232058838720955,-0.0009145395628860285
WBCIC,CBraMod,4,1,f4,5,0.7890789605436214,0.8086118842643848,6,-0.04494895564837398,0.06496832946612344,-0.0016424329620232877
WBCIC,CBraMod,4,1,f4,6,0.573866830542872,0.4788434821484305,7,-0.10928481566848003,0.005752854388023827,6.134355323968024e-05
WBCIC,CBraMod,4,1,f4,7,0.5152233958344798,0.4116886347155029,8,-0.06024978834749484,0.028617149048226855,-0.0010606842954232617
WBCIC,CBraMod,4,2,f4,0,0.7606327639809143,84.9051020499522,1,-0.12847869641936072,0.2066680950339342,0.002037084960193822
WBCIC,CBraMod,4,2,f4,1,0.7680960692769389,5.996186498944545,2,-0.017319500416414835,0.2374604734559664,-0.0016357723757252814
WBCIC,CBraMod,4,2,f4,2,0.7202144427553052,2.646871074718251,3,0.025568882029897155,0.7762941507850462,0.026522587601373746
WBCIC,CBraMod,4,2,f4,3,0.6648449235993258,1.7659814514922778,4,-0.06348209859136267,0.15519991653529036,0.0006930071905017789
WBCIC,CBraMod,4,2,f4,4,0.710116542003091,0.9225862389393528,5,-0.013766652561982173,0.046916667037760894,0.00030609759383875803
WBCIC,CBraMod,4,2,f4,5,0.6547641150221049,0.67123471016718,6,-0.04729824730853016,0.035381895992794093,-0.0005090159151659662
WBCIC,CBraMod,4,2,f4,6,0.4334598384845483,0.49372292884537616,7,0.006320255034081734,0.011416001618496529,-0.00019103767222369372
WBCIC,CBraMod,4,2,f4,7,0.5839105935124064,0.38711992801695444,8,-0.009527622283547865,0.010663223175802065,0.00016975537757154576
OpenBMI,LaBraM,0,0,f0,0,0.7819992560986874,3.315552409177955,1,0.020352687054665974,0.18019221587229692,-0.03600332535194472
OpenBMI,LaBraM,0,0,f0,1,0.7621254866618169,2.653271583409793,2,0.024775793270398694,0.11807111783276839,-0.021810332512083933
OpenBMI,LaBraM,0,0,f0,2,0.6331814079549362,2.220039743399207,3,0.10490073257244048,0.19275119900276388,-0.04668230905126437
OpenBMI,LaBraM,0,0,f0,3,0.5962116746008498,0.5632908448818479,4,0.017139975936037444,0.0008577102670588786,0.00010274462760984156
OpenBMI,LaBraM,0,0,f0,4,0.5841557087295826,0.6437811481954295,5,0.007192064242999563,0.004042790464931363,-0.0003359804802080758
OpenBMI,LaBraM,0,0,f0,5,0.5416079695296547,1.5748087907126616,6,0.04777415510021987,0.034593785550903616,-0.007460794829634667
OpenBMI,LaBraM,0,0,f0,6,0.4019175649572087,0.4170936270247095,7,0.002601570402757658,0.006736662773519903,-0.001169647111114281
OpenBMI,LaBraM,0,0,f0,7,0.38874765592538985,0.41450099555318387,8,0.01930634582580082,0.002417045899405776,0.00048365322129213377
OpenBMI,LaBraM,0,1,f0,0,0.847050224001656,2.3475731138678797,1,0.02553416194178837,0.0380677600533297,-0.0011997868943244817
OpenBMI,LaBraM,0,1,f0,1,0.7643783564976355,0.8093447041941983,2,0.03133448125128124,0.006943841156272645,0.0005055464847670809
OpenBMI,LaBraM,0,1,f0,2,0.7075664942956982,0.31002525363860844,3,0.07602679373372301,0.0009196202521584579,6.956449401019113e-06
OpenBMI,LaBraM,0,1,f0,3,0.6047950674616347,0.3341743085990918,4,-0.01434746302632195,0.004332717905063316,-0.00026673738264412815
OpenBMI,LaBraM,0,1,f0,4,0.6038863824747422,0.19419202763479607,5,0.0063874037277845686,0.0017739401815463514,-4.2221621284351935e-05
OpenBMI,LaBraM,0,1,f0,5,0.6030132319343304,0.23115000556331597,6,0.005800638358019361,0.0007413852707028112,-2.145968443946257e-05
OpenBMI,LaBraM,0,1,f0,6,0.5200206248113375,0.2628180519301208,7,0.019535022135302893,0.0017305565180829783,-5.914122840601518e-05
OpenBMI,LaBraM,0,1,f0,7,0.4488193420553829,0.16141995423077676,8,-0.0035805947775191527,0.00038059631175128703,1.1507649659911567e-05
OpenBMI,LaBraM,0,2,f0,0,0.87559824944161,4.897018602403829,1,0.03828114943092398,0.7567842848540692,0.08280295889516402
OpenBMI,LaBraM,0,2,f0,1,0.8656526136580991,0.4522311184467786,2,0.06714787432635427,0.003188910948837222,0.00014579264020990866
OpenBMI,LaBraM,0,2,f0,2,0.8524673899239903,4.389959955558387,3,0.013125929514787082,0.39264067760994664,0.03195746115489178
OpenBMI,LaBraM,0,2,f0,3,0.8499874556327656,0.3156563247787223,4,0.010021681741678723,0.004740783499681693,4.1124948951934516e-05
OpenBMI,LaBraM,0,2,f0,4,0.7856322474541659,0.5525283291560467,5,0.04621155225273077,0.007002359867140466,-0.00033114542152622454
OpenBMI,LaBraM,0,2,f0,5,0.708225764714751,0.41764204986465636,6,0.06440166408571135,0.008486726940962537,8.343092458066632e-05
OpenBMI,LaBraM,0,2,f0,6,0.6198464501694403,0.4132278075905229,7,0.014896840891819085,0.0007087190163023037,4.684220338979722e-05
OpenBMI,LaBraM,0,2,f0,7,0.5756084684943313,0.321995534460981,8,0.06268829608610427,0.005490444154799836,0.0001041691082735541
OpenBMI,LaBraM,1,0,f1,0,0.7185823001254444,0.2533748319057538,1,0.0970988856455105,0.0011792657679839049,-0.00023182733843968935
OpenBMI,LaBraM,1,0,f1,1,0.6416351135820227,3.7082351514213174,2,0.014568618651705445,0.1070069403163973,-0.023902559213992175
OpenBMI,LaBraM,1,0,f1,2,0.6153041658281805,0.7626606435893611,3,0.08064225211186205,0.01795313541838375,-0.0068987059092241775
OpenBMI,LaBraM,1,0,f1,3,0.591102928721476,0.3035231904240512,4,0.015824487162972023,0.0019309111569714586,-5.398550560818954e-05
OpenBMI,LaBraM,1,0,f1,4,0.5808284727592687,1.5703140176069499,5,0.03465521928949589,0.11088071279557446,-0.036282125891323416
OpenBMI,LaBraM,1,0,f1,5,0.5411071335444324,0.24981457753160194,6,0.03160494730738328,0.0003447019965611089,-5.10042841773896e-05
OpenBMI,LaBraM,1,0,f1,6,0.5249733482463409,0.1656729604216267,7,0.007402970182730506,0.00020904718499087022,-3.7086845904781657e-06
OpenBMI,LaBraM,1,0,f1,7,0.5149857686835723,0.2731410539668353,8,-0.008124170363112637,0.0076987032532766005,-0.000990417237638521
OpenBMI,LaBraM,1,1,f1,0,0.7344956980923842,2.6286423393757534,1,-0.048550370960666944,0.04340984562593738,-0.002742239581199544
OpenBMI,LaBraM,1,1,f1,1,0.6420747624032307,0.13111849966089462,2,0.070123752991198,0.0006200553025467645,8.677522809600111e-06
OpenBMI,LaBraM,1,1,f1,2,0.6399084994942287,0.08908916157805204,3,0.014453170512123248,0.0009960197158655325,-6.29669187135227e-05
OpenBMI,LaBraM,1,1,f1,3,0.6393403236455215,0.12099755648320441,4,0.00975714122540039,0.0013698482868487042,-2.6565650998351113e-05
OpenBMI,LaBraM,1,1,f1,4,0.6351065696135547,0.17713297984827492,5,0.043210669176486305,0.0019519862728909554,-0.00015160586597594947
OpenBMI,LaBraM,1,1,f1,5,0.6219535013031664,0.3738843106092792,6,0.003085148964386275,0.004553259495374752,-0.0004796488499607537
OpenBMI,LaBraM,1,1,f1,6,0.6076663710840137,0.1080397901623744,7,0.0070315533502932626,0.00013444824371795783,5.142364759544742e-07
OpenBMI,LaBraM,1,1,f1,7,0.6069483412810058,0.32569789646977915,8,0.016408816320706787,0.00409221147159311,8.131017758108313e-05
OpenBMI,LaBraM,1,2,f1,0,0.8619954367864416,0.6851004155727483,1,0.06335915134808956,0.013811157235525912,-0.0017749917937173254
OpenBMI,LaBraM,1,2,f1,1,0.8208767310395729,0.598823437099744,2,0.160884092476413,0.007416150635977329,-0.0007955551533169704
OpenBMI,LaBraM,1,2,f1,2,0.656292338090695,0.26984921393064437,3,0.012645074589382688,0.00022311643283202243,-2.5550044604604913e-06
OpenBMI,LaBraM,1,2,f1,3,0.6535627951317128,2.6904210200533334,4,-0.03907706037283254,0.07323336124369347,-0.006816882147561813
OpenBMI,LaBraM,1,2,f1,4,0.6305766024323929,0.28492371783375803,5,0.06157682168248502,0.0023961545987996433,0.0001875922121342246
OpenBMI,LaBraM,1,2,f1,5,0.5736397635056332,0.5090245770605762,6,0.011709978015778333,0.012562092125755939,-0.00186788818924448
OpenBMI,LaBraM,1,2,f1,6,0.5354823832098585,0.2365842631942227,7,0.03479051564219371,0.002911679368398052,-0.0001150557736024225
OpenBMI,LaBraM,1,2,f1,7,0.5217890031463064,0.25736677735242186,8,0.020454290263577146,7.660523919037976e-05,3.1771909850590586e-07
OpenBMI,LaBraM,2,0,f2,0,0.7163854539708965,0.36427942401835256,1,0.07872392009088969,8.514340441994078e-05,-1.0935977976801996e-06
OpenBMI,LaBraM,2,0,f2,1,0.6950979128380466,2.2467383967825154,2,0.01858243768990686,0.0036787883111658107,-0.00032243511879640613
OpenBMI,LaBraM,2,0,f2,2,0.6734714660819674,0.21248425434977639,3,0.0004949317328776237,0.001083400755442997,7.060970452327625e-05
OpenBMI,LaBraM,2,0,f2,3,0.6076996976158523,2.0836342980156357,4,0.0201499153042497,0.10801680019680573,-0.023145528311980162
OpenBMI,LaBraM,2,0,f2,4,0.5852810460955404,7.131464622970615,5,-0.023477808381996645,1.3450855937131845,-0.06245546212112294
OpenBMI,LaBraM,2,0,f2,5,0.5847242115580364,0.16224057287797322,6,0.008749168887955183,0.0008089730132048519,5.27438700457565e-05
OpenBMI,LaBraM,2,0,f2,6,0.5084569932783728,0.20670430559676756,7,0.02414303933935036,0.002387657362872763,-1.7574533335420706e-05
OpenBMI,LaBraM,2,0,f2,7,0.5049000458046046,1.1736996018372536,8,0.05579791259356992,0.011313297218830181,-0.0026821941576052042
OpenBMI,LaBraM,2,1,f2,0,0.7322371991606113,1.375296132515307,1,0.03569282382969463,0.004064543505186104,-0.00022951193352347044
OpenBMI,LaBraM,2,1,f2,1,0.681462455657257,0.1480540918509864,2,0.014414926533646177,0.00033418852666083763,-6.8661403127213366e-06
OpenBMI,LaBraM,2,1,f2,2,0.6679318071630784,0.2915122114691686,3,0.00045987866365193586,0.0004203986734615475,2.7186291249870237e-06
OpenBMI,LaBraM,2,1,f2,3,0.6488356242273566,0.11972817976189158,4,0.01997059260468892,0.0001589568894936242,5.794570993418536e-06
OpenBMI,LaBraM,2,1,f2,4,0.6406382752469478,0.14862641957129902,5,0.01663546266001925,0.0004293661792733064,-2.8267821946718613e-05
OpenBMI,LaBraM,2,1,f2,5,0.6073166628681251,0.1016819441709561,6,0.014706823982538753,0.0008940634427208106,1.5879789491719553e-05
OpenBMI,LaBraM,2,1,f2,6,0.6007425580445969,5.331049960646087,7,0.027905383552701668,1.1805030028118595,0.0592588002064198
OpenBMI,LaBraM,2,1,f2,7,0.5854965741679726,0.16864364913019544,8,0.0204531208182287,0.0013999100754511723,9.460485953424088e-06
OpenBMI,LaBraM,2,2,f2,0,0.745636103651701,0.5017596246864637,1,0.0012980049971370589,0.0034138610479962617,0.00015320434349259683
OpenBMI,LaBraM,2,2,f2,1,0.728658004279943,5.016164222019723,2,0.003406161443245792,0.4735491545246054,-0.0485558013448809
OpenBMI,LaBraM,2,2,f2,2,0.6773813065740412,0.5926305872601517,3,0.05354048326995797,0.0016946986108282468,-0.00027211917077150027
OpenBMI,LaBraM,2,2,f2,3,0.6309824773765631,5.222469498134203,4,-0.03130240075187174,0.823244912748212,-0.02782375797786872
OpenBMI,LaBraM,2,2,f2,4,0.6232258595464367,0.39396168606496856,5,0.11521831340384436,0.0014170467178927777,-0.0001623212919513127
OpenBMI,LaBraM,2,2,f2,5,0.6000171841196781,0.1667343061142222,6,0.009372020046349183,0.00047436512059293443,-9.385185317155836e-06
OpenBMI,LaBraM,2,2,f2,6,0.5813665020699764,0.3510405237535084,7,-0.0043602311193817744,0.006482832532101901,-0.0008613900446354342
OpenBMI,LaBraM,2,2,f2,7,0.5405674365410095,1.5396277530724214,8,0.006691303729194131,0.09507213042700029,-0.0031112642950710313
OpenBMI,LaBraM,3,0,f3,0,0.8503158304703696,1.182242112306967,1,0.06331224606392638,0.004224752066196062,-0.00034787678708585304
OpenBMI,LaBraM,3,0,f3,1,0.8147660586764145,0.38355112397372704,2,0.00729221041630479,0.0030232375199565112,-4.239292880886555e-05
OpenBMI,LaBraM,3,0,f3,2,0.6427143973299706,5.96122758320307,3,0.04167995043141348,1.0162342640795516,0.04690563833193899
OpenBMI,LaBraM,3,0,f3,3,0.6188898802775897,0.46275818802144214,4,0.059084157588691455,0.005034786231220593,0.0002424467009950028
OpenBMI,LaBraM,3,0,f3,4,0.6042735288934047,0.3278519099394098,5,0.005496944966952966,0.004095994071945054,0.0004537636900656998
OpenBMI,LaBraM,3,0,f3,5,0.5569885502460195,0.2754260522062424,6,0.005592272011203381,0.00503619189145439,0.00034883425485492743
OpenBMI,LaBraM,3,0,f3,6,0.4854106899913162,6.045186217019999,7,0.020599394324154363,0.45887209603172185,-0.00915701910709724
OpenBMI,LaBraM,3,0,f3,7,0.4690422379936762,0.2968403803725736,8,0.011156308198818188,0.011293150032184849,-0.0010802476681528042
OpenBMI,LaBraM,3,1,f3,0,0.6201338581943027,0.09006507577316254,1,0.0007790054827069293,0.0007825828337776442,1.745765903993518e-05
OpenBMI,LaBraM,3,1,f3,1,0.5969223660267717,0.32769294836097873,2,-0.015572928151477816,0.013891718370845916,-0.00025577310775811346
OpenBMI,LaBraM,3,1,f3,2,0.5121228180141185,0.09817618068640038,3,-0.0025133268572022915,0.0008036781131859341,-2.6600269275588528e-05
OpenBMI,LaBraM,3,1,f3,3,0.5073057706420266,0.2188413867354792,4,0.008555879866631977,0.00039156078271777736,2.6433866183705675e-06
OpenBMI,LaBraM,3,1,f3,4,0.48982134308774494,0.12249463272259833,5,0.0020271467502032126,0.0033742236506187676,4.077226307532655e-05
OpenBMI,LaBraM,3,1,f3,5,0.4813034409761407,0.18507904039453976,6,0.015653182768002538,0.0014893903901663816,3.966995974183797e-05
OpenBMI,LaBraM,3,1,f3,6,0.4030140004628702,0.7837912156661978,7,0.05792573273024537,0.03026898720949926,8.3691610308303e-05
OpenBMI,LaBraM,3,1,f3,7,0.39297835782092283,0.3063207753283542,8,0.02548030626469544,0.004694755916820279,0.00023182196302941563
OpenBMI,LaBraM,3,2,f3,0,0.7654926971014596,2.3156126975177242,1,0.0651746393964101,0.14485498419860046,-0.042924650788877736
OpenBMI,LaBraM,3,2,f3,1,0.6958913552395731,0.5301486194049511,2,0.03102196838558613,0.016468311840363795,-0.0022429681319275615
OpenBMI,LaBraM,3,2,f3,2,0.6887968676366303,5.376135612674109,3,0.03659295102244775,0.610842144767462,-0.14323804586696098
OpenBMI,LaBraM,3,2,f3,3,0.6616299228340864,1.426509314783151,4,-0.0016135051991289506,0.07502621218288312,-0.019346376467451794
OpenBMI,LaBraM,3,2,f3,4,0.6610219526698747,2.3302560114958,5,0.008986530977309282,0.10183803628258854,-0.027086227581663874
OpenBMI,LaBraM,3,2,f3,5,0.583502417550235,0.503458513325715,6,-0.0039072568097630045,0.005330583103544108,-0.0013145529172244696
OpenBMI,LaBraM,3,2,f3,6,0.5310524125460531,1.1248443309721932,7,0.00020410976729545727,0.005941279521324521,-0.0011166222742189297
OpenBMI,LaBraM,3,2,f3,7,0.5281966374981386,1.9054879154031026,8,0.00045604104339469487,0.03756388116909278,-0.010658599790464527
OpenBMI,LaBraM,4,0,f4,0,0.8447142082095402,0.76119993561307,1,0.021584694127617654,0.021233393565035334,-0.0028661627883871453
OpenBMI,LaBraM,4,0,f4,1,0.6824112649054523,3.881395274359312,2,0.06657490561009716,0.21137343124486166,-0.028122324063280874
OpenBMI,LaBraM,4,0,f4,2,0.6703403792024984,1.3098552440018825,3,0.03312359989100744,0.02908919586136403,-0.006285682594588231
OpenBMI,LaBraM,4,0,f4,3,0.6236208794776209,0.3294138271891813,4,0.010721456827768483,0.0022780863926864917,-0.00025734625253761456
OpenBMI,LaBraM,4,0,f4,4,0.6227786998410195,0.5245993086806781,5,0.0013752624838371252,0.01153661192407623,-0.0015011666903076736
OpenBMI,LaBraM,4,0,f4,5,0.5625680377397371,0.3654357999941989,6,0.0030533200379141423,0.00789131086988438,-0.0017354646446908128
OpenBMI,LaBraM,4,0,f4,6,0.5487711685269597,0.4269056291862566,7,0.045653089576289774,0.0010729018464889746,9.859819375260668e-05
OpenBMI,LaBraM,4,0,f4,7,0.5327812502465753,0.811759343262946,8,0.08676546426215381,0.011005049723744867,0.0004302825371440629
OpenBMI,LaBraM,4,1,f4,0,0.7688288865652809,0.3104114920130469,1,0.05069554865330084,0.00288322979117956,0.00012020104372567266
OpenBMI,LaBraM,4,1,f4,1,0.7505261761147727,0.10924692995426155,2,0.0028784757232759306,0.0006646926893874512,-1.7142280387540424e-06
OpenBMI,LaBraM,4,1,f4,2,0.7344977212693126,3.3877471280153304,3,-0.014559119658408726,0.3642121532371447,0.0003734503586834134
OpenBMI,LaBraM,4,1,f4,3,0.7060185100224896,0.37654798550982793,4,0.04879973371575552,0.006209052240350767,-0.00022552782702045266
OpenBMI,LaBraM,4,1,f4,4,0.6786155300816358,0.3430585598925232,5,0.04275543082298516,0.006180218756400882,-0.0003987021772463634
OpenBMI,LaBraM,4,1,f4,5,0.6762131030050074,0.16691756698868962,6,0.010238606445204801,0.000977486111816293,2.9557186640322053e-06
OpenBMI,LaBraM,4,1,f4,6,0.6448904032601773,0.15676782983712365,7,-0.0022007573360567356,0.00010500173197059974,-5.135992312862662e-06
OpenBMI,LaBraM,4,1,f4,7,0.6175446959361148,0.14984207279924622,8,-0.006244629739153629,0.0024040360209665905,2.1906260397736214e-05
OpenBMI,LaBraM,4,2,f4,0,0.757740397498003,0.31971288685588417,1,0.009586662131910284,0.0011027554926910496,-0.0002239507740857565
OpenBMI,LaBraM,4,2,f4,1,0.7367380215771943,1.5236311064740342,2,0.020874170334068465,0.03672658622064256,-0.014343301293668098
OpenBMI,LaBraM,4,2,f4,2,0.6261990365215392,6.351510667930587,3,0.03701466174791346,0.5171711901590541,-0.1780317245686094
OpenBMI,LaBraM,4,2,f4,3,0.5223499063603136,0.33301439580758285,4,-0.001264101953695862,0.0011172201292599907,-0.0004236120219489193
OpenBMI,LaBraM,4,2,f4,4,0.47225907053432675,0.27547079236318056,5,0.00032470139535667464,0.0034769114389748006,0.0008059825894988187
OpenBMI,LaBraM,4,2,f4,5,0.4718313006247092,0.4116030883048068,6,0.015979454927770087,0.01319328882199628,-0.0007140395851973103
OpenBMI,LaBraM,4,2,f4,6,0.3032990690897049,0.3321350284413821,7,0.0368744235674352,0.005581434414029609,-0.0006010166424406328
OpenBMI,LaBraM,4,2,f4,7,0.29341786913803447,0.2631134963762457,8,0.000184716760776249,0.0010649897625941802,-0.00033921908193220953
WBCIC,LaBraM,0,0,f0,0,0.7358273650992797,2.2320324355597285,1,0.04605582291634047,0.06304807542749288,0.005109776290012107
WBCIC,LaBraM,0,0,f0,1,0.3197432731680154,0.04261446751164292,2,0.018726089744906194,0.6146293980371899,0.10867272136601039
WBCIC,LaBraM,0,0,f0,2,0.3552961387546768,0.010218555722750055,3,0.028672607036292153,0.10564709796067338,0.010612339381824659
WBCIC,LaBraM,0,0,f0,3,0.44269208892483203,0.0068895422140775025,4,0.06208881965425328,0.010967893220922148,6.889691591367493e-05
WBCIC,LaBraM,0,0,f0,4,0.4804682329659595,0.0052085743453228065,5,0.011855951649662022,0.006431280484780505,-0.0002476487444319833
WBCIC,LaBraM,0,0,f0,5,0.6653042557090005,0.00441722241497477,6,0.004096112563745979,0.00529417375150031,0.0004037950112540979
WBCIC,LaBraM,0,0,f0,6,0.618827021234751,0.0035917864459190383,7,0.0027499448200010157,0.008602830419374157,8.91480883765319e-05
WBCIC,LaBraM,0,0,f0,7,0.5768954376391632,0.002278699842492958,8,0.003657422546758937,0.009107977256189514,0.0008453600675399459
WBCIC,LaBraM,0,1,f0,0,0.7707016295665836,6.034210566775475,1,0.0806061987958614,0.026755087550830645,0.001935846307112512
WBCIC,LaBraM,0,1,f0,1,0.6116675986836762,0.13813400126291295,2,-0.007888524153262688,1.1353200209082936,0.1689647779383309
WBCIC,LaBraM,0,1,f0,2,0.40887937918626915,0.02550145545435331,3,0.03391912028850608,0.07136663802847598,0.0008303644931159113
WBCIC,LaBraM,0,1,f0,3,0.6468501970331089,0.020505857029693236,4,0.03577699688212932,0.026800794507705013,0.0015710464750143336
WBCIC,LaBraM,0,1,f0,4,0.8309475896260429,0.011307997977102491,5,0.012399664088894702,0.0019981340734852846,-5.584820461624772e-05
WBCIC,LaBraM,0,1,f0,5,0.7279606387727048,0.00673952872618048,6,-0.0002905271398891962,0.0015603992424896604,-7.273990059736224e-05
WBCIC,LaBraM,0,1,f0,6,0.6204744717435522,0.005089002143364292,7,-0.0025376716445725256,0.011163046786959792,0.0003652177092084336
WBCIC,LaBraM,0,1,f0,7,0.5830640538568497,0.003838660267594549,8,-0.0011129499713204982,0.0023851156850802566,5.315780314519267e-05
WBCIC,LaBraM,0,2,f0,0,0.7539228720342138,5.795507600166023,1,0.0924329994069808,0.1498320465529372,0.004025313793183709
WBCIC,LaBraM,0,2,f0,1,0.5889676364263103,0.1369466415501128,2,0.0016732834268916585,0.7236502116499998,0.1583656396001304
WBCIC,LaBraM,0,2,f0,2,0.5260749917688167,0.04015730736802827,3,-0.02228186084145678,0.0013328368819504142,-9.711012927722275e-06
WBCIC,LaBraM,0,2,f0,3,0.7279610412651258,0.01228210676717985,4,0.09683904048207748,0.00042078018723187946,-5.1505583059918435e-06
WBCIC,LaBraM,0,2,f0,4,0.7349413667145017,0.007421882603591782,5,0.007220704197219763,0.005252631722240671,0.0002176297975581091
WBCIC,LaBraM,0,2,f0,5,0.5884911719389744,0.004710774723741446,6,0.01055914922559198,0.01103561648965814,-0.0001894174286653942
WBCIC,LaBraM,0,2,f0,6,0.6737770766152907,0.003437897824831642,7,0.018185013015169282,0.02301941706646567,0.002818675152601095
WBCIC,LaBraM,0,2,f0,7,0.8597711012679403,0.0032521504403048357,8,0.009515812593899886,0.006163024882425446,0.0006088295222930892
WBCIC,LaBraM,1,0,f1,0,0.7028359491560989,5.611672935001389,1,0.019883889288470513,0.1118682604739119,0.0005042772089847455
WBCIC,LaBraM,1,0,f1,1,0.6362723473403292,0.23703781483391084,2,0.007303559088479572,1.3458494255613178,0.12236805492024275
WBCIC,LaBraM,1,0,f1,2,0.8245803084582839,0.03343611850311004,3,0.018618205798494047,0.012492019262400478,-0.0003271372086441088
WBCIC,LaBraM,1,0,f1,3,0.5602366717547189,0.014573656053621327,4,-0.004548638707016384,0.0027981021226563606,3.857837017118149e-05
WBCIC,LaBraM,1,0,f1,4,0.8881474092039946,0.010914882271209203,5,0.06278180662604227,0.0041819785047988445,5.360924546528492e-05
WBCIC,LaBraM,1,0,f1,5,0.6842523772135026,0.006959578397080863,6,0.0074764103290106965,0.0058879426966804045,-0.00035039315138186647
WBCIC,LaBraM,1,0,f1,6,0.6890693955845769,0.004378484135081628,7,-0.019721686146701778,9.757500839667494e-05,4.9354194513945926e-06
WBCIC,LaBraM,1,0,f1,7,0.670105196152754,0.002832438104485225,8,-0.007932382475316357,0.006479043097588906,-0.00010271419138100191
WBCIC,LaBraM,1,1,f1,0,0.5685604274585818,1.9698978780683158,1,0.0030749417170228277,0.09048558654662245,-8.159459975671247e-05
WBCIC,LaBraM,1,1,f1,1,0.5420058750155761,0.3414376310792377,2,-0.00390439367215889,1.1802850933729072,0.07127284465005604
WBCIC,LaBraM,1,1,f1,2,0.6804777159468716,0.05004941224300516,3,-0.03977859260806604,0.03924398846959982,-0.0027871104663607822
WBCIC,LaBraM,1,1,f1,3,0.7931833313683202,0.04195305105080198,4,0.01290307745162389,0.008129535613184361,-0.0005071908238834831
WBCIC,LaBraM,1,1,f1,4,0.7276993648148865,0.02578106157428634,5,-0.006675147173502705,0.014964865421714213,-0.0008318736903734558
