backbone,fold,block,subject,candidate_persistence,random_persistence_mean,persistence_specific
TeCh,0,P01_04,sub-2,0.03257167818032851,0.0348053905300403,-0.0022337123497118
TeCh,0,P01_04,sub-11,0.03226919523411406,0.02894721124365737,0.003321983990456693
TeCh,0,P01_04,sub-13,0.0492366901850181,0.0477523121814752,0.0014843780035428758
TeCh,0,P01_04,sub-18,0.06892505298280963,0.06667749269901704,0.002247560283792596
TeCh,0,P01_04,sub-27,0.10068069772719171,0.09238776171562355,0.008292936011568205
TeCh,0,P01_04,sub-36,0.04956261480999213,0.04153950875347699,0.008023106056515135
TeCh,0,P01_04,sub-44,-0.009656081369409875,-0.008549200988938929,-0.0011068803804709457
TeCh,0,P01_04,sub-45,0.055864872734328684,0.05371361477238797,0.0021512579619407182
TeCh,0,P05_08,sub-2,0.00011326229138140955,-3.655057488354718e-05,0.00014981286626495675
TeCh,0,P05_08,sub-11,2.8313985433780866e-05,2.783366170118786e-05,4.80323732593015e-07
TeCh,0,P05_08,sub-13,5.782331280656821e-05,1.6117927382290724e-05,4.170538542427749e-05
TeCh,0,P05_08,sub-18,2.2471141362199502e-05,5.880834955596191e-05,-3.633720819376242e-05
TeCh,0,P05_08,sub-27,4.7866377156735285e-05,6.580782484583346e-05,-1.79414476890982e-05
TeCh,0,P05_08,sub-36,1.4174930948604358e-05,6.08592374062056e-06,8.0890072079838e-06
TeCh,0,P05_08,sub-44,9.577036724876096e-05,-0.0001321331613598912,0.00022790352860865213
TeCh,0,P05_08,sub-45,6.619028499813181e-05,2.2952762010028214e-05,4.3237522988103595e-05
TeCh,0,P09_16,sub-2,1.7934575058216916e-31,-4.118167178038507e-31,5.911624683860198e-31
TeCh,0,P09_16,sub-11,-6.598990362154835e-31,3.0516589581421385e-31,-9.650649320296975e-31
TeCh,0,P09_16,sub-13,4.236111677438905e-31,8.830463837710317e-31,-4.59435216027141e-31
TeCh,0,P09_16,sub-18,1.7679219714147865e-30,2.2517623876710463e-30,-4.838404162562605e-31
TeCh,0,P09_16,sub-27,-3.6590762365427745e-30,3.0633876546114812e-30,-6.722463891154255e-30
TeCh,0,P09_16,sub-36,9.597035370687312e-31,1.7657747519892114e-30,-8.060712149204795e-31
TeCh,0,P09_16,sub-44,-3.45062580169406e-33,-2.7002181183919058e-30,2.6967674925902114e-30
TeCh,0,P09_16,sub-45,-2.9792498203018773e-31,3.266053204356022e-30,-3.56397818638621e-30
TeCh,0,P17_32,sub-2,-8.845411806590257e-34,-5.765648731411836e-31,5.756803319605246e-31
TeCh,0,P17_32,sub-11,-9.217189902644503e-31,-4.435702278851178e-31,-4.781487623793324e-31
TeCh,0,P17_32,sub-13,1.3493593804464955e-30,1.2023979598472956e-30,1.469614205991996e-31
TeCh,0,P17_32,sub-18,4.316998073892303e-31,2.2067191886959557e-30,-1.7750193813067252e-30
TeCh,0,P17_32,sub-27,-3.244997341243384e-30,3.136269940765393e-30,-6.381267282008778e-30
TeCh,0,P17_32,sub-36,-3.0969360397261024e-30,2.0835620403594906e-30,-5.1804980800855926e-30
TeCh,0,P17_32,sub-44,2.964757057327051e-31,-1.2773748430663214e-30,1.5738505487990265e-30
TeCh,0,P17_32,sub-45,3.680770521243683e-31,2.3621849572455103e-30,-1.9941079051211405e-30
TeCh,1,P01_04,sub-9,0.007668864616988732,0.008480108178646802,-0.0008112435616580687
TeCh,1,P01_04,sub-22,0.0008189804076572937,0.0013789827877809754,-0.0005600023801236823
TeCh,1,P01_04,sub-25,0.08103989582708085,0.07432451035245637,0.006715385474624511
TeCh,1,P01_04,sub-26,0.0274712502680513,0.023438451969471714,0.004032798298579585
TeCh,1,P01_04,sub-29,0.030165889672552237,0.02873730054978743,0.0014285891227648131
TeCh,1,P01_04,sub-34,0.030836496176874863,0.02848626783885436,0.002350228338020493
TeCh,1,P01_04,sub-35,0.058531730774228574,0.05784195950654711,0.000689771267681473
TeCh,1,P01_04,sub-49,0.012228655863003802,0.009828159906151442,0.0024004959568523585
TeCh,1,P05_08,sub-9,3.258103461669038e-05,-4.416438808708712e-05,7.67454227037775e-05
TeCh,1,P05_08,sub-22,4.612895981418175e-05,3.19152411434768e-05,1.4213718670704965e-05
TeCh,1,P05_08,sub-25,-1.441608631700965e-05,-2.5002643448965363e-05,1.0586557131955712e-05
TeCh,1,P05_08,sub-26,4.066453890862271e-05,4.753762382981788e-05,-6.873084921195157e-06
TeCh,1,P05_08,sub-29,-1.8110338114210154e-05,-4.821140306247847e-06,-1.3289197807962306e-05
TeCh,1,P05_08,sub-34,5.614816176599388e-05,3.936328511775872e-05,1.6784876648235165e-05
TeCh,1,P05_08,sub-35,4.4312188002965184e-05,2.8437559076324148e-05,1.5874628926641033e-05
TeCh,1,P05_08,sub-49,1.3958813918219658e-05,4.6548475793095036e-05,-3.258966187487538e-05
TeCh,1,P09_16,sub-9,-6.2406039728585555e-31,-1.6873011798754375e-30,1.0632407825895823e-30
TeCh,1,P09_16,sub-22,3.401766848888719e-30,1.4914284168132506e-30,1.9103384320754692e-30
TeCh,1,P09_16,sub-25,9.110383298091594e-31,1.9954937209359765e-30,-1.0844553911268175e-30
TeCh,1,P09_16,sub-26,-9.905490135344259e-31,4.811306827035784e-30,-5.8018558405702116e-30
TeCh,1,P09_16,sub-29,-6.2078856928868096e-30,3.6850525187433953e-31,-6.57639094476115e-30
TeCh,1,P09_16,sub-34,-2.382912106975175e-30,8.358825827376034e-30,-1.0741737934351204e-29
TeCh,1,P09_16,sub-35,-2.770593598705941e-29,1.1004424940770848e-29,-3.8710360927830255e-29
TeCh,1,P09_16,sub-49,1.546906645197532e-30,4.028899568227439e-30,-2.4819929230299068e-30
TeCh,1,P17_32,sub-9,-1.2958441018925789e-31,-6.916851277688772e-31,5.6210071757961946e-31
TeCh,1,P17_32,sub-22,8.687132633370254e-31,1.5218421035349246e-31,7.16529052983533e-31
TeCh,1,P17_32,sub-25,-1.8657642597158947e-30,3.5525178445708427e-31,-2.221016044172979e-30
TeCh,1,P17_32,sub-26,-1.0195271455188556e-31,1.5042440005756566e-30,-1.606196715127543e-30
TeCh,1,P17_32,sub-29,-2.360380879349419e-30,1.3104732329636368e-30,-3.670854112313056e-30
TeCh,1,P17_32,sub-34,-2.4862055729897503e-31,2.7371250750985208e-30,-2.985745632397494e-30
TeCh,1,P17_32,sub-35,-1.774143542724979e-30,3.322849662425627e-30,-5.096993205150605e-30
TeCh,1,P17_32,sub-49,-8.004772691981294e-31,1.287981119871536e-30,-2.088458389069666e-30
TeCh,2,P01_04,sub-6,0.6508297622788705,0.5923086062548766,0.05852115602399388
TeCh,2,P01_04,sub-23,0.08394991673494957,0.10324141886123174,-0.019291502126282167
TeCh,2,P01_04,sub-24,0.20401357125256225,0.19384037652006708,0.010173194732495255
TeCh,2,P01_04,sub-30,0.17046557133691959,0.1662507537336432,0.004214817603276411
TeCh,2,P01_04,sub-31,0.034234989375084596,0.028348188348198605,0.00588680102688598
TeCh,2,P01_04,sub-38,0.3680474899808881,0.36161088349941467,0.006436606481473428
TeCh,2,P01_04,sub-41,0.16049274323826007,0.16061908096065405,-0.00012633772239395435
TeCh,2,P01_04,sub-42,0.2851865249616504,0.2823581096292992,0.0028284153323512307
TeCh,2,P05_08,sub-6,0.0001615685115848988,0.00042955119951830587,-0.00026798268793340685
TeCh,2,P05_08,sub-23,0.00010424828025255601,-0.00011628871486102042,0.0002205369951135764
TeCh,2,P05_08,sub-24,0.0005951961523314618,0.0007494442542997007,-0.00015424810196823903
TeCh,2,P05_08,sub-30,5.070812570088639e-05,0.00023891647550267517,-0.00018820834980178873
TeCh,2,P05_08,sub-31,0.00019289266173352785,-0.00029335216036650185,0.0004862448221000298
TeCh,2,P05_08,sub-38,0.0007945211028770596,0.0005820629975560979,0.0002124581053209617
TeCh,2,P05_08,sub-41,0.0002273420394193288,0.0002203129292222726,7.029110197056263e-06
