backbone,fold,block,subject,candidate_persistence,random_persistence_mean,persistence_specific
TeCh,2,P05_08,sub-42,0.0005684251649883019,0.0005323351625127579,3.60900024755442e-05
TeCh,2,P09_16,sub-6,2.382549514997463e-29,3.374796444225575e-29,-9.922469292281115e-30
TeCh,2,P09_16,sub-23,-7.196119843987711e-29,2.3754921990555892e-29,-9.571612043043298e-29
TeCh,2,P09_16,sub-24,-1.0220927427189441e-29,5.435542175113483e-29,-6.457634917832425e-29
TeCh,2,P09_16,sub-30,2.2280015746971336e-29,2.9079565439303934e-29,-6.799549692332604e-30
TeCh,2,P09_16,sub-31,1.5883107699212256e-30,-3.114453316747982e-29,3.273284393740104e-29
TeCh,2,P09_16,sub-38,1.87799868148363e-29,2.4658978979229213e-29,-5.878992164392914e-30
TeCh,2,P09_16,sub-41,-4.116962836510813e-29,1.8236274971220925e-30,-4.299325586223022e-29
TeCh,2,P09_16,sub-42,-1.0348182199199206e-28,1.6957137444528493e-29,-1.2043895943652054e-28
TeCh,2,P17_32,sub-6,9.085941684932056e-30,1.346173843506602e-29,-4.37579675013397e-30
TeCh,2,P17_32,sub-23,-3.2272848853263263e-29,1.0454628409002521e-29,-4.272747726226578e-29
TeCh,2,P17_32,sub-24,-7.957395166467456e-30,1.5921789773496173e-29,-2.3879184939963627e-29
TeCh,2,P17_32,sub-30,7.623707238803874e-30,1.2538241726998931e-29,-4.914534488195051e-30
TeCh,2,P17_32,sub-31,7.740629439531724e-31,-1.1182910264441e-29,1.195697320839417e-29
TeCh,2,P17_32,sub-38,8.647229600223458e-30,1.0714077521502086e-29,-2.0668479212786257e-30
TeCh,2,P17_32,sub-41,-3.0721057587572805e-29,-3.7618875814424055e-30,-2.69591700061304e-29
TeCh,2,P17_32,sub-42,-2.5634523838070057e-29,7.948667553244043e-30,-3.35831913913141e-29
TeCh,3,P01_04,sub-7,0.06157010498615971,0.05714731774046826,0.0044227872456914855
TeCh,3,P01_04,sub-12,0.09030688398266448,0.08508390795741687,0.0052229760252476
TeCh,3,P01_04,sub-14,-0.03371489900202901,-0.04793553878332759,0.014220639781298568
TeCh,3,P01_04,sub-17,0.05298467118525503,0.05453733118126999,-0.001552659996014949
TeCh,3,P01_04,sub-32,0.02710648269883617,0.03424458819523622,-0.007138105496400038
TeCh,3,P01_04,sub-47,0.04642328371370512,0.04927278900928312,-0.002849505295577981
TeCh,3,P01_04,sub-48,0.3620202130339012,0.3609490900283091,0.0010711230055919785
TeCh,3,P01_04,sub-50,0.0801072198744418,0.07873545037075302,0.0013717695036887523
TeCh,3,P05_08,sub-7,5.8519771124671814e-05,4.6911179701829086e-05,1.1608591422842708e-05
TeCh,3,P05_08,sub-12,8.166455444370866e-05,6.505748577206026e-05,1.6607068671648417e-05
TeCh,3,P05_08,sub-14,-9.18660656719909e-05,-1.8000050363825453e-05,-7.386601530816542e-05
TeCh,3,P05_08,sub-17,6.579916075886325e-05,2.838139844433178e-05,3.741776231453149e-05
TeCh,3,P05_08,sub-32,3.2270446677409275e-05,-0.00011311302531232609,0.00014538347198973534
TeCh,3,P05_08,sub-47,8.934860699147249e-05,-8.255884337700416e-05,0.00017190745036847665
TeCh,3,P05_08,sub-48,3.2657502653284544e-05,6.395826164732357e-05,-3.130075899403903e-05
TeCh,3,P05_08,sub-50,9.341516168738328e-05,0.00010429885487803111,-1.0883693190647824e-05
TeCh,3,P09_16,sub-7,7.349825404023157e-30,9.265765976550964e-30,-1.915940572527804e-30
TeCh,3,P09_16,sub-12,1.5132814699713653e-29,1.871867762145361e-29,-3.5858629217399475e-30
TeCh,3,P09_16,sub-14,-2.780595404743962e-29,1.0287125378294828e-29,-3.8093079425734447e-29
TeCh,3,P09_16,sub-17,9.199548710599585e-30,7.795085484440981e-30,1.4044632261586038e-30
TeCh,3,P09_16,sub-32,1.1309981030489327e-29,-3.6927443446988655e-29,4.823742447747798e-29
TeCh,3,P09_16,sub-47,-1.743710723704429e-30,-3.2442399419712404e-30,1.5005292182668112e-30
TeCh,3,P09_16,sub-48,4.588965114165182e-30,1.1391484593661214e-29,-6.802519479496033e-30
TeCh,3,P09_16,sub-50,-1.4860452448328279e-29,1.536542322047164e-29,-3.0225875668799924e-29
TeCh,3,P17_32,sub-7,2.59230232139251e-30,4.54204595706417e-30,-1.9497436356716608e-30
TeCh,3,P17_32,sub-12,2.7222645231794416e-30,7.561768281247421e-30,-4.8395037580679826e-30
TeCh,3,P17_32,sub-14,-1.0030976260623104e-29,4.4825381771761e-30,-1.4513514437799202e-29
TeCh,3,P17_32,sub-17,4.6997752614302474e-30,3.829216168168871e-30,8.705590932613764e-31
TeCh,3,P17_32,sub-32,6.399364635404452e-31,-9.784536454096502e-30,1.0424472917636945e-29
TeCh,3,P17_32,sub-47,-1.1988874683786707e-29,-7.68202432481745e-30,-4.306850358969255e-30
TeCh,3,P17_32,sub-48,5.632453351992279e-31,6.767252669851152e-30,-6.204007334651923e-30
TeCh,3,P17_32,sub-50,-8.544051240044228e-30,9.609178734610334e-30,-1.8153229974654566e-29
TeCh,4,P01_04,sub-1,0.08185909840358394,0.08298833179948557,-0.0011292333959016382
TeCh,4,P01_04,sub-3,0.03852761021804159,0.03699180365117379,0.0015358065668677895
TeCh,4,P01_04,sub-5,0.11320545390250461,0.11343961728529608,-0.00023416338279148852
TeCh,4,P01_04,sub-16,0.11261516544690249,0.11212544451125718,0.0004897209356453519
TeCh,4,P01_04,sub-19,0.033944286953197206,0.03482487912585596,-0.000880592172658741
TeCh,4,P01_04,sub-21,0.09574046304675812,0.09449660400320427,0.001243859043553855
TeCh,4,P01_04,sub-28,-0.22062659510026372,-0.22605634012429196,0.00542974502402821
TeCh,4,P01_04,sub-33,0.09668085495360856,0.09679491535536146,-0.00011406040175285237
TeCh,4,P01_04,sub-37,0.08236531026546509,0.08086629657041328,0.001499013695051843
TeCh,4,P05_08,sub-1,1.5336175778246766e-05,-1.0812192057401759e-05,2.6148367835648518e-05
TeCh,4,P05_08,sub-3,1.0874714806039129e-05,1.0354843308624244e-05,5.198714974148794e-07
TeCh,4,P05_08,sub-5,1.357155993462712e-05,-1.505551645742531e-05,2.8627076392052425e-05
TeCh,4,P05_08,sub-16,9.015089124995886e-06,5.642060472754752e-06,3.3730286522411358e-06
TeCh,4,P05_08,sub-19,1.1895230389881457e-05,-2.888892040859164e-05,4.078415079847308e-05
TeCh,4,P05_08,sub-21,2.609035093518257e-05,1.3341093926292926e-05,1.2749257008889642e-05
TeCh,4,P05_08,sub-28,7.077908520831085e-06,1.1180238307354029e-05,-4.102329786522944e-06
TeCh,4,P05_08,sub-33,4.882998776243506e-05,-4.29271055157432e-06,5.3122698314009384e-05
TeCh,4,P05_08,sub-37,1.6459034712809927e-05,9.622948106004696e-06,6.836086606805227e-06
TeCh,4,P09_16,sub-1,2.698185508460725e-28,5.116288846799618e-28,-2.418103338338894e-28
TeCh,4,P09_16,sub-3,4.178500996336388e-28,4.173889335186e-28,4.611661150386861e-31
TeCh,4,P09_16,sub-5,-1.0023980659676297e-27,-2.2903430269336935e-28,-7.733637632742604e-28
TeCh,4,P09_16,sub-16,-2.0754980326299737e-28,1.0588933004220757e-28,-3.1343913330520494e-28
TeCh,4,P09_16,sub-19,3.7443225997776667e-28,2.690489290077761e-28,1.0538333096999063e-28
TeCh,4,P09_16,sub-21,-9.891372211096846e-27,1.9697635856128336e-27,-1.186113579670968e-26
TeCh,4,P09_16,sub-28,4.636436232738378e-28,5.590268693720859e-28,-9.538324609824805e-29
TeCh,4,P09_16,sub-33,-1.0360148207043026e-28,4.307328821893264e-28,-5.343343642597566e-28
TeCh,4,P09_16,sub-37,5.063618168686518e-28,3.544498866476717e-28,1.5191193022097992e-28
TeCh,4,P17_32,sub-1,7.342925927897516e-29,9.591223708701483e-29,-2.2482977808039682e-29
TeCh,4,P17_32,sub-3,6.572135046204302e-29,7.747261490753929e-29,-1.1751264445496267e-29
TeCh,4,P17_32,sub-5,-1.8350521017962354e-28,-2.0213314384346088e-29,-1.6329189579527745e-28
TeCh,4,P17_32,sub-16,-5.626425791078871e-30,4.090398910968192e-29,-4.65304149007608e-29
TeCh,4,P17_32,sub-19,5.958107770251575e-29,3.145135905938458e-29,2.812971864313118e-29
TeCh,4,P17_32,sub-21,-1.9743209826818916e-27,4.596622780206801e-28,-2.4339832607025716e-27
TeCh,4,P17_32,sub-28,8.718491120883417e-29,1.171677970524348e-28,-2.9982885843600707e-29
TeCh,4,P17_32,sub-33,-1.2125573342131856e-28,7.079662524558314e-29,-1.9205235866690167e-28
TeCh,4,P17_32,sub-37,1.0193589699696355e-28,6.552889952083984e-29,3.6406997476123717e-29
