backbone,block,rank,H1,H2,H3,H4,H5,preliminary_all_H1_H5,protected_utility_gate,p_H1_raw,p_H2_raw,p_H3_local_raw,p_H3_finite_raw,p_H4_raw,p_joint_raw,assignment,action
EEGConformer,P01_04,4,True,False,True,False,False,False,False,9.99990000099999e-06,0.025699743002569973,9.536734069124156e-07,9.99990000099999e-06,1.0,1.0,DECISION-ACTIVE NON-ACTIONABLE,NO_OP
EEGConformer,P05_08,4,True,False,False,False,False,False,False,0.01086989130108699,0.4876451235487645,0.9730873364569317,0.999990000099999,0.36141638583614166,0.999990000099999,DECISION-NULL / WEAKLY ACTIVE,NO_OP
EEGConformer,P09_16,8,False,False,False,False,False,False,False,1.0,0.998440015599844,0.9999980926531862,1.0,0.3269467305326947,1.0,UNCERTAIN,NO_OP
EEGConformer,P17_32,16,False,False,False,False,False,False,False,1.0,1.0,1.0,1.0,0.8413815861841382,1.0,UNCERTAIN,NO_OP
