backbone,block,rank,u_abs_mean,u_abs_CI95_L,u_abs_CI95_U,u_spec_mean,u_spec_CI95_L,u_spec_CI95_U,p_raw_harmful,p_raw_protected,p_holm_harmful,p_holm_protected
DeepConvNet,P01_04,4,0.031213236566434172,0.022819973023794186,0.039685333610483264,0.0237275898018454,0.016112072294872038,0.03139248259648995,1.0,9.99990000099999e-06,1.0,3.999960000399996e-05
DeepConvNet,P05_08,4,0.0026624690672368023,-0.004407682271225435,0.00918039330434239,0.0009251572736404839,-0.005389681465712306,0.00711194544544262,0.6098339016609834,0.3914060859391406,1.0,0.3914060859391406
DeepConvNet,P09_16,8,0.0014104346501285592,0.0003329293609770491,0.002485158488658203,0.0011242713438261792,0.00035881647208002056,0.0018673525910854337,0.996050039499605,0.0036499635003649964,1.0,0.010949890501094989
DeepConvNet,P17_32,16,0.0006614468285433633,-0.0016854592462251848,0.0028292229482348667,0.0007403274673618572,-0.0007003999588792908,0.002167642367202378,0.8366916330836691,0.16180838191618083,1.0,0.32361676383236165
