backbone,block,rank,delta_BA_mean,delta_BA_random_mean,delta_BA_specific_mean,delta_BA_specific_CI95_L,delta_BA_specific_CI95_U,p_raw,minimum_LOSO_mean,minimum_leave_one_fold_out_mean,nonnegative_subject_fraction,median_specific,worst_subject_specific,worst20_subject_specific,stability_preliminary,p_holm
TeCh,P01_04,4,-0.15646941980783444,-0.024166552722345427,-0.13230286708548902,-0.17342745095774822,-0.09363140367085489,1.0,-0.13643668876262627,-0.1558146109532828,0.0975609756097561,-0.08989999999999987,-0.4205,-0.3394444444444444,False,1.0
TeCh,P05_08,4,-0.0002452882483370278,-0.0029624430278393627,0.002717154779502335,-0.00033409522049766957,0.005816075811468353,0.051849481505184945,0.002031333648989893,0.0005531316957453162,0.6097560975609756,0.0025000000000001688,-0.020400000000000085,-0.010183333333333315,True,0.20739792602073978
TeCh,P09_16,8,-0.0006097560975609762,-0.000435199556541011,-0.0001745565410199651,-0.0019439149113082358,0.0018341671286031078,0.5709642903570964,-0.0007801704545454646,-0.001033539944903604,0.4878048780487805,-5.681818181813014e-05,-0.011749999999999927,-0.007311111111111139,False,1.0
TeCh,P17_32,16,-0.0009743779255974312,-0.0005151237989652402,-0.00045925412663219093,-0.002514236188100549,0.0016664363143631033,0.6659033409665903,-0.0007969854797979902,-0.0012554369452097039,0.4878048780487805,-0.0008499999999999619,-0.013449999999999962,-0.009538888888888855,False,1.0
