backbone,block,rank,H1,H2,H3,H4,H5,preliminary_all_H1_H5,protected_utility_gate,p_H1_raw,p_H2_raw,p_H3_local_raw,p_H3_finite_raw,p_H4_raw,p_joint_raw,assignment,action
DeepConvNet,P01_04,4,True,False,True,False,False,False,True,9.99990000099999e-06,1.0,9.536734069124156e-07,9.99990000099999e-06,0.999780002199978,1.0,PROTECTED,PRESERVE
DeepConvNet,P05_08,4,True,False,True,False,False,False,False,9.99990000099999e-06,0.6098339016609834,9.536734069124156e-07,9.99990000099999e-06,0.1079189208107919,0.6098339016609834,DECISION-ACTIVE NON-ACTIONABLE,NO_OP
DeepConvNet,P09_16,8,False,False,False,False,False,False,False,1.0,0.996050039499605,0.9979352970740346,1.0,0.998070019299807,1.0,UNCERTAIN,NO_OP
DeepConvNet,P17_32,16,False,False,False,False,False,False,False,1.0,0.8366916330836691,0.9572019985179915,0.998830011699883,0.9569304306956931,1.0,UNCERTAIN,NO_OP
