backbone,fold,block,subject,draw,u_random,delta_BA_random,finite_logit_RMS
EEGConformer,0,P01_04,sub-1,0,0.006288451552662391,0.0,0.08451412981459558
EEGConformer,0,P01_04,sub-1,1,0.015207673293925228,0.025000000000000022,0.47510600332658887
EEGConformer,0,P01_04,sub-1,2,-0.0014220617196277346,0.0050000000000000044,0.05835898785105535
EEGConformer,0,P01_04,sub-1,3,0.07586992353579378,-0.010000000000000009,0.4181568438921383
EEGConformer,0,P01_04,sub-1,4,-0.005623259086639959,0.0050000000000000044,0.12341061494008902
EEGConformer,0,P01_04,sub-1,5,-0.007187853018900712,0.06999999999999995,0.17694539018235617
EEGConformer,0,P01_04,sub-1,6,0.0026273881209496934,0.010000000000000009,0.03262715510994203
EEGConformer,0,P01_04,sub-1,7,-0.0043041028474002305,0.050000000000000044,0.27676941094589574
EEGConformer,0,P01_04,sub-1,8,0.039887175399446174,-0.010000000000000009,0.2717178582736131
EEGConformer,0,P01_04,sub-1,9,0.004483164645995043,0.020000000000000018,0.051357931461377446
EEGConformer,0,P01_04,sub-1,10,-0.006064854557327624,0.03499999999999992,0.1288096678234752
EEGConformer,0,P01_04,sub-1,11,-0.006930597358556634,0.020000000000000018,0.1383666161651312
EEGConformer,0,P01_04,sub-1,12,-0.006553679994848452,0.010000000000000009,0.11163040965834027
EEGConformer,0,P01_04,sub-1,13,0.0006150757840352095,0.04500000000000004,0.35020447424343276
EEGConformer,0,P01_04,sub-1,14,0.011172520431163098,0.0,0.11125756237000427
EEGConformer,0,P01_04,sub-1,15,-0.001536525404816033,0.015000000000000013,0.07580959448912439
EEGConformer,0,P01_04,sub-1,16,-0.004882945561389876,0.04499999999999993,0.2718544218126447
EEGConformer,0,P01_04,sub-1,17,0.006911550983154333,-0.010000000000000009,0.1740846230655423
EEGConformer,0,P01_04,sub-1,18,0.02245231665604848,-0.0050000000000000044,0.17715895417310726
EEGConformer,0,P01_04,sub-1,19,0.052717451645084026,-0.010000000000000009,0.3286525837611653
EEGConformer,0,P01_04,sub-1,20,0.0382424371805381,-0.010000000000000009,0.30420141578604737
EEGConformer,0,P01_04,sub-1,21,-0.0015461662044953222,0.0,0.03865988902063646
EEGConformer,0,P01_04,sub-1,22,0.002576769496586374,0.015000000000000013,0.036909296456505515
EEGConformer,0,P01_04,sub-1,23,-0.006907103186193389,0.040000000000000036,0.15739930443075034
EEGConformer,0,P01_04,sub-1,24,-0.003706996997195643,0.020000000000000018,0.06192585116241027
EEGConformer,0,P01_04,sub-1,25,-0.0031615181254103252,0.040000000000000036,0.3022684177947424
EEGConformer,0,P01_04,sub-1,26,-0.0019918045231359337,0.04500000000000004,0.3092335338550205
EEGConformer,0,P01_04,sub-1,27,0.033400128316693804,-0.0050000000000000044,0.24427456882955242
EEGConformer,0,P01_04,sub-1,28,0.018678595832224757,-0.0050000000000000044,0.1607551090287388
EEGConformer,0,P01_04,sub-1,29,0.04870692596875381,-0.0050000000000000044,0.31051797962264294
EEGConformer,0,P01_04,sub-1,30,-0.007068283324801826,0.015000000000000013,0.1363064869277383
EEGConformer,0,P01_04,sub-1,31,0.0009444536352479004,0.04500000000000004,0.35347549277343915
EEGConformer,0,P01_04,sub-1,32,0.08790719839479344,-0.010000000000000009,0.45955483027344746
EEGConformer,0,P01_04,sub-1,33,-0.0025529999666028935,0.04500000000000004,0.3082812597387893
EEGConformer,0,P01_04,sub-1,34,-0.006863786870693052,0.06999999999999995,0.17203300389998774
EEGConformer,0,P01_04,sub-1,35,-0.006355570781095228,0.020000000000000018,0.11303691451387511
EEGConformer,0,P01_04,sub-1,36,-0.004248883582362516,0.05499999999999994,0.27818731359732374
EEGConformer,0,P01_04,sub-1,37,0.02368332671134908,0.0,0.18693924129426878
EEGConformer,0,P01_04,sub-1,38,0.019785291059031276,0.0,0.5012025441996846
EEGConformer,0,P01_04,sub-1,39,0.014188428053713627,0.0,0.12802523929282997
EEGConformer,0,P01_04,sub-1,40,-0.007149113455936048,0.04499999999999993,0.15341169692041062
EEGConformer,0,P01_04,sub-1,41,-0.0012156416736446548,-0.0050000000000000044,0.030719064025787304
EEGConformer,0,P01_04,sub-1,42,-0.002015218604797503,0.0050000000000000044,0.11314734858703476
EEGConformer,0,P01_04,sub-1,43,-0.006072597011304459,0.02499999999999991,0.15780694777478121
EEGConformer,0,P01_04,sub-1,44,0.0027370903603151924,0.015000000000000013,0.044752143969129535
EEGConformer,0,P01_04,sub-1,45,-0.0073629885490875515,0.06499999999999995,0.17861418772916043
EEGConformer,0,P01_04,sub-1,46,0.05106109689275191,0.0,0.6622203122717892
EEGConformer,0,P01_04,sub-1,47,-0.0004892193145435926,0.0050000000000000044,0.005762618042230412
EEGConformer,0,P01_04,sub-1,48,0.006549155657380208,0.0050000000000000044,0.08232001601138893
EEGConformer,0,P01_04,sub-1,49,-0.004371264421277698,0.015000000000000013,0.06486963586258936
EEGConformer,0,P01_04,sub-1,50,0.04010971788756329,-0.0050000000000000044,0.2726084860372885
EEGConformer,0,P01_04,sub-1,51,0.008296338487641677,0.010000000000000009,0.0826885715517247
EEGConformer,0,P01_04,sub-1,52,0.011986811891883154,0.0,0.11172565132956463
EEGConformer,0,P01_04,sub-1,53,0.030987393545044,-0.0050000000000000044,0.2282828560884529
EEGConformer,0,P01_04,sub-1,54,0.0038705677077481506,0.015000000000000013,0.04149034576231302
EEGConformer,0,P01_04,sub-1,55,0.02442797546446935,-0.010000000000000009,0.21395852492223622
EEGConformer,0,P01_04,sub-1,56,0.0070511609132518395,0.0050000000000000044,0.07243287129255546
EEGConformer,0,P01_04,sub-1,57,-0.006853906573067301,0.07499999999999996,0.22797972782347792
EEGConformer,0,P01_04,sub-1,58,0.01570980459310542,0.0,0.13568788094629555
EEGConformer,0,P01_04,sub-1,59,-0.006078682195797114,0.05999999999999994,0.18048032029694772
EEGConformer,0,P01_04,sub-1,60,0.008979281586309156,0.030000000000000027,0.4279778358129102
EEGConformer,0,P01_04,sub-1,61,-0.007070507031116091,0.06999999999999995,0.18535163252190848
EEGConformer,0,P01_04,sub-1,62,-0.006837922268366965,0.020000000000000018,0.1287347880869935
EEGConformer,0,P01_04,sub-1,63,0.07955534286285093,-0.010000000000000009,0.42756171746537613
EEGConformer,0,P01_04,sub-1,64,0.0038384103908883716,0.010000000000000009,0.04090497232972019
EEGConformer,0,P01_04,sub-1,65,0.03789625236474823,-0.010000000000000009,0.2624126797806662
EEGConformer,0,P01_04,sub-1,66,0.04038142910737745,-0.010000000000000009,0.2709995248717835
EEGConformer,0,P01_04,sub-1,67,-0.002525367238896137,0.04500000000000004,0.30602568130943475
EEGConformer,0,P01_04,sub-1,68,0.03343175086336514,-0.0050000000000000044,0.23948664309001358
EEGConformer,0,P01_04,sub-1,69,0.0378044535991734,-0.010000000000000009,0.26008126092166883
EEGConformer,0,P01_04,sub-1,70,0.048809311713082934,-0.0050000000000000044,0.3113581996186238
EEGConformer,0,P01_04,sub-1,71,0.02474552855257726,0.0,0.19409950960255384
EEGConformer,0,P01_04,sub-1,72,0.055444603193247205,-0.0050000000000000044,0.3404376087126292
EEGConformer,0,P01_04,sub-1,73,0.08751046259058029,-0.010000000000000009,0.4525621349936084
EEGConformer,0,P01_04,sub-1,74,0.02268501083896366,-0.0050000000000000044,0.17954094563788844
EEGConformer,0,P01_04,sub-1,75,0.009827044089023886,0.015000000000000013,0.4319430015693219
EEGConformer,0,P01_04,sub-1,76,0.06798476964169603,-0.010000000000000009,0.38908522644691085
EEGConformer,0,P01_04,sub-1,77,0.009657472695103517,0.010000000000000009,0.09622093665343885
EEGConformer,0,P01_04,sub-1,78,-0.0036455102229595903,0.010000000000000009,0.0545131377801855
EEGConformer,0,P01_04,sub-1,79,0.028443135217148505,-0.0050000000000000044,0.21206483576801882
EEGConformer,0,P01_04,sub-1,80,0.024093444856428548,0.0050000000000000044,0.5300608574987958
EEGConformer,0,P01_04,sub-1,81,-0.0013710014457211938,0.040000000000000036,0.3245095422941395
EEGConformer,0,P01_04,sub-1,82,-0.00029231443910881507,0.03500000000000003,0.3390713066779126
EEGConformer,0,P01_04,sub-1,83,-0.00304487111202445,0.0,0.043817823015945945
EEGConformer,0,P01_04,sub-1,84,0.011757797955253606,-0.0050000000000000044,0.1270995261467977
EEGConformer,0,P01_04,sub-1,85,-0.0019797618310109133,0.03500000000000003,0.33021288083346745
EEGConformer,0,P01_04,sub-1,86,-0.003205934020346872,0.0,0.0672477820401258
EEGConformer,0,P01_04,sub-1,87,0.00727162993303268,0.030000000000000027,0.41123827312286587
EEGConformer,0,P01_04,sub-1,88,-0.006797735939654138,0.020000000000000018,0.14160463743620674
EEGConformer,0,P01_04,sub-1,89,-0.006013476496912513,0.06000000000000005,0.21592653691855648
EEGConformer,0,P01_04,sub-1,90,0.0347879816254886,-0.010000000000000009,0.24347626552089918
EEGConformer,0,P01_04,sub-1,91,0.0001061385037723274,-0.0050000000000000044,0.007524550428524397
EEGConformer,0,P01_04,sub-1,92,-0.003478911970277344,0.040000000000000036,0.29411495607392857
EEGConformer,0,P01_04,sub-1,93,-0.005372857686751573,0.05499999999999994,0.2524383125902503
EEGConformer,0,P01_04,sub-1,94,0.09340300910922665,-0.010000000000000009,0.4784262927557662
EEGConformer,0,P01_04,sub-1,95,0.021698404868873915,-0.0050000000000000044,0.17379083278345092
EEGConformer,0,P01_04,sub-1,96,-0.004127626011865924,0.015000000000000013,0.09511849102469494
EEGConformer,0,P01_04,sub-1,97,-0.005961613803826697,0.05499999999999994,0.23059809942903095
EEGConformer,0,P01_04,sub-1,98,-0.005264765247595353,0.05499999999999994,0.2551656621704737
EEGConformer,0,P01_04,sub-1,99,0.011789783378000369,0.015000000000000013,0.11629158436322487
EEGConformer,0,P01_04,sub-3,0,-0.034405894456004046,0.0,0.15608321627986016
EEGConformer,0,P01_04,sub-3,1,-0.09255034899407777,0.030000000000000027,0.5022627005274028
EEGConformer,0,P01_04,sub-3,2,-0.0544187146955047,-0.0050000000000000044,0.24474921584117723
EEGConformer,0,P01_04,sub-3,3,0.13546224554590539,0.0,0.3833375283973737
EEGConformer,0,P01_04,sub-3,4,-0.06094197258145005,0.0050000000000000044,0.2662982020650532
EEGConformer,0,P01_04,sub-3,5,-0.05024478275294292,0.0,0.1979832204978949
EEGConformer,0,P01_04,sub-3,6,0.0018166350719188635,0.0,0.031080618148777002
EEGConformer,0,P01_04,sub-3,7,-0.06619555525532198,0.010000000000000009,0.2829407406736456
EEGConformer,0,P01_04,sub-3,8,0.031155279215937373,0.0,0.18663358230078578
EEGConformer,0,P01_04,sub-3,9,-0.0001664801665829141,0.0,0.04221232717508154
EEGConformer,0,P01_04,sub-3,10,-0.04636499106613733,0.0,0.17942127931656954
EEGConformer,0,P01_04,sub-3,11,-0.036659980833200476,0.010000000000000009,0.13936174798019238
EEGConformer,0,P01_04,sub-3,12,-0.037686596344404584,0.0050000000000000044,0.13549962483035655
EEGConformer,0,P01_04,sub-3,13,-0.07972220363431975,0.03500000000000003,0.3737384774390202
EEGConformer,0,P01_04,sub-3,14,-0.011749395836406617,0.0,0.09568483420741791
EEGConformer,0,P01_04,sub-3,15,-0.057053195540997484,-0.0050000000000000044,0.24483446346499554
EEGConformer,0,P01_04,sub-3,16,-0.06851547643906812,0.010000000000000009,0.2902679454446026
EEGConformer,0,P01_04,sub-3,17,-0.06660424808748525,0.0,0.3395213186748911
EEGConformer,0,P01_04,sub-3,18,0.014681906075064078,0.0,0.09846120874220798
EEGConformer,0,P01_04,sub-3,19,0.10468951473552018,0.0050000000000000044,0.3071357564396688
EEGConformer,0,P01_04,sub-3,20,-0.08412241980225728,-0.0050000000000000044,0.48164151708371733
EEGConformer,0,P01_04,sub-3,21,-0.0389355946840541,-0.0050000000000000044,0.16482907484406178
EEGConformer,0,P01_04,sub-3,22,-0.015140339177880753,0.0,0.09023576405237814
EEGConformer,0,P01_04,sub-3,23,-0.050310759025079185,0.0,0.20272802764288325
EEGConformer,0,P01_04,sub-3,24,-0.03978214737952007,0.0,0.17153182139154494
EEGConformer,0,P01_04,sub-3,25,-0.07650297180045985,0.030000000000000027,0.34192692932380875
EEGConformer,0,P01_04,sub-3,26,-0.07569959329888248,0.030000000000000027,0.352211270528357
EEGConformer,0,P01_04,sub-3,27,0.0995031292762692,0.0050000000000000044,0.3087686338201214
EEGConformer,0,P01_04,sub-3,28,0.004978904496746152,0.0050000000000000044,0.13140915115786977
EEGConformer,0,P01_04,sub-3,29,0.10870716680412576,0.0050000000000000044,0.3180501284890545
EEGConformer,0,P01_04,sub-3,30,-0.04527572757795358,0.0,0.1730195720607784
EEGConformer,0,P01_04,sub-3,31,-0.07961352841107208,0.03500000000000003,0.37623801827828346
EEGConformer,0,P01_04,sub-3,32,0.16335164786730305,0.0,0.44949754916558793
EEGConformer,0,P01_04,sub-3,33,-0.07092788182090383,0.020000000000000018,0.3231680851485079
EEGConformer,0,P01_04,sub-3,34,-0.04414730450601038,0.0050000000000000044,0.16819958291943654
EEGConformer,0,P01_04,sub-3,35,-0.0302889278962321,0.0050000000000000044,0.11518263079907214
EEGConformer,0,P01_04,sub-3,36,-0.07058755358718023,0.020000000000000018,0.30188829113120613
EEGConformer,0,P01_04,sub-3,37,0.05888455369059395,0.0,0.18798826179306213
EEGConformer,0,P01_04,sub-3,38,-0.09807846866238114,0.040000000000000036,0.5751311537819368
EEGConformer,0,P01_04,sub-3,39,-0.002091689548805534,0.0,0.0899688872347538
EEGConformer,0,P01_04,sub-3,40,-0.03996259831408215,0.0,0.15290989218947065
EEGConformer,0,P01_04,sub-3,41,-0.012470583623198798,0.0,0.050491049137057535
EEGConformer,0,P01_04,sub-3,42,-0.07631669553347789,0.0,0.348415846523577
EEGConformer,0,P01_04,sub-3,43,-0.06446211826998645,0.0,0.2831396048754101
EEGConformer,0,P01_04,sub-3,44,-0.023159864423010684,0.0,0.09823980457496487
EEGConformer,0,P01_04,sub-3,45,-0.045041964994046405,0.0,0.1681469882427421
EEGConformer,0,P01_04,sub-3,46,-0.09953251253408009,0.08500000000000008,0.6896382030402219
EEGConformer,0,P01_04,sub-3,47,0.003904106105117433,0.0,0.022428109165576818
EEGConformer,0,P01_04,sub-3,48,0.003926504530789803,0.0,0.06678121506900643
EEGConformer,0,P01_04,sub-3,49,-0.010489185004041137,0.0050000000000000044,0.03954593179480904
EEGConformer,0,P01_04,sub-3,50,0.08492534743686975,0.0,0.2580301779420583
EEGConformer,0,P01_04,sub-3,51,-0.0015485634986949384,0.0,0.07716562656404692
EEGConformer,0,P01_04,sub-3,52,-0.001267829341135632,0.0,0.06398974638817444
EEGConformer,0,P01_04,sub-3,53,0.057478963092229926,0.0050000000000000044,0.21098608634455543
EEGConformer,0,P01_04,sub-3,54,0.00012750963748500626,0.0,0.03207454336426312
EEGConformer,0,P01_04,sub-3,55,-0.05325430015177014,0.0,0.297975523711431
EEGConformer,0,P01_04,sub-3,56,0.005657820160890692,0.0,0.0495805002354751
EEGConformer,0,P01_04,sub-3,57,-0.04998559709943901,0.010000000000000009,0.18671035051459475
EEGConformer,0,P01_04,sub-3,58,0.04388353477459124,0.0,0.15043626581595088
EEGConformer,0,P01_04,sub-3,59,-0.06778223719925411,0.0050000000000000044,0.288306002165919
EEGConformer,0,P01_04,sub-3,60,-0.09322621218285515,0.04999999999999993,0.47591032360464586
EEGConformer,0,P01_04,sub-3,61,-0.057591557003365074,-0.0050000000000000044,0.23597301163629553
