backbone,fold,block,subject,draw,u_random,delta_BA_random,finite_logit_RMS
EEGConformer,0,P01_04,sub-3,62,-0.03407817764648155,0.0,0.125608185439363
EEGConformer,0,P01_04,sub-3,63,0.10238160573941592,0.0,0.30641246739248906
EEGConformer,0,P01_04,sub-3,64,0.01407327017899905,0.0,0.06320157976006915
EEGConformer,0,P01_04,sub-3,65,0.10514117514525637,0.0,0.30966463350747997
EEGConformer,0,P01_04,sub-3,66,0.05175706547814811,0.0050000000000000044,0.1792358016687969
EEGConformer,0,P01_04,sub-3,67,-0.06773911652532258,0.015000000000000013,0.2967169971242744
EEGConformer,0,P01_04,sub-3,68,0.017180305758525204,0.0050000000000000044,0.15759123540824924
EEGConformer,0,P01_04,sub-3,69,0.042010300797385866,0.0,0.16914342032860036
EEGConformer,0,P01_04,sub-3,70,0.10694767612913111,0.0050000000000000044,0.31230258140335704
EEGConformer,0,P01_04,sub-3,71,0.05768823577497138,0.0,0.19405265642076003
EEGConformer,0,P01_04,sub-3,72,0.11130522845838575,0.0050000000000000044,0.32526416661611857
EEGConformer,0,P01_04,sub-3,73,-0.004353055209208411,-0.0050000000000000044,0.24582757715300171
EEGConformer,0,P01_04,sub-3,74,0.04880142331101995,0.0,0.160267019669373
EEGConformer,0,P01_04,sub-3,75,-0.09854916151520034,0.039999999999999925,0.5350949106880605
EEGConformer,0,P01_04,sub-3,76,0.021596555769240112,0.0,0.2551569899885425
EEGConformer,0,P01_04,sub-3,77,0.007296745065880214,0.0,0.05704497564333303
EEGConformer,0,P01_04,sub-3,78,-0.022784629625675637,0.0,0.08712061949759567
EEGConformer,0,P01_04,sub-3,79,0.015786749259204664,0.0050000000000000044,0.12036838310259444
EEGConformer,0,P01_04,sub-3,80,-0.09555117361908766,0.03500000000000003,0.5471600098100411
EEGConformer,0,P01_04,sub-3,81,-0.07451021481473698,0.03500000000000003,0.34584928291101896
EEGConformer,0,P01_04,sub-3,82,-0.0552677132707954,0.010000000000000009,0.22224328844858446
EEGConformer,0,P01_04,sub-3,83,-0.025961360276170894,-0.0050000000000000044,0.10199643944889936
EEGConformer,0,P01_04,sub-3,84,-0.015422056486129996,0.0,0.14883878068976902
EEGConformer,0,P01_04,sub-3,85,-0.07377423768703201,0.015000000000000013,0.2955629283971548
EEGConformer,0,P01_04,sub-3,86,-0.03301470531560205,0.0,0.13013209773919707
EEGConformer,0,P01_04,sub-3,87,-0.08950037123668621,0.040000000000000036,0.4717427045939653
EEGConformer,0,P01_04,sub-3,88,-0.03479277459369902,0.0050000000000000044,0.13935025905853798
EEGConformer,0,P01_04,sub-3,89,-0.07220192566593915,0.0050000000000000044,0.30715839432899206
EEGConformer,0,P01_04,sub-3,90,0.07754583993579164,0.0,0.23151388807370582
EEGConformer,0,P01_04,sub-3,91,-0.007129217998751828,0.0,0.029107009167490216
EEGConformer,0,P01_04,sub-3,92,-0.07539040659982893,0.025000000000000022,0.3456291925361896
EEGConformer,0,P01_04,sub-3,93,-0.06752584592828297,0.020000000000000018,0.2858549902658201
EEGConformer,0,P01_04,sub-3,94,0.15049346616271975,-0.0050000000000000044,0.41526786939074944
EEGConformer,0,P01_04,sub-3,95,-0.00998131748136867,0.0,0.15034342175308785
EEGConformer,0,P01_04,sub-3,96,-0.02447940568455401,0.0050000000000000044,0.10939791246450514
EEGConformer,0,P01_04,sub-3,97,-0.07216092401702344,0.0050000000000000044,0.3050653986512656
EEGConformer,0,P01_04,sub-3,98,-0.059112419530660265,0.0050000000000000044,0.2499143081151705
EEGConformer,0,P01_04,sub-3,99,0.036002427347499574,0.0,0.13072512781799597
EEGConformer,0,P01_04,sub-5,0,-0.011736681706023983,0.014999999999999958,0.10165408301856538
EEGConformer,0,P01_04,sub-5,1,-0.007506273021668388,0.065,0.4760289607565554
EEGConformer,0,P01_04,sub-5,2,-0.01576803735584177,-0.00500000000000006,0.11194018669897801
EEGConformer,0,P01_04,sub-5,3,0.08567718350794408,0.03999999999999998,0.4108495250440653
EEGConformer,0,P01_04,sub-5,4,-0.021318307262011116,-0.020000000000000073,0.15572313868636758
EEGConformer,0,P01_04,sub-5,5,-0.016984627495755415,0.014999999999999958,0.17392133490985756
EEGConformer,0,P01_04,sub-5,6,0.0023546329271356163,0.009999999999999953,0.03680391746720001
EEGConformer,0,P01_04,sub-5,7,-0.02200326777720901,0.03999999999999998,0.2618983715789766
EEGConformer,0,P01_04,sub-5,8,0.03357533962321682,0.034999999999999976,0.26630570421569016
EEGConformer,0,P01_04,sub-5,9,0.0021851487860165136,0.014999999999999958,0.05652413191257767
EEGConformer,0,P01_04,sub-5,10,-0.0195622629547752,-0.00500000000000006,0.14935847352661907
EEGConformer,0,P01_04,sub-5,11,-0.01248128361234998,-0.015000000000000013,0.13049475934227303
EEGConformer,0,P01_04,sub-5,12,-0.015323869187969068,-0.010000000000000064,0.11705051340917029
EEGConformer,0,P01_04,sub-5,13,-0.017109339309854758,0.06499999999999989,0.3491839875240057
EEGConformer,0,P01_04,sub-5,14,0.0008657403905428404,0.02999999999999997,0.11449285352765211
EEGConformer,0,P01_04,sub-5,15,-0.018755148087984765,-0.00500000000000006,0.12921631973086295
EEGConformer,0,P01_04,sub-5,16,-0.0213373713047161,0.04999999999999999,0.26219695065542725
EEGConformer,0,P01_04,sub-5,17,-0.02154227356619185,0.034999999999999976,0.2623537598282348
EEGConformer,0,P01_04,sub-5,18,0.014683371047059126,0.024999999999999967,0.15735903641043278
EEGConformer,0,P01_04,sub-5,19,0.060442418596650206,0.02999999999999997,0.3170210953468017
EEGConformer,0,P01_04,sub-5,20,-0.02135519070855275,0.024999999999999967,0.3460477630711711
EEGConformer,0,P01_04,sub-5,21,-0.011582346632581064,-0.010000000000000064,0.0764895080497161
EEGConformer,0,P01_04,sub-5,22,-0.0018158203455141064,0.009999999999999953,0.05213153367757619
EEGConformer,0,P01_04,sub-5,23,-0.016795042506586446,0.019999999999999962,0.1672657945137463
EEGConformer,0,P01_04,sub-5,24,-0.01437576617947172,0.009999999999999953,0.09242007291472935
EEGConformer,0,P01_04,sub-5,25,-0.0192296300176683,0.05499999999999999,0.2963440225777054
EEGConformer,0,P01_04,sub-5,26,-0.017133354650872883,0.05499999999999988,0.3234027391268722
EEGConformer,0,P01_04,sub-5,27,0.049639504118464954,0.02999999999999997,0.277896930998785
EEGConformer,0,P01_04,sub-5,28,0.012047884423334671,0.034999999999999976,0.17995740620598358
EEGConformer,0,P01_04,sub-5,29,0.058993084432585316,0.02999999999999997,0.30775090475151967
EEGConformer,0,P01_04,sub-5,30,-0.015543993318170628,-0.015000000000000013,0.143759138599026
EEGConformer,0,P01_04,sub-5,31,-0.01664893174165207,0.07,0.3576188964951419
EEGConformer,0,P01_04,sub-5,32,0.09814000932933073,0.034999999999999976,0.4508810542525491
EEGConformer,0,P01_04,sub-5,33,-0.017126465360656914,0.06,0.3101504288166658
EEGConformer,0,P01_04,sub-5,34,-0.016572025993601767,0.024999999999999967,0.16936573032129434
EEGConformer,0,P01_04,sub-5,35,-0.011125117258297092,-0.010000000000000064,0.11102290777260729
EEGConformer,0,P01_04,sub-5,36,-0.01795804215588895,0.04999999999999999,0.2808713457679949
EEGConformer,0,P01_04,sub-5,37,0.028445502025248218,0.024999999999999967,0.18928122663816704
EEGConformer,0,P01_04,sub-5,38,-0.008213519721981795,0.05499999999999999,0.5140684932291254
EEGConformer,0,P01_04,sub-5,39,0.004559904200419232,0.034999999999999976,0.11456855842354514
EEGConformer,0,P01_04,sub-5,40,-0.013828142653133013,0.004999999999999949,0.14960261266993205
EEGConformer,0,P01_04,sub-5,41,-0.005000977258261762,0.010000000000000009,0.043197328093682985
EEGConformer,0,P01_04,sub-5,42,-0.023794456116607087,-0.010000000000000064,0.2098611284630806
EEGConformer,0,P01_04,sub-5,43,-0.024853381581218574,-5.551115123125783e-17,0.18588251205947295
EEGConformer,0,P01_04,sub-5,44,-0.0044523473681006035,0.014999999999999958,0.060685837633198965
EEGConformer,0,P01_04,sub-5,45,-0.01256421948637943,0.019999999999999962,0.17498911683383805
EEGConformer,0,P01_04,sub-5,46,0.01694797076639871,0.009999999999999953,0.6663715837980098
EEGConformer,0,P01_04,sub-5,47,-0.0009858081972316654,0.0,0.013581503550206198
EEGConformer,0,P01_04,sub-5,48,0.004723416051544881,0.019999999999999962,0.1025391456021315
EEGConformer,0,P01_04,sub-5,49,-0.00620398405164865,0.004999999999999949,0.05370255019875079
EEGConformer,0,P01_04,sub-5,50,0.04870098634170131,0.034999999999999976,0.27023519130011514
EEGConformer,0,P01_04,sub-5,51,0.003450688964633315,0.019999999999999962,0.09531594326389144
EEGConformer,0,P01_04,sub-5,52,0.00643237987970547,0.019999999999999962,0.10377095823148424
EEGConformer,0,P01_04,sub-5,53,0.03144953631556216,0.034999999999999976,0.23100658213871256
EEGConformer,0,P01_04,sub-5,54,0.0015349869030599353,0.009999999999999953,0.03880775951051019
EEGConformer,0,P01_04,sub-5,55,-0.010921391181054611,0.03999999999999998,0.2252395552782488
EEGConformer,0,P01_04,sub-5,56,0.004573317295469911,0.009999999999999953,0.07669497220611601
EEGConformer,0,P01_04,sub-5,57,-0.018915725938869345,0.02999999999999997,0.2102254765817267
EEGConformer,0,P01_04,sub-5,58,0.021929255442627863,0.019999999999999962,0.15449514340296377
EEGConformer,0,P01_04,sub-5,59,-0.022371511108606357,0.03999999999999998,0.21910597801584766
EEGConformer,0,P01_04,sub-5,60,-0.017696444924083673,0.0749999999999999,0.422372785058555
EEGConformer,0,P01_04,sub-5,61,-0.0183515508923248,0.02999999999999997,0.19413431263126868
EEGConformer,0,P01_04,sub-5,62,-0.013295204792216148,-0.00500000000000006,0.11923635659915859
EEGConformer,0,P01_04,sub-5,63,0.07308415764556442,0.034999999999999976,0.3854877699919299
EEGConformer,0,P01_04,sub-5,64,0.004705350052301356,0.010000000000000009,0.04614304205105281
EEGConformer,0,P01_04,sub-5,65,0.0522017157207226,0.02999999999999997,0.2737635715361079
EEGConformer,0,P01_04,sub-5,66,0.03844226813334419,0.024999999999999967,0.2433290569906341
EEGConformer,0,P01_04,sub-5,67,-0.01663279558203708,0.05499999999999999,0.30073382953309397
EEGConformer,0,P01_04,sub-5,68,0.026874795482988604,0.024999999999999967,0.2131142431464805
EEGConformer,0,P01_04,sub-5,69,0.033150458174568395,0.034999999999999976,0.24657304759345106
EEGConformer,0,P01_04,sub-5,70,0.05944472991267851,0.02999999999999997,0.30779940237635106
EEGConformer,0,P01_04,sub-5,71,0.02911192784966307,0.024999999999999967,0.1938827987879915
EEGConformer,0,P01_04,sub-5,72,0.06247448375515414,0.02999999999999997,0.31811549408569445
EEGConformer,0,P01_04,sub-5,73,0.04504859197286652,0.019999999999999962,0.38152010816552046
EEGConformer,0,P01_04,sub-5,74,0.02309129689789199,0.024999999999999967,0.17158324473817513
EEGConformer,0,P01_04,sub-5,75,-0.017074981397812546,0.04999999999999999,0.4505530470210214
EEGConformer,0,P01_04,sub-5,76,0.047622563388712305,0.034999999999999976,0.3313979671281876
EEGConformer,0,P01_04,sub-5,77,0.005083078413764178,0.014999999999999958,0.08522100831546077
EEGConformer,0,P01_04,sub-5,78,-0.008787578954108935,0.004999999999999949,0.06712028340026063
EEGConformer,0,P01_04,sub-5,79,0.022526102770865454,0.02999999999999997,0.19308078467520592
EEGConformer,0,P01_04,sub-5,80,-0.0019299845105494385,0.05499999999999999,0.5311964484214154
EEGConformer,0,P01_04,sub-5,81,-0.016036916690814723,0.05499999999999988,0.33425354356406534
EEGConformer,0,P01_04,sub-5,82,-0.015137912659029772,0.05499999999999999,0.2868009960381277
EEGConformer,0,P01_04,sub-5,83,-0.010387772921547678,-5.551115123125783e-17,0.05796978074379019
EEGConformer,0,P01_04,sub-5,84,0.0038286729978144096,0.034999999999999976,0.159486360987724
EEGConformer,0,P01_04,sub-5,85,-0.022771666131302434,0.04999999999999999,0.2781528094207603
EEGConformer,0,P01_04,sub-5,86,-0.012353764556572054,0.010000000000000009,0.08624498554488308
EEGConformer,0,P01_04,sub-5,87,-0.014144425983118013,0.09499999999999992,0.42747397474866344
EEGConformer,0,P01_04,sub-5,88,-0.016032535261530576,0.009999999999999953,0.14848900851549143
EEGConformer,0,P01_04,sub-5,89,-0.023420314594659288,0.03999999999999998,0.24094776646540492
