backbone,fold,block,subject,draw,u_random,delta_BA_random,finite_logit_RMS
DeepConvNet,0,P01_04,sub-1,0,0.01797687380456781,0.0050000000000000044,0.31069816723080623
DeepConvNet,0,P01_04,sub-1,1,0.009505783322898753,0.020000000000000018,0.30260280940715145
DeepConvNet,0,P01_04,sub-1,2,0.007037414266135364,0.014999999999999902,0.2857184267960907
DeepConvNet,0,P01_04,sub-1,3,0.019159059575207197,0.015000000000000013,0.3114282090362576
DeepConvNet,0,P01_04,sub-1,4,0.0023633954242625148,0.020000000000000018,0.23861006114967576
DeepConvNet,0,P01_04,sub-1,5,0.0175436785636687,-0.010000000000000009,0.24264430421245228
DeepConvNet,0,P01_04,sub-1,6,0.009649611970481866,0.010000000000000009,0.15849904353194305
DeepConvNet,0,P01_04,sub-1,7,0.014597164457911928,-0.0050000000000001155,0.23760328151462737
DeepConvNet,0,P01_04,sub-1,8,0.04895860279255516,-0.020000000000000018,0.7041706987797247
DeepConvNet,0,P01_04,sub-1,9,0.014864364939270146,0.010000000000000009,0.3234062075209948
DeepConvNet,0,P01_04,sub-1,10,0.008156768272404828,0.010000000000000009,0.26914629661306905
DeepConvNet,0,P01_04,sub-1,11,0.01295125133678042,0.0,0.24149127967633963
DeepConvNet,0,P01_04,sub-1,12,0.029317044514280407,0.0050000000000000044,0.31754446323647184
DeepConvNet,0,P01_04,sub-1,13,0.01894392853590396,0.010000000000000009,0.3949905690858638
DeepConvNet,0,P01_04,sub-1,14,0.0029677444118490883,-0.0050000000000000044,0.20115854609845155
DeepConvNet,0,P01_04,sub-1,15,0.016047523513655678,-0.0050000000000001155,0.20955806772344854
DeepConvNet,0,P01_04,sub-1,16,0.007533940651436053,0.015000000000000013,0.31163691837001706
DeepConvNet,0,P01_04,sub-1,17,0.004811493160177446,0.0,0.10060008835116847
DeepConvNet,0,P01_04,sub-1,18,0.026942304032974134,-0.010000000000000009,0.353453792070089
DeepConvNet,0,P01_04,sub-1,19,0.006375472249884447,-0.0050000000000000044,0.21739410498751707
