backbone,config,subject_count,mean_subject_BA,median_subject_BA,subject_bootstrap_CI95_L,subject_bootstrap_CI95_U,fraction_subject_BA_gt_0p5,mean_subject_macro_F1,mean_subject_NLL,worst20_subject_BA,competence_gate_pass
EEGConformer,CONF_D40_BASE,41,0.5530811160384332,0.51,0.5264634146341464,0.5838451589061345,0.6097560975609756,0.47658401537151945,0.7277926408708709,0.4861111111111111,False
EEGConformer,CONF_D64_BASE,41,0.6096743348115299,0.605,0.5790243902439024,0.6421555917405765,0.8780487804878049,0.5940785771575331,0.7431175425199081,0.4888888888888888,True
EEGConformer,CONF_D64_CONSERVATIVE,41,0.5549488790342448,0.535,0.5348256497905889,0.5763611727026361,0.7560975609756098,0.5405661109035534,0.7545645748148184,0.47555555555555556,False
