backbone,config,subject_count,mean_subject_BA,median_subject_BA,subject_bootstrap_CI95_L,subject_bootstrap_CI95_U,fraction_subject_BA_gt_0p5,mean_subject_macro_F1,mean_subject_NLL,worst20_subject_BA,competence_gate_pass
FBCNet,FBC_S8_LR1E3,41,0.5037817196353782,0.5,0.4987817196353782,0.5095134269524514,0.2926829268292683,0.3681234133944816,0.6932501021481894,0.48777777777777775,False
FBCNet,FBC_S8_STABLE,41,0.4977628418329638,0.5,0.493654379157428,0.5017073170731707,0.17073170731707318,0.3650642254107647,0.6931145130575402,0.48036405723905723,False
FBCNet,FBC_S16_STABLE,41,0.500609756097561,0.5,0.4970731707317073,0.5051219512195122,0.14634146341463414,0.34328860380822734,0.6933545221878403,0.48944444444444435,False
