backbone,fold,block,subject,draw,u_random,delta_BA_random,finite_logit_RMS
TeCh,0,P01_04,sub-1,0,0.16270646352779028,-0.2499999999999999,0.6231995154085564
TeCh,0,P01_04,sub-1,1,0.019558485916195644,-0.014999999999999902,0.15267426212128185
TeCh,0,P01_04,sub-1,2,0.26075521310023847,-0.2899999999999999,0.9695396663655799
TeCh,0,P01_04,sub-1,3,0.0635667026692201,-0.050000000000000044,0.3609908716587397
TeCh,0,P01_04,sub-1,4,0.21771223334874543,-0.2899999999999999,0.7335789588045165
TeCh,0,P01_04,sub-1,5,0.1109862223297138,-0.20999999999999996,0.5248690310744645
TeCh,0,P01_04,sub-1,6,0.06647171063977611,-0.10999999999999999,0.37538997130856977
TeCh,0,P01_04,sub-1,7,0.09457773114912472,-0.014999999999999902,0.3538851042820228
TeCh,0,P01_04,sub-1,8,0.03212939530662148,0.010000000000000009,0.13991086751817597
TeCh,0,P01_04,sub-1,9,0.08897111186459507,-0.1399999999999999,0.36987675631063144
TeCh,0,P01_04,sub-1,10,0.5192987499301737,-0.30499999999999994,1.6589798440770025
TeCh,0,P01_04,sub-1,11,0.003200715984657481,0.010000000000000009,0.043585159337234926
TeCh,0,P01_04,sub-1,12,0.013958111024003688,-0.029999999999999916,0.2821129092221952
TeCh,0,P01_04,sub-1,13,0.06962464416309655,-0.07999999999999996,0.2975030265796139
TeCh,0,P01_04,sub-1,14,0.09846988649705925,-0.18999999999999995,0.6488451647885173
TeCh,0,P01_04,sub-1,15,0.0575701011393757,-0.08499999999999996,0.3085044528597816
TeCh,0,P01_04,sub-1,16,0.060180696465622956,-0.02499999999999991,0.2644925414799429
TeCh,0,P01_04,sub-1,17,0.044289370140227186,-0.02499999999999991,0.2264762551770247
TeCh,0,P01_04,sub-1,18,0.020049320344447338,-0.04499999999999993,0.4378268516493793
TeCh,0,P01_04,sub-1,19,0.057972651836248695,-0.07999999999999996,0.2569865998371068
TeCh,0,P01_04,sub-1,20,0.16608481433704766,-0.2699999999999999,0.5853419765472048
TeCh,0,P01_04,sub-1,21,0.23958151454248452,-0.29499999999999993,1.051800003134843
TeCh,0,P01_04,sub-1,22,0.0839596314915692,-0.11499999999999999,0.3428262009587151
TeCh,0,P01_04,sub-1,23,0.05908252427911478,-0.09999999999999998,0.3472396723189794
TeCh,0,P01_04,sub-1,24,0.0037307665024809006,-0.020000000000000018,0.16068275528088707
TeCh,0,P01_04,sub-1,25,0.14869382733330955,-0.21999999999999997,0.7797655666243258
TeCh,0,P01_04,sub-1,26,0.006685553332206542,-0.004999999999999893,0.17886667571084816
TeCh,0,P01_04,sub-1,27,0.00949722441969171,-0.029999999999999916,0.26103126858787606
TeCh,0,P01_04,sub-1,28,0.00801769380696523,0.0,0.04493292706164398
TeCh,0,P01_04,sub-1,29,0.08320542261214275,-0.02499999999999991,0.34984253630695544
TeCh,0,P01_04,sub-1,30,0.0749178746433504,-0.1299999999999999,0.36653814292709214
TeCh,0,P01_04,sub-1,31,0.18635673213864698,-0.2849999999999999,0.668066128233596
TeCh,0,P01_04,sub-1,32,0.15080838900251997,-0.23499999999999988,0.68296935481842
TeCh,0,P01_04,sub-1,33,0.057567707908107425,-0.08999999999999997,0.452350411128077
TeCh,0,P01_04,sub-1,34,0.05551886610235437,-0.03499999999999992,0.361505394303762
TeCh,0,P01_04,sub-1,35,0.04323836574728217,-0.010000000000000009,0.23449589840189808
TeCh,0,P01_04,sub-1,36,0.03154573600374975,-0.020000000000000018,0.20025527139572782
TeCh,0,P01_04,sub-1,37,0.12343918914371564,-0.21999999999999997,0.5640126256272652
TeCh,0,P01_04,sub-1,38,0.08871140281983006,-0.1449999999999999,0.5192470182799699
TeCh,0,P01_04,sub-1,39,0.05078363805485171,-0.08499999999999996,0.26728231148616166
TeCh,0,P01_04,sub-1,40,0.04992600932934449,-0.08999999999999997,0.5265979532481674
TeCh,0,P01_04,sub-1,41,0.0981697201612488,-0.08999999999999997,0.353314768362229
TeCh,0,P01_04,sub-1,42,0.08926258449932346,-0.08499999999999996,0.4301083085160429
TeCh,0,P01_04,sub-1,43,0.009270467628038445,-0.02499999999999991,0.08294669128551549
TeCh,0,P01_04,sub-1,44,0.11752930749442,-0.16999999999999993,0.5213415400903119
TeCh,0,P01_04,sub-1,45,0.047729790202698845,-0.08499999999999996,0.5411565432636021
TeCh,0,P01_04,sub-1,46,0.19413424697583528,-0.23499999999999988,0.9166969880318185
TeCh,0,P01_04,sub-1,47,0.1402990205221796,-0.22499999999999998,0.659868159940319
TeCh,0,P01_04,sub-1,48,0.013154023340828457,-0.004999999999999893,0.07225507820297956
TeCh,0,P01_04,sub-1,49,0.2082204064589262,-0.2499999999999999,0.8862995730255769
TeCh,0,P01_04,sub-1,50,0.04714311433905836,-0.02499999999999991,0.2351807214148928
TeCh,0,P01_04,sub-1,51,0.052761709432898304,-0.09999999999999998,0.376501472964011
TeCh,0,P01_04,sub-1,52,0.1415096937764915,-0.19999999999999996,0.475443600146799
TeCh,0,P01_04,sub-1,53,0.08537682299793094,-0.06999999999999995,0.3848985606339681
TeCh,0,P01_04,sub-1,54,0.07681095275386142,-0.1449999999999999,0.4274523631784154
TeCh,0,P01_04,sub-1,55,0.1391703256394279,-0.23499999999999988,0.5936081744428454
TeCh,0,P01_04,sub-1,56,0.10750414671878429,-0.19499999999999995,0.5866247876022526
TeCh,0,P01_04,sub-1,57,0.28272685448928747,-0.30499999999999994,0.7832286748499052
TeCh,0,P01_04,sub-1,58,0.03626596480802379,0.0050000000000001155,0.15394455964690548
TeCh,0,P01_04,sub-1,59,0.04543619787439324,-0.07999999999999996,0.4297560244923919
TeCh,0,P01_04,sub-1,60,0.11413378454395423,-0.20999999999999996,0.5521059408134843
TeCh,0,P01_04,sub-1,61,0.034698642241236935,-0.05499999999999994,0.4465267402823293
TeCh,0,P01_04,sub-1,62,0.17856984071808366,-0.24499999999999988,0.7829018714963863
TeCh,0,P01_04,sub-1,63,0.04679688946603223,-0.02499999999999991,0.2317551215426873
TeCh,0,P01_04,sub-1,64,0.10488712006611862,-0.19499999999999995,0.6026899574402161
TeCh,0,P01_04,sub-1,65,0.10948984603029954,-0.18499999999999994,0.549796029081
TeCh,0,P01_04,sub-1,66,0.002315014696275101,-0.019999999999999907,0.06077762231195219
TeCh,0,P01_04,sub-1,67,0.19613881166910005,-0.2699999999999999,0.9542169566745259
TeCh,0,P01_04,sub-1,68,0.037111947927339003,0.0050000000000001155,0.1632860924597838
TeCh,0,P01_04,sub-1,69,0.3156242162140575,-0.30499999999999994,1.0916080592816553
TeCh,0,P01_04,sub-1,70,0.018929552981877464,0.0,0.08946530689031022
TeCh,0,P01_04,sub-1,71,0.0014620370011722633,-0.010000000000000009,0.041490023919255686
TeCh,0,P01_04,sub-1,72,0.053015608764480665,-0.07999999999999996,0.2740348302894041
TeCh,0,P01_04,sub-1,73,0.011997515137859783,-0.02499999999999991,0.0978663278326812
TeCh,0,P01_04,sub-1,74,0.09693177004224117,-0.17999999999999994,0.7357181884639551
TeCh,0,P01_04,sub-1,75,0.008308081999421369,0.010000000000000009,0.12646565457249986
TeCh,0,P01_04,sub-1,76,0.07951736528220828,-0.02499999999999991,0.37493253372336677
TeCh,0,P01_04,sub-1,77,0.02990650448151258,-0.05999999999999994,0.29367491375014987
TeCh,0,P01_04,sub-1,78,0.03145202875477502,-0.04499999999999993,0.4063237695234113
TeCh,0,P01_04,sub-1,79,0.18315537651800967,-0.30499999999999994,0.7172103710072404
TeCh,0,P01_04,sub-1,80,0.017781976680914885,-0.020000000000000018,0.24262348724517988
TeCh,0,P01_04,sub-1,81,0.08771497399444453,-0.1499999999999999,0.4042642696468328
TeCh,0,P01_04,sub-1,82,0.030922145128519193,-0.020000000000000018,0.2348245131895107
TeCh,0,P01_04,sub-1,83,0.008229329753723204,0.0050000000000001155,0.04100703839820928
TeCh,0,P01_04,sub-1,84,0.08674063157712142,-0.004999999999999893,0.3235646539095239
TeCh,0,P01_04,sub-1,85,0.08993993843551612,-0.1399999999999999,0.37414764089322133
TeCh,0,P01_04,sub-1,86,-0.0020061941463051756,0.0,0.019358180894534557
TeCh,0,P01_04,sub-1,87,0.0465607594924035,-0.029999999999999916,0.3237758035115539
TeCh,0,P01_04,sub-1,88,0.021530840318117105,-0.02499999999999991,0.31739600358961756
TeCh,0,P01_04,sub-1,89,0.3458878842078862,-0.30499999999999994,1.3846154927573164
TeCh,0,P01_04,sub-1,90,0.08241695992520501,-0.1499999999999999,0.6406938729462431
TeCh,0,P01_04,sub-1,91,0.1302184299992067,-0.22499999999999998,0.8417114117201548
TeCh,0,P01_04,sub-1,92,0.06254598621630932,-0.08999999999999997,0.31355169532240346
TeCh,0,P01_04,sub-1,93,0.04280959414805289,-0.08499999999999996,0.4997334034087408
TeCh,0,P01_04,sub-1,94,0.10842423412158907,-0.19499999999999995,0.4164358833617493
TeCh,0,P01_04,sub-1,95,0.30881366920907033,-0.30499999999999994,0.9441122115349769
TeCh,0,P01_04,sub-1,96,0.04262357111983173,0.015000000000000013,0.18688507169451612
TeCh,0,P01_04,sub-1,97,0.07602238249551535,-0.1449999999999999,0.6042381395849981
TeCh,0,P01_04,sub-1,98,0.11124205371899333,-0.19999999999999996,0.6275888049872028
TeCh,0,P01_04,sub-1,99,0.11614969632621869,-0.21999999999999997,0.6807413834925885
TeCh,0,P01_04,sub-3,0,0.1339334980033206,-0.15500000000000003,0.6654657445132592
TeCh,0,P01_04,sub-3,1,0.015889372063036894,-0.0050000000000000044,0.14806334760535694
TeCh,0,P01_04,sub-3,2,0.2240769005085302,-0.255,0.9816322310942479
TeCh,0,P01_04,sub-3,3,0.056954321680842954,-0.06499999999999995,0.3631307633689903
TeCh,0,P01_04,sub-3,4,0.20550382010082502,-0.265,0.7861535573278928
TeCh,0,P01_04,sub-3,5,0.08931738942011368,-0.135,0.5568167449620625
TeCh,0,P01_04,sub-3,6,0.04997277664729561,-0.07499999999999996,0.39953899648826025
TeCh,0,P01_04,sub-3,7,0.07839483444945006,-0.010000000000000009,0.4078149759816339
TeCh,0,P01_04,sub-3,8,0.025076609716050163,-0.010000000000000009,0.17431308966088946
TeCh,0,P01_04,sub-3,9,0.07255452000275159,-0.09000000000000008,0.4457830934139929
TeCh,0,P01_04,sub-3,10,0.5281299343153238,-0.28,1.6336875347673092
TeCh,0,P01_04,sub-3,11,0.001195628676778592,-0.015000000000000013,0.0371877528983156
TeCh,0,P01_04,sub-3,12,0.017352825707467018,-0.06000000000000005,0.2720770099120564
TeCh,0,P01_04,sub-3,13,0.05147214461428308,-0.05499999999999994,0.3349050944380556
TeCh,0,P01_04,sub-3,14,0.10245004741076734,-0.16000000000000003,0.6512773401402987
TeCh,0,P01_04,sub-3,15,0.04124225436495941,-0.06000000000000005,0.3246566611598639
TeCh,0,P01_04,sub-3,16,0.046232083284007866,-0.010000000000000009,0.30858480797738286
TeCh,0,P01_04,sub-3,17,0.02986453732095077,-0.040000000000000036,0.25112117479036683
TeCh,0,P01_04,sub-3,18,0.03436906282679514,-0.06499999999999995,0.4481202196124079
TeCh,0,P01_04,sub-3,19,0.04150843136920797,-0.050000000000000044,0.2825750296907837
TeCh,0,P01_04,sub-3,20,0.15002935008866483,-0.22999999999999998,0.6437307568875689
TeCh,0,P01_04,sub-3,21,0.23554735909185417,-0.255,1.012144384511638
TeCh,0,P01_04,sub-3,22,0.06231904055901325,-0.07499999999999996,0.3795534497755397
TeCh,0,P01_04,sub-3,23,0.04356909812651336,-0.07000000000000006,0.35969721738933996
TeCh,0,P01_04,sub-3,24,0.008046313696693001,-0.030000000000000027,0.1863200841838154
TeCh,0,P01_04,sub-3,25,0.12249074255858805,-0.135,0.7755884480811944
TeCh,0,P01_04,sub-3,26,0.008102856128962705,-0.030000000000000027,0.17111141840564156
TeCh,0,P01_04,sub-3,27,0.014465434676493062,-0.050000000000000044,0.25519267941269147
TeCh,0,P01_04,sub-3,28,0.005915605516245403,-0.0050000000000000044,0.04917003702983379
TeCh,0,P01_04,sub-3,29,0.06852548491625825,-0.040000000000000036,0.38498052537034905
TeCh,0,P01_04,sub-3,30,0.058112866228808055,-0.07500000000000007,0.4001526444838195
TeCh,0,P01_04,sub-3,31,0.15207635519364268,-0.22999999999999998,0.7043587663533065
TeCh,0,P01_04,sub-3,32,0.12065724066472132,-0.14,0.6894543067609579
TeCh,0,P01_04,sub-3,33,0.05675289774342168,-0.09000000000000008,0.43884605345401373
TeCh,0,P01_04,sub-3,34,0.05321011130400381,-0.050000000000000044,0.36415656572052724
TeCh,0,P01_04,sub-3,35,0.033693317858743875,-0.025000000000000022,0.25026192217989585
TeCh,0,P01_04,sub-3,36,0.025140829282597654,-0.020000000000000018,0.2077262778374208
TeCh,0,P01_04,sub-3,37,0.09587513381406688,-0.135,0.5761082706091867
TeCh,0,P01_04,sub-3,38,0.08314236241902834,-0.1200000000000001,0.5067655744313213
TeCh,0,P01_04,sub-3,39,0.03468797677285619,-0.050000000000000044,0.28275433477317113
TeCh,0,P01_04,sub-3,40,0.05585561005505503,-0.09000000000000008,0.509433870662259
TeCh,0,P01_04,sub-3,41,0.07348812655004579,-0.07499999999999996,0.3972889133318542
TeCh,0,P01_04,sub-3,42,0.0769986594711468,-0.08500000000000008,0.44478831782559225
TeCh,0,P01_04,sub-3,43,0.0076878430353448015,-0.010000000000000009,0.08554832253032679
TeCh,0,P01_04,sub-3,44,0.11406354055302888,-0.14500000000000002,0.5566838406567518
TeCh,0,P01_04,sub-3,45,0.059093669684021376,-0.09000000000000008,0.542086063520254
TeCh,0,P01_04,sub-3,46,0.15487701299314607,-0.14,0.8877930089426614
TeCh,0,P01_04,sub-3,47,0.11233807616179864,-0.135,0.6652830822166161
TeCh,0,P01_04,sub-3,48,0.010027297869084047,-0.010000000000000009,0.08045093899048764
TeCh,0,P01_04,sub-3,49,0.1740137315979225,-0.17500000000000004,0.8862976847478211
TeCh,0,P01_04,sub-3,50,0.03927125391919464,-0.020000000000000018,0.25236041989420716
TeCh,0,P01_04,sub-3,51,0.03680659338799791,-0.07000000000000006,0.37390754559526174
TeCh,0,P01_04,sub-3,52,0.11460908665105261,-0.12,0.5613644962473079
TeCh,0,P01_04,sub-3,53,0.06655481358630032,-0.07000000000000006,0.3773084762688812
TeCh,0,P01_04,sub-3,54,0.05539936996106607,-0.08999999999999997,0.4148802691018653
TeCh,0,P01_04,sub-3,55,0.11516325452177834,-0.14,0.635922165796864
TeCh,0,P01_04,sub-3,56,0.0817460408400491,-0.10000000000000009,0.5752749500662371
TeCh,0,P01_04,sub-3,57,0.2360965819065837,-0.27,0.8409664422207415
TeCh,0,P01_04,sub-3,58,0.024767018005141327,-0.015000000000000124,0.1598645069978418
TeCh,0,P01_04,sub-3,59,0.042834445861479706,-0.07499999999999996,0.39109706653138615
TeCh,0,P01_04,sub-3,60,0.09824422034958585,-0.16500000000000004,0.5375252619258974
