backbone,block,rank,delta_BA_mean,delta_BA_random_mean,delta_BA_specific_mean,delta_BA_specific_CI95_L,delta_BA_specific_CI95_U,p_raw,minimum_LOSO_mean,minimum_leave_one_fold_out_mean,nonnegative_subject_fraction,median_specific,worst_subject_specific,worst20_subject_specific,stability_preliminary,p_holm
DeepConvNet,P01_04,4,-0.0195389874353289,-0.0005601148681941701,-0.01897887256713473,-0.029506067073170692,-0.009327124869117982,0.999780002199978,-0.020263344381313098,-0.02312678106825831,0.24390243902439024,-0.013533775252525304,-0.1080000000000001,-0.06972777777777774,False,1.0
DeepConvNet,P05_08,4,0.005602211135747713,0.001316363328406036,0.004285847807341677,-0.0022097929754866376,0.010914067465816659,0.1079189208107919,0.0025917440025252205,0.000799083639424505,0.5365853658536586,0.0010499999999998844,-0.04980000000000001,-0.021675582210999,False,0.4316756832431676
DeepConvNet,P09_16,8,-0.0042670608524267096,0.0006971914264597166,-0.004964252278886426,-0.008598035846267537,-0.0017772354644001243,0.998070019299807,-0.005400858585858585,-0.006812121212121214,0.34146341463414637,-0.0028000000000002467,-0.05435000000000001,-0.02157777777777777,False,1.0
DeepConvNet,P17_32,16,-0.0023132237004188177,0.0019554570091155463,-0.004268680709534364,-0.009352519401330367,0.00010130127494456089,0.9569304306956931,-0.004717897727272718,-0.006405027548209367,0.4634146341463415,-0.0002500000000000835,-0.06584999999999996,-0.02755,False,1.0
