backbone,block,rank,mean_specific_advantage,CI95_L,CI95_U,p_raw,p_holm
EEGConformer,P01_04,4,0.7005595688648036,0.449429738763999,1.006206132305299,9.99990000099999e-06,3.999960000399996e-05
EEGConformer,P05_08,4,0.025302312303230285,0.005415387536963837,0.047423810353905374,0.01086989130108699,0.03260967390326097
EEGConformer,P09_16,8,-1.6799336399257761e-28,-3.6462890950889337e-28,-3.8361806846019924e-29,1.0,1.0
EEGConformer,P17_32,16,-1.2568670885132236e-28,-2.721793438293796e-28,-2.8652846894540634e-29,1.0,1.0
