Future_BA,Model,Task,WS_BA,fold,seed,selector,subject_id
0.71875,EEGNet,OpenBMI_MI,0.671875,2,0,UTILITY_ONLY,51
0.6875,EEGNet,OpenBMI_MI,0.546875,2,0,UTILITY_ONLY,54
0.796875,EEGNet,OpenBMI_MI,0.703125,2,0,JOINT,4
0.6875,EEGNet,OpenBMI_MI,0.6875,2,0,JOINT,12
0.703125,EEGNet,OpenBMI_MI,0.5,2,0,JOINT,13
0.484375,EEGNet,OpenBMI_MI,0.484375,2,0,JOINT,17
0.578125,EEGNet,OpenBMI_MI,0.578125,2,0,JOINT,18
0.625,EEGNet,OpenBMI_MI,0.578125,2,0,JOINT,24
0.984375,EEGNet,OpenBMI_MI,0.625,2,0,JOINT,25
0.5,EEGNet,OpenBMI_MI,0.453125,2,0,JOINT,29
0.65625,EEGNet,OpenBMI_MI,0.65625,2,0,JOINT,36
0.671875,EEGNet,OpenBMI_MI,0.609375,2,0,JOINT,37
0.578125,EEGNet,OpenBMI_MI,0.578125,2,0,JOINT,39
0.5625,EEGNet,OpenBMI_MI,0.5625,2,0,JOINT,42
0.71875,EEGNet,OpenBMI_MI,0.671875,2,0,JOINT,51
0.6875,EEGNet,OpenBMI_MI,0.546875,2,0,JOINT,54
0.6065625,EEGNet,OpenBMI_MI,0.5409375,2,0,RANDOM,4
0.5390625,EEGNet,OpenBMI_MI,0.51828125,2,0,RANDOM,12
0.5796875,EEGNet,OpenBMI_MI,0.53875,2,0,RANDOM,13
0.51453125,EEGNet,OpenBMI_MI,0.5,2,0,RANDOM,17
0.56125,EEGNet,OpenBMI_MI,0.5290625,2,0,RANDOM,18
0.53015625,EEGNet,OpenBMI_MI,0.5053125,2,0,RANDOM,24
0.80328125,EEGNet,OpenBMI_MI,0.6225,2,0,RANDOM,25
0.5375,EEGNet,OpenBMI_MI,0.49171875,2,0,RANDOM,29
0.60296875,EEGNet,OpenBMI_MI,0.58875,2,0,RANDOM,36
0.55796875,EEGNet,OpenBMI_MI,0.51125,2,0,RANDOM,37
0.5553125,EEGNet,OpenBMI_MI,0.54765625,2,0,RANDOM,39
0.55296875,EEGNet,OpenBMI_MI,0.5225,2,0,RANDOM,42
0.5628125,EEGNet,OpenBMI_MI,0.5425,2,0,RANDOM,51
0.61125,EEGNet,OpenBMI_MI,0.50640625,2,0,RANDOM,54
0.75,EEGNet,OpenBMI_MI,0.734375,3,0,PERSISTENCE_ONLY,4
0.59375,EEGNet,OpenBMI_MI,0.59375,3,0,PERSISTENCE_ONLY,12
0.6875,EEGNet,OpenBMI_MI,0.6875,3,0,PERSISTENCE_ONLY,13
0.515625,EEGNet,OpenBMI_MI,0.515625,3,0,PERSISTENCE_ONLY,17
0.5625,EEGNet,OpenBMI_MI,0.5625,3,0,PERSISTENCE_ONLY,18
0.5,EEGNet,OpenBMI_MI,0.5,3,0,PERSISTENCE_ONLY,24
0.953125,EEGNet,OpenBMI_MI,0.78125,3,0,PERSISTENCE_ONLY,25
0.515625,EEGNet,OpenBMI_MI,0.484375,3,0,PERSISTENCE_ONLY,29
0.75,EEGNet,OpenBMI_MI,0.609375,3,0,PERSISTENCE_ONLY,36
0.53125,EEGNet,OpenBMI_MI,0.53125,3,0,PERSISTENCE_ONLY,37
0.59375,EEGNet,OpenBMI_MI,0.59375,3,0,PERSISTENCE_ONLY,39
0.609375,EEGNet,OpenBMI_MI,0.609375,3,0,PERSISTENCE_ONLY,42
0.671875,EEGNet,OpenBMI_MI,0.65625,3,0,PERSISTENCE_ONLY,51
0.65625,EEGNet,OpenBMI_MI,0.578125,3,0,PERSISTENCE_ONLY,54
0.75,EEGNet,OpenBMI_MI,0.734375,3,0,UTILITY_ONLY,4
0.59375,EEGNet,OpenBMI_MI,0.59375,3,0,UTILITY_ONLY,12
0.6875,EEGNet,OpenBMI_MI,0.6875,3,0,UTILITY_ONLY,13
0.515625,EEGNet,OpenBMI_MI,0.515625,3,0,UTILITY_ONLY,17
0.5625,EEGNet,OpenBMI_MI,0.5625,3,0,UTILITY_ONLY,18
0.5,EEGNet,OpenBMI_MI,0.5,3,0,UTILITY_ONLY,24
0.953125,EEGNet,OpenBMI_MI,0.78125,3,0,UTILITY_ONLY,25
0.515625,EEGNet,OpenBMI_MI,0.484375,3,0,UTILITY_ONLY,29
0.75,EEGNet,OpenBMI_MI,0.609375,3,0,UTILITY_ONLY,36
0.53125,EEGNet,OpenBMI_MI,0.53125,3,0,UTILITY_ONLY,37
0.59375,EEGNet,OpenBMI_MI,0.59375,3,0,UTILITY_ONLY,39
0.609375,EEGNet,OpenBMI_MI,0.609375,3,0,UTILITY_ONLY,42
0.671875,EEGNet,OpenBMI_MI,0.65625,3,0,UTILITY_ONLY,51
0.65625,EEGNet,OpenBMI_MI,0.578125,3,0,UTILITY_ONLY,54
0.75,EEGNet,OpenBMI_MI,0.734375,3,0,JOINT,4
0.59375,EEGNet,OpenBMI_MI,0.59375,3,0,JOINT,12
0.6875,EEGNet,OpenBMI_MI,0.6875,3,0,JOINT,13
0.515625,EEGNet,OpenBMI_MI,0.515625,3,0,JOINT,17
0.5625,EEGNet,OpenBMI_MI,0.5625,3,0,JOINT,18
0.5,EEGNet,OpenBMI_MI,0.5,3,0,JOINT,24
0.953125,EEGNet,OpenBMI_MI,0.78125,3,0,JOINT,25
0.515625,EEGNet,OpenBMI_MI,0.484375,3,0,JOINT,29
0.75,EEGNet,OpenBMI_MI,0.609375,3,0,JOINT,36
0.53125,EEGNet,OpenBMI_MI,0.53125,3,0,JOINT,37
0.59375,EEGNet,OpenBMI_MI,0.59375,3,0,JOINT,39
0.609375,EEGNet,OpenBMI_MI,0.609375,3,0,JOINT,42
0.671875,EEGNet,OpenBMI_MI,0.65625,3,0,JOINT,51
0.65625,EEGNet,OpenBMI_MI,0.578125,3,0,JOINT,54
0.67890625,EEGNet,OpenBMI_MI,0.61296875,3,0,RANDOM,4
0.52265625,EEGNet,OpenBMI_MI,0.51984375,3,0,RANDOM,12
0.583125,EEGNet,OpenBMI_MI,0.55875,3,0,RANDOM,13
0.5603125,EEGNet,OpenBMI_MI,0.5490625,3,0,RANDOM,17
0.55421875,EEGNet,OpenBMI_MI,0.536875,3,0,RANDOM,18
0.4940625,EEGNet,OpenBMI_MI,0.474375,3,0,RANDOM,24
0.88140625,EEGNet,OpenBMI_MI,0.67953125,3,0,RANDOM,25
0.52515625,EEGNet,OpenBMI_MI,0.495,3,0,RANDOM,29
0.7021875,EEGNet,OpenBMI_MI,0.60203125,3,0,RANDOM,36
0.55609375,EEGNet,OpenBMI_MI,0.5128125,3,0,RANDOM,37
0.5528125,EEGNet,OpenBMI_MI,0.54953125,3,0,RANDOM,39
0.59609375,EEGNet,OpenBMI_MI,0.551875,3,0,RANDOM,42
0.5684375,EEGNet,OpenBMI_MI,0.5596875,3,0,RANDOM,51
0.62078125,EEGNet,OpenBMI_MI,0.52140625,3,0,RANDOM,54
0.671875,EEGNet,OpenBMI_MI,0.578125,4,0,PERSISTENCE_ONLY,4
0.5625,EEGNet,OpenBMI_MI,0.5625,4,0,PERSISTENCE_ONLY,12
0.640625,EEGNet,OpenBMI_MI,0.640625,4,0,PERSISTENCE_ONLY,13
0.546875,EEGNet,OpenBMI_MI,0.53125,4,0,PERSISTENCE_ONLY,17
0.484375,EEGNet,OpenBMI_MI,0.484375,4,0,PERSISTENCE_ONLY,18
0.515625,EEGNet,OpenBMI_MI,0.515625,4,0,PERSISTENCE_ONLY,24
0.953125,EEGNet,OpenBMI_MI,0.71875,4,0,PERSISTENCE_ONLY,25
0.5625,EEGNet,OpenBMI_MI,0.484375,4,0,PERSISTENCE_ONLY,29
0.78125,EEGNet,OpenBMI_MI,0.71875,4,0,PERSISTENCE_ONLY,36
0.53125,EEGNet,OpenBMI_MI,0.53125,4,0,PERSISTENCE_ONLY,37
0.71875,EEGNet,OpenBMI_MI,0.71875,4,0,PERSISTENCE_ONLY,39
0.640625,EEGNet,OpenBMI_MI,0.640625,4,0,PERSISTENCE_ONLY,42
0.515625,EEGNet,OpenBMI_MI,0.515625,4,0,PERSISTENCE_ONLY,51
0.6875,EEGNet,OpenBMI_MI,0.5625,4,0,PERSISTENCE_ONLY,54
0.71875,EEGNet,OpenBMI_MI,0.59375,4,0,UTILITY_ONLY,4
0.609375,EEGNet,OpenBMI_MI,0.609375,4,0,UTILITY_ONLY,12
0.59375,EEGNet,OpenBMI_MI,0.59375,4,0,UTILITY_ONLY,13
0.578125,EEGNet,OpenBMI_MI,0.578125,4,0,UTILITY_ONLY,17
0.53125,EEGNet,OpenBMI_MI,0.53125,4,0,UTILITY_ONLY,18
0.5625,EEGNet,OpenBMI_MI,0.5625,4,0,UTILITY_ONLY,24
0.9375,EEGNet,OpenBMI_MI,0.703125,4,0,UTILITY_ONLY,25
0.5625,EEGNet,OpenBMI_MI,0.5625,4,0,UTILITY_ONLY,29
0.703125,EEGNet,OpenBMI_MI,0.703125,4,0,UTILITY_ONLY,36
0.625,EEGNet,OpenBMI_MI,0.546875,4,0,UTILITY_ONLY,37
0.640625,EEGNet,OpenBMI_MI,0.640625,4,0,UTILITY_ONLY,39
0.65625,EEGNet,OpenBMI_MI,0.65625,4,0,UTILITY_ONLY,42
0.609375,EEGNet,OpenBMI_MI,0.609375,4,0,UTILITY_ONLY,51
0.78125,EEGNet,OpenBMI_MI,0.484375,4,0,UTILITY_ONLY,54
0.71875,EEGNet,OpenBMI_MI,0.59375,4,0,JOINT,4
0.609375,EEGNet,OpenBMI_MI,0.609375,4,0,JOINT,12
0.59375,EEGNet,OpenBMI_MI,0.59375,4,0,JOINT,13
0.578125,EEGNet,OpenBMI_MI,0.578125,4,0,JOINT,17
0.53125,EEGNet,OpenBMI_MI,0.53125,4,0,JOINT,18
0.5625,EEGNet,OpenBMI_MI,0.5625,4,0,JOINT,24
0.9375,EEGNet,OpenBMI_MI,0.703125,4,0,JOINT,25
0.5625,EEGNet,OpenBMI_MI,0.5625,4,0,JOINT,29
0.703125,EEGNet,OpenBMI_MI,0.703125,4,0,JOINT,36
0.625,EEGNet,OpenBMI_MI,0.546875,4,0,JOINT,37
0.640625,EEGNet,OpenBMI_MI,0.640625,4,0,JOINT,39
0.65625,EEGNet,OpenBMI_MI,0.65625,4,0,JOINT,42
0.609375,EEGNet,OpenBMI_MI,0.609375,4,0,JOINT,51
0.78125,EEGNet,OpenBMI_MI,0.484375,4,0,JOINT,54
0.59609375,EEGNet,OpenBMI_MI,0.55,4,0,RANDOM,4
0.5546875,EEGNet,OpenBMI_MI,0.54046875,4,0,RANDOM,12
0.56796875,EEGNet,OpenBMI_MI,0.53359375,4,0,RANDOM,13
0.5196875,EEGNet,OpenBMI_MI,0.50828125,4,0,RANDOM,17
0.54984375,EEGNet,OpenBMI_MI,0.52125,4,0,RANDOM,18
0.523125,EEGNet,OpenBMI_MI,0.51546875,4,0,RANDOM,24
0.78828125,EEGNet,OpenBMI_MI,0.6171875,4,0,RANDOM,25
0.50890625,EEGNet,OpenBMI_MI,0.48421875,4,0,RANDOM,29
0.6409375,EEGNet,OpenBMI_MI,0.6171875,4,0,RANDOM,36
0.54515625,EEGNet,OpenBMI_MI,0.50640625,4,0,RANDOM,37
0.55625,EEGNet,OpenBMI_MI,0.54515625,4,0,RANDOM,39
0.54515625,EEGNet,OpenBMI_MI,0.51671875,4,0,RANDOM,42
0.52265625,EEGNet,OpenBMI_MI,0.5178125,4,0,RANDOM,51
0.5765625,EEGNet,OpenBMI_MI,0.51765625,4,0,RANDOM,54
0.859375,EEGNet,OpenBMI_ERP,0.609375,0,0,PERSISTENCE_ONLY,4
0.875,EEGNet,OpenBMI_ERP,0.875,0,0,PERSISTENCE_ONLY,12
0.84375,EEGNet,OpenBMI_ERP,0.765625,0,0,PERSISTENCE_ONLY,13
0.703125,EEGNet,OpenBMI_ERP,0.703125,0,0,PERSISTENCE_ONLY,17
0.703125,EEGNet,OpenBMI_ERP,0.703125,0,0,PERSISTENCE_ONLY,18
0.65625,EEGNet,OpenBMI_ERP,0.65625,0,0,PERSISTENCE_ONLY,24
0.578125,EEGNet,OpenBMI_ERP,0.515625,0,0,PERSISTENCE_ONLY,25
0.640625,EEGNet,OpenBMI_ERP,0.59375,0,0,PERSISTENCE_ONLY,29
0.9375,EEGNet,OpenBMI_ERP,0.859375,0,0,PERSISTENCE_ONLY,36
0.890625,EEGNet,OpenBMI_ERP,0.734375,0,0,PERSISTENCE_ONLY,37
0.484375,EEGNet,OpenBMI_ERP,0.484375,0,0,PERSISTENCE_ONLY,39
0.671875,EEGNet,OpenBMI_ERP,0.671875,0,0,PERSISTENCE_ONLY,42
0.6875,EEGNet,OpenBMI_ERP,0.6875,0,0,PERSISTENCE_ONLY,51
0.53125,EEGNet,OpenBMI_ERP,0.53125,0,0,PERSISTENCE_ONLY,54
0.765625,EEGNet,OpenBMI_ERP,0.71875,0,0,UTILITY_ONLY,4
0.921875,EEGNet,OpenBMI_ERP,0.890625,0,0,UTILITY_ONLY,12
0.90625,EEGNet,OpenBMI_ERP,0.90625,0,0,UTILITY_ONLY,13
0.734375,EEGNet,OpenBMI_ERP,0.65625,0,0,UTILITY_ONLY,17
0.90625,EEGNet,OpenBMI_ERP,0.71875,0,0,UTILITY_ONLY,18
0.765625,EEGNet,OpenBMI_ERP,0.765625,0,0,UTILITY_ONLY,24
0.796875,EEGNet,OpenBMI_ERP,0.765625,0,0,UTILITY_ONLY,25
0.828125,EEGNet,OpenBMI_ERP,0.8125,0,0,UTILITY_ONLY,29
0.890625,EEGNet,OpenBMI_ERP,0.890625,0,0,UTILITY_ONLY,36
0.90625,EEGNet,OpenBMI_ERP,0.84375,0,0,UTILITY_ONLY,37
0.6875,EEGNet,OpenBMI_ERP,0.6875,0,0,UTILITY_ONLY,39
0.90625,EEGNet,OpenBMI_ERP,0.875,0,0,UTILITY_ONLY,42
0.71875,EEGNet,OpenBMI_ERP,0.71875,0,0,UTILITY_ONLY,51
0.8125,EEGNet,OpenBMI_ERP,0.640625,0,0,UTILITY_ONLY,54
0.765625,EEGNet,OpenBMI_ERP,0.71875,0,0,JOINT,4
0.921875,EEGNet,OpenBMI_ERP,0.890625,0,0,JOINT,12
0.90625,EEGNet,OpenBMI_ERP,0.90625,0,0,JOINT,13
0.734375,EEGNet,OpenBMI_ERP,0.65625,0,0,JOINT,17
0.90625,EEGNet,OpenBMI_ERP,0.71875,0,0,JOINT,18
0.765625,EEGNet,OpenBMI_ERP,0.765625,0,0,JOINT,24
0.796875,EEGNet,OpenBMI_ERP,0.765625,0,0,JOINT,25
0.828125,EEGNet,OpenBMI_ERP,0.8125,0,0,JOINT,29
0.890625,EEGNet,OpenBMI_ERP,0.890625,0,0,JOINT,36
0.90625,EEGNet,OpenBMI_ERP,0.84375,0,0,JOINT,37
0.6875,EEGNet,OpenBMI_ERP,0.6875,0,0,JOINT,39
0.90625,EEGNet,OpenBMI_ERP,0.875,0,0,JOINT,42
0.71875,EEGNet,OpenBMI_ERP,0.71875,0,0,JOINT,51
0.8125,EEGNet,OpenBMI_ERP,0.640625,0,0,JOINT,54
0.65484375,EEGNet,OpenBMI_ERP,0.5840625,0,0,RANDOM,4
0.74828125,EEGNet,OpenBMI_ERP,0.721875,0,0,RANDOM,12
0.67671875,EEGNet,OpenBMI_ERP,0.62328125,0,0,RANDOM,13
0.605,EEGNet,OpenBMI_ERP,0.52015625,0,0,RANDOM,17
0.67421875,EEGNet,OpenBMI_ERP,0.5940625,0,0,RANDOM,18
0.60375,EEGNet,OpenBMI_ERP,0.5975,0,0,RANDOM,24
0.62328125,EEGNet,OpenBMI_ERP,0.5809375,0,0,RANDOM,25
0.6271875,EEGNet,OpenBMI_ERP,0.60109375,0,0,RANDOM,29
0.7140625,EEGNet,OpenBMI_ERP,0.70234375,0,0,RANDOM,36
0.72421875,EEGNet,OpenBMI_ERP,0.6253125,0,0,RANDOM,37
0.54109375,EEGNet,OpenBMI_ERP,0.534375,0,0,RANDOM,39
0.629375,EEGNet,OpenBMI_ERP,0.6003125,0,0,RANDOM,42
0.55890625,EEGNet,OpenBMI_ERP,0.55578125,0,0,RANDOM,51
0.5709375,EEGNet,OpenBMI_ERP,0.53,0,0,RANDOM,54
0.84375,EEGNet,OpenBMI_ERP,0.71875,1,0,PERSISTENCE_ONLY,4
