Task,subjects,RANDOM_WS_BA,RANDOM_Future_BA,PERSISTENCE_ONLY_WS_BA,PERSISTENCE_ONLY_Future_BA,UTILITY_ONLY_WS_BA,UTILITY_ONLY_Future_BA,JOINT_WS_BA,JOINT_Future_BA,J-U_WS_mean,J-U_WS_CI_low,J-U_WS_CI_high,J-U_Future_mean,J-U_Future_CI_low,J-U_Future_CI_high,J-P_WS_mean,J-P_WS_CI_low,J-P_WS_CI_high,J-P_Future_mean,J-P_Future_CI_low,J-P_Future_CI_high,P-R_WS_mean,P-R_WS_CI_low,P-R_WS_CI_high,P-R_Future_mean,P-R_Future_CI_low,P-R_Future_CI_high,U-R_WS_mean,U-R_WS_CI_low,U-R_WS_CI_high,U-R_Future_mean,U-R_Future_CI_low,U-R_Future_CI_high,mean_J_U_overlap,mean_J_P_overlap
OpenBMI_MI,14,0.5376785714285715,0.5797008928571428,0.5973214285714287,0.649107142857143,0.5997767857142858,0.6533482142857142,0.5997767857142858,0.6533482142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.002455357142857134,-0.0031250000000000128,0.007589285714285727,0.0042410714285713936,-0.0017857142857143269,0.01004464285714281,0.059642857142857164,0.04505340401785715,0.07350011160714287,0.06940625000000003,0.04836149553571433,0.09151143973214287,0.06209821428571429,0.04780357142857145,0.07619006696428571,0.07364732142857143,0.05241707589285717,0.0953996651785714,1.0,0.96
OpenBMI_ERP,14,0.6145781250000001,0.6594553571428571,0.6198660714285714,0.6683035714285716,0.7236607142857142,0.7703125,0.7236607142857142,0.7703125,0.0,0.0,0.0,0.0,0.0,0.0,0.10379464285714282,0.07700892857142853,0.13169642857142855,0.10200892857142856,0.07857142857142854,0.12656249999999997,0.005287946428571436,-0.022165680803571466,0.031946707589285674,0.00884821428571429,-0.01424782366071429,0.0322478236607143,0.10908258928571428,0.09747505580357149,0.12024330357142855,0.11085714285714286,0.10152003348214289,0.1197188058035714,1.0,0.25555555555555554
OpenBMI_SSVEP,14,0.6097257142857143,0.6406028571428573,0.4588571428571429,0.4885714285714286,0.7862857142857144,0.8144285714285714,0.7537142857142857,0.7815714285714286,-0.03257142857142856,-0.04014285714285713,-0.025000000000000012,-0.03285714285714286,-0.042285714285714246,-0.024142857142857195,0.2948571428571429,0.24742857142857141,0.3410000000000001,0.29300000000000004,0.25799999999999995,0.32928571428571424,-0.1508685714285715,-0.1829433214285715,-0.12029132142857145,-0.1520314285714286,-0.17537457142857146,-0.1292882857142858,0.17655999999999997,0.15415117857142852,0.19761035714285705,0.17382571428571422,0.15282567857142854,0.19403882142857132,0.8,0.0
WBCIC_MI,10,0.48784687499999996,0.54755,0.5828125,0.6534375,0.6890624999999999,0.7790625,0.6890624999999999,0.7790625,0.0,0.0,0.0,0.0,0.0,0.0,0.10625,0.05500000000000001,0.16031249999999997,0.12562500000000001,0.07842968750000001,0.1678125,0.09496562500000001,0.05629367187500001,0.13551890625000002,0.10588749999999998,0.07549062499999996,0.14028476562499995,0.20121562499999998,0.12355296875,0.2860071874999999,0.2315125,0.16302265624999998,0.2953928906249998,1.0,0.36666666666666664
