subject,ba,run,model
14,0.64,fold-2/seed-1,method
16,0.715,fold-2/seed-1,method
17,0.675,fold-2/seed-1,method
25,0.8200000000000001,fold-2/seed-1,method
30,0.77,fold-2/seed-1,method
49,0.73,fold-2/seed-1,method
5,0.785,fold-2/seed-1,method
6,0.81,fold-2/seed-1,method
9,0.835,fold-2/seed-1,method
