model,task,subject_id,future_BA,future_macro_F1,WS_BA,worst_session,session_BA,n_checkpoints
EEGConformer,OpenBMI_SSVEP,36,0.9586666666666666,0.9558370468623264,0.9373333333333335,S1,"{""S1"": 0.9373333333333335, ""S2"": 0.9586666666666666}",15
EEGConformer,OpenBMI_SSVEP,37,0.9533333333333334,0.9474912888720274,0.9286666666666668,S1,"{""S1"": 0.9286666666666668, ""S2"": 0.9533333333333334}",15
EEGConformer,OpenBMI_SSVEP,39,0.9326666666666665,0.9306091031908438,0.9,S1,"{""S1"": 0.9, ""S2"": 0.9326666666666665}",15
EEGConformer,OpenBMI_SSVEP,42,0.5433333333333333,0.5410994176035705,0.5433333333333333,S2,"{""S1"": 0.9473333333333334, ""S2"": 0.5433333333333333}",15
EEGConformer,OpenBMI_SSVEP,51,0.6646666666666666,0.6540455160639159,0.6166666666666667,S1,"{""S1"": 0.6166666666666667, ""S2"": 0.6646666666666666}",15
EEGConformer,OpenBMI_SSVEP,54,0.598,0.5631645911113622,0.5326666666666667,S1,"{""S1"": 0.5326666666666667, ""S2"": 0.598}",15
EEGConformer,WBCIC_MI,sub-4,0.6400000000000001,0.6344586747737424,0.5413333333333334,S1,"{""S1"": 0.5413333333333334, ""S2"": 0.578, ""S3"": 0.6400000000000001}",15
EEGConformer,WBCIC_MI,sub-8,0.8699999999999999,0.8681809319113694,0.8370000000000001,S1,"{""S1"": 0.8370000000000001, ""S2"": 0.8793333333333333, ""S3"": 0.8699999999999999}",15
EEGConformer,WBCIC_MI,sub-10,0.7849999999999999,0.7825630188128302,0.6343333333333334,S1,"{""S1"": 0.6343333333333334, ""S2"": 0.6549999999999999, ""S3"": 0.7849999999999999}",15
EEGConformer,WBCIC_MI,sub-15,0.7116666666666667,0.7067195547731103,0.6756666666666666,S2,"{""S1"": 0.7296666666666668, ""S2"": 0.6756666666666666, ""S3"": 0.7116666666666667}",15
EEGConformer,WBCIC_MI,sub-20,0.5146666666666666,0.4807451318231643,0.5146666666666666,S3,"{""S1"": 0.9063333333333332, ""S2"": 0.7766666666666667, ""S3"": 0.5146666666666666}",15
EEGConformer,WBCIC_MI,sub-39,0.7813333333333335,0.7796410271891856,0.48133333333333334,S1,"{""S1"": 0.48133333333333334, ""S2"": 0.7509999999999999, ""S3"": 0.7813333333333335}",15
EEGConformer,WBCIC_MI,sub-40,0.7746666666666667,0.7676397297236257,0.654,S2,"{""S1"": 0.7479999999999999, ""S2"": 0.654, ""S3"": 0.7746666666666667}",15
EEGConformer,WBCIC_MI,sub-43,0.9159999999999999,0.9144727942779874,0.9159999999999999,S3,"{""S1"": 0.9683333333333333, ""S2"": 0.9533333333333333, ""S3"": 0.9159999999999999}",15
EEGConformer,WBCIC_MI,sub-46,0.8509999999999999,0.8444213395928618,0.8509999999999999,S3,"{""S1"": 0.9296666666666666, ""S2"": 0.8916666666666667, ""S3"": 0.8509999999999999}",15
EEGConformer,WBCIC_MI,sub-51,0.7596666666666666,0.7557116853845862,0.7053333333333333,S1,"{""S1"": 0.7053333333333333, ""S2"": 0.744, ""S3"": 0.7596666666666666}",15
FBCNet,OpenBMI_MI,4,0.6513333333333334,0.6021022278644057,0.5519999999999999,S1,"{""S1"": 0.5519999999999999, ""S2"": 0.6513333333333334}",15
FBCNet,OpenBMI_MI,12,0.6973333333333332,0.6813898734154286,0.6933333333333334,S1,"{""S1"": 0.6933333333333334, ""S2"": 0.6973333333333332}",15
FBCNet,OpenBMI_MI,13,0.6146666666666666,0.6011607164418898,0.6126666666666666,S1,"{""S1"": 0.6126666666666666, ""S2"": 0.6146666666666666}",15
FBCNet,OpenBMI_MI,17,0.5926666666666667,0.5691957077226225,0.5926666666666667,S2,"{""S1"": 0.624, ""S2"": 0.5926666666666667}",15
FBCNet,OpenBMI_MI,18,0.6153333333333334,0.5558420248806564,0.6153333333333334,S2,"{""S1"": 0.7680000000000001, ""S2"": 0.6153333333333334}",15
FBCNet,OpenBMI_MI,24,0.5186666666666666,0.47822330024220416,0.5186666666666666,S2,"{""S1"": 0.6333333333333333, ""S2"": 0.5186666666666666}",15
FBCNet,OpenBMI_MI,25,0.84,0.8322773011902971,0.6166666666666667,S1,"{""S1"": 0.6166666666666667, ""S2"": 0.84}",15
FBCNet,OpenBMI_MI,29,0.616,0.5720413540502097,0.616,S2,"{""S1"": 0.6506666666666667, ""S2"": 0.616}",15
FBCNet,OpenBMI_MI,36,0.888,0.8848662758965724,0.8486666666666666,S1,"{""S1"": 0.8486666666666666, ""S2"": 0.888}",15
FBCNet,OpenBMI_MI,37,0.8546666666666667,0.851310180874028,0.8546666666666667,S2,"{""S1"": 0.8966666666666667, ""S2"": 0.8546666666666667}",15
FBCNet,OpenBMI_MI,39,0.7500000000000001,0.7466825990312652,0.7500000000000001,S2,"{""S1"": 0.782, ""S2"": 0.7500000000000001}",15
FBCNet,OpenBMI_MI,42,0.6833333333333333,0.6770602824744526,0.6320000000000001,S1,"{""S1"": 0.6320000000000001, ""S2"": 0.6833333333333333}",15
FBCNet,OpenBMI_MI,51,0.5820000000000001,0.5654931138265961,0.5820000000000001,S2,"{""S1"": 0.6546666666666666, ""S2"": 0.5820000000000001}",15
FBCNet,OpenBMI_MI,54,0.5593333333333332,0.5253057378012876,0.5593333333333332,S2,"{""S1"": 0.5593333333333333, ""S2"": 0.5593333333333332}",15
FBCNet,OpenBMI_ERP,4,0.8406868686868686,0.7590954906942495,0.7636969696969697,S1,"{""S1"": 0.7636969696969697, ""S2"": 0.8406868686868686}",15
FBCNet,OpenBMI_ERP,12,0.939131313131313,0.8730638493616367,0.9156565656565656,S1,"{""S1"": 0.9156565656565656, ""S2"": 0.939131313131313}",15
FBCNet,OpenBMI_ERP,13,0.8032727272727272,0.664295228179233,0.8032727272727272,S2,"{""S1"": 0.8279191919191917, ""S2"": 0.8032727272727272}",15
FBCNet,OpenBMI_ERP,17,0.7579393939393939,0.6535476234828397,0.7387272727272728,S1,"{""S1"": 0.7387272727272728, ""S2"": 0.7579393939393939}",15
FBCNet,OpenBMI_ERP,18,0.8223838383838384,0.7423049144451681,0.6512014627781758,S1,"{""S1"": 0.6512014627781758, ""S2"": 0.8223838383838384}",15
FBCNet,OpenBMI_ERP,24,0.7754343434343435,0.7174728837371026,0.7754343434343435,S2,"{""S1"": 0.8767676767676768, ""S2"": 0.7754343434343435}",15
FBCNet,OpenBMI_ERP,25,0.6879797979797979,0.659265661010383,0.6879797979797979,S2,"{""S1"": 0.6889292929292931, ""S2"": 0.6879797979797979}",15
FBCNet,OpenBMI_ERP,29,0.7129090909090908,0.6692556531932683,0.6918383838383839,S1,"{""S1"": 0.6918383838383839, ""S2"": 0.7129090909090908}",15
FBCNet,OpenBMI_ERP,36,0.891050505050505,0.7784682041507369,0.8908888888888887,S1,"{""S1"": 0.8908888888888887, ""S2"": 0.891050505050505}",15
FBCNet,OpenBMI_ERP,37,0.8825858585858586,0.8215119028258293,0.7796969696969697,S1,"{""S1"": 0.7796969696969697, ""S2"": 0.8825858585858586}",15
FBCNet,OpenBMI_ERP,39,0.7198787878787878,0.6730026856131835,0.7198787878787878,S2,"{""S1"": 0.7694141414141414, ""S2"": 0.7198787878787878}",15
FBCNet,OpenBMI_ERP,42,0.8121616161616161,0.7277549778008442,0.8121616161616161,S2,"{""S1"": 0.8493535353535353, ""S2"": 0.8121616161616161}",15
FBCNet,OpenBMI_ERP,51,0.7215555555555555,0.6550850296387246,0.7215555555555555,S2,"{""S1"": 0.814040404040404, ""S2"": 0.7215555555555555}",15
FBCNet,OpenBMI_ERP,54,0.6654545454545454,0.6212683692713783,0.6338383838383839,S1,"{""S1"": 0.6338383838383839, ""S2"": 0.6654545454545454}",15
FBCNet,OpenBMI_SSVEP,4,1.0,1.0,0.9279999999999998,S1,"{""S1"": 0.9279999999999998, ""S2"": 1.0}",15
FBCNet,OpenBMI_SSVEP,12,0.8753333333333333,0.8734586485434283,0.8753333333333333,S2,"{""S1"": 0.9893333333333334, ""S2"": 0.8753333333333333}",15
FBCNet,OpenBMI_SSVEP,13,0.6573333333333334,0.6074520378526563,0.6573333333333334,S2,"{""S1"": 0.7019999999999998, ""S2"": 0.6573333333333334}",15
FBCNet,OpenBMI_SSVEP,17,0.7319999999999999,0.6999111949830216,0.7319999999999999,S2,"{""S1"": 0.7533333333333334, ""S2"": 0.7319999999999999}",15
FBCNet,OpenBMI_SSVEP,18,1.0,1.0,0.9233333333333332,S1,"{""S1"": 0.9233333333333332, ""S2"": 1.0}",15
FBCNet,OpenBMI_SSVEP,24,0.7633333333333334,0.7618940072475459,0.7500000000000001,S1,"{""S1"": 0.7500000000000001, ""S2"": 0.7633333333333334}",15
FBCNet,OpenBMI_SSVEP,25,0.9019999999999998,0.9014016389377288,0.9019999999999998,S2,"{""S1"": 0.9546666666666667, ""S2"": 0.9019999999999998}",15
FBCNet,OpenBMI_SSVEP,29,0.8753333333333334,0.8700920653656504,0.8753333333333334,S2,"{""S1"": 0.9026666666666667, ""S2"": 0.8753333333333334}",15
FBCNet,OpenBMI_SSVEP,36,0.9680000000000001,0.9675562181034969,0.9680000000000001,S2,"{""S1"": 0.9853333333333334, ""S2"": 0.9680000000000001}",15
FBCNet,OpenBMI_SSVEP,37,0.9833333333333335,0.9833264280071004,0.9273333333333332,S1,"{""S1"": 0.9273333333333332, ""S2"": 0.9833333333333335}",15
FBCNet,OpenBMI_SSVEP,39,0.9,0.8980351833210066,0.7826666666666667,S1,"{""S1"": 0.7826666666666667, ""S2"": 0.9}",15
FBCNet,OpenBMI_SSVEP,42,0.5493333333333333,0.5565474315265628,0.5493333333333333,S2,"{""S1"": 0.9033333333333334, ""S2"": 0.5493333333333333}",15
FBCNet,OpenBMI_SSVEP,51,0.3980000000000001,0.35411905412225164,0.3980000000000001,S2,"{""S1"": 0.428, ""S2"": 0.3980000000000001}",15
FBCNet,OpenBMI_SSVEP,54,0.6733333333333333,0.6664935702794591,0.5826666666666667,S1,"{""S1"": 0.5826666666666667, ""S2"": 0.6733333333333333}",15
FBCNet,WBCIC_MI,sub-4,0.46866666666666673,0.45814440720842325,0.46866666666666673,S3,"{""S1"": 0.5013333333333334, ""S2"": 0.5496666666666667, ""S3"": 0.46866666666666673}",15
FBCNet,WBCIC_MI,sub-8,0.6110000000000001,0.5970732826955457,0.5716666666666668,S1,"{""S1"": 0.5716666666666668, ""S2"": 0.6056666666666667, ""S3"": 0.6110000000000001}",15
FBCNet,WBCIC_MI,sub-10,0.5986666666666667,0.5772509393341683,0.5423333333333333,S1,"{""S1"": 0.5423333333333333, ""S2"": 0.5533333333333333, ""S3"": 0.5986666666666667}",15
FBCNet,WBCIC_MI,sub-15,0.5446666666666666,0.5195886712703983,0.5323333333333333,S1,"{""S1"": 0.5323333333333333, ""S2"": 0.558, ""S3"": 0.5446666666666666}",15
FBCNet,WBCIC_MI,sub-20,0.505,0.47136620763826576,0.5006666666666667,S2,"{""S1"": 0.5583333333333335, ""S2"": 0.5006666666666667, ""S3"": 0.505}",15
FBCNet,WBCIC_MI,sub-39,0.7366666666666668,0.7304871376179001,0.5903333333333334,S2,"{""S1"": 0.6023333333333334, ""S2"": 0.5903333333333334, ""S3"": 0.7366666666666668}",15
FBCNet,WBCIC_MI,sub-40,0.6756666666666666,0.6472094358048754,0.6486666666666666,S2,"{""S1"": 0.7073333333333333, ""S2"": 0.6486666666666666, ""S3"": 0.6756666666666666}",15
FBCNet,WBCIC_MI,sub-43,0.5923333333333335,0.5484460191682795,0.5849999999999999,S1,"{""S1"": 0.5849999999999999, ""S2"": 0.6083333333333333, ""S3"": 0.5923333333333335}",15
FBCNet,WBCIC_MI,sub-46,0.6143333333333333,0.5864453804052749,0.609,S2,"{""S1"": 0.6476666666666666, ""S2"": 0.609, ""S3"": 0.6143333333333333}",15
FBCNet,WBCIC_MI,sub-51,0.613,0.5918717879865321,0.5986666666666667,S1,"{""S1"": 0.5986666666666667, ""S2"": 0.6396666666666666, ""S3"": 0.613}",15
