model,task,dataset,subject_id,session,fold,seed,BA,macro_F1,accuracy,trials,checkpoint_sha256,normalizer_sha256
FBCNet,OpenBMI_MI,OpenBMI,18,S2,2,0,0.53,0.4106583072100314,0.53,100,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,24,S2,2,0,0.55,0.529239460194581,0.55,100,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,25,S2,2,0,0.87,0.8677652324280338,0.87,100,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,29,S2,2,0,0.67,0.648,0.67,100,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,36,S2,2,0,0.89,0.8886526976414617,0.89,100,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,37,S2,2,0,0.9199999999999999,0.9197109594540345,0.92,100,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,39,S2,2,0,0.79,0.7863899908452854,0.79,100,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,42,S2,2,0,0.71,0.6991389148251893,0.71,100,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,51,S2,2,0,0.59,0.5777983729790959,0.59,100,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,54,S2,2,0,0.5800000000000001,0.5320855614973261,0.58,100,42a7277dbe16002f9ff2f79bb6185521a9d836fe936adb98e9b7d0e53f794c32,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,4,S1,2,1,0.59,0.5626666666666666,0.59,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,12,S1,2,1,0.76,0.7575757575757576,0.76,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,13,S1,2,1,0.62,0.5766488413547237,0.62,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,17,S1,2,1,0.69,0.6874684948079444,0.69,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,18,S1,2,1,0.87,0.8684077335762729,0.87,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,24,S1,2,1,0.67,0.6515679442508711,0.67,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,25,S1,2,1,0.62,0.6175523349436394,0.62,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,29,S1,2,1,0.64,0.6305418719211823,0.64,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,36,S1,2,1,0.8999999999999999,0.8996386993175431,0.9,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,37,S1,2,1,0.9099999999999999,0.9097744360902256,0.91,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,39,S1,2,1,0.8500000000000001,0.8492613807657522,0.85,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,42,S1,2,1,0.6499999999999999,0.6395839769333744,0.65,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,51,S1,2,1,0.63,0.5960257670051315,0.63,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,54,S1,2,1,0.61,0.584,0.61,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,4,S2,2,1,0.58,0.4900437105390966,0.58,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,12,S2,2,1,0.74,0.7348021215830274,0.74,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,13,S2,2,1,0.64,0.6216897856242118,0.64,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,17,S2,2,1,0.56,0.5555555555555556,0.56,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,18,S2,2,1,0.6,0.5324918186068257,0.6,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,24,S2,2,1,0.53,0.48684354187138335,0.53,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,25,S2,2,1,0.76,0.7453310696095077,0.76,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,29,S2,2,1,0.58,0.5174632352941176,0.58,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,36,S2,2,1,0.94,0.9397832195905259,0.94,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,37,S2,2,1,0.9299999999999999,0.9296553110240177,0.93,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,39,S2,2,1,0.77,0.7681217864704104,0.77,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,42,S2,2,1,0.71,0.7064480210547626,0.71,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,51,S2,2,1,0.53,0.5037482842360892,0.53,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,54,S2,2,1,0.61,0.584,0.61,100,101a2afd83b234e923276708710a6f20acb687d1d21a30dae9d4274b624f848e,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,4,S1,2,2,0.57,0.5601023017902813,0.57,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,12,S1,2,2,0.73,0.7293233082706767,0.73,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,13,S1,2,2,0.65,0.6496847162446202,0.65,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,17,S1,2,2,0.77,0.767182913250329,0.77,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,18,S1,2,2,0.75,0.736036321402175,0.75,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,24,S1,2,2,0.64,0.6305418719211823,0.64,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,25,S1,2,2,0.65,0.64996499649965,0.65,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,29,S1,2,2,0.62,0.6193910256410255,0.62,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,36,S1,2,2,0.86,0.8579545454545454,0.86,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,37,S1,2,2,0.9199999999999999,0.9197109594540345,0.92,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,39,S1,2,2,0.8,0.7947454844006567,0.8,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,42,S1,2,2,0.7,0.6998799519807923,0.7,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,51,S1,2,2,0.65,0.6072270227808326,0.65,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,54,S1,2,2,0.5800000000000001,0.5586380832282472,0.58,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,4,S2,2,2,0.66,0.6212121212121212,0.66,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,12,S2,2,2,0.74,0.7398959583833533,0.74,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,13,S2,2,2,0.6699999999999999,0.6601791782514674,0.67,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,17,S2,2,2,0.63,0.62996299629963,0.63,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,18,S2,2,2,0.61,0.5481404240528328,0.61,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,24,S2,2,2,0.6,0.5920032639738881,0.6,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,25,S2,2,2,0.9099999999999999,0.9092650468797259,0.91,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,29,S2,2,2,0.69,0.6783898744683059,0.69,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,36,S2,2,2,0.86,0.8572011423908609,0.86,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,37,S2,2,2,0.9,0.898989898989899,0.9,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,39,S2,2,2,0.79,0.7863899908452854,0.79,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,42,S2,2,2,0.72,0.72,0.72,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,51,S2,2,2,0.61,0.6032956972841013,0.61,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,54,S2,2,2,0.56,0.5164835164835164,0.56,100,78b9c9f793cca41b70435c50f55c08e689d7d7fca33b7aa7608a383794be7f79,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
FBCNet,OpenBMI_MI,OpenBMI,4,S1,3,0,0.5,0.4255514705882353,0.5,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,12,S1,3,0,0.72,0.7171717171717171,0.72,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,13,S1,3,0,0.54,0.4295634920634921,0.54,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,17,S1,3,0,0.55,0.4590695997115038,0.55,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,18,S1,3,0,0.64,0.5863970588235294,0.64,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,24,S1,3,0,0.63,0.6254681647940075,0.63,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,25,S1,3,0,0.63,0.6093337556752191,0.63,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,29,S1,3,0,0.66,0.6427070197562001,0.66,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,36,S1,3,0,0.8899999999999999,0.8897243107769424,0.89,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,37,S1,3,0,0.96,0.959983993597439,0.96,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,39,S1,3,0,0.8,0.7987117552334944,0.8,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,42,S1,3,0,0.61,0.5793334052421529,0.61,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,51,S1,3,0,0.6699999999999999,0.6440513428972063,0.67,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,54,S1,3,0,0.57,0.5017958521608157,0.57,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,4,S2,3,0,0.6,0.5238095238095238,0.6,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,12,S2,3,0,0.69,0.6756982948007113,0.69,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,13,S2,3,0,0.56,0.5098039215686274,0.56,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,17,S2,3,0,0.5700000000000001,0.50997150997151,0.57,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,18,S2,3,0,0.52,0.37629937629937626,0.52,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,24,S2,3,0,0.45999999999999996,0.44581280788177335,0.46,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,25,S2,3,0,0.78,0.7688104245481295,0.78,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,29,S2,3,0,0.62,0.5824175824175825,0.62,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,36,S2,3,0,0.89,0.8891017239641092,0.89,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,37,S2,3,0,0.9299999999999999,0.9299369432489241,0.93,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,39,S2,3,0,0.74,0.7291666666666667,0.74,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,42,S2,3,0,0.7,0.6782496782496783,0.7,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,51,S2,3,0,0.64,0.6328029375764994,0.64,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,54,S2,3,0,0.51,0.4415954415954416,0.51,100,8c47a60b9e1a0508f35982630bd3202f7f62a71ff48d2079c563e5bb4f6856cd,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,4,S1,3,1,0.6,0.5998399359743898,0.6,100,384404f8c5a36171eee3594691f408ae1cb7f9bd05a4bf1f10ac52c9e5373ea2,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,12,S1,3,1,0.64,0.6398559423769508,0.64,100,384404f8c5a36171eee3594691f408ae1cb7f9bd05a4bf1f10ac52c9e5373ea2,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,13,S1,3,1,0.53,0.4350282485875706,0.53,100,384404f8c5a36171eee3594691f408ae1cb7f9bd05a4bf1f10ac52c9e5373ea2,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,17,S1,3,1,0.62,0.5824175824175825,0.62,100,384404f8c5a36171eee3594691f408ae1cb7f9bd05a4bf1f10ac52c9e5373ea2,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,18,S1,3,1,0.8799999999999999,0.8795664391810518,0.88,100,384404f8c5a36171eee3594691f408ae1cb7f9bd05a4bf1f10ac52c9e5373ea2,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,24,S1,3,1,0.59,0.5829518868884143,0.59,100,384404f8c5a36171eee3594691f408ae1cb7f9bd05a4bf1f10ac52c9e5373ea2,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,25,S1,3,1,0.6,0.5920032639738881,0.6,100,384404f8c5a36171eee3594691f408ae1cb7f9bd05a4bf1f10ac52c9e5373ea2,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
FBCNet,OpenBMI_MI,OpenBMI,29,S1,3,1,0.5700000000000001,0.5696126513862476,0.57,100,384404f8c5a36171eee3594691f408ae1cb7f9bd05a4bf1f10ac52c9e5373ea2,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
