dataset,outer_fold,control,objective,order_schedule,selection_rng_seed,refit_rng_seed,selected_epoch,validation_BA,validation_NLL,held_BA,held_Macro_F1,held_NLL,old_B0_held_BA,old_method_held_BA,old_delta_vs_old_B0_pp,order_delta_vs_order_B0_pp,state_hash
WBCIC,0,ERM_ORDER_B0,SUBJECT_BALANCED_ERM,B0_SUBJECT_BALANCED_ERM,1658141643980762262,1423680968017927051,3,64.33333333333334,0.7087230980396271,70.9,70.27242279247152,0.5474292755126953,72.0,72.0,0.0,0.0,d7538654899f6ef2986d269287623a67a583983e58c68b58eaf5334ffde99eb3
WBCIC,0,ERM_ORDER_B1,SUBJECT_BALANCED_ERM,groupdro,1658141643980762262,1423680968017927051,14,70.16666666666667,0.6597019731998444,74.60000000000001,74.46490743649052,0.4884365379810333,72.0,75.39999999999999,3.3999999999999915,3.700000000000003,2a5050359fe24977727fa5cdc24a56d82b7e25407f6bd637399972818964900d
WBCIC,0,ERM_ORDER_B3,SUBJECT_BALANCED_ERM,B3_SUBJECT_GRADIENT_STAT_DG,1658141643980762262,1423680968017927051,19,68.5,0.678559735417366,73.5,73.29641414253167,0.47680735141038894,72.0,73.0,1.0,2.5999999999999943,36bb13ae36a81f8978119f3b708e4c07414a26d68ad7080d9969f29e4a91da9f
WBCIC,0,ERM_ORDER_B4,SUBJECT_BALANCED_ERM,B4_SUBJECT_STYLE_EXTRAPOLATION,1658141643980762262,1423680968017927051,28,69.83333333333333,0.6766644865274429,52.2,37.92387761753831,0.6624285101890564,72.0,73.5,1.5,-18.700000000000003,15fb8c696720b0b068261f6e6f75f3264eadcb321128336376d0634cbe00ea5b
WBCIC,1,ERM_ORDER_B0,SUBJECT_BALANCED_ERM,B0_SUBJECT_BALANCED_ERM,5466291856474815946,794384077190215184,7,64.33333333333334,0.6299930016199747,80.64406565656566,80.53992452933055,0.4324571073055267,53.5875,53.5875,0.0,0.0,c97a9e98f5324b371231b158a7abeb1960813c5b973e577171d02b386ef0064a
WBCIC,1,ERM_ORDER_B1,SUBJECT_BALANCED_ERM,groupdro,5466291856474815946,794384077190215184,11,65.83333333333333,0.6531893809636434,79.23257575757575,79.08736929614807,0.4421005666255951,53.5875,73.57297979797978,19.985479797979785,-1.4114898989899132,88552999654054d0c8749c5851dacaacd9600fab7b965969a1712f0acb708076
WBCIC,1,ERM_ORDER_B3,SUBJECT_BALANCED_ERM,B3_SUBJECT_GRADIENT_STAT_DG,5466291856474815946,794384077190215184,13,66.0,0.6084256768226624,51.22916666666667,36.588145472355684,0.6695510387420655,53.5875,80.12638888888888,26.538888888888884,-29.414898989898987,209df6f3c24eb6f371760320129a9400b29408d44a8716f3f9ec990aa877f237
WBCIC,1,ERM_ORDER_B4,SUBJECT_BALANCED_ERM,B4_SUBJECT_STYLE_EXTRAPOLATION,5466291856474815946,794384077190215184,14,66.33333333333333,0.6127177278200785,74.0834595959596,73.18049447027083,0.5643660008907319,53.5875,79.32108585858585,25.733585858585847,-6.560606060606062,bb2665dde57e2c406a9812dd2121883be05688958f19f6f2832f78f0c5536613
