dataset,outer_fold,method,old_delta_pp,order_delta_pp,explained_fraction
WBCIC,0,ERM_ORDER_B1,3.3999999999999915,3.700000000000003,1.0882352937975814
WBCIC,0,ERM_ORDER_B3,1.0,2.5999999999999943,2.599999997399994
WBCIC,0,ERM_ORDER_B4,1.5,-18.700000000000003,12.466666658355557
WBCIC,1,ERM_ORDER_B1,19.985479797979785,-1.4114898989899132,0.07062576996835306
WBCIC,1,ERM_ORDER_B3,26.538888888888884,-29.414898989898987,1.1083696499858304
WBCIC,1,ERM_ORDER_B4,25.733585858585847,-6.560606060606062,0.25494332956175303
