method,OpenBMI_mean_delta_BA_pp,WBCIC_mean_delta_BA_pp,ERM_order_noise_envelope_max_pp,WBCIC_gain_vs_randomness_envelope_pp,exceeds_envelope
B1_SUBJECT_GROUPDRO,-0.9285714285714377,1.000000000000007,29.414898989898987,-28.41489898989898,False
B2_SUBJECT_EPISODIC_MLDG,1.5,8.825063131313136,29.414898989898987,-20.58983585858585,False
B3_SUBJECT_GRADIENT_STAT_DG,-0.2142857142857153,9.147916666666674,29.414898989898987,-20.266982323232313,False
B4_SUBJECT_STYLE_EXTRAPOLATION,-0.2142857142857082,19.32260101010102,29.414898989898987,-10.092297979797966,False
