method,OpenBMI_fold0_delta_BA_pp,OpenBMI_fold1_delta_BA_pp,OpenBMI_mean_delta_BA_pp,WBCIC_fold0_delta_BA_pp,WBCIC_fold1_delta_BA_pp,WBCIC_mean_delta_BA_pp,positive_dataset_fold_cells,provisional_gate
B1_SUBJECT_GROUPDRO,-1.285714285714306,-0.5714285714285694,-0.9285714285714377,2.1000000000000156,-0.10000000000000142,1.000000000000007,1,False
B2_SUBJECT_EPISODIC_MLDG,2.4285714285714164,0.5714285714285836,1.5,0.70000000000001,16.950126262626263,8.825063131313136,4,True
B3_SUBJECT_GRADIENT_STAT_DG,-0.142857142857153,-0.2857142857142776,-0.2142857142857153,18.30000000000001,-0.004166666666662877,9.147916666666674,1,False
B4_SUBJECT_STYLE_EXTRAPOLATION,0.8571428571428612,-1.2857142857142776,-0.2142857142857082,18.500000000000014,20.145202020202028,19.32260101010102,3,False
