fold,seed,task,block,dimensions,persistence_supported,n_unique_subjects,n_split_observations,bootstrap_hierarchy,u_abs_mean,u_abs_CI95,u_abs_sign_probability,u_spec_mean,u_spec_CI95,u_spec_sign_probability,raw_BA_change,same_rank_random_BA_change,u_abs_bootstrap,u_spec_bootstrap,random_interventions
1,1,mi,0,1,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.00031245917815794815,"[-0.0009642104124441759, 0.0003238325472999719]",0.1713,-0.005891264399145134,"[-0.006887642730276517, -0.00496131740853419]",0.0,0.0022501627604166663,-0.007018798828125001,"{'mean': -0.00031245917815794815, 'ci95': [-0.0009642104124441759, 0.0003238325472999719], 'sign_probability': 0.1713, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.005891264399145134, 'ci95': [-0.006887642730276517, -0.00496131740853419], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
1,1,mi,1,1,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.0010911310065401633,"[-0.0018848548830493587, -0.0002905365477469855]",0.0041,-0.007353378596288863,"[-0.008716582778933578, -0.0060114467189028185]",0.0,0.004862467447916667,-0.008127400716145834,"{'mean': -0.0010911310065401633, 'ci95': [-0.0018848548830493587, -0.0002905365477469855], 'sign_probability': 0.0041, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.007353378596288863, 'ci95': [-0.008716582778933578, -0.0060114467189028185], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
1,1,mi,2,3,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.000685063376822437,"[-0.0017791340899105947, 0.003136149513639042]",0.7083,-0.017807909077753273,"[-0.02165569365797053, -0.014359200738897043]",0.0,0.00780029296875,-0.02658512369791667,"{'mean': 0.000685063376822437, 'ci95': [-0.0017791340899105947, 0.003136149513639042], 'sign_probability': 0.7083, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.017807909077753273, 'ci95': [-0.02165569365797053, -0.014359200738897043], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
1,1,mi,3,4,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.014746085733877179,"[0.008992434050079334, 0.02058061774224345]",1.0,-0.009941560871930702,"[-0.0139240753411572, -0.005952235673181944]",0.0,-0.022029622395833334,-0.03596931966145833,"{'mean': 0.014746085733877179, 'ci95': [0.008992434050079334, 0.02058061774224345], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.009941560871930702, 'ci95': [-0.0139240753411572, -0.005952235673181944], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
1,1,mi,4,4,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.07945338284460374,"[0.056745500652608284, 0.10449737935152]",1.0,0.06880432209582547,"[0.04705100240539071, 0.0933120230588876]",1.0,-0.10959065755208333,-0.013663736979166669,"{'mean': 0.07945338284460374, 'ci95': [0.056745500652608284, 0.10449737935152], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': 0.06880432209582547, 'ci95': [0.04705100240539071, 0.0933120230588876], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 32}",100
1,1,mi,5,4,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.021844487711787743,"[0.01778070438582788, 0.02597792557866479]",1.0,-0.0014701926504911813,"[-0.009463759853047106, 0.005777580097578222]",0.3567,-0.030509440104166667,-0.03430558268229167,"{'mean': 0.021844487711787743, 'ci95': [0.01778070438582788, 0.02597792557866479], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.0014701926504911813, 'ci95': [-0.009463759853047106, 0.005777580097578222], 'sign_probability': 0.3567, 'draws': 10000, 'n_unique_subjects': 32}",100
1,1,mi,6,3,False,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.00956632276830396,"[0.007169363725894679, 0.012008611498358976]",1.0,-0.008930262229304426,"[-0.014485614741259662, -0.0036137265229777295]",0.0003,-0.00770263671875,-0.027668904622395834,"{'mean': 0.00956632276830396, 'ci95': [0.007169363725894679, 0.012008611498358976], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.008930262229304426, 'ci95': [-0.014485614741259662, -0.0036137265229777295], 'sign_probability': 0.0003, 'draws': 10000, 'n_unique_subjects': 32}",100
1,1,erp,0,1,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.00016155500354203453,"[-0.0009710808082167864, 0.0005540875161735066]",0.3523,-0.0017301394331692204,"[-0.0024779579033328896, -0.0010034022194010833]",0.0,0.003271484375,-0.0015830891927083334,"{'mean': -0.00016155500354203453, 'ci95': [-0.0009710808082167864, 0.0005540875161735066], 'sign_probability': 0.3523, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.0017301394331692204, 'ci95': [-0.0024779579033328896, -0.0010034022194010833], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
1,1,erp,1,1,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-9.740020923167473e-05,"[-0.0004028874480786138, 0.00018046878383806727]",0.2658,-0.0016414119130132513,"[-0.0021047770091537216, -0.0011891683221650945]",0.0,0.0027221679687499997,-0.0013561604817708334,"{'mean': -9.740020923167473e-05, 'ci95': [-0.0004028874480786138, 0.00018046878383806727], 'sign_probability': 0.2658, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.0016414119130132513, 'ci95': [-0.0021047770091537216, -0.0011891683221650945], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
1,1,erp,2,3,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.00042566093269710397,"[-0.0013085314071855675, 0.00041792840931237374]",0.1679,-0.005938624325778958,"[-0.0071580853778449235, -0.004659506336110876]",0.0,0.003397623697916667,-0.007985636393229167,"{'mean': -0.00042566093269710397, 'ci95': [-0.0013085314071855675, 0.00041792840931237374], 'sign_probability': 0.1679, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.005938624325778958, 'ci95': [-0.0071580853778449235, -0.004659506336110876], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
