dataset,method,Current_BA,Restore_source_BN_BA,BN_recovery_pp,median_recovery_pp,bootstrap_ci_low_pp,bootstrap_ci_high_pp,Current_harm_le_minus_1pp,Restored_harm_le_minus_1pp,harm_reduction_le_minus_1pp,improved_folds,restored_folds_positive_vs_EEGNet,loss_from_frozen,recovery_fraction,improved_subjects,harmed_subjects,tied_subjects,recovery_ge_plus_1pp_fraction,recovery_ge_plus_3pp_fraction,recovery_le_minus_1pp_fraction
OpenBMI,JOINT-CE,0.7995,0.8010000000000002,0.1499999999999993,0.0,-0.5249999999999994,0.8249999999999997,0.175,0.125,0.04999999999999999,3,5,0.000500000000000056,3.0,14,18,8,0.325,0.1,0.4
OpenBMI,NRRF-v1,0.79725,0.80175,0.4499999999999981,0.0,-0.17500000000000016,1.0749999999999973,0.15,0.125,0.024999999999999994,4,5,0.00275000000000003,1.6363636363635996,17,15,8,0.4,0.1,0.25
WBCIC,JOINT-CE,0.7462685320951449,0.7936663000977516,4.739776800260672,2.5000000000000133,2.7236477680026074,6.965583251873573,0.5806451612903226,0.25806451612903225,0.32258064516129037,4,3,0.04771546106223534,0.9933419262319562,22,6,3,0.5483870967741935,0.45161290322580644,0.06451612903225806
WBCIC,NRRF-v1,0.7381653225806454,0.7901146546106222,5.19493320299772,2.499999999999991,2.791707396546106,7.95299771912675,0.6129032258064516,0.25806451612903225,0.3548387096774194,3,4,0.05581867057673484,0.9306802095646701,21,5,5,0.6451612903225806,0.45161290322580644,0.12903225806451613
