method,fold,seed,subject_id,protected_representation_drift,adaptive_representation_drift,protected_decision_logit_drift,adaptive_decision_logit_drift,protected_D_finite_after,combined_BA,protected_branch_erasure_harm_BA,adaptive_branch_erasure_harm_BA,protected_parameter_update_l2,adaptive_parameter_update_l2,protected_buffer_update_l2,adaptation_seed,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used,functional_distillation_RMSE_before,functional_distillation_correlation_before,functional_distillation_RMSE_after,functional_distillation_correlation_after
A2_DUAL_CONTROL,3,0,1,0.0,0.31326618790626526,0.0,0.24426765435401004,1.5449315766906915,0.66,0.12,0.040000000000000036,0.0,0.18912959518733188,0.0,1440890191,False,False,False,,,,
A6_PUD_ALL_ADAPT,3,0,1,0.08786319941282272,0.21682053804397583,0.26628729353572544,0.209683913942084,1.6841167852751624,0.63,0.010000000000000009,-0.020000000000000018,0.16369079441815412,0.16910587326917825,69.50669350914293,1440890191,False,False,False,0.7118018845231043,0.8416816139281712,0.7592393053489681,0.8089212561360046
A7_IDENTITY_PROTECTED,3,0,1,0.0,0.3050326406955719,0.0,0.25284482315472045,0.4094428860114185,0.7,0.0,0.1299999999999999,0.0,0.17002788068786898,0.0,1440890191,False,False,False,,,,
A8_RANDOM_PROTECTED,3,0,1,0.0,0.27260714769363403,0.0,0.3066535750068382,0.678852966905783,0.69,0.0,0.09999999999999998,0.0,0.1753388935370862,0.0,1440890191,False,False,False,,,,
A10_FULL_PUD_FREEZE,3,0,1,0.0,0.22713272273540497,0.0,0.31049812712879477,1.7993883597183524,0.63,0.020000000000000018,-0.010000000000000009,0.0,0.19382071551820176,0.0,1440890191,False,False,False,0.7118018845231043,0.8416816139281712,0.7118018845231043,0.8416816139281712
A3_P_ONLY,3,0,1,0.0,0.2877415418624878,0.0,0.3770861563254389,1.8738051785949477,0.6399999999999999,0.08999999999999986,0.019999999999999907,0.0,0.18374167791842913,0.0,1440890191,False,False,False,,,,
A4_P_PLUS_U,3,0,1,0.0,0.22713272273540497,0.0,0.31049812712879477,1.7993883597183524,0.63,0.020000000000000018,-0.010000000000000009,0.0,0.19382071551820176,0.0,1440890191,False,False,False,,,,
A5_P_PLUS_D,3,0,1,0.0,0.2938520312309265,0.0,0.3687085666056576,1.8604417299574245,0.61,0.09999999999999998,-0.020000000000000018,0.0,0.18614830932795526,0.0,1440890191,False,False,False,,,,
A9_PCA_PROTECTED,3,0,1,0.0,0.3032865822315216,0.0,0.40939860936879185,1.943205330777348,0.66,0.18000000000000005,-0.010000000000000009,0.0,0.1880044424128079,0.0,1440890191,False,False,False,,,,
A2_DUAL_CONTROL,3,0,5,0.0,0.3315746784210205,0.0,0.39882225697004015,1.1451232794204447,0.69,0.020000000000000018,0.0,0.0,0.21753497326324764,0.0,968103242,False,False,False,,,,
A6_PUD_ALL_ADAPT,3,0,5,0.13249081373214722,0.23492302000522614,0.3635268145067223,0.25029681705185086,1.6872333629234715,0.78,0.08000000000000007,0.050000000000000044,0.20357512391255358,0.1952732815450412,69.30500018711535,968103242,False,False,False,0.822517608626695,0.7786710600191874,0.857091435863867,0.7680676020416669
A7_IDENTITY_PROTECTED,3,0,5,0.0,0.20416034758090973,0.0,0.43583105881368206,0.5104647408885493,0.8200000000000001,0.010000000000000009,0.27,0.0,0.20480334724775867,0.0,968103242,False,False,False,,,,
A8_RANDOM_PROTECTED,3,0,5,0.0,0.19993232190608978,0.0,0.37081584774228,0.7021853714006135,0.8200000000000001,0.010000000000000009,0.37000000000000005,0.0,0.1995012171074463,0.0,968103242,False,False,False,,,,
A10_FULL_PUD_FREEZE,3,0,5,0.0,0.2313651293516159,0.0,0.22994649773283554,1.54895621533413,0.74,0.020000000000000018,0.030000000000000027,0.0,0.20903137572009572,0.0,968103242,False,False,False,0.822517608626695,0.7786710600191874,0.822517608626695,0.7786710600191874
A3_P_ONLY,3,0,5,0.0,0.2981601059436798,0.0,0.19476515997278598,1.5456453766744187,0.75,0.13,0.030000000000000027,0.0,0.20568001635635794,0.0,968103242,False,False,False,,,,
A4_P_PLUS_U,3,0,5,0.0,0.2313651293516159,0.0,0.22994649773283554,1.54895621533413,0.74,0.020000000000000018,0.030000000000000027,0.0,0.20903137572009572,0.0,968103242,False,False,False,,,,
A5_P_PLUS_D,3,0,5,0.0,0.2885255217552185,0.0,0.2113229640403481,1.5077448050633662,0.74,0.07000000000000006,0.040000000000000036,0.0,0.21047034486910557,0.0,968103242,False,False,False,,,,
A9_PCA_PROTECTED,3,0,5,0.0,0.23182964324951172,0.0,0.15780786495986157,1.6056670040216892,0.72,0.24,-0.020000000000000018,0.0,0.173478623463513,0.0,968103242,False,False,False,,,,
A2_DUAL_CONTROL,3,0,6,0.0,0.1310453712940216,0.0,0.3043356279276545,1.8190937389964985,0.98,0.09999999999999998,0.020000000000000018,0.0,0.1812415658966679,0.0,1497263779,False,False,False,,,,
A6_PUD_ALL_ADAPT,3,0,6,0.12010867893695831,0.11114859580993652,0.4531331814909055,0.25134082470431973,2.5426619491767912,0.95,0.15999999999999992,0.0,0.18869197155272951,0.1848620291433425,69.28727502455355,1497263779,False,False,False,0.46786175623852894,0.9554170818714178,0.6229654793596241,0.9471520466577318
A7_IDENTITY_PROTECTED,3,0,6,0.0,0.12671959400177002,0.0,0.37095942486239913,0.5717867128408206,0.95,0.010000000000000009,0.07999999999999996,0.0,0.1808689852228886,0.0,1497263779,False,False,False,,,,
A8_RANDOM_PROTECTED,3,0,6,0.0,0.1330503523349762,0.0,0.37470840574464603,0.7264640730842116,0.95,0.040000000000000036,0.21999999999999997,0.0,0.18989222176448767,0.0,1497263779,False,False,False,,,,
A10_FULL_PUD_FREEZE,3,0,6,0.0,0.10738230496644974,0.0,0.24130346260666244,2.2324214643203093,0.96,0.17999999999999994,0.020000000000000018,0.0,0.18155870036578803,0.0,1497263779,False,False,False,0.46786175623852894,0.9554170818714178,0.46786175623852894,0.9554170818714178
A3_P_ONLY,3,0,6,0.0,0.11737389117479324,0.0,0.25628087025017177,2.3406318518970815,0.96,0.27,0.010000000000000009,0.0,0.18517496722870153,0.0,1497263779,False,False,False,,,,
A4_P_PLUS_U,3,0,6,0.0,0.10738230496644974,0.0,0.24130346260666244,2.2324214643203093,0.96,0.17999999999999994,0.020000000000000018,0.0,0.18155870036578803,0.0,1497263779,False,False,False,,,,
A5_P_PLUS_D,3,0,6,0.0,0.12096718698740005,0.0,0.26964960690240297,2.2969426197899003,0.97,0.21999999999999997,0.020000000000000018,0.0,0.18603134429712526,0.0,1497263779,False,False,False,,,,
A9_PCA_PROTECTED,3,0,6,0.0,0.09184597432613373,0.0,0.19539245375334058,2.5970556689465223,0.96,0.48,0.0,0.0,0.18129186078811133,0.0,1497263779,False,False,False,,,,
A2_DUAL_CONTROL,3,0,7,0.0,0.2636735141277313,0.0,0.25205297676805977,1.5384519728144177,0.81,0.27,0.030000000000000027,0.0,0.19146203008062318,0.0,3297011816,False,False,False,,,,
A6_PUD_ALL_ADAPT,3,0,7,0.16608849167823792,0.18350598216056824,0.43458429382324093,0.1545735892938597,1.5946582815866135,0.78,0.17000000000000004,-0.010000000000000009,0.15994813373663538,0.17190856556921702,69.29707589500664,3297011816,False,False,False,0.6568299090909054,0.8613379497279557,0.7258636819588375,0.8275011435217037
A7_IDENTITY_PROTECTED,3,0,7,0.0,0.21138352155685425,0.0,0.2990824068364465,0.385273799329379,0.79,0.040000000000000036,0.13,0.0,0.1616970690630343,0.0,3297011816,False,False,False,,,,
A8_RANDOM_PROTECTED,3,0,7,0.0,0.23999136686325073,0.0,0.38260733327345225,0.5693838722714208,0.78,0.040000000000000036,0.08000000000000007,0.0,0.1607451404874524,0.0,3297011816,False,False,False,,,,
A10_FULL_PUD_FREEZE,3,0,7,0.0,0.18103037774562836,0.0,0.17632995190852532,1.648710777591055,0.74,0.1499999999999999,0.020000000000000018,0.0,0.1779004577371994,0.0,3297011816,False,False,False,0.6568299090909054,0.8613379497279557,0.6568299090909054,0.8613379497279557
A3_P_ONLY,3,0,7,0.0,0.18877804279327393,0.0,0.18283240138523676,1.758422956666609,0.76,0.22999999999999998,0.020000000000000018,0.0,0.17210310625295971,0.0,3297011816,False,False,False,,,,
A4_P_PLUS_U,3,0,7,0.0,0.18103037774562836,0.0,0.17632995190852532,1.648710777591055,0.74,0.1499999999999999,0.020000000000000018,0.0,0.1779004577371994,0.0,3297011816,False,False,False,,,,
A5_P_PLUS_D,3,0,7,0.0,0.17706333100795746,0.0,0.16164200239706444,1.757328132775687,0.76,0.20999999999999996,0.0,0.0,0.17011803037669418,0.0,3297011816,False,False,False,,,,
A9_PCA_PROTECTED,3,0,7,0.0,0.20303061604499817,0.0,0.17043780956747395,1.8365839903788512,0.76,0.43000000000000005,-0.010000000000000009,0.0,0.16715231233794303,0.0,3297011816,False,False,False,,,,
A2_DUAL_CONTROL,3,0,20,0.0,0.2276993691921234,0.0,0.2214406261382684,1.8226408520776447,0.9099999999999999,0.22999999999999998,0.16999999999999993,0.0,0.18227674441032599,0.0,705387408,False,False,False,,,,
A6_PUD_ALL_ADAPT,3,0,20,0.14480502903461456,0.1382303088903427,0.3270716917441328,0.15347923450472029,1.9309602324608741,0.8899999999999999,0.1499999999999999,0.029999999999999916,0.1632716642764266,0.16254226456297152,69.29603452391974,705387408,False,False,False,0.7146013087496179,0.8816772023460602,0.7453567736767562,0.8613575435242178
A7_IDENTITY_PROTECTED,3,0,20,0.0,0.23825153708457947,0.0,0.32625261703748637,0.35990403947830457,0.85,0.029999999999999916,0.04999999999999993,0.0,0.17063291082311594,0.0,705387408,False,False,False,,,,
A8_RANDOM_PROTECTED,3,0,20,0.0,0.2462623417377472,0.0,0.28793358253298873,0.5239471512849011,0.85,0.010000000000000009,0.13,0.0,0.1716088012250849,0.0,705387408,False,False,False,,,,
A10_FULL_PUD_FREEZE,3,0,20,0.0,0.14026302099227905,0.0,0.2182731765950221,2.100680470839614,0.88,0.19000000000000006,0.040000000000000036,0.0,0.1779202127916518,0.0,705387408,False,False,False,0.7146013087496179,0.8816772023460602,0.7146013087496179,0.8816772023460602
