method,fold,seed,subject_id,BA,macro_f1,n_trials,source_model_noadapt_BA,adaptation_delta_BA,negative_transfer,adaptation_time_s,target_trainable_parameters,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used
A10_FULL_PUD_FREEZE,3,0,6,0.96,0.959983993597439,100,0.96,0.0,False,0.8048443000297993,24050,False,False,False
A3_P_ONLY,3,0,6,0.96,0.96,100,0.95,0.010000000000000009,False,0.864378200029023,24050,False,False,False
A4_P_PLUS_U,3,0,6,0.96,0.959983993597439,100,0.96,0.0,False,1.00959969998803,24050,False,False,False
A5_P_PLUS_D,3,0,6,0.97,0.96999699969997,100,0.97,0.0,False,0.9071195000433363,24050,False,False,False
A9_PCA_PROTECTED,3,0,6,0.96,0.959983993597439,100,0.96,0.0,False,0.8750773000065237,24050,False,False,False
B0_VANILLA_EEGNET,3,0,7,0.74,0.74,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,3,0,7,0.74,0.7373737373737375,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,3,0,7,0.78,0.7785829307568438,100,0.74,0.040000000000000036,False,0.8163502999814227,63810,False,False,False
A2_DUAL_CONTROL,3,0,7,0.81,0.8099809980998101,100,0.8200000000000001,-0.010000000000000009,True,1.0032883000094444,24050,False,False,False
A6_PUD_ALL_ADAPT,3,0,7,0.78,0.7796474358974359,100,0.75,0.030000000000000027,False,0.8885920000029728,48100,False,False,False
A7_IDENTITY_PROTECTED,3,0,7,0.79,0.7894736842105263,100,0.78,0.010000000000000009,False,0.9238760999869555,24050,False,False,False
A8_RANDOM_PROTECTED,3,0,7,0.78,0.7796474358974359,100,0.78,0.0,False,0.9026515000150539,24050,False,False,False
A10_FULL_PUD_FREEZE,3,0,7,0.74,0.7383252818035426,100,0.75,-0.010000000000000009,True,1.0373098999843933,24050,False,False,False
A3_P_ONLY,3,0,7,0.76,0.7584541062801933,100,0.77,-0.010000000000000009,True,0.9482775999931619,24050,False,False,False
A4_P_PLUS_U,3,0,7,0.74,0.7383252818035426,100,0.75,-0.010000000000000009,True,0.896532799990382,24050,False,False,False
A5_P_PLUS_D,3,0,7,0.76,0.7575757575757576,100,0.75,0.010000000000000009,False,0.8964493999956176,24050,False,False,False
A9_PCA_PROTECTED,3,0,7,0.76,0.7591328783621036,100,0.76,0.0,False,0.814812200027518,24050,False,False,False
B0_VANILLA_EEGNET,3,0,20,0.9099999999999999,0.9099189270343309,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,3,0,20,0.9299999999999999,0.9299929992999301,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,3,0,20,0.89,0.8899889988998899,100,0.9299999999999999,-0.039999999999999925,True,0.6852784000220709,63810,False,False,False
A2_DUAL_CONTROL,3,0,20,0.9099999999999999,0.9095568284594513,100,0.8899999999999999,0.020000000000000018,False,0.9727758999797516,24050,False,False,False
A6_PUD_ALL_ADAPT,3,0,20,0.8899999999999999,0.8897243107769424,100,0.85,0.039999999999999925,False,1.0174576999852434,48100,False,False,False
A7_IDENTITY_PROTECTED,3,0,20,0.85,0.8498648783905515,100,0.88,-0.030000000000000027,True,0.8121500000124797,24050,False,False,False
A8_RANDOM_PROTECTED,3,0,20,0.85,0.84998499849985,100,0.87,-0.020000000000000018,True,0.8363064000150189,24050,False,False,False
A10_FULL_PUD_FREEZE,3,0,20,0.88,0.8798076923076923,100,0.85,0.030000000000000027,False,0.7959156000288203,24050,False,False,False
A3_P_ONLY,3,0,20,0.8799999999999999,0.8795664391810518,100,0.87,0.009999999999999898,False,0.67091160005657,24050,False,False,False
A4_P_PLUS_U,3,0,20,0.88,0.8798076923076923,100,0.85,0.030000000000000027,False,0.7498625000007451,24050,False,False,False
A5_P_PLUS_D,3,0,20,0.87,0.8696741854636592,100,0.85,0.020000000000000018,False,0.7591534000239335,24050,False,False,False
A9_PCA_PROTECTED,3,0,20,0.87,0.8684077335762729,100,0.86,0.010000000000000009,False,0.7555733000044711,24050,False,False,False
B0_VANILLA_EEGNET,3,0,23,0.6799999999999999,0.6692848284415047,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,3,0,23,0.6,0.5755517826825127,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,3,0,23,0.64,0.6279454319966928,100,0.6,0.040000000000000036,False,0.6674431000137702,63810,False,False,False
A2_DUAL_CONTROL,3,0,23,0.7,0.6995192307692308,100,0.6799999999999999,0.020000000000000018,False,0.7768184000160545,24050,False,False,False
A6_PUD_ALL_ADAPT,3,0,23,0.62,0.6198479391756703,100,0.61,0.010000000000000009,False,0.8322680999990553,48100,False,False,False
A7_IDENTITY_PROTECTED,3,0,23,0.63,0.6189887756152817,100,0.5900000000000001,0.039999999999999925,False,0.6936735000344925,24050,False,False,False
A8_RANDOM_PROTECTED,3,0,23,0.66,0.6598639455782312,100,0.63,0.030000000000000027,False,0.7849410000490025,24050,False,False,False
A10_FULL_PUD_FREEZE,3,0,23,0.63,0.6290726817042607,100,0.61,0.020000000000000018,False,0.739920100022573,24050,False,False,False
A3_P_ONLY,3,0,23,0.6699999999999999,0.6697027324592133,100,0.61,0.05999999999999994,False,0.7158827999955975,24050,False,False,False
A4_P_PLUS_U,3,0,23,0.63,0.6290726817042607,100,0.61,0.020000000000000018,False,0.7313049000222236,24050,False,False,False
A5_P_PLUS_D,3,0,23,0.63,0.6290726817042607,100,0.61,0.020000000000000018,False,0.6945146000362001,24050,False,False,False
A9_PCA_PROTECTED,3,0,23,0.62,0.6198479391756703,100,0.59,0.030000000000000027,False,0.7917139999917708,24050,False,False,False
B0_VANILLA_EEGNET,3,0,26,0.88,0.8799519807923168,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,3,0,26,0.87,0.8696741854636592,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,3,0,26,0.8600000000000001,0.8594941790445605,100,0.87,-0.009999999999999898,True,0.6391737000085413,63810,False,False,False
A2_DUAL_CONTROL,3,0,26,0.85,0.8481627695110842,100,0.86,-0.010000000000000009,True,0.6817254000343382,24050,False,False,False
A6_PUD_ALL_ADAPT,3,0,26,0.86,0.8585858585858586,100,0.85,0.010000000000000009,False,0.8515224000439048,48100,False,False,False
A7_IDENTITY_PROTECTED,3,0,26,0.87,0.8696741854636592,100,0.8200000000000001,0.04999999999999993,False,0.7176100000506267,24050,False,False,False
A8_RANDOM_PROTECTED,3,0,26,0.8500000000000001,0.8492613807657522,100,0.8500000000000001,0.0,False,0.8417184000136331,24050,False,False,False
A10_FULL_PUD_FREEZE,3,0,26,0.86,0.8585858585858586,100,0.85,0.010000000000000009,False,0.7092209999682382,24050,False,False,False
A3_P_ONLY,3,0,26,0.84,0.8376623376623377,100,0.83,0.010000000000000009,False,0.7004948999965563,24050,False,False,False
A4_P_PLUS_U,3,0,26,0.86,0.8585858585858586,100,0.85,0.010000000000000009,False,0.7629672999610193,24050,False,False,False
A5_P_PLUS_D,3,0,26,0.85,0.8481627695110842,100,0.84,0.010000000000000009,False,0.6936129000387155,24050,False,False,False
A9_PCA_PROTECTED,3,0,26,0.84,0.8376623376623377,100,0.8200000000000001,0.019999999999999907,False,0.7470538999768905,24050,False,False,False
B0_VANILLA_EEGNET,3,0,35,0.81,0.8067338012409724,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,3,0,35,0.86,0.8590982286634461,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,3,0,35,0.86,0.8599439775910365,100,0.86,0.0,False,0.6428121000062674,63810,False,False,False
A2_DUAL_CONTROL,3,0,35,0.83,0.8279178054458953,100,0.88,-0.050000000000000044,True,0.7378851000103168,24050,False,False,False
A6_PUD_ALL_ADAPT,3,0,35,0.8300000000000001,0.8291628982011858,100,0.85,-0.019999999999999907,True,0.9076394999865443,48100,False,False,False
A7_IDENTITY_PROTECTED,3,0,35,0.86,0.859775641025641,100,0.83,0.030000000000000027,False,0.7468812000006437,24050,False,False,False
A8_RANDOM_PROTECTED,3,0,35,0.8200000000000001,0.8193496587715776,100,0.8200000000000001,0.0,False,0.7003816000069492,24050,False,False,False
A10_FULL_PUD_FREEZE,3,0,35,0.8300000000000001,0.8286117552172598,100,0.85,-0.019999999999999907,True,0.791999000008218,24050,False,False,False
A3_P_ONLY,3,0,35,0.83,0.8279178054458953,100,0.85,-0.020000000000000018,True,0.7321655999985524,24050,False,False,False
A4_P_PLUS_U,3,0,35,0.8300000000000001,0.8286117552172598,100,0.85,-0.019999999999999907,True,0.7758369999937713,24050,False,False,False
A5_P_PLUS_D,3,0,35,0.84,0.8383838383838383,100,0.84,0.0,False,0.7090184999979101,24050,False,False,False
A9_PCA_PROTECTED,3,0,35,0.8200000000000001,0.8181818181818181,100,0.84,-0.019999999999999907,True,0.6959681999869645,24050,False,False,False
