method,fold,seed,subject_id,BA,macro_f1,n_trials,source_model_noadapt_BA,adaptation_delta_BA,negative_transfer,adaptation_time_s,target_trainable_parameters,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used
B0_VANILLA_EEGNET,3,0,1,0.62,0.6100164203612479,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,3,0,1,0.64,0.6305418719211823,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,3,0,1,0.67,0.6643271284711627,100,0.64,0.030000000000000027,False,1.0580895000020973,63810,False,False,False
A2_DUAL_CONTROL,3,0,1,0.66,0.6550324675324675,100,0.63,0.030000000000000027,False,0.9827135999803431,24050,False,False,False
A6_PUD_ALL_ADAPT,3,0,1,0.63,0.6254681647940075,100,0.64,-0.010000000000000009,True,1.1180816999985836,48100,False,False,False
A7_IDENTITY_PROTECTED,3,0,1,0.7,0.696969696969697,100,0.6799999999999999,0.020000000000000018,False,0.9125734999543056,24050,False,False,False
A8_RANDOM_PROTECTED,3,0,1,0.69,0.6874684948079444,100,0.67,0.019999999999999907,False,0.8894684000406414,24050,False,False,False
A10_FULL_PUD_FREEZE,3,0,1,0.63,0.6269785260610949,100,0.64,-0.010000000000000009,True,0.9805931999580935,24050,False,False,False
A3_P_ONLY,3,0,1,0.6399999999999999,0.6386993175431553,100,0.62,0.019999999999999907,False,0.8712612999952398,24050,False,False,False
A4_P_PLUS_U,3,0,1,0.63,0.6269785260610949,100,0.64,-0.010000000000000009,True,0.8828041999950074,24050,False,False,False
A5_P_PLUS_D,3,0,1,0.61,0.6068152031454783,100,0.6499999999999999,-0.039999999999999925,True,0.9051141999661922,24050,False,False,False
A9_PCA_PROTECTED,3,0,1,0.66,0.6565656565656566,100,0.66,0.0,False,1.0154747000196949,24050,False,False,False
B0_VANILLA_EEGNET,3,0,5,0.72,0.7126436781609196,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,3,0,5,0.77,0.7647058823529411,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,3,0,5,0.78,0.7767857142857143,100,0.77,0.010000000000000009,False,0.7394131000037305,63810,False,False,False
A2_DUAL_CONTROL,3,0,5,0.69,0.6828644501278772,100,0.6799999999999999,0.010000000000000009,False,0.9672248999704607,24050,False,False,False
A6_PUD_ALL_ADAPT,3,0,5,0.78,0.7777777777777778,100,0.73,0.050000000000000044,False,0.9916773000149988,48100,False,False,False
A7_IDENTITY_PROTECTED,3,0,5,0.8200000000000001,0.8181818181818181,100,0.8,0.020000000000000018,False,0.855329799989704,24050,False,False,False
A8_RANDOM_PROTECTED,3,0,5,0.8200000000000001,0.818840579710145,100,0.79,0.030000000000000027,False,1.0208094000117853,24050,False,False,False
A10_FULL_PUD_FREEZE,3,0,5,0.74,0.7348021215830274,100,0.73,0.010000000000000009,False,0.8382580000325106,24050,False,False,False
A3_P_ONLY,3,0,5,0.75,0.7442455242966752,100,0.73,0.020000000000000018,False,0.9210743000148796,24050,False,False,False
A4_P_PLUS_U,3,0,5,0.74,0.7348021215830274,100,0.73,0.010000000000000009,False,0.9675006000325084,24050,False,False,False
A5_P_PLUS_D,3,0,5,0.74,0.7331691297208538,100,0.7,0.040000000000000036,False,0.9556677999789827,24050,False,False,False
A9_PCA_PROTECTED,3,0,5,0.72,0.7126436781609196,100,0.74,-0.020000000000000018,True,0.8146389999892563,24050,False,False,False
B0_VANILLA_EEGNET,3,0,6,0.97,0.96999699969997,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,3,0,6,0.99,0.9899989998999901,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,3,0,6,0.98,0.98,100,0.99,-0.010000000000000009,True,0.7734362000483088,63810,False,False,False
A2_DUAL_CONTROL,3,0,6,0.98,0.9799919967987194,100,0.98,0.0,False,0.810867199965287,24050,False,False,False
A6_PUD_ALL_ADAPT,3,0,6,0.95,0.9499949994999499,100,0.96,-0.010000000000000009,True,0.9627267000032589,48100,False,False,False
A7_IDENTITY_PROTECTED,3,0,6,0.95,0.9499949994999499,100,0.94,0.010000000000000009,False,1.001656299980823,24050,False,False,False
A8_RANDOM_PROTECTED,3,0,6,0.95,0.9499549594635172,100,0.95,0.0,False,0.8639000999974087,24050,False,False,False
