method,fold,seed,subject_id,strategy,trainable_parameter_names,trainable_parameters,parameter_update_l2,adaptation_time_s,adaptation_seed,all_adapt,protected_parameter_update_l2,adaptive_parameter_update_l2,protected_buffer_update_l2
B2_STRONG_GENERIC,3,0,1,tail,"['encoder.embedding.0.weight', 'encoder.embedding.0.bias', 'encoder.embedding.2.weight', 'encoder.embedding.2.bias', 'head.weight', 'head.bias']",63810,0.2607721777264562,1.0580895000020973,,,,,
A2_DUAL_CONTROL,3,0,1,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.9827135999803431,1440890191.0,False,0.0,0.18912959518733188,0.0
A6_PUD_ALL_ADAPT,3,0,1,tail,"['protected.embedding.0.weight', 'protected.embedding.0.bias', 'protected.embedding.2.weight', 'protected.embedding.2.bias', 'adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'protected_head.weight', 'protected_head.bias', 'adaptive_head.weight', 'adaptive_head.bias']",48100,,1.1180816999985836,1440890191.0,True,0.16369079441815412,0.16910587326917825,69.50669350914293
A7_IDENTITY_PROTECTED,3,0,1,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.9125734999543056,1440890191.0,False,0.0,0.17002788068786898,0.0
A8_RANDOM_PROTECTED,3,0,1,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.8894684000406414,1440890191.0,False,0.0,0.1753388935370862,0.0
A10_FULL_PUD_FREEZE,3,0,1,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.9805931999580935,1440890191.0,False,0.0,0.19382071551820176,0.0
A3_P_ONLY,3,0,1,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.8712612999952398,1440890191.0,False,0.0,0.18374167791842913,0.0
A4_P_PLUS_U,3,0,1,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.8828041999950074,1440890191.0,False,0.0,0.19382071551820176,0.0
A5_P_PLUS_D,3,0,1,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.9051141999661922,1440890191.0,False,0.0,0.18614830932795526,0.0
A9_PCA_PROTECTED,3,0,1,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,1.0154747000196949,1440890191.0,False,0.0,0.1880044424128079,0.0
B2_STRONG_GENERIC,3,0,5,tail,"['encoder.embedding.0.weight', 'encoder.embedding.0.bias', 'encoder.embedding.2.weight', 'encoder.embedding.2.bias', 'head.weight', 'head.bias']",63810,0.2952080686408917,0.7394131000037305,,,,,
A2_DUAL_CONTROL,3,0,5,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.9672248999704607,968103242.0,False,0.0,0.21753497326324764,0.0
A6_PUD_ALL_ADAPT,3,0,5,tail,"['protected.embedding.0.weight', 'protected.embedding.0.bias', 'protected.embedding.2.weight', 'protected.embedding.2.bias', 'adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'protected_head.weight', 'protected_head.bias', 'adaptive_head.weight', 'adaptive_head.bias']",48100,,0.9916773000149988,968103242.0,True,0.20357512391255358,0.1952732815450412,69.30500018711535
