task,model,protected_minus_random_S1_pp,protected_minus_random_S2_pp,protected_minus_random_S0_pp,future_session_advantage_mean_pp,future_session_advantage_CI95_low_pp,future_session_advantage_CI95_high_pp
OpenBMI_ERP,LiteBN,8.154365565907712,7.99809090909091,,7.99809090909091,5.706460281385282,10.592749458874458
OpenBMI_ERP,TFFormer,9.155570131051485,9.089810606060606,,9.089810606060606,7.017048971861471,11.31053896103896
OpenBMI_MI,LiteBN,9.067571428571426,8.782142857142857,,8.782142857142857,7.378621428571427,10.044339285714278
OpenBMI_MI,TFFormer,9.420857142857141,8.36357142857143,,8.36357142857143,7.078992857142857,9.56357857142857
OpenBMI_SSVEP,LiteBN,14.835714285714284,13.19742857142857,,13.19742857142857,11.80042857142857,14.567864285714284
OpenBMI_SSVEP,TFFormer,9.025000000000002,7.535714285714286,,7.535714285714286,6.187834821428572,8.782508928571424
WBCIC_MI,LiteBN,18.657400000000003,17.957699999999996,16.9972,17.957699999999996,12.220257499999999,22.84433749999998
WBCIC_MI,TFFormer,19.473999999999997,19.356,18.3369,19.356,13.2743975,24.50591
