artifact_type,task,model,fold,seed,path,sha256,status
frozen_checkpoint,OpenBMI_MI,LiteBN,2,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold2_seed0_litebn/selected_best.pt,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_MI,LiteBN,2,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold2.npz,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_MI,LiteBN,2,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_MI,LiteBN,3,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/embeddings/OpenBMI_MI/LiteBN/fold3_seed0.npz,990bd6661d33f9f5552e80b547de45334e2109a4770a5c49f6d6d1cf3eadd102,REUSED_EXACT
corrected_peeh_run,OpenBMI_MI,LiteBN,3,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_MI/LiteBN/fold3_seed0.json,adfb3e639e84b0501399834cb2f75e726e1498166b869277359dfa651d513efb,REUSED_EXACT
protected_union,OpenBMI_MI,LiteBN,3,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_MI/LiteBN/fold3_seed0.json#protected_coordinates,2587b2760d17a77b71c7f4eed2e33d5e90d666b11366c088f57685dc0d69dcc8,REUSED_EXACT
frozen_checkpoint,OpenBMI_MI,LiteBN,3,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold3_seed0_litebn/selected_best.pt,2eb9b20d2f2ce7ba385fc296872935bf2ca5a1b5cc30e9f699d502dc25f1b256,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_MI,LiteBN,3,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold3.npz,040fc77f68d09d091af77dda00d1a472e30e1a7c1292f2f9bd136630069a6569,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_MI,LiteBN,3,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",92b8f4dce36de0a63f182df878fff425613bb21d0c0a862747a0108df4cca589,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_MI,LiteBN,4,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/embeddings/OpenBMI_MI/LiteBN/fold4_seed0.npz,d24bd67eb3f67e78f6a2c5f50250a055537328a7f435f99107588fd2a2e901ae,REUSED_EXACT
corrected_peeh_run,OpenBMI_MI,LiteBN,4,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_MI/LiteBN/fold4_seed0.json,98a8ac5e11a6be95a49b3f34e5519df40045f25903e895b73745ed65fffb1273,REUSED_EXACT
protected_union,OpenBMI_MI,LiteBN,4,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_MI/LiteBN/fold4_seed0.json#protected_coordinates,c4f2aa5f9551e689a9eb9789459fa7535f31db63d1eb468112487b5aa0753c6c,REUSED_EXACT
frozen_checkpoint,OpenBMI_MI,LiteBN,4,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold4_seed0_litebn/selected_best.pt,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_MI,LiteBN,4,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold4.npz,c04fbdc0d215369e977dffa0c159801dd8fbf42e82538b262c3b254498e56b1f,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_MI,LiteBN,4,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",1f50b0c57c3469dc1d4fb78f1f723e234314e4c85b67e64c8985a17bae8eee5a,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_MI,TFFormer,0,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/embeddings/OpenBMI_MI/TFFormer/fold0_seed0.npz,3f561822fc6194fd34dc7426453116c0f65411983b58442df253235be3cd5953,REUSED_EXACT
corrected_peeh_run,OpenBMI_MI,TFFormer,0,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_MI/TFFormer/fold0_seed0.json,6f05ab1068a733a13641dccadbd16a577aa194a12503dc815d0a27a859708689,REUSED_EXACT
protected_union,OpenBMI_MI,TFFormer,0,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_MI/TFFormer/fold0_seed0.json#protected_coordinates,2587b2760d17a77b71c7f4eed2e33d5e90d666b11366c088f57685dc0d69dcc8,REUSED_EXACT
frozen_checkpoint,OpenBMI_MI,TFFormer,0,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_remaining_tasks_seed0_v1/runtime/checkpoints/OpenBMI_MI/fold0/selected.pt,5cf0f16d2d3980e040ccab7a45348d6a2010af49761a43cc7ce12306372c3b72,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_MI,TFFormer,0,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_MI,TFFormer,0,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",1d0e4823662fca4c74cd495355df2d3af8fcf9db627837715bbb0f04a32d998a,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_MI,TFFormer,1,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/embeddings/OpenBMI_MI/TFFormer/fold1_seed0.npz,ad87a0124fcdcc0666c2ad5e56db33669f5ca903923faac49c22e2e43d6f1fc2,REUSED_EXACT
corrected_peeh_run,OpenBMI_MI,TFFormer,1,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_MI/TFFormer/fold1_seed0.json,2b482ba468dd7a6265dbd0c73826aeda7ddbbef3e30926315edd6bb8236b2f3c,REUSED_EXACT
protected_union,OpenBMI_MI,TFFormer,1,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_MI/TFFormer/fold1_seed0.json#protected_coordinates,ba53a4aa12c9f94924ab277189a5e8f6496c4117e8aa33eba863ac442fbcaf2c,REUSED_EXACT
frozen_checkpoint,OpenBMI_MI,TFFormer,1,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_remaining_tasks_seed0_v1/runtime/checkpoints/OpenBMI_MI/fold1/selected.pt,ce69e9700f4723a75e76395f0719f1e584585dbd41d783c102a66615ee6e7996,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_MI,TFFormer,1,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold1.npz,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_MI,TFFormer,1,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",5ae4ad676db5cf9ded47cd0967680c31df683dcafad1da0f8cacfa0dd5d2b65b,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_MI,TFFormer,2,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/embeddings/OpenBMI_MI/TFFormer/fold2_seed0.npz,efc358d00333ce372688612ea251d3d2336fd4a4d4ca3a12881584b11f5f37d6,REUSED_EXACT
corrected_peeh_run,OpenBMI_MI,TFFormer,2,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_MI/TFFormer/fold2_seed0.json,b346936632fe7139b62fa022e6ee33a9a7e02c5752b3dc82375299f442217660,REUSED_EXACT
protected_union,OpenBMI_MI,TFFormer,2,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_MI/TFFormer/fold2_seed0.json#protected_coordinates,7d0ceec09c87c140b838b0528e566d53df878626e97d6f6ff22e2037c2c32996,REUSED_EXACT
frozen_checkpoint,OpenBMI_MI,TFFormer,2,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_remaining_tasks_seed0_v1/runtime/checkpoints/OpenBMI_MI/fold2/selected.pt,41733077ef93f708ef3dc1a69b87b9e209a11724d94a2b6d53d4a612c55e7c92,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_MI,TFFormer,2,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold2.npz,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_MI,TFFormer,2,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",fea7efcbde9a155394922bda19ceb910cea6b1b7efdfcb1c988b3c8bf818a919,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_MI,TFFormer,3,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/embeddings/OpenBMI_MI/TFFormer/fold3_seed0.npz,ca63b2c1b142854ae69d3c9aad1891a2b9c7af2916199f7b045edfa0b0f129f9,REUSED_EXACT
corrected_peeh_run,OpenBMI_MI,TFFormer,3,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_MI/TFFormer/fold3_seed0.json,24ba4f3cf4417945ce6744e1ca0ac19575a7370abdbe00261163a58bde2e4e88,REUSED_EXACT
protected_union,OpenBMI_MI,TFFormer,3,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_MI/TFFormer/fold3_seed0.json#protected_coordinates,2587b2760d17a77b71c7f4eed2e33d5e90d666b11366c088f57685dc0d69dcc8,REUSED_EXACT
frozen_checkpoint,OpenBMI_MI,TFFormer,3,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_remaining_tasks_seed0_v1/runtime/checkpoints/OpenBMI_MI/fold3/selected.pt,9ccf73c1aca776a37660c2d4e423e6c4855782ce06f952ed3f20ae0c58d820fe,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_MI,TFFormer,3,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold3.npz,040fc77f68d09d091af77dda00d1a472e30e1a7c1292f2f9bd136630069a6569,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_MI,TFFormer,3,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",dd8cdd4f509090c9b048604a2a80492c58ad3e4cf43539174036887d5ba6fcfc,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_MI,TFFormer,4,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/embeddings/OpenBMI_MI/TFFormer/fold4_seed0.npz,a1caff8437cdfd545e82a2eae0f3f35a467e3a2883562f27c23aa17bd86738c6,REUSED_EXACT
corrected_peeh_run,OpenBMI_MI,TFFormer,4,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_MI/TFFormer/fold4_seed0.json,a787f41b0d2c5c2e98938bfe7aef408c0821182be936f06d4ea980f89b370cda,REUSED_EXACT
protected_union,OpenBMI_MI,TFFormer,4,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_MI/TFFormer/fold4_seed0.json#protected_coordinates,ba53a4aa12c9f94924ab277189a5e8f6496c4117e8aa33eba863ac442fbcaf2c,REUSED_EXACT
frozen_checkpoint,OpenBMI_MI,TFFormer,4,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_remaining_tasks_seed0_v1/runtime/checkpoints/OpenBMI_MI/fold4/selected.pt,945caf6e9be8cd15b4451ee6810b086238ba23edaa03f31cdcd84fa3c1fdb10d,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_MI,TFFormer,4,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold4.npz,c04fbdc0d215369e977dffa0c159801dd8fbf42e82538b262c3b254498e56b1f,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_MI,TFFormer,4,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",07a1e95962c18f279cba710dcaec6a02dee7c282f2217dfee65b28c16ae5ec1f,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_ERP,LiteBN,0,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/embeddings/OpenBMI_ERP/LiteBN/fold0_seed0.npz,02fe0cb05926a85aec0eab8e138e2767cafdc2f6f5d2dec82e4a79fcfefad28c,REUSED_EXACT
corrected_peeh_run,OpenBMI_ERP,LiteBN,0,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_ERP/LiteBN/fold0_seed0.json,1838a9e1790f0cc504f7d24b3ad5919a2bd8ce8b37fae90ec6a7f41ef9de8ca9,REUSED_EXACT
protected_union,OpenBMI_ERP,LiteBN,0,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_ERP/LiteBN/fold0_seed0.json#protected_coordinates,dd5f426b9e49b065e54c1be2983bbdb4aa2e2ac03088e6c05296f4eae442dae6,REUSED_EXACT
frozen_checkpoint,OpenBMI_ERP,LiteBN,0,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold0_seed0_litebn/selected_best.pt,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_ERP,LiteBN,0,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_erp_fold0.npz,157ab9a161f64861f1eb4db5fa530988c5f3ff7689c0fc2ba62374476ed4a9ee,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_ERP,LiteBN,0,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",b868a7df9b51708988d696fc85a47c261a67ec0f9b67fbd2e2a44496e514022b,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_ERP,LiteBN,1,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/embeddings/OpenBMI_ERP/LiteBN/fold1_seed0.npz,d9435d83771e6a71e5ab9e56b4fe164ec84d4838b5acfd8885fad7233ebe6624,REUSED_EXACT
corrected_peeh_run,OpenBMI_ERP,LiteBN,1,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_ERP/LiteBN/fold1_seed0.json,529f9482639a3296e2333774c83893c289fbbcf652a1807c55dd9a23f42140a6,REUSED_EXACT
protected_union,OpenBMI_ERP,LiteBN,1,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_ERP/LiteBN/fold1_seed0.json#protected_coordinates,b0e2f056fbc6cc86763372f86221c04fe148837e5fb3157d9fd8bfce8e6720fd,REUSED_EXACT
frozen_checkpoint,OpenBMI_ERP,LiteBN,1,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold1_seed0_litebn/selected_best.pt,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_ERP,LiteBN,1,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_erp_fold1.npz,24f7a1e037c0eca04ff78d27016e206247a8a946f1272e017bbc121f2e0d4045,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_ERP,LiteBN,1,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",f3217e07bd55996c56a93b675f7000cc7b963d60faad2fb7cf6eaa82275d1286,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_ERP,LiteBN,2,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/embeddings/OpenBMI_ERP/LiteBN/fold2_seed0.npz,f2d4847c5c84716a33fee0c5335c0fa6cb8bffff8918603b09e7d32f315ec13b,REUSED_EXACT
corrected_peeh_run,OpenBMI_ERP,LiteBN,2,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_ERP/LiteBN/fold2_seed0.json,697e78d047c8b209ddc0086dd0b1d8bc6c4053e7965104c9466f704a6c213f3b,REUSED_EXACT
protected_union,OpenBMI_ERP,LiteBN,2,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_ERP/LiteBN/fold2_seed0.json#protected_coordinates,15225829a74894d4d186cc6d46095a2847e22d6223b6ec9ecc74e9e1d043175b,REUSED_EXACT
frozen_checkpoint,OpenBMI_ERP,LiteBN,2,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold2_seed0_litebn/selected_best.pt,58fc6dc4928d3ab4b8a85ba59773d740388233db674ed3200485ece132a8a3c6,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_ERP,LiteBN,2,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_erp_fold2.npz,d5f7ca145b87d0a478fb0ca36e5e7a777d712c79a7119634a6343cbd39bcf225,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_ERP,LiteBN,2,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",b90e17aa2c03c76da66d1ad8f05f51eea62e6a13525d0a641fe318ae27960d6f,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_ERP,LiteBN,3,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/embeddings/OpenBMI_ERP/LiteBN/fold3_seed0.npz,69ef9dc834be08b32d1f192481cb528031b070495f4db09e242330873b50ee87,REUSED_EXACT
corrected_peeh_run,OpenBMI_ERP,LiteBN,3,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_ERP/LiteBN/fold3_seed0.json,536873c00d2b37f6fefef5d68a8c3acb49aa4dc0b1f338513c825f2872d14726,REUSED_EXACT
protected_union,OpenBMI_ERP,LiteBN,3,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_ERP/LiteBN/fold3_seed0.json#protected_coordinates,af04a60537a8b3c0f6f076e3b30c2f0e675c0e55147c1dd2654b8af08b733701,REUSED_EXACT
frozen_checkpoint,OpenBMI_ERP,LiteBN,3,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold3_seed0_litebn/selected_best.pt,116e47d97d6b3c9e5e55bc077a0ba3ce8d06c99f4b575aebcbd42cef2363dca6,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_ERP,LiteBN,3,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_erp_fold3.npz,5821e8c7ef69d9aff8440c3cbf6966e726b98e08599c3d45ed7a3afaae56c870,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_ERP,LiteBN,3,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",302c7b0614e92b5c34f50d10fce54cae9abffed1962d958e6195943b67c21dfe,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_ERP,LiteBN,4,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/embeddings/OpenBMI_ERP/LiteBN/fold4_seed0.npz,b97eb0e64d9d96c77876dfbc330de0514f3fa524f5bfd5811424cc42cd156496,REUSED_EXACT
corrected_peeh_run,OpenBMI_ERP,LiteBN,4,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_ERP/LiteBN/fold4_seed0.json,30863519f68db050131fe6145a1fd4b011e44c730009eb5e13468dd96c7f2fc4,REUSED_EXACT
protected_union,OpenBMI_ERP,LiteBN,4,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/run_results/OpenBMI_ERP/LiteBN/fold4_seed0.json#protected_coordinates,b0e2f056fbc6cc86763372f86221c04fe148837e5fb3157d9fd8bfce8e6720fd,REUSED_EXACT
frozen_checkpoint,OpenBMI_ERP,LiteBN,4,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold4_seed0_litebn/selected_best.pt,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_ERP,LiteBN,4,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_erp_fold4.npz,6e42f76db49d66b0397ae56932e7570f022ef1cc147f2fba45c004c15421ac36,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_ERP,LiteBN,4,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",1c6933e026f232f1e2396ca177882e3c4daa23715fad78181f1787cccc0500f2,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_ERP,TFFormer,0,0,/root/rivermind-data/litebn_tfformer_peeh_v1_runtime/embeddings/OpenBMI_ERP/TFFormer/fold0_seed0.npz,b02e7783083cbc558b0fd5ea1f47104489abf142f45ecd75bc05fe45113dc8e8,REUSED_EXACT
