BA,active_rank,basis_sha256,fold,model,protected_coordinates,protected_rank,random_sets_sha256,recovery_status,seed,session,status,subject_id,task,trials
0.5900000000000001,20,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,0,LiteBN,"[3, 4, 5, 6, 7, 8, 9, 10]",8,1df0f91b7d877ecb41b6de731c772cdae9c8556c61c922f03e0b6a85f6a19c8a,PASS,0,S2,VALID,29,OpenBMI_MI,100
0.89,20,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,0,LiteBN,"[3, 4, 5, 6, 7, 8, 9, 10]",8,1df0f91b7d877ecb41b6de731c772cdae9c8556c61c922f03e0b6a85f6a19c8a,PASS,0,S1,VALID,36,OpenBMI_MI,100
0.9099999999999999,20,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,0,LiteBN,"[3, 4, 5, 6, 7, 8, 9, 10]",8,1df0f91b7d877ecb41b6de731c772cdae9c8556c61c922f03e0b6a85f6a19c8a,PASS,0,S2,VALID,36,OpenBMI_MI,100
0.61,20,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,0,LiteBN,"[3, 4, 5, 6, 7, 8, 9, 10]",8,1df0f91b7d877ecb41b6de731c772cdae9c8556c61c922f03e0b6a85f6a19c8a,PASS,0,S1,VALID,37,OpenBMI_MI,100
0.7,20,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,0,LiteBN,"[3, 4, 5, 6, 7, 8, 9, 10]",8,1df0f91b7d877ecb41b6de731c772cdae9c8556c61c922f03e0b6a85f6a19c8a,PASS,0,S2,VALID,37,OpenBMI_MI,100
0.74,20,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,0,LiteBN,"[3, 4, 5, 6, 7, 8, 9, 10]",8,1df0f91b7d877ecb41b6de731c772cdae9c8556c61c922f03e0b6a85f6a19c8a,PASS,0,S1,VALID,39,OpenBMI_MI,100
0.69,20,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,0,LiteBN,"[3, 4, 5, 6, 7, 8, 9, 10]",8,1df0f91b7d877ecb41b6de731c772cdae9c8556c61c922f03e0b6a85f6a19c8a,PASS,0,S2,VALID,39,OpenBMI_MI,100
0.7,20,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,0,LiteBN,"[3, 4, 5, 6, 7, 8, 9, 10]",8,1df0f91b7d877ecb41b6de731c772cdae9c8556c61c922f03e0b6a85f6a19c8a,PASS,0,S1,VALID,42,OpenBMI_MI,100
0.6699999999999999,20,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,0,LiteBN,"[3, 4, 5, 6, 7, 8, 9, 10]",8,1df0f91b7d877ecb41b6de731c772cdae9c8556c61c922f03e0b6a85f6a19c8a,PASS,0,S2,VALID,42,OpenBMI_MI,100
0.71,20,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,0,LiteBN,"[3, 4, 5, 6, 7, 8, 9, 10]",8,1df0f91b7d877ecb41b6de731c772cdae9c8556c61c922f03e0b6a85f6a19c8a,PASS,0,S1,VALID,51,OpenBMI_MI,100
0.6699999999999999,20,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,0,LiteBN,"[3, 4, 5, 6, 7, 8, 9, 10]",8,1df0f91b7d877ecb41b6de731c772cdae9c8556c61c922f03e0b6a85f6a19c8a,PASS,0,S2,VALID,51,OpenBMI_MI,100
0.72,20,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,0,LiteBN,"[3, 4, 5, 6, 7, 8, 9, 10]",8,1df0f91b7d877ecb41b6de731c772cdae9c8556c61c922f03e0b6a85f6a19c8a,PASS,0,S1,VALID,54,OpenBMI_MI,100
0.74,20,beec27e573506449fd0786b5b664b0b033b779e57fbd73cafe45bb7381a269f0,0,LiteBN,"[3, 4, 5, 6, 7, 8, 9, 10]",8,1df0f91b7d877ecb41b6de731c772cdae9c8556c61c922f03e0b6a85f6a19c8a,PASS,0,S2,VALID,54,OpenBMI_MI,100
0.69,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S1,VALID,4,OpenBMI_MI,100
0.8,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S2,VALID,4,OpenBMI_MI,100
0.77,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S1,VALID,12,OpenBMI_MI,100
0.73,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S2,VALID,12,OpenBMI_MI,100
0.6599999999999999,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S1,VALID,13,OpenBMI_MI,100
0.73,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S2,VALID,13,OpenBMI_MI,100
0.76,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S1,VALID,17,OpenBMI_MI,100
0.63,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S2,VALID,17,OpenBMI_MI,100
0.79,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S1,VALID,18,OpenBMI_MI,100
0.73,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S2,VALID,18,OpenBMI_MI,100
0.6699999999999999,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S1,VALID,24,OpenBMI_MI,100
0.5700000000000001,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S2,VALID,24,OpenBMI_MI,100
0.76,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S1,VALID,25,OpenBMI_MI,100
0.98,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S2,VALID,25,OpenBMI_MI,100
0.6,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S1,VALID,29,OpenBMI_MI,100
0.73,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S2,VALID,29,OpenBMI_MI,100
0.97,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S1,VALID,36,OpenBMI_MI,100
0.94,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S2,VALID,36,OpenBMI_MI,100
0.73,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S1,VALID,37,OpenBMI_MI,100
0.74,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S2,VALID,37,OpenBMI_MI,100
0.81,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S1,VALID,39,OpenBMI_MI,100
0.84,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S2,VALID,39,OpenBMI_MI,100
0.73,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S1,VALID,42,OpenBMI_MI,100
0.72,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S2,VALID,42,OpenBMI_MI,100
0.71,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S1,VALID,51,OpenBMI_MI,100
0.72,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S2,VALID,51,OpenBMI_MI,100
0.63,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S1,VALID,54,OpenBMI_MI,100
0.71,20,dff2ef16ec3db40b67e99152cb41c4c2d14b405a7b8e0f02642cdd481f431f6d,1,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,c6a684558b6fd09a3f6351cdedc324cc638fc3b68f174eeb08443981d81d4599,PASS,0,S2,VALID,54,OpenBMI_MI,100
0.75,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S1,VALID,4,OpenBMI_MI,100
0.8500000000000001,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S2,VALID,4,OpenBMI_MI,100
0.71,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S1,VALID,12,OpenBMI_MI,100
0.75,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S2,VALID,12,OpenBMI_MI,100
0.6799999999999999,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S1,VALID,13,OpenBMI_MI,100
0.76,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S2,VALID,13,OpenBMI_MI,100
0.6699999999999999,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S1,VALID,17,OpenBMI_MI,100
0.62,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S2,VALID,17,OpenBMI_MI,100
0.75,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S1,VALID,18,OpenBMI_MI,100
0.7,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S2,VALID,18,OpenBMI_MI,100
0.65,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S1,VALID,24,OpenBMI_MI,100
0.56,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S2,VALID,24,OpenBMI_MI,100
0.76,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S1,VALID,25,OpenBMI_MI,100
0.98,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S2,VALID,25,OpenBMI_MI,100
0.71,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S1,VALID,29,OpenBMI_MI,100
0.78,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S2,VALID,29,OpenBMI_MI,100
0.95,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S1,VALID,36,OpenBMI_MI,100
0.9099999999999999,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S2,VALID,36,OpenBMI_MI,100
0.72,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S1,VALID,37,OpenBMI_MI,100
0.8,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S2,VALID,37,OpenBMI_MI,100
0.84,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S1,VALID,39,OpenBMI_MI,100
0.78,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S2,VALID,39,OpenBMI_MI,100
0.77,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S1,VALID,42,OpenBMI_MI,100
0.73,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S2,VALID,42,OpenBMI_MI,100
0.72,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S1,VALID,51,OpenBMI_MI,100
0.6699999999999999,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S2,VALID,51,OpenBMI_MI,100
0.6499999999999999,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S1,VALID,54,OpenBMI_MI,100
0.73,20,979aa6a63070bb51cec63aca10a603135160e9c9f46738cc74fc78c4c09e4b0c,2,LiteBN,"[4, 5, 6, 7, 8, 9, 10, 11]",8,30c1834119402f1fe931a1128558de26e696a95b40e71c5d5b80b08fdd140c74,PASS,0,S2,VALID,54,OpenBMI_MI,100
0.72,20,c8d23e500e1531129978756da554a2284b1968e9435f44ec047967b95491bc4b,3,LiteBN,"[3, 4, 5, 6, 7, 8, 9, 10]",8,92b8f4dce36de0a63f182df878fff425613bb21d0c0a862747a0108df4cca589,PASS,0,S1,VALID,4,OpenBMI_MI,100
0.75,20,c8d23e500e1531129978756da554a2284b1968e9435f44ec047967b95491bc4b,3,LiteBN,"[3, 4, 5, 6, 7, 8, 9, 10]",8,92b8f4dce36de0a63f182df878fff425613bb21d0c0a862747a0108df4cca589,PASS,0,S2,VALID,4,OpenBMI_MI,100
0.75,20,c8d23e500e1531129978756da554a2284b1968e9435f44ec047967b95491bc4b,3,LiteBN,"[3, 4, 5, 6, 7, 8, 9, 10]",8,92b8f4dce36de0a63f182df878fff425613bb21d0c0a862747a0108df4cca589,PASS,0,S1,VALID,12,OpenBMI_MI,100
0.61,20,c8d23e500e1531129978756da554a2284b1968e9435f44ec047967b95491bc4b,3,LiteBN,"[3, 4, 5, 6, 7, 8, 9, 10]",8,92b8f4dce36de0a63f182df878fff425613bb21d0c0a862747a0108df4cca589,PASS,0,S2,VALID,12,OpenBMI_MI,100
0.7,20,c8d23e500e1531129978756da554a2284b1968e9435f44ec047967b95491bc4b,3,LiteBN,"[3, 4, 5, 6, 7, 8, 9, 10]",8,92b8f4dce36de0a63f182df878fff425613bb21d0c0a862747a0108df4cca589,PASS,0,S1,VALID,13,OpenBMI_MI,100
