task,biological_subjects,LiteBN_PSWA_mean_pp,TFFormer_PSWA_mean_pp,TFFormer_minus_LiteBN_PSWA_mean_pp,delta_CI95_low_pp,delta_CI95_high_pp,bootstrap_draws
OpenBMI_MI,14,8.899714285714284,9.012714285714281,0.11300000000000006,-0.6581464285714285,0.8827321428571424,20000
OpenBMI_ERP,14,6.481179009185681,7.438977213659596,0.9577982044739165,0.43760944264069224,1.4115831637926932,20000
OpenBMI_SSVEP,14,13.803,8.094285714285716,-5.708714285714286,-6.83684017857143,-4.446623214285717,20000
WBCIC_MI,10,14.882599999999996,15.976499999999998,1.0938999999999992,0.44909250000000284,1.789327499999997,20000
