fold,seed,block,dimensions,coordinate_ids,persistence_supported,u_abs_mean,u_spec_mean,u_abs_CI95_low,u_spec_CI95_low,outer_test_used
2,1,0,4,"[0, 1, 2, 3]",True,0.11220912853762685,0.10971481615052665,0.10534456532411207,0.10282355755907138,False
2,1,1,4,"[4, 5, 6, 7]",True,0.0035799946147097696,-0.02921700051236592,0.0032468056590138294,-0.03499411475371687,False
2,1,2,4,"[8, 9, 10, 11]",True,0.006092638113437454,-0.0257975431631698,0.005163597812103982,-0.027632354319490217,False
2,1,3,4,"[12, 13, 14, 15]",False,0.00023790231728151311,-0.03968006896392988,3.7501134570350205e-06,-0.04392865589924662,False
2,1,4,4,"[16, 17, 18, 19]",False,0.0018118615972332775,-0.027221686641478494,0.0014189477501885817,-0.03178821974404534,False
