epoch,loss,clean_ce,branch_ce,consistency,drift
0,0.8301616483613065,0.4127918173346603,0.41736755533176556,2.250168087987715e-05,2.9415773300687114e-06
1,0.7972610404616908,0.39666462362858285,0.4005945181114632,1.8367856483293283e-05,7.123374935122627e-06
2,0.807434653503853,0.4024082675837634,0.4050254319843493,7.863128805758224e-06,1.6683769453058567e-05
3,0.77422406066928,0.38650690019130707,0.38771672259297285,1.7371343089603454e-06,2.6231672707485575e-05
4,0.7690588277682924,0.38412545856676605,0.3849328238713114,7.965630440789857e-07,4.646915058720767e-05
