task,block,directions,rank,persistence_strength,raw_utility_CE,raw_BA_drop,random_draws,random_mean_utility_CE,random_std_utility_CE,random_percentile_utility_CE,calibrated_utility_CE,calibrated_BA_drop,inner_fit_subjects,inner_eval_subjects,probe_refit_after_intervention,task_base_risk_CE,task_base_BA
mi,0,"[0, 1, 2, 3, 4, 5]",6,0.5901595950126648,0.009481565934507108,0.019950498762469016,100,0.042236602024091324,0.017366746037561904,0.01,-0.032755036089584216,-0.048194829870746775,"['1', '2', '3', '8', '10', '11', '12', '13', '15', '19', '20', '21', '23', '24', '27', '28', '31']","['32', '33', '35', '36', '37', '38', '39', '40', '41', '42', '43', '45', '46', '47', '48', '50', '53']",True,0.5292762448247894,0.7998866638332625
mi,1,"[6, 7, 8, 9, 10, 11, 12]",7,0.20916764438152313,0.07106827473993405,0.1067693359000641,100,0.030520532312881397,0.012568545977706127,1.0,0.04054774242705265,0.05084468778386124,"['1', '2', '3', '8', '10', '11', '12', '13', '15', '19', '20', '21', '23', '24', '27', '28', '31']","['32', '33', '35', '36', '37', '38', '39', '40', '41', '42', '43', '45', '46', '47', '48', '50', '53']",True,0.5292762448247894,0.7998866638332625
mi,2,"[13, 14, 15, 16, 17, 18, 19]",7,0.05878949910402298,0.04957902488507282,0.08413126994841535,100,0.03507342658170396,0.01965414309073359,0.71,0.01450559830336886,0.021473286832170813,"['1', '2', '3', '8', '10', '11', '12', '13', '15', '19', '20', '21', '23', '24', '27', '28', '31']","['32', '33', '35', '36', '37', '38', '39', '40', '41', '42', '43', '45', '46', '47', '48', '50', '53']",True,0.5292762448247894,0.7998866638332625
erp,0,"[0, 1, 2, 3, 4, 5]",6,0.5901595950126648,0.0025994627463309383,-0.00040136024636217016,100,0.0015050715549012495,0.0027026988122784853,0.67,0.0010943911914296888,-0.003457463111344587,"['1', '2', '3', '8', '10', '11', '12', '13', '15', '19', '20', '21', '23', '24', '27', '28', '31']","['32', '33', '35', '36', '37', '38', '39', '40', '41', '42', '43', '45', '46', '47', '48', '50', '53']",True,0.523900893922439,0.5043273932016872
erp,1,"[6, 7, 8, 9, 10, 11, 12]",7,0.20916764438152313,0.0036795478407632976,0.005837967219814055,100,0.0009962122894387926,0.0009707464526017209,1.0,0.002683335551324505,0.005456820934950427,"['1', '2', '3', '8', '10', '11', '12', '13', '15', '19', '20', '21', '23', '24', '27', '28', '31']","['32', '33', '35', '36', '37', '38', '39', '40', '41', '42', '43', '45', '46', '47', '48', '50', '53']",True,0.523900893922439,0.5043273932016872
erp,2,"[13, 14, 15, 16, 17, 18, 19]",7,0.05878949910402298,0.0013006663849856048,0.0015105740181269312,100,0.0032464346577858794,0.0026651037555858645,0.27,-0.0019457682728002746,-0.00224761737962838,"['1', '2', '3', '8', '10', '11', '12', '13', '15', '19', '20', '21', '23', '24', '27', '28', '31']","['32', '33', '35', '36', '37', '38', '39', '40', '41', '42', '43', '45', '46', '47', '48', '50', '53']",True,0.523900893922439,0.5043273932016872
ssvep,0,"[0, 1, 2, 3, 4, 5]",6,0.5901595950126648,0.0030507188393401607,0.00286388208332522,100,0.08727497288706638,0.046219630145270266,0.0,-0.08422425404772622,-0.049811583255249745,"['1', '2', '3', '8', '10', '11', '12', '13', '15', '19', '20', '21', '23', '24', '27', '28', '31']","['32', '33', '35', '36', '37', '38', '39', '40', '41', '42', '43', '45', '46', '47', '48', '50', '53']",True,0.8311383440014611,0.9542293154158014
ssvep,1,"[6, 7, 8, 9, 10, 11, 12]",7,0.20916764438152313,0.011999582191414504,0.015535110541852082,100,0.09903618160974767,0.050847284375720246,0.0,-0.08703659941833317,-0.04179761990648419,"['1', '2', '3', '8', '10', '11', '12', '13', '15', '19', '20', '21', '23', '24', '27', '28', '31']","['32', '33', '35', '36', '37', '38', '39', '40', '41', '42', '43', '45', '46', '47', '48', '50', '53']",True,0.8311383440014611,0.9542293154158014
ssvep,2,"[13, 14, 15, 16, 17, 18, 19]",7,0.05878949910402298,0.27520119504984886,0.19939440442122747,100,0.009100272268254342,0.00459587345788116,1.0,0.26610092278159453,0.19035872717949037,"['1', '2', '3', '8', '10', '11', '12', '13', '15', '19', '20', '21', '23', '24', '27', '28', '31']","['32', '33', '35', '36', '37', '38', '39', '40', '41', '42', '43', '45', '46', '47', '48', '50', '53']",True,0.8311383440014611,0.9542293154158014
