epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task_loss,train_subject_loss,train_total_loss,train_grad_norm,lambda_inv_effective,lambda_inv_effective_mi,lambda_inv_effective_erp,lambda_inv_effective_ssvep,spectrum_positive_rho_count,spectrum_pca_overlap,spectrum_alignment_mean,elapsed_seconds
0,0.7785914702581369,0.7716666666666667,0.6218855218855219,0.9422222222222223,0.40156900220447117,3.49775442370662,3.899323406042876,0.9855034803902661,0.0,0.0,0.0,0.0,20,0.6459726395577483,1.0,9.266258716583252
1,0.778608305274972,0.7666666666666666,0.6252693602693603,0.9438888888888889,0.3944076426603176,3.400510787963867,3.794918422345762,1.0230546406021825,0.0,0.0,0.0,0.0,20,0.6459726395577483,1.0,16.990655660629272
2,0.7798597081930415,0.7688888888888888,0.629023569023569,0.9416666666666667,0.3981256611921169,3.294221140720226,3.6923468068793968,1.109191099802653,0.025,0.015,0.025,0.034999999999999996,20,0.6459726395577483,1.0,24.748114585876465
3,0.7785802469135802,0.7633333333333334,0.624074074074074,0.9483333333333334,0.39327320677262767,3.21318519115448,3.6064583681247853,1.1306610328179818,0.05,0.03,0.05,0.06999999999999999,20,0.6459726395577483,1.0,32.44012451171875
4,0.7814197530864199,0.77,0.6364814814814814,0.9377777777777778,0.39097021520137787,3.3834843458952726,3.7744545450916998,1.147212403791922,0.07500000000000001,0.045000000000000005,0.07500000000000001,0.10500000000000001,20,0.6606063448022677,0.4993137654892732,42.28833746910095
5,0.7805611672278339,0.765,0.6289057239057239,0.9477777777777778,0.38823587143862687,3.2696564903965704,3.657892355212459,1.066571768787172,0.1,0.06,0.1,0.13999999999999999,20,0.6606063448022677,0.4993137654892732,49.995869636535645
6,0.778658810325477,0.7577777777777778,0.630976430976431,0.9472222222222222,0.39511396156417,3.2427459955215454,3.6378599537743463,1.112867025313554,0.1,0.06,0.1,0.13999999999999999,20,0.6606063448022677,0.4993137654892732,57.914252519607544
7,0.7793434343434343,0.765,0.6252525252525252,0.9477777777777778,0.38995097632761355,3.2523952236881963,3.6423461967044406,1.0986911312297538,0.1,0.06,0.1,0.13999999999999999,20,0.6606063448022677,0.4993137654892732,65.774906873703
8,0.7792480359147026,0.7672222222222222,0.6205218855218855,0.95,0.3893939383603908,3.7060426120404846,4.095436528876975,1.13499210830088,0.1,0.06,0.1,0.13999999999999999,19,0.7073013096811458,0.48048882728018383,75.6318690776825
9,0.7799046015712682,0.7633333333333334,0.6302693602693603,0.9461111111111111,0.3950692293820558,3.570064566753529,3.9651337994469538,1.1057767150578675,0.1,0.06,0.1,0.13999999999999999,19,0.7073013096811458,0.48048882728018383,83.48272800445557
