frame_index,global_index,task,subject_id,session_id,event_label,fold,seed,purpose,group_count_before,selected_count
10800,10800,ssvep,11,1,8.57,0,1,train_geometry,25,25
10801,10801,ssvep,11,1,5.45,0,1,train_geometry,25,25
10802,10802,ssvep,11,1,12.0,0,1,train_geometry,25,25
10803,10803,ssvep,11,1,12.0,0,1,train_geometry,25,25
10804,10804,ssvep,11,1,6.67,0,1,train_geometry,25,25
10805,10805,ssvep,11,1,12.0,0,1,train_geometry,25,25
10806,10806,ssvep,11,1,5.45,0,1,train_geometry,25,25
10807,10807,ssvep,11,1,12.0,0,1,train_geometry,25,25
10808,10808,ssvep,11,1,12.0,0,1,train_geometry,25,25
10809,10809,ssvep,11,1,6.67,0,1,train_geometry,25,25
10810,10810,ssvep,11,1,5.45,0,1,train_geometry,25,25
10811,10811,ssvep,11,1,5.45,0,1,train_geometry,25,25
10812,10812,ssvep,11,1,12.0,0,1,train_geometry,25,25
10813,10813,ssvep,11,1,5.45,0,1,train_geometry,25,25
10814,10814,ssvep,11,1,8.57,0,1,train_geometry,25,25
10815,10815,ssvep,11,1,6.67,0,1,train_geometry,25,25
10816,10816,ssvep,11,1,5.45,0,1,train_geometry,25,25
10817,10817,ssvep,11,1,5.45,0,1,train_geometry,25,25
10818,10818,ssvep,11,1,5.45,0,1,train_geometry,25,25
10819,10819,ssvep,11,1,6.67,0,1,train_geometry,25,25
10820,10820,ssvep,11,1,6.67,0,1,train_geometry,25,25
10821,10821,ssvep,11,1,12.0,0,1,train_geometry,25,25
10822,10822,ssvep,11,1,6.67,0,1,train_geometry,25,25
10823,10823,ssvep,11,1,8.57,0,1,train_geometry,25,25
10824,10824,ssvep,11,1,8.57,0,1,train_geometry,25,25
10825,10825,ssvep,11,1,12.0,0,1,train_geometry,25,25
10826,10826,ssvep,11,1,5.45,0,1,train_geometry,25,25
10827,10827,ssvep,11,1,12.0,0,1,train_geometry,25,25
10828,10828,ssvep,11,1,8.57,0,1,train_geometry,25,25
10829,10829,ssvep,11,1,5.45,0,1,train_geometry,25,25
10830,10830,ssvep,11,1,8.57,0,1,train_geometry,25,25
10831,10831,ssvep,11,1,12.0,0,1,train_geometry,25,25
10832,10832,ssvep,11,1,5.45,0,1,train_geometry,25,25
10833,10833,ssvep,11,1,12.0,0,1,train_geometry,25,25
10834,10834,ssvep,11,1,8.57,0,1,train_geometry,25,25
10835,10835,ssvep,11,1,8.57,0,1,train_geometry,25,25
10836,10836,ssvep,11,1,6.67,0,1,train_geometry,25,25
10837,10837,ssvep,11,1,12.0,0,1,train_geometry,25,25
10838,10838,ssvep,11,1,6.67,0,1,train_geometry,25,25
10839,10839,ssvep,11,1,8.57,0,1,train_geometry,25,25
10840,10840,ssvep,11,1,8.57,0,1,train_geometry,25,25
10841,10841,ssvep,11,1,6.67,0,1,train_geometry,25,25
10842,10842,ssvep,11,1,6.67,0,1,train_geometry,25,25
10843,10843,ssvep,11,1,5.45,0,1,train_geometry,25,25
10844,10844,ssvep,11,1,6.67,0,1,train_geometry,25,25
10845,10845,ssvep,11,1,8.57,0,1,train_geometry,25,25
10846,10846,ssvep,11,1,12.0,0,1,train_geometry,25,25
10847,10847,ssvep,11,1,5.45,0,1,train_geometry,25,25
10848,10848,ssvep,11,1,5.45,0,1,train_geometry,25,25
10849,10849,ssvep,11,1,6.67,0,1,train_geometry,25,25
10850,10850,ssvep,11,1,6.67,0,1,train_geometry,25,25
10851,10851,ssvep,11,1,6.67,0,1,train_geometry,25,25
10852,10852,ssvep,11,1,12.0,0,1,train_geometry,25,25
10853,10853,ssvep,11,1,6.67,0,1,train_geometry,25,25
10854,10854,ssvep,11,1,6.67,0,1,train_geometry,25,25
10855,10855,ssvep,11,1,5.45,0,1,train_geometry,25,25
10856,10856,ssvep,11,1,12.0,0,1,train_geometry,25,25
10857,10857,ssvep,11,1,5.45,0,1,train_geometry,25,25
10858,10858,ssvep,11,1,5.45,0,1,train_geometry,25,25
10859,10859,ssvep,11,1,8.57,0,1,train_geometry,25,25
10860,10860,ssvep,11,1,5.45,0,1,train_geometry,25,25
10861,10861,ssvep,11,1,8.57,0,1,train_geometry,25,25
10862,10862,ssvep,11,1,6.67,0,1,train_geometry,25,25
10863,10863,ssvep,11,1,12.0,0,1,train_geometry,25,25
10864,10864,ssvep,11,1,8.57,0,1,train_geometry,25,25
10865,10865,ssvep,11,1,6.67,0,1,train_geometry,25,25
10866,10866,ssvep,11,1,12.0,0,1,train_geometry,25,25
10867,10867,ssvep,11,1,5.45,0,1,train_geometry,25,25
10868,10868,ssvep,11,1,5.45,0,1,train_geometry,25,25
10869,10869,ssvep,11,1,12.0,0,1,train_geometry,25,25
10870,10870,ssvep,11,1,5.45,0,1,train_geometry,25,25
10871,10871,ssvep,11,1,8.57,0,1,train_geometry,25,25
10872,10872,ssvep,11,1,6.67,0,1,train_geometry,25,25
10873,10873,ssvep,11,1,8.57,0,1,train_geometry,25,25
10874,10874,ssvep,11,1,8.57,0,1,train_geometry,25,25
10875,10875,ssvep,11,1,6.67,0,1,train_geometry,25,25
10876,10876,ssvep,11,1,8.57,0,1,train_geometry,25,25
10877,10877,ssvep,11,1,8.57,0,1,train_geometry,25,25
10878,10878,ssvep,11,1,8.57,0,1,train_geometry,25,25
10879,10879,ssvep,11,1,8.57,0,1,train_geometry,25,25
10880,10880,ssvep,11,1,5.45,0,1,train_geometry,25,25
10881,10881,ssvep,11,1,6.67,0,1,train_geometry,25,25
10882,10882,ssvep,11,1,12.0,0,1,train_geometry,25,25
10883,10883,ssvep,11,1,6.67,0,1,train_geometry,25,25
10884,10884,ssvep,11,1,5.45,0,1,train_geometry,25,25
10885,10885,ssvep,11,1,6.67,0,1,train_geometry,25,25
10886,10886,ssvep,11,1,8.57,0,1,train_geometry,25,25
10887,10887,ssvep,11,1,12.0,0,1,train_geometry,25,25
10888,10888,ssvep,11,1,12.0,0,1,train_geometry,25,25
10889,10889,ssvep,11,1,5.45,0,1,train_geometry,25,25
10890,10890,ssvep,11,1,12.0,0,1,train_geometry,25,25
10891,10891,ssvep,11,1,12.0,0,1,train_geometry,25,25
10892,10892,ssvep,11,1,6.67,0,1,train_geometry,25,25
10893,10893,ssvep,11,1,8.57,0,1,train_geometry,25,25
10894,10894,ssvep,11,1,12.0,0,1,train_geometry,25,25
10895,10895,ssvep,11,1,8.57,0,1,train_geometry,25,25
10896,10896,ssvep,11,1,6.67,0,1,train_geometry,25,25
10897,10897,ssvep,11,1,12.0,0,1,train_geometry,25,25
10898,10898,ssvep,11,1,8.57,0,1,train_geometry,25,25
10899,10899,ssvep,11,1,5.45,0,1,train_geometry,25,25
12980,12980,ssvep,11,2,5.45,0,1,train_geometry,25,25
12981,12981,ssvep,11,2,5.45,0,1,train_geometry,25,25
12982,12982,ssvep,11,2,5.45,0,1,train_geometry,25,25
12983,12983,ssvep,11,2,5.45,0,1,train_geometry,25,25
12984,12984,ssvep,11,2,5.45,0,1,train_geometry,25,25
12985,12985,ssvep,11,2,12.0,0,1,train_geometry,25,25
12986,12986,ssvep,11,2,6.67,0,1,train_geometry,25,25
12987,12987,ssvep,11,2,6.67,0,1,train_geometry,25,25
12988,12988,ssvep,11,2,8.57,0,1,train_geometry,25,25
12989,12989,ssvep,11,2,6.67,0,1,train_geometry,25,25
12990,12990,ssvep,11,2,5.45,0,1,train_geometry,25,25
12991,12991,ssvep,11,2,5.45,0,1,train_geometry,25,25
12992,12992,ssvep,11,2,12.0,0,1,train_geometry,25,25
