method,fold,seed,subject_id,BA,macro_f1,n_trials,source_model_noadapt_BA,adaptation_delta_BA,negative_transfer,adaptation_time_s,target_trainable_parameters,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used
A8_RANDOM_PROTECTED,4,2,11,0.77,0.7694235588972431,100,0.76,0.010000000000000009,False,0.47015189996454865,98,False,False,False
A10_FULL_PUD_FREEZE,4,2,11,0.78,0.7799119647859143,100,0.76,0.020000000000000018,False,0.47029979998478666,98,False,False,False
B0_VANILLA_EEGNET,4,2,27,0.9299999999999999,0.9298245614035088,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,4,2,27,0.9299999999999999,0.9298245614035088,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,4,2,27,0.9099999999999999,0.9095568284594513,100,0.9299999999999999,-0.020000000000000018,True,0.4126286000246182,130,False,False,False
A2_DUAL_CONTROL,4,2,27,0.89,0.8891017239641092,100,0.89,0.0,False,0.4967676000087522,98,False,False,False
A6_PUD_ALL_ADAPT,4,2,27,0.8999999999999999,0.8993558776167472,100,0.8999999999999999,0.0,False,0.5187637000344694,196,False,False,False
A7_IDENTITY_PROTECTED,4,2,27,0.9299999999999999,0.9298245614035088,100,0.9199999999999999,0.010000000000000009,False,0.4961987000424415,98,False,False,False
A8_RANDOM_PROTECTED,4,2,27,0.9099999999999999,0.9095568284594513,100,0.9099999999999999,0.0,False,0.46992730000056326,98,False,False,False
A10_FULL_PUD_FREEZE,4,2,27,0.9099999999999999,0.9095568284594513,100,0.8999999999999999,0.010000000000000009,False,0.4425094000180252,98,False,False,False
B0_VANILLA_EEGNET,4,2,28,0.8999999999999999,0.8993558776167472,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,4,2,28,0.8999999999999999,0.8993558776167472,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,4,2,28,0.9199999999999999,0.9198717948717949,100,0.8999999999999999,0.020000000000000018,False,0.4118278999812901,130,False,False,False
A2_DUAL_CONTROL,4,2,28,0.88,0.8787878787878788,100,0.86,0.020000000000000018,False,0.46074200002476573,98,False,False,False
A6_PUD_ALL_ADAPT,4,2,28,0.9099999999999999,0.9095568284594513,100,0.87,0.039999999999999925,False,0.49833139998372644,196,False,False,False
A7_IDENTITY_PROTECTED,4,2,28,0.9299999999999999,0.9298245614035088,100,0.9099999999999999,0.020000000000000018,False,0.49092260003089905,98,False,False,False
A8_RANDOM_PROTECTED,4,2,28,0.9199999999999999,0.9197109594540345,100,0.9,0.019999999999999907,False,0.4703019000007771,98,False,False,False
A10_FULL_PUD_FREEZE,4,2,28,0.88,0.8782467532467533,100,0.87,0.010000000000000009,False,0.4561983000021428,98,False,False,False
B0_VANILLA_EEGNET,4,2,30,0.75,0.7487689679429204,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,4,2,30,0.75,0.7487689679429204,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,4,2,30,0.75,0.7479584635547938,100,0.75,0.0,False,0.4111560999881476,130,False,False,False
A2_DUAL_CONTROL,4,2,30,0.73,0.7293233082706767,100,0.74,-0.010000000000000009,True,0.47561709996080026,98,False,False,False
A6_PUD_ALL_ADAPT,4,2,30,0.75,0.7457023700539112,100,0.6599999999999999,0.09000000000000008,False,0.4588009000290185,196,False,False,False
A7_IDENTITY_PROTECTED,4,2,30,0.77,0.7681217864704104,100,0.74,0.030000000000000027,False,0.4437879000324756,98,False,False,False
A8_RANDOM_PROTECTED,4,2,30,0.73,0.7277951406391774,100,0.7,0.030000000000000027,False,0.4632247999543324,98,False,False,False
A10_FULL_PUD_FREEZE,4,2,30,0.67,0.66996699669967,100,0.6599999999999999,0.01000000000000012,False,0.47142990003339946,98,False,False,False
B0_VANILLA_EEGNET,4,2,38,0.74,0.7331691297208538,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,4,2,38,0.74,0.7331691297208538,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,4,2,38,0.7,0.6782496782496783,100,0.74,-0.040000000000000036,True,0.4098136000102386,130,False,False,False
A2_DUAL_CONTROL,4,2,38,0.7,0.6956168831168831,100,0.72,-0.020000000000000018,True,0.4671637999708764,98,False,False,False
A6_PUD_ALL_ADAPT,4,2,38,0.6799999999999999,0.6788438378161381,100,0.72,-0.040000000000000036,True,0.5006691999733448,196,False,False,False
A7_IDENTITY_PROTECTED,4,2,38,0.75,0.7479584635547938,100,0.6799999999999999,0.07000000000000006,False,0.48059390002163127,98,False,False,False
A8_RANDOM_PROTECTED,4,2,38,0.74,0.7348021215830274,100,0.7,0.040000000000000036,False,0.43910609994782135,98,False,False,False
A10_FULL_PUD_FREEZE,4,2,38,0.71,0.7076318177235609,100,0.72,-0.010000000000000009,True,0.4399224999942817,98,False,False,False
B0_VANILLA_EEGNET,4,2,52,0.79,0.7863899908452854,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,4,2,52,0.79,0.7863899908452854,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,4,2,52,0.77,0.7613860358958398,100,0.79,-0.020000000000000018,True,0.4109523000079207,130,False,False,False
A2_DUAL_CONTROL,4,2,52,0.8,0.7992773986350863,100,0.81,-0.010000000000000009,True,0.44204290001653135,98,False,False,False
A6_PUD_ALL_ADAPT,4,2,52,0.81,0.8099809980998101,100,0.77,0.040000000000000036,False,0.4544611999881454,196,False,False,False
A7_IDENTITY_PROTECTED,4,2,52,0.8200000000000001,0.8193496587715776,100,0.81,0.010000000000000009,False,0.4583699000068009,98,False,False,False
A8_RANDOM_PROTECTED,4,2,52,0.77,0.7681217864704104,100,0.76,0.010000000000000009,False,0.4746648000436835,98,False,False,False
A10_FULL_PUD_FREEZE,4,2,52,0.79,0.78997899789979,100,0.77,0.020000000000000018,False,0.4309143000282347,98,False,False,False
