method,fold,seed,subject_id,protected_representation_drift,adaptive_representation_drift,protected_decision_logit_drift,adaptive_decision_logit_drift,protected_D_finite_after,combined_BA,protected_branch_erasure_harm_BA,adaptive_branch_erasure_harm_BA,protected_parameter_update_l2,adaptive_parameter_update_l2,protected_buffer_update_l2,adaptation_seed,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used,functional_distillation_RMSE_before,functional_distillation_correlation_before,functional_distillation_RMSE_after,functional_distillation_correlation_after
A2_DUAL_CONTROL,4,2,3,0.0,0.49279698729515076,0.0,0.2254913949077709,2.275223978549398,0.95,0.09999999999999998,0.05999999999999994,0.0,0.1461493041462763,0.0,2909016234,False,False,False,,,,
A6_PUD_ALL_ADAPT,4,2,3,0.12120211124420166,0.24811649322509766,0.60715492652457,0.507409492853996,3.1066259736026542,0.98,0.32000000000000006,0.0,0.11219343896219641,0.11161158641469382,69.84637073070266,2909016234,False,False,False,0.6918969891864171,0.9276234039778102,0.8163229784223519,0.9423652904158902
A7_IDENTITY_PROTECTED,4,2,3,0.0,0.5192437767982483,0.0,0.3487484545932263,0.6678327067999855,0.87,0.0,0.06999999999999995,0.0,0.13704504050033406,0.0,2909016234,False,False,False,,,,
A8_RANDOM_PROTECTED,4,2,3,0.0,0.618545413017273,0.0,0.38969672482729883,1.0453627439475117,0.9099999999999999,0.039999999999999925,0.11999999999999988,0.0,0.14947603458283804,0.0,2909016234,False,False,False,,,,
A10_FULL_PUD_FREEZE,4,2,3,0.0,0.24414095282554626,0.0,0.7443868426010287,2.619636551149082,0.97,0.30999999999999994,0.010000000000000009,0.0,0.1487963692635375,0.0,2909016234,False,False,False,0.6918969891864171,0.9276234039778102,0.6918969891864171,0.9276234039778102
A2_DUAL_CONTROL,4,2,8,0.0,0.5869203209877014,0.0,0.5662328586792805,1.8132825761678715,0.87,0.19000000000000006,0.09999999999999998,0.0,0.18788850415315628,0.0,1360413133,False,False,False,,,,
A6_PUD_ALL_ADAPT,4,2,8,0.28290030360221863,0.18124540150165558,0.8652451757066095,0.19287092529499952,1.856179688950694,0.78,0.26,0.020000000000000018,0.08857172257143231,0.10818338704907744,69.34060264127761,1360413133,False,False,False,0.6961281360499539,0.8793017781245646,0.7076554214565355,0.8669399420623345
A7_IDENTITY_PROTECTED,4,2,8,0.0,0.683431088924408,0.0,0.6604751780805243,0.514158774126809,0.79,-0.030000000000000027,0.08000000000000007,0.0,0.1258790919906986,0.0,1360413133,False,False,False,,,,
A8_RANDOM_PROTECTED,4,2,8,0.0,0.6941602230072021,0.0,0.4181992633975664,0.7289510847221513,0.79,0.07000000000000006,0.0,0.0,0.13187013729986724,0.0,1360413133,False,False,False,,,,
A10_FULL_PUD_FREEZE,4,2,8,0.0,0.18313133716583252,0.0,0.5846248756492682,2.0154290040040244,0.86,0.33999999999999997,0.039999999999999925,0.0,0.17112453320667625,0.0,1360413133,False,False,False,0.6961281360499539,0.8793017781245646,0.6961281360499539,0.8793017781245646
A2_DUAL_CONTROL,4,2,11,0.0,0.6252070069313049,0.0,0.45666006099811396,1.3160634686406871,0.77,0.020000000000000018,0.13,0.0,0.22463588143555707,0.0,78222971,False,False,False,,,,
A6_PUD_ALL_ADAPT,4,2,11,0.18157850205898285,0.26323583722114563,0.5220375506710576,0.5537260236519486,1.339337871008096,0.75,0.10999999999999999,0.06999999999999995,0.15702580138855143,0.1347987513929896,69.29072274093664,78222971,False,False,False,0.6788749709890265,0.8465441650571598,0.7197481637585961,0.8150388670671024
A7_IDENTITY_PROTECTED,4,2,11,0.0,0.6371749639511108,0.0,0.6957216954202958,0.4246778155210258,0.76,-0.030000000000000027,0.24,0.0,0.1929972230169548,0.0,78222971,False,False,False,,,,
A8_RANDOM_PROTECTED,4,2,11,0.0,0.7521241903305054,0.0,0.5358565311647907,0.5154240825469512,0.77,-0.020000000000000018,0.19000000000000006,0.0,0.19593194958249416,0.0,78222971,False,False,False,,,,
A10_FULL_PUD_FREEZE,4,2,11,0.0,0.2553008198738098,0.0,0.7803647274220187,1.7133245349904906,0.78,0.16000000000000003,0.08000000000000007,0.0,0.1852089288875937,0.0,78222971,False,False,False,0.6788749709890265,0.8465441650571598,0.6788749709890265,0.8465441650571598
A2_DUAL_CONTROL,4,2,27,0.0,0.388952374458313,0.0,0.22028930938166585,1.7509074387745998,0.89,0.07999999999999996,-0.019999999999999907,0.0,0.12183217331169327,0.0,1274307091,False,False,False,,,,
A6_PUD_ALL_ADAPT,4,2,27,0.13775847852230072,0.19641156494617462,0.37893998251565997,0.23413077899987902,2.5967954102781863,0.8999999999999999,0.18999999999999995,-0.020000000000000018,0.077592792284977,0.1087445013220954,69.28622737492455,1274307091,False,False,False,0.6039263559214874,0.943195878856463,0.5951093638214797,0.9462114473861784
A7_IDENTITY_PROTECTED,4,2,27,0.0,0.3938278555870056,0.0,0.2453029643296782,0.3332755621123793,0.9299999999999999,0.020000000000000018,0.3999999999999999,0.0,0.13228462868989674,0.0,1274307091,False,False,False,,,,
A8_RANDOM_PROTECTED,4,2,27,0.0,0.40223702788352966,0.0,0.23279815194481238,0.6807921530602318,0.9099999999999999,0.029999999999999916,0.08999999999999986,0.0,0.10738693639051458,0.0,1274307091,False,False,False,,,,
A10_FULL_PUD_FREEZE,4,2,27,0.0,0.19683857262134552,0.0,0.2439407471385819,2.5702440656373655,0.9099999999999999,0.1399999999999999,0.029999999999999916,0.0,0.1397872927219817,0.0,1274307091,False,False,False,0.6039263559214874,0.943195878856463,0.6039263559214874,0.943195878856463
A2_DUAL_CONTROL,4,2,28,0.0,0.11701001971960068,0.0,0.44375585748845975,2.0530873190777044,0.88,0.030000000000000027,0.05999999999999994,0.0,0.15333373282855786,0.0,1900876026,False,False,False,,,,
A6_PUD_ALL_ADAPT,4,2,28,0.11148449778556824,0.10901858657598495,0.5145995666552963,0.2627158755865476,2.5946294443426723,0.9099999999999999,0.15999999999999992,0.019999999999999907,0.11872437759885565,0.10565861598934355,69.28559798803627,1900876026,False,False,False,0.6002133015653748,0.9385434089023503,0.6930682099616833,0.9274256107677031
A7_IDENTITY_PROTECTED,4,2,28,0.0,0.14308203756809235,0.0,0.4250852714540174,0.7732318071551623,0.9299999999999999,0.040000000000000036,0.24,0.0,0.1243297041263208,0.0,1900876026,False,False,False,,,,
A8_RANDOM_PROTECTED,4,2,28,0.0,0.1230228841304779,0.0,0.3858758098629862,0.9363350916917375,0.9199999999999999,0.039999999999999925,0.10999999999999988,0.0,0.130508976790993,0.0,1900876026,False,False,False,,,,
