epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task,train_persistence,train_order,train_budget,train_total,train_grad_norm,lambda_p_effective,lambda_order_effective,lambda_budget_effective,orthogonality_error,gate_mean_mi,gate_mean_erp,gate_mean_ssvep,gate_active_mi,gate_active_erp,gate_active_ssvep,elapsed_seconds
0,0.6362177328843995,0.5833333333333333,0.5430976430976431,0.7822222222222222,0.8699860177307486,0.5807504194362141,0.020995096564641064,0.4941791000767289,0.993177392772425,0.874880265131175,0.2,0.1,0.01,3.5762786865234375e-07,0.48707103729248047,0.48951101303100586,0.4935639500617981,0,0,1,41.843586444854736
1,0.684337822671156,0.5894444444444444,0.5596801346801347,0.903888888888889,0.6153216712942747,0.44826250739186724,0.012472249758995581,0.4866238927172723,0.7110876357443979,1.1372279201712563,0.2,0.1,0.01,2.384185791015625e-07,0.4755333364009857,0.4815465211868286,0.4915916621685028,0,0,0,69.37380599975586
2,0.7192031425364758,0.6783333333333333,0.5653872053872053,0.9138888888888888,0.5471332354523312,0.40156852725510284,0.011885502375662327,0.4789388706193906,0.6334248864762136,1.1820863780574264,0.2,0.1,0.01,2.384185791015625e-07,0.46478360891342163,0.47199368476867676,0.48760175704956055,0,0,0,95.80025672912598
3,0.7360157126823794,0.6972222222222222,0.5802693602693603,0.9305555555555557,0.515003938541234,0.3697453831957879,0.012093917318732939,0.4708451277741762,0.5948708564321571,1.1294542885272303,0.2,0.1,0.01,2.384185791015625e-07,0.45366430282592773,0.4633329510688782,0.48365646600723267,0,0,0,121.36943173408508
4,0.7247418630751964,0.7005555555555556,0.5708922558922559,0.9027777777777779,0.49383083431520197,0.3402838715326006,0.013568987843589248,0.4631944011862033,0.5678764534330814,1.0988239144610468,0.2,0.1,0.01,3.5762786865234375e-07,0.4440422058105469,0.45508167147636414,0.47971099615097046,0,0,0,146.22662615776062
5,0.7334399551066216,0.6927777777777777,0.5886531986531987,0.9188888888888889,0.4831792453182078,0.32543948724448124,0.014712509716573719,0.45595579308884165,0.5542979521729122,1.1478000500491847,0.2,0.1,0.01,3.5762786865234375e-07,0.4347679316997528,0.44623708724975586,0.47557640075683594,0,0,0,170.53477597236633
6,0.7492312008978675,0.7172222222222222,0.5876936026936027,0.9427777777777778,0.4778273526196168,0.3023660709367734,0.01544453611022958,0.44820566739991446,0.5443270796927336,1.1138218942089615,0.2,0.1,0.01,4.172325134277344e-07,0.42499840259552,0.4367285370826721,0.47142499685287476,0,0,0,194.38582944869995
7,0.7442368125701458,0.7061111111111111,0.6027104377104378,0.9238888888888889,0.4647235653110754,0.29161731662037216,0.016490397008710377,0.4407788804758375,0.52910385649895,1.0995657137621229,0.2,0.1,0.01,2.384185791015625e-07,0.41525304317474365,0.42901527881622314,0.46728837490081787,0,0,0,217.79975414276123
8,0.73658810325477,0.6988888888888889,0.5703198653198653,0.9405555555555556,0.4633913118148518,0.2816611003374385,0.01635442360817829,0.4334969161269821,0.525693944959997,1.117213664767898,0.2,0.1,0.01,3.5762786865234375e-07,0.4053691029548645,0.42097339034080505,0.4628245532512665,0,0,0,240.6222414970398
9,0.7507687991021325,0.7122222222222223,0.6034175084175084,0.9366666666666666,0.4555905129864951,0.26944335194948676,0.01746179190438206,0.4258337213057224,0.5154837002264006,1.1031923884543302,0.2,0.1,0.01,4.76837158203125e-07,0.3947901427745819,0.41207897663116455,0.4587043523788452,0,0,0,263.1652433872223
