seed,fold,C,beta,source_subjects,source_noadapt_BA,source_generic_BA,source_delta,source_negative_transfer_rate
0,0,0.1,0.25,31,0.8177419354838709,0.8193548387096774,0.0016129032258064566,0.3870967741935484
0,0,0.1,0.5,31,0.8177419354838709,0.8119354838709677,-0.00580645161290322,0.5161290322580645
0,0,0.1,0.75,31,0.8177419354838709,0.8093548387096775,-0.008387096774193544,0.5483870967741935
0,0,0.1,1.0,31,0.8177419354838709,0.7967741935483872,-0.020967741935483886,0.6451612903225806
0,0,1.0,0.25,31,0.8177419354838709,0.8138709677419355,-0.00387096774193548,0.4838709677419355
0,0,1.0,0.5,31,0.8177419354838709,0.8019354838709675,-0.01580645161290323,0.6774193548387096
0,0,1.0,0.75,31,0.8177419354838709,0.7819354838709678,-0.03580645161290322,0.8064516129032258
0,0,1.0,1.0,31,0.8177419354838709,0.7722580645161291,-0.045483870967741945,0.8387096774193549
0,0,10.0,0.25,31,0.8177419354838709,0.7993548387096774,-0.018387096774193545,0.6774193548387096
0,0,10.0,0.5,31,0.8177419354838709,0.7783870967741935,-0.03935483870967741,0.8064516129032258
0,0,10.0,0.75,31,0.8177419354838709,0.7635483870967742,-0.05419354838709677,0.9032258064516129
0,0,10.0,1.0,31,0.8177419354838709,0.7538709677419355,-0.06387096774193549,0.9032258064516129
1,0,0.1,0.25,31,0.8080645161290323,0.8058064516129031,-0.0022580645161290234,0.5806451612903226
1,0,0.1,0.5,31,0.8080645161290323,0.7987096774193547,-0.009354838709677406,0.5806451612903226
1,0,0.1,0.75,31,0.8080645161290323,0.7945161290322581,-0.013548387096774177,0.5806451612903226
1,0,0.1,1.0,31,0.8080645161290323,0.7790322580645163,-0.02903225806451611,0.7096774193548387
1,0,1.0,0.25,31,0.8080645161290323,0.7941935483870969,-0.013870967741935468,0.5806451612903226
1,0,1.0,0.5,31,0.8080645161290323,0.783225806451613,-0.024838709677419343,0.6451612903225806
1,0,1.0,0.75,31,0.8080645161290323,0.7690322580645161,-0.03903225806451612,0.8064516129032258
1,0,1.0,1.0,31,0.8080645161290323,0.7538709677419354,-0.054193548387096765,0.8387096774193549
1,0,10.0,0.25,31,0.8080645161290323,0.7851612903225805,-0.022903225806451596,0.5483870967741935
1,0,10.0,0.5,31,0.8080645161290323,0.7612903225806453,-0.04677419354838709,0.8064516129032258
1,0,10.0,0.75,31,0.8080645161290323,0.7461290322580644,-0.06193548387096772,0.9354838709677419
1,0,10.0,1.0,31,0.8080645161290323,0.7348387096774192,-0.07322580645161289,0.967741935483871
2,0,0.1,0.25,31,0.8251612903225807,0.8258064516129032,0.0006451612903225812,0.3225806451612903
2,0,0.1,0.5,31,0.8251612903225807,0.819032258064516,-0.006129032258064511,0.5161290322580645
2,0,0.1,0.75,31,0.8251612903225807,0.8119354838709679,-0.013225806451612889,0.6129032258064516
2,0,0.1,1.0,31,0.8251612903225807,0.8029032258064517,-0.022258064516129022,0.7741935483870968
2,0,1.0,0.25,31,0.8251612903225807,0.8183870967741934,-0.006774193548387099,0.5806451612903226
2,0,1.0,0.5,31,0.8251612903225807,0.8064516129032261,-0.01870967741935484,0.6451612903225806
2,0,1.0,0.75,31,0.8251612903225807,0.7903225806451613,-0.03483870967741935,0.8064516129032258
2,0,1.0,1.0,31,0.8251612903225807,0.7770967741935484,-0.04806451612903224,0.8709677419354839
2,0,10.0,0.25,31,0.8251612903225807,0.8058064516129032,-0.01935483870967743,0.7096774193548387
2,0,10.0,0.5,31,0.8251612903225807,0.7858064516129031,-0.0393548387096774,0.8064516129032258
2,0,10.0,0.75,31,0.8251612903225807,0.7709677419354839,-0.054193548387096765,0.8709677419354839
2,0,10.0,1.0,31,0.8251612903225807,0.7600000000000001,-0.06516129032258063,0.9032258064516129
0,1,0.1,0.25,31,0.8138709677419353,0.8174193548387098,0.003548387096774211,0.3225806451612903
0,1,0.1,0.5,31,0.8138709677419353,0.8170967741935483,0.0032258064516129206,0.41935483870967744
0,1,0.1,0.75,31,0.8138709677419353,0.8109677419354839,-0.0029032258064515906,0.4838709677419355
0,1,0.1,1.0,31,0.8138709677419353,0.8054838709677421,-0.008387096774193517,0.5483870967741935
0,1,1.0,0.25,31,0.8138709677419353,0.8109677419354839,-0.0029032258064515975,0.4838709677419355
0,1,1.0,0.5,31,0.8138709677419353,0.8003225806451614,-0.01354838709677417,0.5806451612903226
0,1,1.0,0.75,31,0.8138709677419353,0.7938709677419353,-0.01999999999999998,0.6451612903225806
0,1,1.0,1.0,31,0.8138709677419353,0.7748387096774194,-0.0390322580645161,0.7419354838709677
0,1,10.0,0.25,31,0.8138709677419353,0.8032258064516128,-0.010645161290322568,0.5806451612903226
0,1,10.0,0.5,31,0.8138709677419353,0.7812903225806452,-0.03258064516129029,0.7096774193548387
0,1,10.0,0.75,31,0.8138709677419353,0.764193548387097,-0.04967741935483868,0.7096774193548387
0,1,10.0,1.0,31,0.8138709677419353,0.7558064516129032,-0.058064516129032226,0.7419354838709677
1,1,0.1,0.25,31,0.8116129032258064,0.815483870967742,0.0038709677419354943,0.2903225806451613
