task,seed,fold,subject_id,B0_BA,candidate_BA,policy_BA,oracle_BA,policy_delta_vs_B0_pp,policy_delta_vs_candidate_pp,oracle_headroom_pp,trials,disagreement_trials,switched_trials,realized_rescue_count,realized_harm_count,switched_both_wrong_count,intervention_precision,comparison,feature_set,selected_threshold
OpenBMI_ERP,0,1,26,0.9412121212121212,0.9445454545454546,0.9503030303030303,0.9715151515151514,0.909090909090915,0.5757575757575739,3.0303030303030276,1980,125,84,43,41,0,0.5119047619047619,X,CONF_ONLY,0.44
OpenBMI_ERP,0,1,28,0.9187878787878788,0.9257575757575758,0.9357575757575758,0.96,1.6969696969696968,1.0000000000000009,4.121212121212114,1980,173,118,69,49,0,0.5847457627118644,X,CONF_ONLY,0.44
OpenBMI_ERP,0,1,31,0.9272727272727272,0.916060606060606,0.923939393939394,0.9496969696969697,-0.33333333333332993,0.787878787878793,2.2424242424242458,1980,153,103,48,55,0,0.46601941747572817,X,CONF_ONLY,0.44
OpenBMI_ERP,0,1,35,0.87,0.8721212121212121,0.88,0.9209090909090909,1.0000000000000009,0.787878787878793,5.09090909090909,1980,177,113,73,40,0,0.6460176991150443,X,CONF_ONLY,0.44
OpenBMI_ERP,0,1,40,0.7966666666666666,0.826060606060606,0.8263636363636364,0.8857575757575757,2.9696969696969777,0.03030303030303605,8.90909090909091,1980,267,208,127,81,0,0.6105769230769231,X,CONF_ONLY,0.44
OpenBMI_ERP,0,1,43,0.936060606060606,0.9330303030303031,0.94,0.9590909090909091,0.3939393939393909,0.6969696969696848,2.3030303030303068,1980,138,81,39,42,0,0.48148148148148145,X,CONF_ONLY,0.44
OpenBMI_ERP,0,2,1,0.7560606060606061,0.7645454545454546,0.7706060606060605,0.8387878787878787,1.4545454545454417,0.6060606060605878,8.272727272727264,1980,258,130,89,41,0,0.6846153846153846,X,CONF_ONLY,0.46
OpenBMI_ERP,0,2,11,0.9687878787878788,0.9684848484848485,0.9715151515151516,0.9836363636363636,0.27272727272728003,0.303030303030305,1.4848484848484889,1980,75,45,31,14,0,0.6888888888888889,X,CONF_ONLY,0.46
OpenBMI_ERP,0,2,23,0.5533333333333333,0.5442424242424242,0.5506060606060607,0.6090909090909091,-0.27272727272726893,0.636363636363646,5.575757575757578,1980,194,103,67,36,0,0.6504854368932039,X,CONF_ONLY,0.46
OpenBMI_ERP,0,2,30,0.9393939393939394,0.9172727272727272,0.9342424242424242,0.9584848484848485,-0.515151515151524,1.6969696969696968,1.9090909090909047,1980,123,51,25,26,0,0.49019607843137253,X,CONF_ONLY,0.46
OpenBMI_ERP,0,2,48,0.8078787878787879,0.7887878787878788,0.8048484848484848,0.8642424242424243,-0.303030303030305,1.6060606060605997,5.636363636363639,1980,187,94,60,34,0,0.6382978723404256,X,CONF_ONLY,0.46
OpenBMI_ERP,0,2,50,0.5118181818181818,0.5257575757575758,0.5072727272727273,0.5751515151515152,-0.4545454545454519,-1.8484848484848437,6.333333333333336,1980,212,123,80,43,0,0.6504065040650406,X,CONF_ONLY,0.46
OpenBMI_ERP,0,2,52,0.8178787878787879,0.81,0.8127272727272727,0.863939393939394,-0.5151515151515129,0.27272727272726893,4.6060606060606135,1980,142,69,36,33,0,0.5217391304347826,X,CONF_ONLY,0.46
OpenBMI_ERP,0,2,8,0.7648484848484849,0.7381818181818182,0.7612121212121212,0.8106060606060606,-0.363636363636366,2.3030303030303068,4.575757575757566,1980,190,104,56,48,0,0.5384615384615384,X,CONF_ONLY,0.46
OpenBMI_ERP,0,3,10,0.7981818181818181,0.7815151515151515,0.7978787878787879,0.8551515151515152,-0.030303030303024947,1.6363636363636358,5.6969696969697114,1980,203,121,66,55,0,0.5454545454545454,X,CONF_ONLY,0.46
OpenBMI_ERP,0,3,16,0.8378787878787879,0.8154545454545454,0.8293939393939394,0.8845454545454545,-0.848484848484854,1.3939393939393918,4.666666666666663,1980,178,120,64,56,0,0.5333333333333333,X,CONF_ONLY,0.46
OpenBMI_ERP,0,3,19,0.9566666666666667,0.9660606060606061,0.9666666666666667,0.9812121212121212,1.0000000000000009,0.060606060606060996,2.4545454545454537,1980,107,75,54,21,0,0.72,X,CONF_ONLY,0.46
OpenBMI_ERP,0,3,22,0.8918181818181818,0.9348484848484848,0.9315151515151515,0.9642424242424242,3.9696969696969675,-0.33333333333332993,7.242424242424239,1980,268,213,188,25,0,0.8826291079812206,X,CONF_ONLY,0.46
OpenBMI_ERP,0,3,27,0.9609090909090909,0.9718181818181818,0.9703030303030303,0.9803030303030303,0.9393939393939399,-0.15151515151514694,1.9393939393939408,1980,80,57,42,15,0,0.7368421052631579,X,CONF_ONLY,0.46
OpenBMI_ERP,0,3,34,0.8587878787878788,0.8903030303030304,0.8930303030303031,0.9366666666666666,3.4242424242424296,0.27272727272726893,7.787878787878788,1980,298,223,148,75,0,0.6636771300448431,X,CONF_ONLY,0.46
OpenBMI_ERP,0,3,45,0.8309090909090909,0.8345454545454545,0.8436363636363637,0.8848484848484848,1.272727272727281,0.909090909090926,5.393939393939384,1980,172,126,90,36,0,0.7142857142857143,X,CONF_ONLY,0.46
OpenBMI_ERP,0,3,49,0.8693939393939394,0.8957575757575758,0.9030303030303031,0.9312121212121212,3.3636363636363686,0.727272727272732,6.181818181818177,1980,221,167,111,56,0,0.6646706586826348,X,CONF_ONLY,0.46
OpenBMI_ERP,0,4,20,0.8845454545454545,0.8854545454545455,0.8930303030303031,0.9230303030303031,0.848484848484854,0.7575757575757569,3.8484848484848566,1980,159,114,77,37,0,0.6754385964912281,X,CONF_ONLY,0.46
OpenBMI_ERP,0,4,21,0.8636363636363636,0.8381818181818181,0.85,0.9066666666666667,-1.3636363636363669,1.1818181818181839,4.303030303030308,1980,216,133,68,65,0,0.5112781954887218,X,CONF_ONLY,0.46
OpenBMI_ERP,0,4,41,0.8906060606060606,0.8736363636363637,0.8921212121212121,0.9303030303030303,0.15151515151514694,1.8484848484848437,3.9696969696969675,1980,194,147,74,73,0,0.5034013605442177,X,CONF_ONLY,0.46
OpenBMI_ERP,0,4,44,0.8993939393939394,0.9081818181818182,0.9121212121212121,0.9430303030303031,1.2727272727272698,0.3939393939393909,4.3636363636363695,1980,207,148,101,47,0,0.6824324324324325,X,CONF_ONLY,0.46
OpenBMI_ERP,0,4,46,0.7048484848484848,0.7124242424242424,0.7187878787878788,0.7957575757575758,1.3939393939393918,0.6363636363636349,9.090909090909093,1980,287,172,119,53,0,0.6918604651162791,X,CONF_ONLY,0.46
OpenBMI_ERP,0,4,53,0.6563636363636364,0.7260606060606061,0.7075757575757575,0.7784848484848484,5.121212121212116,-1.8484848484848548,12.212121212121207,1980,252,149,111,38,0,0.7449664429530202,X,CONF_ONLY,0.46
OpenBMI_ERP,0,4,7,0.8815151515151516,0.8627272727272728,0.8824242424242424,0.9193939393939394,0.09090909090908594,1.9696969696969657,3.7878787878787845,1980,180,111,67,44,0,0.6036036036036037,X,CONF_ONLY,0.46
OpenBMI_ERP,0,4,9,0.8333333333333334,0.7657575757575757,0.790909090909091,0.8709090909090909,-4.242424242424237,2.515151515151526,3.7575757575757485,1980,211,146,73,73,0,0.5,X,CONF_ONLY,0.46
OpenBMI_ERP,0,0,15,0.7884848484848486,0.7648484848484849,0.7839393939393939,0.8369696969696969,-0.454545454545463,1.9090909090909047,4.848484848484835,1980,190,45,27,18,0,0.6,X,MECH,0.45
OpenBMI_ERP,0,0,3,0.9236363636363636,0.9330303030303031,0.9324242424242424,0.9551515151515151,0.8787878787878789,-0.0606060606060721,3.1515151515151496,1980,145,33,27,6,0,0.8181818181818182,X,MECH,0.45
OpenBMI_ERP,0,0,32,0.9045454545454545,0.9278787878787879,0.9178787878787878,0.9436363636363636,1.3333333333333308,-1.0000000000000009,3.9090909090909065,1980,161,46,43,3,0,0.9347826086956522,X,MECH,0.45
OpenBMI_ERP,0,0,33,0.7578787878787878,0.7181818181818183,0.7448484848484849,0.7996969696969697,-1.3030303030302948,2.6666666666666616,4.181818181818187,1980,155,61,35,26,0,0.5737704918032787,X,MECH,0.45
OpenBMI_ERP,0,0,38,0.7287878787878788,0.7493939393939394,0.749090909090909,0.8078787878787879,2.0303030303030267,-0.03030303030303605,7.90909090909091,1980,230,103,87,16,0,0.8446601941747572,X,MECH,0.45
OpenBMI_ERP,0,0,47,0.8054545454545454,0.8878787878787879,0.8424242424242424,0.9051515151515152,3.6969696969696986,-4.545454545454552,9.969696969696972,1980,222,82,72,10,0,0.8780487804878049,X,MECH,0.45
OpenBMI_ERP,0,0,5,0.6463636363636364,0.6751515151515151,0.6472727272727272,0.7760606060606061,0.09090909090908594,-2.7878787878787836,12.969696969696976,1980,469,127,91,36,0,0.7165354330708661,X,MECH,0.45
OpenBMI_ERP,0,0,6,0.8821212121212121,0.8845454545454545,0.8845454545454545,0.916060606060606,0.24242424242424399,0.0,3.3939393939393936,1980,164,30,21,9,0,0.7,X,MECH,0.45
OpenBMI_ERP,0,1,14,0.7593939393939394,0.7454545454545454,0.7675757575757576,0.8136363636363636,0.8181818181818179,2.212121212121221,5.42424242424242,1980,220,157,88,69,0,0.5605095541401274,X,MECH,0.51
OpenBMI_ERP,0,1,2,0.9766666666666667,0.9754545454545455,0.9772727272727273,0.9863636363636363,0.060606060606060996,0.181818181818183,0.9696969696969648,1980,68,60,31,29,0,0.5166666666666667,X,MECH,0.51
OpenBMI_ERP,0,1,26,0.9412121212121212,0.9445454545454546,0.9503030303030303,0.9715151515151514,0.909090909090915,0.5757575757575739,3.0303030303030276,1980,125,76,39,37,0,0.5131578947368421,X,MECH,0.51
OpenBMI_ERP,0,1,28,0.9187878787878788,0.9257575757575758,0.9306060606060607,0.96,1.1818181818181839,0.48484848484848797,4.121212121212114,1980,173,135,73,62,0,0.5407407407407407,X,MECH,0.51
OpenBMI_ERP,0,1,31,0.9272727272727272,0.916060606060606,0.92,0.9496969696969697,-0.7272727272727209,0.393939393939402,2.2424242424242458,1980,153,130,53,77,0,0.4076923076923077,X,MECH,0.51
OpenBMI_ERP,0,1,35,0.87,0.8721212121212121,0.8778787878787879,0.9209090909090909,0.787878787878793,0.575757575757585,5.09090909090909,1980,177,150,96,54,0,0.64,X,MECH,0.51
OpenBMI_ERP,0,1,40,0.7966666666666666,0.826060606060606,0.833030303030303,0.8857575757575757,3.6363636363636376,0.6969696969696959,8.90909090909091,1980,267,226,141,85,0,0.6238938053097345,X,MECH,0.51
OpenBMI_ERP,0,1,43,0.936060606060606,0.9330303030303031,0.9384848484848485,0.9590909090909091,0.24242424242424399,0.5454545454545379,2.3030303030303068,1980,138,84,40,44,0,0.47619047619047616,X,MECH,0.51
OpenBMI_ERP,0,2,1,0.7560606060606061,0.7645454545454546,0.7696969696969698,0.8387878787878787,1.3636363636363669,0.5151515151515129,8.272727272727264,1980,258,237,133,104,0,0.5611814345991561,X,MECH,0.43
OpenBMI_ERP,0,2,11,0.9687878787878788,0.9684848484848485,0.9690909090909091,0.9836363636363636,0.03030303030303605,0.060606060606060996,1.4848484848484889,1980,75,71,44,27,0,0.6197183098591549,X,MECH,0.43
OpenBMI_ERP,0,2,23,0.5533333333333333,0.5442424242424242,0.5436363636363636,0.6090909090909091,-0.9696969696969759,-0.060606060606060996,5.575757575757578,1980,194,180,98,82,0,0.5444444444444444,X,MECH,0.43
OpenBMI_ERP,0,2,30,0.9393939393939394,0.9172727272727272,0.9190909090909091,0.9584848484848485,-2.030303030303038,0.181818181818183,1.9090909090909047,1980,123,117,39,78,0,0.3333333333333333,X,MECH,0.43
OpenBMI_ERP,0,2,48,0.8078787878787879,0.7887878787878788,0.7933333333333333,0.8642424242424243,-1.4545454545454528,0.4545454545454519,5.636363636363639,1980,187,176,96,80,0,0.5454545454545454,X,MECH,0.43
OpenBMI_ERP,0,2,50,0.5118181818181818,0.5257575757575758,0.5227272727272727,0.5751515151515152,1.0909090909090868,-0.303030303030305,6.333333333333336,1980,212,196,120,76,0,0.6122448979591837,X,MECH,0.43
OpenBMI_ERP,0,2,52,0.8178787878787879,0.81,0.8084848484848485,0.863939393939394,-0.9393939393939399,-0.15151515151515804,4.6060606060606135,1980,142,131,56,75,0,0.42748091603053434,X,MECH,0.43
OpenBMI_ERP,0,2,8,0.7648484848484849,0.7381818181818182,0.7451515151515151,0.8106060606060606,-1.9696969696969768,0.6969696969696959,4.575757575757566,1980,190,179,81,98,0,0.45251396648044695,X,MECH,0.43
OpenBMI_ERP,0,3,10,0.7981818181818181,0.7815151515151515,0.7948484848484849,0.8551515151515152,-0.3333333333333188,1.333333333333342,5.6969696969697114,1980,203,133,73,60,0,0.5488721804511278,X,MECH,0.47
OpenBMI_ERP,0,3,16,0.8378787878787879,0.8154545454545454,0.8254545454545454,0.8845454545454545,-1.2424242424242449,1.0000000000000009,4.666666666666663,1980,178,115,61,54,0,0.5304347826086957,X,MECH,0.47
OpenBMI_ERP,0,3,19,0.9566666666666667,0.9660606060606061,0.9672727272727273,0.9812121212121212,1.0606060606060619,0.12121212121212199,2.4545454545454537,1980,107,69,52,17,0,0.7536231884057971,X,MECH,0.47
OpenBMI_ERP,0,3,22,0.8918181818181818,0.9348484848484848,0.9272727272727272,0.9642424242424242,3.5454545454545405,-0.7575757575757569,7.242424242424239,1980,268,195,174,21,0,0.8923076923076924,X,MECH,0.47
OpenBMI_ERP,0,3,27,0.9609090909090909,0.9718181818181818,0.9715151515151514,0.9803030303030303,1.0606060606060508,-0.03030303030303605,1.9393939393939408,1980,80,55,43,12,0,0.7818181818181819,X,MECH,0.47
OpenBMI_ERP,0,3,34,0.8587878787878788,0.8903030303030304,0.8878787878787879,0.9366666666666666,2.9090909090909167,-0.24242424242424399,7.787878787878788,1980,298,246,151,95,0,0.6138211382113821,X,MECH,0.47
OpenBMI_ERP,0,3,45,0.8309090909090909,0.8345454545454545,0.8378787878787879,0.8848484848484848,0.6969696969696959,0.33333333333334103,5.393939393939384,1980,172,107,79,28,0,0.7383177570093458,X,MECH,0.47
OpenBMI_ERP,0,3,49,0.8693939393939394,0.8957575757575758,0.9018181818181819,0.9312121212121212,3.2424242424242466,0.60606060606061,6.181818181818177,1980,221,161,106,55,0,0.6583850931677019,X,MECH,0.47
OpenBMI_ERP,0,4,20,0.8845454545454545,0.8854545454545455,0.8903030303030304,0.9230303030303031,0.575757575757585,0.48484848484848797,3.8484848484848566,1980,159,51,39,12,0,0.7647058823529411,X,MECH,0.43
OpenBMI_ERP,0,4,21,0.8636363636363636,0.8381818181818181,0.853030303030303,0.9066666666666667,-1.0606060606060619,1.4848484848484889,4.303030303030308,1980,216,67,36,31,0,0.5373134328358209,X,MECH,0.43
OpenBMI_ERP,0,4,41,0.8906060606060606,0.8736363636363637,0.8957575757575758,0.9303030303030303,0.5151515151515129,2.2121212121212097,3.9696969696969675,1980,194,57,37,20,0,0.6491228070175439,X,MECH,0.43
OpenBMI_ERP,0,4,44,0.8993939393939394,0.9081818181818182,0.9036363636363636,0.9430303030303031,0.42424242424241587,-0.454545454545463,4.3636363636363695,1980,207,64,45,19,0,0.703125,X,MECH,0.43
OpenBMI_ERP,0,4,46,0.7048484848484848,0.7124242424242424,0.7090909090909091,0.7957575757575758,0.424242424242427,-0.33333333333332993,9.090909090909093,1980,287,70,50,20,0,0.7142857142857143,X,MECH,0.43
OpenBMI_ERP,0,4,53,0.6563636363636364,0.7260606060606061,0.6893939393939394,0.7784848484848484,3.3030303030303076,-3.6666666666666625,12.212121212121207,1980,252,83,68,15,0,0.8192771084337349,X,MECH,0.43
OpenBMI_ERP,0,4,7,0.8815151515151516,0.8627272727272728,0.8815151515151516,0.9193939393939394,0.0,1.8787878787878798,3.7878787878787845,1980,180,40,28,12,0,0.7,X,MECH,0.43
OpenBMI_ERP,0,4,9,0.8333333333333334,0.7657575757575757,0.8075757575757576,0.8709090909090909,-2.5757575757575757,4.181818181818187,3.7575757575757485,1980,211,85,46,39,0,0.5411764705882353,X,MECH,0.43
OpenBMI_MI,0,0,15,0.8799999999999999,0.8400000000000001,0.8899999999999999,0.9099999999999999,1.0000000000000009,4.999999999999982,3.0000000000000027,100,10,1,1,0,0,1.0,X,CONF_ONLY,0.56
OpenBMI_MI,0,0,3,0.8899999999999999,0.9,0.9299999999999999,0.98,4.0000000000000036,2.9999999999999916,9.000000000000007,100,17,8,6,2,0,0.75,X,CONF_ONLY,0.56
OpenBMI_MI,0,0,32,0.69,0.73,0.73,0.84,4.0000000000000036,0.0,15.000000000000002,100,26,12,8,4,0,0.6666666666666666,X,CONF_ONLY,0.56
OpenBMI_MI,0,0,33,0.88,0.95,0.9,0.98,2.0000000000000018,-4.999999999999993,9.999999999999998,100,13,2,2,0,0,1.0,X,CONF_ONLY,0.56
OpenBMI_MI,0,0,38,0.72,0.8,0.71,0.89,-1.0000000000000009,-9.000000000000007,17.000000000000004,100,26,9,4,5,0,0.4444444444444444,X,CONF_ONLY,0.56
OpenBMI_MI,0,0,47,0.86,0.81,0.84,0.9099999999999999,-2.0000000000000018,2.9999999999999916,4.999999999999993,100,15,6,2,4,0,0.3333333333333333,X,CONF_ONLY,0.56
OpenBMI_MI,0,0,5,0.72,0.74,0.73,0.8200000000000001,1.0000000000000009,-1.0000000000000009,10.000000000000009,100,18,5,3,2,0,0.6,X,CONF_ONLY,0.56
OpenBMI_MI,0,0,6,0.95,0.94,0.97,0.99,2.0000000000000018,3.0000000000000027,4.0000000000000036,100,9,2,2,0,0,1.0,X,CONF_ONLY,0.56
OpenBMI_MI,0,1,14,0.61,0.78,0.64,0.8,3.0000000000000027,-14.000000000000002,19.000000000000007,100,21,3,3,0,0,1.0,X,CONF_ONLY,0.55
OpenBMI_MI,0,1,2,0.77,0.8,0.77,0.8500000000000001,0.0,-3.0000000000000027,8.000000000000007,100,13,0,0,0,0,,X,CONF_ONLY,0.55
OpenBMI_MI,0,1,26,0.84,0.88,0.85,0.9199999999999999,1.0000000000000009,-3.0000000000000027,7.9999999999999964,100,12,1,1,0,0,1.0,X,CONF_ONLY,0.55
OpenBMI_MI,0,1,28,0.94,0.9299999999999999,0.95,0.97,1.0000000000000009,2.0000000000000018,3.0000000000000027,100,7,1,1,0,0,1.0,X,CONF_ONLY,0.55
OpenBMI_MI,0,1,31,0.8200000000000001,0.88,0.83,0.96,0.9999999999999898,-5.000000000000004,13.99999999999999,100,22,1,1,0,0,1.0,X,CONF_ONLY,0.55
OpenBMI_MI,0,1,35,0.8,0.8200000000000001,0.8,0.8300000000000001,0.0,-2.0000000000000018,3.0000000000000027,100,4,2,1,1,0,0.5,X,CONF_ONLY,0.55
OpenBMI_MI,0,1,40,0.75,0.7,0.75,0.8,0.0,5.000000000000004,5.000000000000004,100,15,2,1,1,0,0.5,X,CONF_ONLY,0.55
OpenBMI_MI,0,1,43,0.9199999999999999,0.87,0.9299999999999999,0.97,1.0000000000000009,5.999999999999995,5.000000000000004,100,15,1,1,0,0,1.0,X,CONF_ONLY,0.55
OpenBMI_MI,0,2,1,0.69,0.69,0.65,0.79,-3.9999999999999925,-3.9999999999999925,10.000000000000009,100,20,16,6,10,0,0.375,X,CONF_ONLY,0.46
OpenBMI_MI,0,2,11,0.77,0.7,0.74,0.8400000000000001,-3.0000000000000027,4.0000000000000036,7.000000000000006,100,21,15,6,9,0,0.4,X,CONF_ONLY,0.46
OpenBMI_MI,0,2,23,0.75,0.71,0.77,0.86,2.0000000000000018,6.000000000000005,10.999999999999998,100,26,14,8,6,0,0.5714285714285714,X,CONF_ONLY,0.46
OpenBMI_MI,0,2,30,0.69,0.79,0.77,0.89,8.000000000000007,-2.0000000000000018,20.000000000000007,100,30,22,15,7,0,0.6818181818181818,X,CONF_ONLY,0.46
OpenBMI_MI,0,2,48,0.64,0.67,0.63,0.76,-1.0000000000000009,-4.0000000000000036,12.0,100,21,11,5,6,0,0.45454545454545453,X,CONF_ONLY,0.46
OpenBMI_MI,0,2,50,0.65,0.58,0.65,0.76,0.0,7.000000000000006,10.999999999999998,100,29,18,9,9,0,0.5,X,CONF_ONLY,0.46
OpenBMI_MI,0,2,52,0.81,0.8300000000000001,0.83,0.9099999999999999,1.9999999999999907,-1.1102230246251565e-14,9.999999999999986,100,18,12,7,5,0,0.5833333333333334,X,CONF_ONLY,0.46
OpenBMI_MI,0,2,8,0.8400000000000001,0.86,0.85,0.9299999999999999,0.9999999999999898,-1.0000000000000009,8.999999999999986,100,16,13,7,6,0,0.5384615384615384,X,CONF_ONLY,0.46
OpenBMI_MI,0,3,10,0.76,0.73,0.77,0.87,1.0000000000000009,4.0000000000000036,10.999999999999998,100,25,21,11,10,0,0.5238095238095238,X,CONF_ONLY,0.36
OpenBMI_MI,0,3,16,0.89,0.95,0.9199999999999999,0.96,2.9999999999999916,-3.0000000000000027,6.999999999999995,100,8,5,4,1,0,0.8,X,CONF_ONLY,0.36
OpenBMI_MI,0,3,19,0.79,0.72,0.71,0.8600000000000001,-8.000000000000007,-1.0000000000000009,7.000000000000006,100,21,20,6,14,0,0.3,X,CONF_ONLY,0.36
OpenBMI_MI,0,3,22,0.6699999999999999,0.72,0.73,0.82,6.000000000000005,1.0000000000000009,15.000000000000002,100,25,22,14,8,0,0.6363636363636364,X,CONF_ONLY,0.36
OpenBMI_MI,0,3,27,0.9299999999999999,0.87,0.87,0.94,-5.999999999999995,0.0,1.0000000000000009,100,8,8,1,7,0,0.125,X,CONF_ONLY,0.36
OpenBMI_MI,0,3,34,0.63,0.62,0.62,0.72,-1.0000000000000009,0.0,8.999999999999996,100,19,19,9,10,0,0.47368421052631576,X,CONF_ONLY,0.36
OpenBMI_MI,0,3,45,0.79,0.74,0.75,0.87,-4.0000000000000036,1.0000000000000009,7.9999999999999964,100,21,20,8,12,0,0.4,X,CONF_ONLY,0.36
OpenBMI_MI,0,3,49,0.87,0.8,0.79,0.9,-7.9999999999999964,-1.0000000000000009,3.0000000000000027,100,13,12,2,10,0,0.16666666666666666,X,CONF_ONLY,0.36
OpenBMI_MI,0,4,20,0.8999999999999999,0.89,0.9099999999999999,0.94,1.0000000000000009,1.9999999999999907,4.0000000000000036,100,9,3,2,1,0,0.6666666666666666,X,CONF_ONLY,0.54
OpenBMI_MI,0,4,21,0.9,0.97,0.95,0.97,4.999999999999993,-2.0000000000000018,6.999999999999995,100,7,5,5,0,0,1.0,X,CONF_ONLY,0.54
OpenBMI_MI,0,4,41,0.79,0.76,0.8,0.86,1.0000000000000009,4.0000000000000036,6.999999999999995,100,17,5,3,2,0,0.6,X,CONF_ONLY,0.54
OpenBMI_MI,0,4,44,0.87,0.8400000000000001,0.88,0.9099999999999999,1.0000000000000009,3.9999999999999925,3.9999999999999925,100,11,5,3,2,0,0.6,X,CONF_ONLY,0.54
OpenBMI_MI,0,4,46,0.6799999999999999,0.66,0.67,0.7,-0.9999999999999898,1.0000000000000009,2.0000000000000018,100,6,1,0,1,0,0.0,X,CONF_ONLY,0.54
OpenBMI_MI,0,4,53,0.7,0.73,0.6799999999999999,0.77,-2.0000000000000018,-5.000000000000004,7.000000000000006,100,11,2,0,2,0,0.0,X,CONF_ONLY,0.54
OpenBMI_MI,0,4,7,0.6699999999999999,0.77,0.72,0.88,5.000000000000004,-5.000000000000004,21.000000000000007,100,32,11,8,3,0,0.7272727272727273,X,CONF_ONLY,0.54
OpenBMI_MI,0,4,9,0.6699999999999999,0.75,0.65,0.8500000000000001,-1.9999999999999907,-9.999999999999998,18.000000000000014,100,28,6,2,4,0,0.3333333333333333,X,CONF_ONLY,0.54
OpenBMI_MI,0,0,15,0.8799999999999999,0.8400000000000001,0.88,0.9099999999999999,1.1102230246251565e-14,3.9999999999999925,3.0000000000000027,100,10,2,1,1,0,0.5,X,MECH,0.48
OpenBMI_MI,0,0,3,0.8899999999999999,0.9,0.9199999999999999,0.98,3.0000000000000027,1.9999999999999907,9.000000000000007,100,17,13,8,5,0,0.6153846153846154,X,MECH,0.48
OpenBMI_MI,0,0,32,0.69,0.73,0.73,0.84,4.0000000000000036,0.0,15.000000000000002,100,26,22,13,9,0,0.5909090909090909,X,MECH,0.48
OpenBMI_MI,0,0,33,0.88,0.95,0.9,0.98,2.0000000000000018,-4.999999999999993,9.999999999999998,100,13,8,5,3,0,0.625,X,MECH,0.48
OpenBMI_MI,0,0,38,0.72,0.8,0.73,0.89,1.0000000000000009,-7.000000000000006,17.000000000000004,100,26,11,6,5,0,0.5454545454545454,X,MECH,0.48
OpenBMI_MI,0,0,47,0.86,0.81,0.8200000000000001,0.9099999999999999,-3.9999999999999925,1.0000000000000009,4.999999999999993,100,15,14,5,9,0,0.35714285714285715,X,MECH,0.48
OpenBMI_MI,0,0,5,0.72,0.74,0.76,0.8200000000000001,4.0000000000000036,2.0000000000000018,10.000000000000009,100,18,12,8,4,0,0.6666666666666666,X,MECH,0.48
OpenBMI_MI,0,0,6,0.95,0.94,0.95,0.99,0.0,1.0000000000000009,4.0000000000000036,100,9,8,4,4,0,0.5,X,MECH,0.48
OpenBMI_MI,0,1,14,0.61,0.78,0.61,0.8,0.0,-17.000000000000004,19.000000000000007,100,21,0,0,0,0,,X,MECH,0.57
OpenBMI_MI,0,1,2,0.77,0.8,0.77,0.8500000000000001,0.0,-3.0000000000000027,8.000000000000007,100,13,0,0,0,0,,X,MECH,0.57
