task,fold,method,seed,checkpoint_sha256,normalizer_sha256,subjects,trials,replay_status
OpenBMI_SSVEP,1,B0_FIXED,0,4a461aa942074529c03f69729feea592406dbb9a3d16657d7a05e51274a0ab91,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,8,800,PASS
OpenBMI_SSVEP,1,LiteBN_XS,0,3ece8d07e67feda07a6dcfb3c53446dc5a08487d0a548a42ea7eefd4d7199c5a,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,8,800,PASS
OpenBMI_SSVEP,1,LiteBN_XS,1,da261439b8d0a2914e88f73d7d750010e1719651fd9bd6fdbb7a3039eaa60ff2,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,8,800,PASS
OpenBMI_SSVEP,1,LiteBN_XS,2,d3d11497dc05156ee99eed6e4f7691ed99a8d8bc95ec5e266b591d8e478945a4,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,8,800,PASS
OpenBMI_SSVEP,2,B0_FIXED,0,393369f8bbeb7ed6cf7d11ff2e8634ec97c659caac0a69d0e16b4ee09210e5b8,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,8,800,PASS
OpenBMI_SSVEP,2,LiteBN_XS,0,1f17098aa7e1e423b70bdc69bab70c37a874ba59f73b007b30c8564ed051a09b,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,8,800,PASS
OpenBMI_SSVEP,2,LiteBN_XS,1,cbfaeb8379e28ef796aafbead521d9797cc94d6cca77416e27917ca2eae75ac2,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,8,800,PASS
OpenBMI_SSVEP,2,LiteBN_XS,2,c6344908e13268f0f32d7375c988aec5dd18ddcf9d1406ec3aecd6c356345851,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,8,800,PASS
OpenBMI_SSVEP,3,B0_FIXED,0,69f2772a3ba8dc5ffb15cf63533bb9e590293fb58e7d095b4121b3fd78786fd0,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,8,800,PASS
OpenBMI_SSVEP,3,LiteBN_XS,0,9c263b210cbd24bde68ce3610d582851fdd5b90ca14598462160c4220e06c3e2,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,8,800,PASS
OpenBMI_SSVEP,3,LiteBN_XS,1,29326c677e70f4b377a72c31db7ee8dedd1cfed154221259729dad0efc28ac8e,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,8,800,PASS
OpenBMI_SSVEP,3,LiteBN_XS,2,f592c074965357d42a8152c2e0599158e2676c380a434659c4309eae719dfe04,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,8,800,PASS
OpenBMI_SSVEP,4,B0_FIXED,0,ade61a2103ff649aa1d4810b29c9006dcfdee9f80bde04ebe2af941681c32273,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,8,800,PASS
OpenBMI_SSVEP,4,LiteBN_XS,0,f13f0bb6ee6cd68b7fe816af1a85c641dc7373501069d96212be39d5843a256d,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,8,800,PASS
OpenBMI_SSVEP,4,LiteBN_XS,1,45cf79e1990d3bb596ea637cd486da24a559b64e41cfae791ed95695d57a372a,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,8,800,PASS
OpenBMI_SSVEP,4,LiteBN_XS,2,e7b2af00a25578c64da10f734ffceaa3feed4f74315cf742fa4f95ce43f9e71c,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,8,800,PASS
WBCIC_MI,0,B0_FIXED,0,7fe7b939e760fcc91ed6b8035a9f611f8f2839a442b36810a75ca6ff89c3b267,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,7,1400,PASS
WBCIC_MI,0,LiteBN_XS,0,c422565bd19b281d7ddbd7c5a5103c38c0908fdda83c32faaf05b80176c2daa6,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,7,1400,PASS
WBCIC_MI,0,LiteBN_XS,1,318619e1792a1a90cdf3e49b5a90aaf4095b365917413a012004c14c6a28a459,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,7,1400,PASS
WBCIC_MI,0,LiteBN_XS,2,b8536b415b29a3a374ccfd723bf6ee6392aeecac0e38ab9219f87623908248ad,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,7,1400,PASS
WBCIC_MI,1,B0_FIXED,0,838161c589c8ba47b6ac391b90d97ce785fc98b277f84d3d22730e126122838f,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,6,1200,PASS
WBCIC_MI,1,LiteBN_XS,0,e45b2658f076625db6e3b1aff824a194d7c12db64fd0357ddf8689089b963256,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,6,1200,PASS
WBCIC_MI,1,LiteBN_XS,1,0be7ed7b5e830aaff6bfd0419fab6404740e8b8f64eaec83b0535bb2a1fd26ac,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,6,1200,PASS
WBCIC_MI,1,LiteBN_XS,2,9af39ac97a65bf1d0fcde3c81978bf461094f76b4e5e4349f83c2b00c8ef0e2e,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,6,1200,PASS
WBCIC_MI,2,B0_FIXED,0,8cb100fba157c5220ae7a9313f7665d683cd96cb315fefd0ce8e3314fc73eb01,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,6,1200,PASS
WBCIC_MI,2,LiteBN_XS,0,b26f1a0812c9ac95607a8d4e0a0376d242271a7f2af3e4a48c9415be7c8b935f,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,6,1200,PASS
WBCIC_MI,2,LiteBN_XS,1,4dd6eb617f2bc2117a3a7f44a57e13cc09fa52f5822f233b8734ec09984c706c,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,6,1200,PASS
WBCIC_MI,2,LiteBN_XS,2,3944cf8805bb8408247de4e4786a8f165b8ad78227faa215bf36cb6d2cbdee49,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,6,1200,PASS
WBCIC_MI,3,B0_FIXED,0,9d4e6a2babb8d1b0febca64f5944319c3612f2c442c3580084d43f33c600f614,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,6,1195,PASS
WBCIC_MI,3,LiteBN_XS,0,d819254929e87529cdce06f8ba5d61a7f3b846e4617626d618efdeafa046dc5e,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,6,1195,PASS
WBCIC_MI,3,LiteBN_XS,1,06f29f4489bb047b67699b86335c44cf83d72c66f808ffb4d09a9215b66d6136,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,6,1195,PASS
WBCIC_MI,3,LiteBN_XS,2,8774edb8297dde54bac18b9b832945f99accd8cf7d22ae1a2a22b49914ff2199,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,6,1195,PASS
WBCIC_MI,4,B0_FIXED,0,e9cce7a3ca4470c9727670a3135261acc7fa07a811d48ba5a7b74c44442b0807,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,6,1200,PASS
WBCIC_MI,4,LiteBN_XS,0,d37f0c4c8975406de573c855931935c66374b12aa2f5f04ebf3e3ff8dbb8e49d,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,6,1200,PASS
WBCIC_MI,4,LiteBN_XS,1,bd894291453407bcc8450ef3dc91cdfa3c9ae5dbe2be35535d29ecb610a0ba66,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,6,1200,PASS
WBCIC_MI,4,LiteBN_XS,2,4c9385bc44afec9c59a96212a827b897b1ca4d95e8f9f12e6b5398f11f58cf5b,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,6,1200,PASS
