task,fold,method,seed,checkpoint_sha256,normalizer_sha256,subjects,trials,replay_status
OpenBMI_ERP,0,B0_FIXED,0,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,8,15840,PASS
OpenBMI_ERP,0,LiteBN_XS,0,ee51d39e62626ee7968ced1184489303c3f1fad55c37f2c62d36e093e8fb6196,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,8,15840,PASS
OpenBMI_ERP,0,LiteBN_XS,1,aa6d164e1b63322d2bf0acc7a3e236c3f6bbe4c52cb7a21016a178cad572dc61,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,8,15840,PASS
OpenBMI_ERP,0,LiteBN_XS,2,251391c6643be7241884f7dd0f2993dca371ef9245f7640ab0ef0872d14d175c,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,8,15840,PASS
OpenBMI_ERP,1,B0_FIXED,0,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,8,15840,PASS
OpenBMI_ERP,1,LiteBN_XS,0,6a856e1c2f6bb59d105071808260778409cb8b12f92683dc0910bd2e0498fe66,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,8,15840,PASS
OpenBMI_ERP,1,LiteBN_XS,1,7b64b161735a355fe4f5cd7bea45e629898cb29ccc0f42af6c02f3ccbc531bf3,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,8,15840,PASS
OpenBMI_ERP,1,LiteBN_XS,2,23c3df7a370cb178d0f8a14fe7fec5afb812dd45dc7694535bfd9a07c6d0e211,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,8,15840,PASS
OpenBMI_ERP,2,B0_FIXED,0,58fc6dc4928d3ab4b8a85ba59773d740388233db674ed3200485ece132a8a3c6,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,8,15840,PASS
OpenBMI_ERP,2,LiteBN_XS,0,7b640572273476f2c9529630a706194e5d0bec75d8d42c7f2d9c40bd06c68086,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,8,15840,PASS
OpenBMI_ERP,2,LiteBN_XS,1,674b5aebdce756eb95ca2df2a8d2462d3fe4a925ca9961f545a9d1289c4be98c,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,8,15840,PASS
OpenBMI_ERP,2,LiteBN_XS,2,aa418e2ff8e48b40ebf6d5abbccf2dd9b2c430ed3c7c171dc691fa5166b4b33d,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,8,15840,PASS
OpenBMI_ERP,3,B0_FIXED,0,116e47d97d6b3c9e5e55bc077a0ba3ce8d06c99f4b575aebcbd42cef2363dca6,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,8,15840,PASS
OpenBMI_ERP,3,LiteBN_XS,0,1230cf93472f7bb3f81a4c38e1ca3c3463be40d50e8a18d7be07a2ffbfcdf823,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,8,15840,PASS
OpenBMI_ERP,3,LiteBN_XS,1,1263c668e1346d5173619fad3b591da8858cec5cef05e7b73521895ee6e5d10c,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,8,15840,PASS
OpenBMI_ERP,3,LiteBN_XS,2,37e73991cfd16cf38f3ce8fc714367598f9a348c6524ea4e4de6b6948dab0b6c,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,8,15840,PASS
OpenBMI_ERP,4,B0_FIXED,0,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,8,15840,PASS
OpenBMI_ERP,4,LiteBN_XS,0,ea1b30eee85289707c1151d2380f683c7d617a435c313470a2b989d94c3da2f1,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,8,15840,PASS
OpenBMI_ERP,4,LiteBN_XS,1,9597863e1663856ad939f7cedfb18b32f8fc18f2f56d0858ac33e1f1461dd57f,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,8,15840,PASS
OpenBMI_ERP,4,LiteBN_XS,2,6286ae8dcebb6f7e061ad06cb9633a8d0dcac6586fea32c4d2a0feb161e3fefc,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,8,15840,PASS
OpenBMI_MI,0,B0_FIXED,0,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,8,800,PASS
OpenBMI_MI,0,LiteBN_XS,0,5211f4faca2be10f67b149e8e3186e19962eaa3687f69b2ac02c9c0fc81e6857,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,8,800,PASS
OpenBMI_MI,0,LiteBN_XS,1,9e9ee7383d331e0a237da74ecb2a0a713df80e0de81bcac024a9ac7230fd268d,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,8,800,PASS
OpenBMI_MI,0,LiteBN_XS,2,43a9d206303842fef2273283f1f01898aedb37678f3c9ff184c8a5fe284f5990,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,8,800,PASS
OpenBMI_MI,1,B0_FIXED,0,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,8,800,PASS
OpenBMI_MI,1,LiteBN_XS,0,ecbadf46786c166497f0d1c790cb0597dc7e9146465e97b797f34142401f968c,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,8,800,PASS
OpenBMI_MI,1,LiteBN_XS,1,1a47c43309b6b99c68e7f04eb05da239e3f595ce3cd92dd1ca957a0db89ec9e4,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,8,800,PASS
OpenBMI_MI,1,LiteBN_XS,2,9c7f0561c828cf6f5bcbf8d5c6e71613c7608304e87b86de3567c44f9d9438dd,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,8,800,PASS
OpenBMI_MI,2,B0_FIXED,0,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,8,800,PASS
OpenBMI_MI,2,LiteBN_XS,0,a08650e49617551c705b49a346ea5745bd0bc05b4b731791a4ad25a64bd37d4d,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,8,800,PASS
OpenBMI_MI,2,LiteBN_XS,1,2ac0de40e5148cf5528b5c70607ce493ff1421695ae9663af78e238c33c761a0,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,8,800,PASS
OpenBMI_MI,2,LiteBN_XS,2,0f2ecea39a5e0c7b9d4af2d3cf6d49d1cdb2d3ab35c4a92a01685e85ce160ad8,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,8,800,PASS
OpenBMI_MI,3,B0_FIXED,0,2eb9b20d2f2ce7ba385fc296872935bf2ca5a1b5cc30e9f699d502dc25f1b256,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,8,800,PASS
OpenBMI_MI,3,LiteBN_XS,0,13d7c17d04ccd9096d1df47988876f23fedabf1b9092ee47e7f9c426f661fdbc,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,8,800,PASS
OpenBMI_MI,3,LiteBN_XS,1,e533594cb73334a894aea8f7f1a3ce204ceb21f6a485295d0870cefafb701281,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,8,800,PASS
OpenBMI_MI,3,LiteBN_XS,2,1a9c60a0a354decefd3095b8a39ca949ca8128dba78abe6ba11a1e7903f897ae,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,8,800,PASS
OpenBMI_MI,4,B0_FIXED,0,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,8,800,PASS
OpenBMI_MI,4,LiteBN_XS,0,4738b01561d03d42a89344e23f72ff932eb2b8e938d0f579985d1b199b4c0061,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,8,800,PASS
OpenBMI_MI,4,LiteBN_XS,1,b74d7ce15aed28b972b92d87265c8f3087a8b372904ff25d07696a00e1e4c184,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,8,800,PASS
OpenBMI_MI,4,LiteBN_XS,2,444060a7981ec117bfa36562ee4a9e91ddf5f702a7f9442d961a2bea29c0ae88,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,8,800,PASS
OpenBMI_SSVEP,0,B0_FIXED,0,6b46c3e8d910d5f469accbd9561b3f5b2eaf1d9b21f237d46229d5f85f3347a2,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,8,800,PASS
OpenBMI_SSVEP,0,LiteBN_XS,0,b9c1df68ad52e46a61f187d4c8ebf693b0c8b3ae1afe28f28c67e0829f2da913,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,8,800,PASS
OpenBMI_SSVEP,0,LiteBN_XS,1,8cd9a2ee224f088b88f267cf6e03e94dfb25f632c81a4a7d2d055321a23c9bfc,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,8,800,PASS
OpenBMI_SSVEP,0,LiteBN_XS,2,f3edfaed4112acb1c07c72637c0af4cc94408c487fe73e4c410478e4e64c9554,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,8,800,PASS
