mode,controller_id,kappa,threshold,scale,mean_subject_BA,base_mean_subject_BA,Delta_BA,mean_subject_NLL,adapt_fraction,harmful_subject_fraction,nonnegative_subject_fraction,worst_subject_delta,median_subject_delta,selected,benchmark,outer_fold
META_GENERIC,RIDGE_A1,0.0,0.0,0.5,0.886046511627907,0.8867441860465115,-0.0006976744186046,0.2522236810314533,0.9069767441860463,0.1627906976744186,0.8372093023255814,-0.06,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A1,0.0,0.0,1.0,0.8834883720930233,0.8867441860465115,-0.0032558139534883,0.2532552110497577,0.9069767441860463,0.2790697674418604,0.7209302325581395,-0.08,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A1,0.0,0.0025,0.5,0.8872093023255814,0.8867441860465115,0.0004651162790697,0.2516423704520159,0.8372093023255814,0.1395348837209302,0.8604651162790697,-0.0299999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A1,0.0,0.0025,1.0,0.8851162790697673,0.8867441860465115,-0.0016279069767441,0.2516905061171467,0.8372093023255814,0.2558139534883721,0.7441860465116279,-0.0399999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A1,0.0,0.005,0.5,0.8879069767441858,0.8867441860465115,0.0011627906976744,0.2521019822805095,0.7209302325581395,0.1162790697674418,0.8837209302325582,-0.0199999999999999,0.0,True,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A1,0.0,0.005,1.0,0.885581395348837,0.8867441860465115,-0.0011627906976744,0.2522693399260752,0.7209302325581395,0.2093023255813953,0.7906976744186046,-0.0399999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A1,0.5,0.0,0.5,0.8867441860465115,0.8867441860465115,0.0,0.2527713105685529,0.5581395348837209,0.1162790697674418,0.8837209302325582,-0.0199999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A1,0.5,0.0,1.0,0.8860465116279068,0.8867441860465115,-0.0006976744186046,0.2517914855245062,0.5581395348837209,0.1162790697674418,0.8837209302325582,-0.0399999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A1,0.5,0.0025,0.5,0.8869767441860466,0.8867441860465115,0.0002325581395348,0.2529051970478519,0.4651162790697674,0.0930232558139534,0.9069767441860463,-0.0199999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A1,0.5,0.0025,1.0,0.8862790697674419,0.8867441860465115,-0.0004651162790697,0.2519708094441495,0.4651162790697674,0.0930232558139534,0.9069767441860463,-0.0399999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A1,0.5,0.005,0.5,0.8869767441860466,0.8867441860465115,0.0002325581395348,0.253535951053665,0.3488372093023256,0.0930232558139534,0.9069767441860463,-0.0199999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A1,0.5,0.005,1.0,0.8862790697674419,0.8867441860465115,-0.0004651162790697,0.2531528960127176,0.3488372093023256,0.0930232558139534,0.9069767441860463,-0.0399999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A1,1.0,0.0,0.5,0.8872093023255814,0.8867441860465115,0.0004651162790697,0.2535464681762939,0.3255813953488372,0.0930232558139534,0.9069767441860463,-0.01,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A1,1.0,0.0,1.0,0.8872093023255814,0.8867441860465115,0.0004651162790697,0.2524114002648112,0.3255813953488372,0.0930232558139534,0.9069767441860463,-0.0299999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A1,1.0,0.0025,0.5,0.8874418604651162,0.8867441860465115,0.0006976744186046,0.2540339348133458,0.2093023255813953,0.0465116279069767,0.9534883720930232,-0.01,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A1,1.0,0.0025,1.0,0.8874418604651162,0.8867441860465115,0.0006976744186046,0.2532960810142403,0.2093023255813953,0.0465116279069767,0.9534883720930232,-0.0299999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A1,1.0,0.005,0.5,0.887674418604651,0.8867441860465115,0.0009302325581395,0.2546556630864546,0.1395348837209302,0.0232558139534883,0.9767441860465116,-0.01,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A1,1.0,0.005,1.0,0.887674418604651,0.8867441860465115,0.0009302325581395,0.2543629402651021,0.1395348837209302,0.0232558139534883,0.9767441860465116,-0.0299999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A10,0.0,0.0,0.5,0.8848837209302327,0.8867441860465115,-0.001860465116279,0.2531858137461595,0.9302325581395348,0.1860465116279069,0.813953488372093,-0.06,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A10,0.0,0.0,1.0,0.8827906976744186,0.8867441860465115,-0.003953488372093,0.2546700864315853,0.9302325581395348,0.2790697674418604,0.7209302325581395,-0.08,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A10,0.0,0.0025,0.5,0.8851162790697675,0.8867441860465115,-0.0016279069767441,0.2526305354441638,0.8604651162790697,0.1627906976744186,0.8372093023255814,-0.06,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A10,0.0,0.0025,1.0,0.8834883720930233,0.8867441860465115,-0.0032558139534883,0.2532886832920906,0.8604651162790697,0.2558139534883721,0.7441860465116279,-0.08,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A10,0.0,0.005,0.5,0.8865116279069767,0.8867441860465115,-0.0002325581395348,0.2522166015858902,0.7441860465116279,0.1395348837209302,0.8604651162790697,-0.0299999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A10,0.0,0.005,1.0,0.8853488372093024,0.8867441860465115,-0.0013953488372093,0.2519974316177081,0.7441860465116279,0.2093023255813953,0.7906976744186046,-0.0399999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A10,0.5,0.0,0.5,0.8869767441860466,0.8867441860465115,0.0002325581395348,0.2528120162039438,0.5581395348837209,0.1162790697674418,0.8837209302325582,-0.0199999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A10,0.5,0.0,1.0,0.8867441860465115,0.8867441860465115,-2.581914010756178e-18,0.2519700675909497,0.5581395348837209,0.1162790697674418,0.8837209302325582,-0.0399999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,0.8872093023255814,0.8867441860465115,0.0004651162790697,0.2529374965710049,0.4418604651162791,0.0930232558139534,0.9069767441860463,-0.0199999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A10,0.5,0.0025,1.0,0.8865116279069767,0.8867441860465115,-0.0002325581395348,0.2518791218963285,0.4418604651162791,0.0930232558139534,0.9069767441860463,-0.0399999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A10,0.5,0.005,0.5,0.8872093023255814,0.8867441860465115,0.0004651162790697,0.2535279684244243,0.3255813953488372,0.0697674418604651,0.9302325581395348,-0.0199999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
META_GENERIC,RIDGE_A10,0.5,0.005,1.0,0.8867441860465115,0.8867441860465115,0.0,0.2528335397213729,0.3255813953488372,0.0697674418604651,0.9302325581395348,-0.0399999999999999,0.0,False,OpenBMI_MI_S1_to_S2,0
