method,fold,seed,subject_id,BA,macro_f1,n_trials,source_model_noadapt_BA,adaptation_delta_BA,negative_transfer,adaptation_time_s,target_trainable_parameters,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used
B0_VANILLA_EEGNET,0,2,15,0.89,0.8899889988998899,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,0,2,15,0.86,0.859775641025641,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,0,2,15,0.8300000000000001,0.8295739348370927,100,0.86,-0.029999999999999916,True,1.5947455000132322,68514,False,False,False
A2_DUAL_CONTROL,0,2,15,0.85,0.8498648783905515,100,0.86,-0.010000000000000009,True,1.3090627000201494,26146,False,False,False
A6_PUD_ALL_ADAPT,0,2,15,0.8500000000000001,0.8492613807657522,100,0.84,0.01000000000000012,False,2.242023100028746,52292,False,False,False
A7_IDENTITY_PROTECTED,0,2,15,0.86,0.8599439775910365,100,0.83,0.030000000000000027,False,1.3737234000000171,26146,False,False,False
A8_RANDOM_PROTECTED,0,2,15,0.86,0.859775641025641,100,0.85,0.010000000000000009,False,1.321131799952127,26146,False,False,False
A10_FULL_PUD_FREEZE,0,2,15,0.8400000000000001,0.8397435897435898,100,0.84,1.1102230246251565e-16,False,1.2896287000039592,26146,False,False,False
B0_VANILLA_EEGNET,0,2,19,0.77,0.7660461804495982,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,0,2,19,0.68,0.68,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,0,2,19,0.68,0.6753246753246753,100,0.68,0.0,False,1.2656524000340141,68514,False,False,False
A2_DUAL_CONTROL,0,2,19,0.74,0.7390606182256123,100,0.6699999999999999,0.07000000000000006,False,1.3076177000184543,26146,False,False,False
A6_PUD_ALL_ADAPT,0,2,19,0.75,0.7487689679429204,100,0.6699999999999999,0.08000000000000007,False,2.230966500006616,52292,False,False,False
A7_IDENTITY_PROTECTED,0,2,19,0.7,0.6980676328502415,100,0.64,0.05999999999999994,False,1.224445600004401,26146,False,False,False
A8_RANDOM_PROTECTED,0,2,19,0.7,0.6980676328502415,100,0.6499999999999999,0.050000000000000044,False,1.2803722000098787,26146,False,False,False
A10_FULL_PUD_FREEZE,0,2,19,0.7,0.6995192307692308,100,0.6699999999999999,0.030000000000000027,False,1.2183743999921717,26146,False,False,False
B0_VANILLA_EEGNET,0,2,32,0.73,0.72997299729973,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,0,2,32,0.69,0.6884735202492211,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,0,2,32,0.63,0.6296667000300271,100,0.69,-0.05999999999999994,True,1.25840380002046,68514,False,False,False
A2_DUAL_CONTROL,0,2,32,0.68,0.68,100,0.6699999999999999,0.01000000000000012,False,1.3613697999971919,26146,False,False,False
A6_PUD_ALL_ADAPT,0,2,32,0.63,0.628178072555522,100,0.62,0.010000000000000009,False,2.3009699000394903,52292,False,False,False
A7_IDENTITY_PROTECTED,0,2,32,0.6499999999999999,0.6491228070175439,100,0.63,0.019999999999999907,False,1.3118341999943368,26146,False,False,False
A8_RANDOM_PROTECTED,0,2,32,0.6000000000000001,0.5993589743589745,100,0.6,1.1102230246251565e-16,False,1.440863800002262,26146,False,False,False
A10_FULL_PUD_FREEZE,0,2,32,0.63,0.62996299629963,100,0.62,0.010000000000000009,False,1.340898800001014,26146,False,False,False
B0_VANILLA_EEGNET,0,2,33,0.86,0.8585858585858586,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,0,2,33,0.79,0.7882851093860268,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,0,2,33,0.78,0.7756017951856384,100,0.79,-0.010000000000000009,True,1.2035643000272103,68514,False,False,False
A2_DUAL_CONTROL,0,2,33,0.76,0.75,100,0.79,-0.030000000000000027,True,1.310692300030496,26146,False,False,False
A6_PUD_ALL_ADAPT,0,2,33,0.81,0.8056265984654731,100,0.83,-0.019999999999999907,True,2.1318736000102945,52292,False,False,False
A7_IDENTITY_PROTECTED,0,2,33,0.77,0.7647058823529411,100,0.8300000000000001,-0.06000000000000005,True,1.4591881000087596,26146,False,False,False
A8_RANDOM_PROTECTED,0,2,33,0.78,0.7767857142857143,100,0.8300000000000001,-0.050000000000000044,True,1.4040817000204697,26146,False,False,False
A10_FULL_PUD_FREEZE,0,2,33,0.79,0.7837503861600247,100,0.83,-0.039999999999999925,True,1.3763649999746121,26146,False,False,False
B0_VANILLA_EEGNET,0,2,41,0.76,0.7575757575757576,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,0,2,41,0.75,0.7487689679429204,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,0,2,41,0.74,0.7395833333333333,100,0.75,-0.010000000000000009,True,1.3607617000234313,68514,False,False,False
A2_DUAL_CONTROL,0,2,41,0.81,0.8099809980998101,100,0.77,0.040000000000000036,False,1.3261305000050925,26146,False,False,False
A6_PUD_ALL_ADAPT,0,2,41,0.75,0.7487689679429204,100,0.74,0.010000000000000009,False,2.2478733000461943,52292,False,False,False
A7_IDENTITY_PROTECTED,0,2,41,0.8,0.7999199679871949,100,0.75,0.050000000000000044,False,1.3410318999667652,26146,False,False,False
A8_RANDOM_PROTECTED,0,2,41,0.78,0.779205138498595,100,0.78,0.0,False,1.2932963999919593,26146,False,False,False
A10_FULL_PUD_FREEZE,0,2,41,0.74,0.7398959583833533,100,0.74,0.0,False,1.283953299978748,26146,False,False,False
B0_VANILLA_EEGNET,0,2,46,0.66,0.6550324675324675,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,0,2,46,0.69,0.6899689968996899,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,0,2,46,0.69,0.6884735202492211,100,0.69,0.0,False,1.3902048000018112,68514,False,False,False
A2_DUAL_CONTROL,0,2,46,0.69,0.6862030569895738,100,0.6699999999999999,0.020000000000000018,False,1.4097948999842629,26146,False,False,False
A6_PUD_ALL_ADAPT,0,2,46,0.6599999999999999,0.6587715776796468,100,0.6799999999999999,-0.020000000000000018,True,2.119286499975715,52292,False,False,False
A7_IDENTITY_PROTECTED,0,2,46,0.6599999999999999,0.6587715776796468,100,0.69,-0.030000000000000027,True,1.3633822999545373,26146,False,False,False
A8_RANDOM_PROTECTED,0,2,46,0.6499999999999999,0.6395839769333744,100,0.64,0.009999999999999898,False,1.3382793000200763,26146,False,False,False
A10_FULL_PUD_FREEZE,0,2,46,0.6799999999999999,0.6794871794871795,100,0.6799999999999999,0.0,False,1.2612084999564104,26146,False,False,False
B0_VANILLA_EEGNET,0,2,47,0.95,0.9499549594635172,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,0,2,47,0.9099999999999999,0.9097744360902256,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,0,2,47,0.8899999999999999,0.8897243107769424,100,0.9099999999999999,-0.020000000000000018,True,1.301549099967815,68514,False,False,False
A2_DUAL_CONTROL,0,2,47,0.88,0.8792270531400965,100,0.9199999999999999,-0.039999999999999925,True,1.4511841999483295,26146,False,False,False
A6_PUD_ALL_ADAPT,0,2,47,0.92,0.92,100,0.9299999999999999,-0.009999999999999898,True,2.1314556000288576,52292,False,False,False
A7_IDENTITY_PROTECTED,0,2,47,0.8999999999999999,0.8998397435897436,100,0.94,-0.040000000000000036,True,1.3578760999953374,26146,False,False,False
A8_RANDOM_PROTECTED,0,2,47,0.9099999999999999,0.9099189270343309,100,0.9199999999999999,-0.010000000000000009,True,1.3330862999428064,26146,False,False,False
A10_FULL_PUD_FREEZE,0,2,47,0.95,0.9499949994999499,100,0.9299999999999999,0.020000000000000018,False,1.4126871000044048,26146,False,False,False
B0_VANILLA_EEGNET,0,2,49,0.8799999999999999,0.8795664391810518,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,0,2,49,0.8200000000000001,0.8199279711884754,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,0,2,49,0.8200000000000001,0.8199279711884754,100,0.8200000000000001,0.0,False,1.3608950999914669,68514,False,False,False
