method,fold,seed,subject_id,protected_representation_drift,adaptive_representation_drift,protected_decision_logit_drift,adaptive_decision_logit_drift,protected_D_finite_after,combined_BA,protected_branch_erasure_harm_BA,adaptive_branch_erasure_harm_BA,protected_parameter_update_l2,adaptive_parameter_update_l2,protected_buffer_update_l2,adaptation_seed,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used,functional_distillation_RMSE_before,functional_distillation_correlation_before,functional_distillation_RMSE_after,functional_distillation_correlation_after
A2_DUAL_CONTROL,0,2,15,0.0,0.26368221640586853,0.0,0.229650700739764,1.0192230834794058,0.85,0.21999999999999997,0.25,0.0,0.06798212139818598,0.0,2522124342,False,False,False,,,,
A6_PUD_ALL_ADAPT,0,2,15,0.10543154180049896,0.17729488015174866,0.3292183431809167,0.23447655073613308,1.3934011640974908,0.8500000000000001,0.2500000000000001,0.020000000000000018,0.07299328945301288,0.06957388236118169,69.29591125300038,2522124342,False,False,False,0.391413402305095,0.9267692012294337,0.38166688006554855,0.9287299654345418
A7_IDENTITY_PROTECTED,0,2,15,0.0,0.24574443697929382,0.0,0.22200832080304522,0.28721584567814473,0.86,0.010000000000000009,0.37,0.0,0.06331943065848854,0.0,2522124342,False,False,False,,,,
A8_RANDOM_PROTECTED,0,2,15,0.0,0.265064001083374,0.0,0.26900610080428106,0.42526867415169817,0.86,0.0,0.39999999999999997,0.0,0.0639677098020215,0.0,2522124342,False,False,False,,,,
A10_FULL_PUD_FREEZE,0,2,15,0.0,0.1731707900762558,0.0,0.22460961516999514,1.246461563402383,0.8400000000000001,0.2400000000000001,0.040000000000000036,0.0,0.06983938646757919,0.0,2522124342,False,False,False,0.391413402305095,0.9267692012294337,0.391413402305095,0.9267692012294337
A2_DUAL_CONTROL,0,2,19,0.0,0.38860660791397095,0.0,0.7218389078360692,0.9584991139177313,0.74,0.09999999999999998,0.030000000000000027,0.0,0.08603928070450799,0.0,1003531196,False,False,False,,,,
A6_PUD_ALL_ADAPT,0,2,19,0.16598759591579437,0.26591914892196655,0.5529218148082636,0.15381146205403023,1.372310324989915,0.75,0.16999999999999993,0.030000000000000027,0.07309072020028473,0.07344462079823787,69.30239723577051,1003531196,False,False,False,0.37610062729451704,0.9041416790635372,0.5401680691762459,0.8316820989860778
A7_IDENTITY_PROTECTED,0,2,19,0.0,0.439253568649292,0.0,0.5608717502863211,0.22432304522696042,0.7,0.020000000000000018,0.09999999999999987,0.0,0.07766227672588252,0.0,1003531196,False,False,False,,,,
A8_RANDOM_PROTECTED,0,2,19,0.0,0.45021048188209534,0.0,0.492482926910686,0.33210980458799755,0.7,-0.030000000000000027,0.1399999999999999,0.0,0.07476661179092184,0.0,1003531196,False,False,False,,,,
A10_FULL_PUD_FREEZE,0,2,19,0.0,0.2696213722229004,0.0,0.1839544345313883,1.2292379352789167,0.7,0.1299999999999999,0.04999999999999993,0.0,0.08908441776981156,0.0,1003531196,False,False,False,0.37610062729451704,0.9041416790635372,0.37610062729451704,0.9041416790635372
