dataset,model,subject_id,direction_cosine,direction_shift,separation_source,separation_future,separation_log_ratio,scatter_source,scatter_future,fisher_source,fisher_future,margin_source,margin_future,midpoint_movement
OpenBMI,EEGNet,1,0.8952503204345703,0.10474967956542969,4.451688193370701,3.702976658421236,-0.18414639459071502,0.7098537683486938,0.7343767881393433,27.917760495826144,18.67166305846543,1.466025710105896,1.286126732826233,1.4482166767120361
OpenBMI,EEGNet,2,0.9420449137687683,0.05795508623123169,4.519466257905645,4.9286307337255275,0.08666730531827024,0.5723369717597961,0.6531002521514893,35.6880228035309,37.193984319346875,1.484318494796753,1.6428735256195068,1.598760962486267
OpenBMI,EEGNet,3,0.9061282277107239,0.09387177228927612,4.818867421976955,6.615239853204847,0.3168371295758931,0.6916762590408325,0.5780580043792725,33.57276267811345,75.7041632965185,1.6419219970703125,2.1056954860687256,1.3473693132400513
OpenBMI,EEGNet,5,0.8387448787689209,0.1612551212310791,6.7180183899455415,3.487345571072657,-0.6556523617500706,0.6631559133529663,0.8603910803794861,68.0560476025862,14.134943130008544,1.916940450668335,1.0831928253173828,1.8306680917739868
OpenBMI,EEGNet,6,0.9767690300941467,0.02323096990585327,8.639699158552512,8.656242067629488,0.0019129244122776932,0.6056456565856934,0.5844681859016418,123.24764407396525,128.2029155030503,2.392984390258789,2.538402795791626,1.0303641557693481
OpenBMI,EEGNet,7,0.9495010375976562,0.05049896240234375,4.620612254012309,4.820219907690529,0.04229233210752712,0.6877734661102295,0.721803605556488,31.0422811340095,32.18953113802707,1.6117339134216309,1.6558321714401245,1.3964413404464722
OpenBMI,EEGNet,8,0.8396354913711548,0.16036450862884521,5.2993829691885805,4.066907633745327,-0.26470747678565165,0.6422879695892334,0.698441743850708,43.72409378124494,23.680911987617776,1.5712218284606934,1.4008184671401978,1.6909351348876953
OpenBMI,EEGNet,9,0.7929214239120483,0.20707857608795166,4.365835345586284,3.5092745921988135,-0.21840019675259878,0.6542501449584961,0.6605980396270752,29.13337982469359,18.642210903293297,1.5201170444488525,1.149498701095581,1.4153566360473633
OpenBMI,EEGNet,10,0.8822965025901794,0.11770349740982056,2.952169919858573,2.4329421639112203,-0.1934391732796451,0.5798609256744385,0.5132520794868469,15.02999546879454,11.532749099677464,0.8918272256851196,0.8252032995223999,1.260488748550415
OpenBMI,EEGNet,11,0.8961392641067505,0.10386073589324951,3.5684657422912514,3.7097021998237207,0.03881586434915391,0.6281407475471497,0.7132056951522827,20.272443080483296,19.295822105683424,1.159813404083252,1.2820874452590942,1.4940277338027954
OpenBMI,EEGNet,14,0.8628198504447937,0.1371801495552063,3.1526353741348037,3.0516895304861067,-0.03254334799460871,0.663250207901001,0.6784338355064392,14.985460289331769,13.726922753281364,1.049688696861267,0.9570056200027466,1.910578727722168
OpenBMI,EEGNet,15,0.8077051639556885,0.19229483604431152,8.41715528624683,4.105880353712697,-0.7178517391383439,0.4859369397163391,0.6735124588012695,145.79772777960204,25.030350973321326,2.671886920928955,1.2248378992080688,2.215188980102539
OpenBMI,EEGNet,16,0.6963735818862915,0.3036264181137085,3.201325594997414,6.887574504580865,0.7661540176455455,0.7803909778594971,0.7035262584686279,13.132501175206679,67.42986677585267,1.027109146118164,1.8848530054092407,3.207012414932251
OpenBMI,EEGNet,19,0.9480776190757751,0.051922380924224854,5.603154125233666,4.528238914009895,-0.21299657220439872,0.5663183927536011,0.6649603247642517,55.437605415028,30.83634705763785,1.9596792459487915,1.502903699874878,1.6943118572235107
OpenBMI,EEGNet,20,0.9205694794654846,0.07943052053451538,5.56001449089083,5.7983159744574495,0.04196681155305886,0.7000154256820679,0.6447247266769409,44.16154210770345,52.147011316699334,1.874090552330017,2.01901912689209,2.1221463680267334
OpenBMI,EEGNet,21,0.9631435871124268,0.03685641288757324,6.366322015084994,6.985380983550687,0.09279762301899099,0.7170447111129761,0.6920397877693176,56.523749225635854,70.50974184235704,2.2888147830963135,2.546750783920288,1.750514268875122
OpenBMI,EEGNet,22,0.8253656029701233,0.1746343970298767,2.883907947356872,3.360306295784546,0.15288582826733849,0.7003167867660522,0.7318226099014282,11.875946838965332,15.429501759606953,0.9955671429634094,1.0434753894805908,1.720468521118164
OpenBMI,EEGNet,23,0.8484882712364197,0.15151172876358032,3.656492306757924,3.0843832616878966,-0.17015257903110795,0.7266334295272827,0.6984779834747314,18.39983582104039,13.620214514782177,1.2917797565460205,1.080531120300293,1.112478256225586
OpenBMI,EEGNet,26,0.8801748156547546,0.11982518434524536,5.355836105824753,6.921619281393806,0.2564629147815141,0.7224009037017822,0.6733608245849609,39.70784068567449,71.14879722116899,1.8222509622573853,1.964917778968811,1.8933171033859253
OpenBMI,EEGNet,27,0.9303005933761597,0.06969940662384033,5.16658971585631,7.475669305238114,0.3694408123918596,0.6370104551315308,0.6017427444458008,41.90456947434991,92.87296132505894,1.627963662147522,2.440480947494507,1.9502612352371216
OpenBMI,EEGNet,28,0.8328766226768494,0.16712337732315063,6.488138379861397,6.166287522216315,-0.050878686448330365,0.7198406457901001,0.6879093647003174,58.47952501380432,55.27341711719673,1.900668740272522,2.167743444442749,1.435694694519043
OpenBMI,EEGNet,30,0.8282244205474854,0.17177557945251465,3.7629613042256507,3.4235495733095793,-0.09452832829543546,0.7931187152862549,0.8349725008010864,17.85341503819492,14.037218626111628,1.342470407485962,1.0757297277450562,1.6008825302124023
OpenBMI,EEGNet,31,0.9329490661621094,0.06705093383789062,6.14360180013429,5.066132172617459,-0.19283354084992527,0.6158075332641602,0.6510137319564819,61.291621857289385,39.424198809224755,2.125709056854248,1.621199369430542,1.441965937614441
OpenBMI,EEGNet,32,0.8869968056678772,0.1130031943321228,2.599792061340105,3.5583281601117043,0.31385935015509153,0.736843466758728,0.7979856133460999,9.17280124666174,15.867076955536017,0.8780898451805115,1.1367324590682983,2.4432098865509033
OpenBMI,EEGNet,33,0.9618302583694458,0.0381697416305542,5.561237491963151,4.903489812501765,-0.1258734955023139,0.6441339254379272,0.6387548446655273,48.01386907365782,37.6423163999261,1.9487251043319702,1.6516324281692505,1.863295316696167
OpenBMI,EEGNet,34,0.7641977667808533,0.23580223321914673,3.3500930659333985,3.7899394170906326,0.12336190735690396,0.7479039430618286,0.8287312388420105,15.006102728122942,17.33208540801093,1.091408610343933,1.100611686706543,2.7368857860565186
OpenBMI,EEGNet,35,0.9764443635940552,0.023555636405944824,12.07582170995842,6.853060585759463,-0.5665098937772015,0.29283374547958374,0.6884310245513916,497.9803975531435,68.21952677176108,3.7501220703125,2.095890760421753,2.1736204624176025
OpenBMI,EEGNet,38,0.8303192853927612,0.16968071460723877,3.8913262283010246,3.793648058858705,-0.0254219275319307,0.8070555925369263,0.6807123422622681,18.762548413596626,21.142213075248403,1.2160309553146362,0.9626132845878601,2.0296518802642822
OpenBMI,EEGNet,40,0.9179605841636658,0.08203941583633423,4.821147333248251,5.324443899139422,0.0992963381794514,0.7722823619842529,0.7737269997596741,30.097102370945557,36.64044614894426,1.6437602043151855,1.7760136127471924,1.7083109617233276
OpenBMI,EEGNet,41,0.9150018692016602,0.08499813079833984,3.6723388378910795,4.407148553659547,0.18239914879059996,0.5239831209182739,0.6821715235710144,25.737608225381276,28.47224989343754,1.270394206047058,1.5066550970077515,1.7661340236663818
OpenBMI,EEGNet,43,0.9549737572669983,0.04502624273300171,7.175495239604982,6.574042641450641,-0.08754282047842492,0.6779162287712097,0.6702209115028381,75.94999055771308,64.48327001595743,2.447775363922119,2.283463716506958,1.787428855895996
OpenBMI,EEGNet,44,0.8872476816177368,0.11275231838226318,5.07058785606311,5.11117773887956,0.007973096096897055,0.6262426376342773,0.6196034550666809,41.05574940189909,42.16267234013374,1.7699203491210938,1.6831486225128174,1.8724031448364258
OpenBMI,EEGNet,45,0.9441969990730286,0.055803000926971436,4.034221648028269,3.968518828620476,-0.016420448900605053,0.5776858925819397,0.474287748336792,28.172652703969113,33.20587853320001,1.4012746810913086,1.423674464225769,1.1969738006591797
OpenBMI,EEGNet,46,0.8432247042655945,0.15677529573440552,2.8766282487987755,3.7212999080531346,0.25745418276215604,0.7175760269165039,0.5858469009399414,11.531865134941755,23.6376991106059,0.9449256658554077,1.1670340299606323,1.3937232494354248
OpenBMI,EEGNet,47,0.921781599521637,0.07821840047836304,7.1884855175234605,3.975039327175002,-0.5924458693946557,0.5709956884384155,0.642457127571106,90.49862227853164,24.59453981992545,1.9529080390930176,1.2508289813995361,2.371981620788574
OpenBMI,EEGNet,48,0.7852352261543274,0.2147647738456726,3.1308237360533973,2.170658127443793,-0.3662657368656232,0.6799867749214172,0.7423253059387207,14.415070239001963,6.347293572063425,0.7812933921813965,0.6122568249702454,1.3931543827056885
OpenBMI,EEGNet,49,0.9250531196594238,0.07494688034057617,5.7689421087578285,6.066401848235686,0.05027693264614085,0.7542465925216675,0.6546587944030762,44.124418914095344,56.21436867076589,1.9409184455871582,2.0772478580474854,1.6706231832504272
OpenBMI,EEGNet,50,0.7823191285133362,0.21768087148666382,2.9572002407953635,2.9995763797487767,0.014228115771702405,0.7279951572418213,0.5693104863166809,12.012488073640302,15.804132395517804,0.9563391804695129,0.8821432590484619,2.199000835418701
OpenBMI,EEGNet,52,0.9470111727714539,0.05298882722854614,5.329990988718399,5.754538693602805,0.07663933382095055,0.7282750010490417,0.6396255493164062,39.00834644717241,51.77203301813472,1.7835302352905273,1.8998888731002808,1.3678474426269531
OpenBMI,EEGNet,53,0.9391109347343445,0.06088906526565552,5.467292286189476,4.923469793709545,-0.10476995744620723,0.7066143751144409,0.6876630187034607,42.30211777783983,35.25062973833876,1.8610018491744995,1.714684009552002,1.5607682466506958
OpenBMI,LiteBN,1,0.9760189056396484,0.023981094360351562,6.700650414168791,7.217151811721678,0.07425579062988018,0.7363537549972534,0.6991219520568848,60.97438229716644,74.50385354823021,2.351339340209961,2.4606122970581055,1.374041199684143
OpenBMI,LiteBN,2,0.9340586066246033,0.06594139337539673,4.284110791096064,5.1195415178298145,0.17815187351056125,0.5270839929580688,0.6258764266967773,34.821025049864446,41.876804774935465,1.4647438526153564,1.5839462280273438,2.2786262035369873
OpenBMI,LiteBN,3,0.9664040207862854,0.0335959792137146,5.51450100865996,6.877492556857398,0.2208729615366951,0.5453294515609741,0.3274345099925995,55.76394366712857,144.45606978365615,1.910689353942871,2.394479990005493,1.4291969537734985
