dataset,method,matched_ba,unseen_ba,operator_drop,macro_f1
eegmmidb,B2,0.26641948418669475,0.2559062618637891,0.010513222322905635,0.24133915463649266
eegmmidb,B3,0.2664316077668504,0.2562289415337075,0.010202666233142865,0.24136675170555058
eegmmidb,B4,0.2711147735869448,0.2625912809366824,0.00852349265026242,0.2460638964067887
eegmmidb,B5,0.2569301848049281,0.2566083133736867,0.00032187143124134954,0.22763050141110666
eegmmidb,B6,0.2705591672278152,0.2554414861369362,0.01511768109087902,0.23917459342005293
