task,arm,biological_subjects,future_session_subject_equal_BA,future_session_subject_equal_macro_F1,future_session_subject_equal_NLL,worst_session_subject_equal_BA,per_session_BA_json
OpenBMI_MI,ORIGINAL,20,0.7496666666666667,0.747695998254305,0.537287998944521,0.7496666666666667,"{""1"": 0.8530000000000001, ""2"": 0.7496666666666667}"
OpenBMI_MI,CE_ONLY_CONTINUATION,20,0.7513333333333334,0.7481760552151426,0.522372202326854,0.7484999999999999,"{""1"": 0.8223333333333335, ""2"": 0.7513333333333334}"
OpenBMI_MI,TOP3_DISTILL,20,0.7512499999999999,0.7485495185559513,0.5279434395333131,0.7467499999999998,"{""1"": 0.826, ""2"": 0.7512499999999999}"
OpenBMI_MI,MARGIN_UPPER_DISTILL,20,0.7500833333333333,0.747335914566332,0.5434035499890646,0.7460833333333332,"{""1"": 0.8270833333333334, ""2"": 0.7500833333333333}"
OpenBMI_MI,CE_UPPER_LOGIT_ONLY,20,0.7496666666666666,0.7468897567335253,0.5438455554346244,0.7461666666666666,"{""1"": 0.8278333333333334, ""2"": 0.7496666666666666}"
OpenBMI_MI,CE_UPPER_FULL,20,0.7500833333333333,0.747335914566332,0.5434036006530125,0.7460833333333332,"{""1"": 0.8270833333333334, ""2"": 0.7500833333333333}"
OpenBMI_SSVEP,ORIGINAL,20,0.9343333333333332,0.9332185298688508,0.2220051022081558,0.9338333333333333,"{""1"": 0.9949166666666667, ""2"": 0.9343333333333332}"
OpenBMI_SSVEP,CE_ONLY_CONTINUATION,20,0.9324166666666664,0.9309983242508096,0.22225269614136778,0.9274166666666666,"{""1"": 0.9853333333333334, ""2"": 0.9324166666666664}"
OpenBMI_SSVEP,TOP3_DISTILL,20,0.9339999999999998,0.9326903032806332,0.2272142380621517,0.9299999999999999,"{""1"": 0.9863333333333332, ""2"": 0.9339999999999998}"
OpenBMI_SSVEP,MARGIN_UPPER_DISTILL,20,0.9333333333333332,0.9319834586558523,0.23256154210442523,0.9283333333333331,"{""1"": 0.9846666666666666, ""2"": 0.9333333333333332}"
OpenBMI_SSVEP,CE_UPPER_LOGIT_ONLY,20,0.9339999999999998,0.932868423462374,0.2326551769268311,0.9289999999999999,"{""1"": 0.9844166666666666, ""2"": 0.9339999999999998}"
OpenBMI_SSVEP,CE_UPPER_FULL,20,0.9348333333333331,0.933685507991181,0.23378987343797536,0.9298333333333332,"{""1"": 0.9844166666666666, ""2"": 0.9348333333333331}"
