task,fold,teacher,trials,accepted_fraction,mean_native_CE,mean_teacher_CE,mean_delta_CE,median_delta_CE,mean_margin_gain,prediction_rescue_count,correct_prediction_damage_count,mean_P_movement,cache_sha256,max_successor_C_error,max_alpha1_identity_error
OpenBMI_MI,0,TOP3,5200,0.9978846153846154,0.4247136116027832,0.28594931960105896,0.13876429200172424,0.05771810561418533,0.5631994605064392,396,0,0.34152951836586,6869d2d66acac03b6e23c040f6fe5715dac6fbd8201a35bd26991f467b8f5cf6,3.814697265625e-06,1.430511474609375e-06
OpenBMI_MI,0,MARGIN_UPPER,5200,1.0,0.4247136116027832,0.1598445177078247,0.2648690938949585,0.10465541481971741,1.2577422857284546,772,0,0.9189402461051941,6869d2d66acac03b6e23c040f6fe5715dac6fbd8201a35bd26991f467b8f5cf6,3.814697265625e-06,1.430511474609375e-06
OpenBMI_MI,0,CE_UPPER,5200,1.0,0.4247136116027832,0.1598445326089859,0.2648690938949585,0.10465541481971741,1.2577403783798218,772,0,0.918936014175415,6869d2d66acac03b6e23c040f6fe5715dac6fbd8201a35bd26991f467b8f5cf6,3.814697265625e-06,1.430511474609375e-06
OpenBMI_MI,1,TOP3,5200,0.9959615384615385,0.4236614406108856,0.3628801107406616,0.060781367123126984,0.026882998645305634,0.23262722790241241,177,0,0.2739056944847107,e81e4634bb440c9e27fa78936a20404e8430d7cce6c081716bf6768e42d4d202,3.814697265625e-06,1.430511474609375e-06
OpenBMI_MI,1,MARGIN_UPPER,5200,1.0,0.4236614406108856,0.22258925437927246,0.20107220113277435,0.08756168186664581,0.9021738171577454,546,0,0.7172302007675171,e81e4634bb440c9e27fa78936a20404e8430d7cce6c081716bf6768e42d4d202,3.814697265625e-06,1.430511474609375e-06
OpenBMI_MI,1,CE_UPPER,5200,1.0,0.4236614406108856,0.22258925437927246,0.20107221603393555,0.08756168186664581,0.9021743535995483,546,0,0.7172120213508606,e81e4634bb440c9e27fa78936a20404e8430d7cce6c081716bf6768e42d4d202,3.814697265625e-06,1.430511474609375e-06
OpenBMI_MI,2,TOP3,5200,0.9998076923076923,0.3953873813152313,0.2964622974395752,0.09892505407333374,0.04324907064437866,0.39825454354286194,284,0,0.2543795108795166,3801bcc9d77626443a5059c830f07591088a5c80e1866d012899c5ad0e6a02a3,3.814697265625e-06,1.6689300537109375e-06
OpenBMI_MI,2,MARGIN_UPPER,5200,1.0,0.3953873813152313,0.16566810011863708,0.22971928119659424,0.09755118191242218,1.0984936952590942,638,0,0.750527024269104,3801bcc9d77626443a5059c830f07591088a5c80e1866d012899c5ad0e6a02a3,3.814697265625e-06,1.6689300537109375e-06
OpenBMI_MI,2,CE_UPPER,5200,1.0,0.3953873813152313,0.16566826403141022,0.2297191023826599,0.09755118191242218,1.0984923839569092,638,0,0.7505269646644592,3801bcc9d77626443a5059c830f07591088a5c80e1866d012899c5ad0e6a02a3,3.814697265625e-06,1.6689300537109375e-06
OpenBMI_MI,3,TOP3,5200,0.9990384615384615,0.42379140853881836,0.3352561891078949,0.08853526413440704,0.03950482979416847,0.3226470649242401,274,0,0.20600417256355286,61834b33612885e8aa7fd41f7388bbfa05a49f8e73566de6ccbb8f418d614ac3,3.814697265625e-06,1.6689300537109375e-06
