task,fold,teacher,trials,accepted_fraction,mean_native_CE,mean_teacher_CE,mean_delta_CE,median_delta_CE,mean_margin_gain,prediction_rescue_count,correct_prediction_damage_count,mean_P_movement,cache_sha256,max_successor_C_error,max_alpha1_identity_error
OpenBMI_MI,3,MARGIN_UPPER,5200,1.0,0.42379140853881836,0.21637733280658722,0.20741413533687592,0.09163548052310944,0.8694890141487122,615,0,0.6373813152313232,61834b33612885e8aa7fd41f7388bbfa05a49f8e73566de6ccbb8f418d614ac3,3.814697265625e-06,1.6689300537109375e-06
OpenBMI_MI,3,CE_UPPER,5200,1.0,0.42379140853881836,0.21637733280658722,0.20741413533687592,0.09163548052310944,0.8694895505905151,615,0,0.6373801231384277,61834b33612885e8aa7fd41f7388bbfa05a49f8e73566de6ccbb8f418d614ac3,3.814697265625e-06,1.6689300537109375e-06
OpenBMI_MI,4,TOP3,5200,0.9980769230769231,0.39067012071609497,0.2914583086967468,0.09921184927225113,0.037919897586107254,0.4309592843055725,255,0,0.33444303274154663,b7e3f0a23bed99623b35a958170b29a4f4b8d79ee7812510c216c3bbf5deb511,3.814697265625e-06,1.430511474609375e-06
OpenBMI_MI,4,MARGIN_UPPER,5200,0.9998076923076923,0.39067012071609497,0.18770553171634674,0.20296458899974823,0.07620713114738464,0.9859892129898071,554,0,0.7721755504608154,b7e3f0a23bed99623b35a958170b29a4f4b8d79ee7812510c216c3bbf5deb511,3.814697265625e-06,1.430511474609375e-06
OpenBMI_MI,4,CE_UPPER,5200,0.9998076923076923,0.39067012071609497,0.18770551681518555,0.20296461880207062,0.07620713114738464,0.9859901666641235,554,0,0.7721747159957886,b7e3f0a23bed99623b35a958170b29a4f4b8d79ee7812510c216c3bbf5deb511,3.814697265625e-06,1.430511474609375e-06
OpenBMI_SSVEP,0,TOP3,5200,0.6319230769230769,0.09427158534526825,0.04790951684117317,0.04636206477880478,0.0001921346556628123,0.7712554335594177,67,0,0.3145909011363983,49c3e0eb1e0d283829a5657147955dd44e63567cb679f26897bdc4f15beb5165,1.9073486328125e-06,3.337860107421875e-06
OpenBMI_SSVEP,0,MARGIN_UPPER,5200,0.5946153846153847,0.09427158534526825,0.022179199382662773,0.07209237664937973,0.00019436802540440112,0.7709113955497742,104,0,0.5377207398414612,49c3e0eb1e0d283829a5657147955dd44e63567cb679f26897bdc4f15beb5165,1.9073486328125e-06,3.337860107421875e-06
OpenBMI_SSVEP,0,CE_UPPER,5200,0.6778846153846154,0.09427158534526825,0.019820936024188995,0.07445065677165985,0.0002701563062146306,0.9889028668403625,105,0,0.5460595488548279,49c3e0eb1e0d283829a5657147955dd44e63567cb679f26897bdc4f15beb5165,1.9073486328125e-06,3.337860107421875e-06
OpenBMI_SSVEP,1,TOP3,5200,0.7342307692307692,0.1244671419262886,0.0785813257098198,0.04588581249117851,0.00041478712228126824,0.6681219935417175,75,0,0.2799897789955139,41eaabed9b77f63bc6a273d3c6d589034488294cc6f7de148c987474e34f4034,9.5367431640625e-07,3.337860107421875e-06
OpenBMI_SSVEP,1,MARGIN_UPPER,5200,0.7111538461538461,0.1244671419262886,0.03842959553003311,0.0860375463962555,0.000558059080503881,0.8913941383361816,150,0,0.5238847732543945,41eaabed9b77f63bc6a273d3c6d589034488294cc6f7de148c987474e34f4034,9.5367431640625e-07,3.337860107421875e-06
OpenBMI_SSVEP,1,CE_UPPER,5200,0.8276923076923077,0.1244671419262886,0.03310699760913849,0.09136014431715012,0.0006967586232349277,1.0959415435791016,158,0,0.5420970916748047,41eaabed9b77f63bc6a273d3c6d589034488294cc6f7de148c987474e34f4034,9.5367431640625e-07,3.337860107421875e-06
OpenBMI_SSVEP,2,TOP3,5200,0.5778846153846153,0.08629076182842255,0.047457363456487656,0.038833409547805786,0.00015063122555147856,0.7484822869300842,51,0,0.3097958564758301,761f906025471d4f91fb775f51d1867f12eaa52528fb8230417ba43a113c5f79,2.5331974029541016e-07,3.337860107421875e-06
OpenBMI_SSVEP,2,MARGIN_UPPER,5200,0.5809615384615384,0.08629076182842255,0.027547862380743027,0.058742910623550415,0.00016779446741566062,0.796879231929779,86,0,0.4816441833972931,761f906025471d4f91fb775f51d1867f12eaa52528fb8230417ba43a113c5f79,2.5331974029541016e-07,3.337860107421875e-06
OpenBMI_SSVEP,2,CE_UPPER,5200,0.6571153846153847,0.08629076182842255,0.02680281363427639,0.059487950056791306,0.00021506191114895046,1.0041813850402832,87,0,0.4694049656391144,761f906025471d4f91fb775f51d1867f12eaa52528fb8230417ba43a113c5f79,2.5331974029541016e-07,3.337860107421875e-06
OpenBMI_SSVEP,3,TOP3,5200,0.6873076923076923,0.12125641107559204,0.0674390122294426,0.05381738394498825,0.0002767822879832238,0.7529076337814331,91,0,0.28561753034591675,7207e4833691cf0f7343d125668ea151c565c4355900c44aaf6dd13b2b43ad09,1.9073486328125e-06,3.337860107421875e-06
OpenBMI_SSVEP,3,MARGIN_UPPER,5200,0.6365384615384615,0.12125641107559204,0.031932614743709564,0.08932378888130188,0.0002964642771985382,0.8328376412391663,150,0,0.5035288333892822,7207e4833691cf0f7343d125668ea151c565c4355900c44aaf6dd13b2b43ad09,1.9073486328125e-06,3.337860107421875e-06
OpenBMI_SSVEP,3,CE_UPPER,5200,0.7325,0.12125641107559204,0.028015779331326485,0.09324061870574951,0.0003914088592864573,1.0451650619506836,154,0,0.5093544125556946,7207e4833691cf0f7343d125668ea151c565c4355900c44aaf6dd13b2b43ad09,1.9073486328125e-06,3.337860107421875e-06
OpenBMI_SSVEP,4,TOP3,5200,0.7615384615384615,0.13038703799247742,0.07797487825155258,0.05241216719150543,0.0004880947817582637,0.6655004620552063,96,0,0.3100908398628235,78204d57e997f2c65b6788756fab86267adaafdcdab65781622b03d0504b1389,1.9073486328125e-06,3.337860107421875e-06
OpenBMI_SSVEP,4,MARGIN_UPPER,5200,0.7453846153846154,0.13038703799247742,0.0474553257226944,0.08293172717094421,0.0006044231704436243,0.8667441010475159,140,0,0.4767609238624573,78204d57e997f2c65b6788756fab86267adaafdcdab65781622b03d0504b1389,1.9073486328125e-06,3.337860107421875e-06
OpenBMI_SSVEP,4,CE_UPPER,5200,0.8559615384615384,0.13038703799247742,0.04462278634309769,0.08576425909996033,0.000722339958883822,1.0146816968917847,144,0,0.4791771471500397,78204d57e997f2c65b6788756fab86267adaafdcdab65781622b03d0504b1389,1.9073486328125e-06,3.337860107421875e-06
