task,fold,arm,epoch,trials,CE,weighted_KD,weighted_P,total_loss
OpenBMI_MI,0,CE_ONLY_CONTINUATION,1,5200,0.4668801827614124,0.0,0.0,0.4668801827614124
OpenBMI_MI,0,CE_ONLY_CONTINUATION,2,5200,0.4537060457009536,0.0,0.0,0.4537060457009536
OpenBMI_MI,0,CE_ONLY_CONTINUATION,3,5200,0.44781716575989355,0.0,0.0,0.44781716575989355
OpenBMI_MI,0,CE_ONLY_CONTINUATION,4,5200,0.43409604430198667,0.0,0.0,0.43409604430198667
OpenBMI_MI,0,CE_ONLY_CONTINUATION,5,5200,0.4329802795556875,0.0,0.0,0.4329802795556875
OpenBMI_MI,0,CE_ONLY_CONTINUATION,6,5200,0.434122537282797,0.0,0.0,0.434122537282797
OpenBMI_MI,0,CE_ONLY_CONTINUATION,7,5200,0.42928336033454306,0.0,0.0,0.42928336033454306
OpenBMI_MI,0,CE_ONLY_CONTINUATION,8,5200,0.4354451722365159,0.0,0.0,0.4354451722365159
OpenBMI_MI,0,CE_ONLY_CONTINUATION,9,5200,0.42592083912629347,0.0,0.0,0.42592083912629347
OpenBMI_MI,0,CE_ONLY_CONTINUATION,10,5200,0.4218090092218839,0.0,0.0,0.4218090092218839
OpenBMI_MI,0,TOP3_DISTILL,1,5200,0.46749875517991873,0.06271354969877463,0.061641968740866734,0.5363765022387872
OpenBMI_MI,0,TOP3_DISTILL,2,5200,0.45806984699689424,0.060887475506617474,0.06164429842279508,0.5251217559667734
OpenBMI_MI,0,TOP3_DISTILL,3,5200,0.4514967580942007,0.061018778441044,0.06164461648234954,0.51867999792099
OpenBMI_MI,0,TOP3_DISTILL,4,5200,0.4377589481610518,0.057359419316053394,0.06233027172776369,0.5013513919940361
OpenBMI_MI,0,TOP3_DISTILL,5,5200,0.4369396970822261,0.057481805303922065,0.06265898115359819,0.5006874049626864
OpenBMI_MI,0,TOP3_DISTILL,6,5200,0.4383054881829482,0.05632131998355572,0.06192252363149937,0.5008190536499023
OpenBMI_MI,0,TOP3_DISTILL,7,5200,0.43400601918880755,0.05799510551186708,0.06247719588188025,0.4982488514826848
OpenBMI_MI,0,TOP3_DISTILL,8,5200,0.4405878912485563,0.057797708007005545,0.06125412498529141,0.5045110069788419
OpenBMI_MI,0,TOP3_DISTILL,9,5200,0.4308580052852631,0.05599438378444085,0.0616973166511609,0.4930221203657297
OpenBMI_MI,0,TOP3_DISTILL,10,5200,0.42670010841809786,0.05492407586712104,0.060928951169435794,0.48771707718188945
OpenBMI_MI,0,MARGIN_UPPER_DISTILL,1,5200,0.4688157148544605,0.20104519701921023,0.2639953774213791,0.6962604561218848
OpenBMI_MI,0,MARGIN_UPPER_DISTILL,2,5200,0.46258647735302266,0.1926878742988293,0.26656877604814677,0.6819312302882855
OpenBMI_MI,0,MARGIN_UPPER_DISTILL,3,5200,0.45600382859890276,0.189463479748139,0.2606964789445584,0.6715369552832383
OpenBMI_MI,0,MARGIN_UPPER_DISTILL,4,5200,0.44271419873604406,0.17992834852291986,0.2649414184460273,0.649136680823106
OpenBMI_MI,0,MARGIN_UPPER_DISTILL,5,5200,0.44208272475462695,0.1792198634147644,0.2715497439641219,0.6484575607226445
OpenBMI_MI,0,MARGIN_UPPER_DISTILL,6,5200,0.4437640406535222,0.1771143601490901,0.25990806341171263,0.6468692034941453
OpenBMI_MI,0,MARGIN_UPPER_DISTILL,7,5200,0.43923646486722506,0.178971418096469,0.26501352805357714,0.6447092364384578
OpenBMI_MI,0,MARGIN_UPPER_DISTILL,8,5200,0.44678215008515576,0.17959732381197122,0.2658037646917196,0.6529598509348356
OpenBMI_MI,0,MARGIN_UPPER_DISTILL,9,5200,0.435950224674665,0.17362307608127595,0.26140173902878394,0.6357134686983549
OpenBMI_MI,0,MARGIN_UPPER_DISTILL,10,5200,0.4318894853958717,0.17143455271537486,0.25206151329554044,0.628530184672429
OpenBMI_MI,0,CE_UPPER_LOGIT_ONLY,1,5200,0.4687897959122291,0.20123503244840182,0.0,0.6700248158895052
OpenBMI_MI,0,CE_UPPER_LOGIT_ONLY,2,5200,0.46252231983038095,0.19293969181867746,0.0,0.6554620188933152
OpenBMI_MI,0,CE_UPPER_LOGIT_ONLY,3,5200,0.45583404403466443,0.18978781530490288,0.0,0.6456218594771165
OpenBMI_MI,0,CE_UPPER_LOGIT_ONLY,4,5200,0.44254497693135186,0.18020700816924756,0.0,0.6227519882642306
OpenBMI_MI,0,CE_UPPER_LOGIT_ONLY,5,5200,0.44191271745241606,0.17950588084184207,0.0,0.6214185998989985
OpenBMI_MI,0,CE_UPPER_LOGIT_ONLY,6,5200,0.44363858406360335,0.17748901238808265,0.0,0.621127590399522
OpenBMI_MI,0,CE_UPPER_LOGIT_ONLY,7,5200,0.4388722219833961,0.17914114113037402,0.0,0.6180133621509258
OpenBMI_MI,0,CE_UPPER_LOGIT_ONLY,8,5200,0.4464167915857755,0.17971484784896558,0.0,0.6261316407643832
OpenBMI_MI,0,CE_UPPER_LOGIT_ONLY,9,5200,0.43563507391856265,0.17384611712052273,0.0,0.6094811920019296
OpenBMI_MI,0,CE_UPPER_LOGIT_ONLY,10,5200,0.43141976044728203,0.17151529894425319,0.0,0.6029350570531992
OpenBMI_MI,0,CE_UPPER_FULL,1,5200,0.4688156927548922,0.2010449746480355,0.2639949015012154,0.69626015993265
OpenBMI_MI,0,CE_UPPER_FULL,2,5200,0.4625864377388587,0.19268779800488398,0.26656821879056786,0.6819310608276954
OpenBMI_MI,0,CE_UPPER_FULL,3,5200,0.45600376321719244,0.18946335861316094,0.2606962339236186,0.6715367476756756
OpenBMI_MI,0,CE_UPPER_FULL,4,5200,0.44271418186334466,0.17992830904630513,0.26494157786552724,0.6491366391915542
OpenBMI_MI,0,CE_UPPER_FULL,5,5200,0.44208269431040836,0.17921978271924532,0.27154937102244453,0.6484574151039123
OpenBMI_MI,0,CE_UPPER_FULL,6,5200,0.4437640047073364,0.17711433497759013,0.2599083086160513,0.6468691736001235
OpenBMI_MI,0,CE_UPPER_FULL,7,5200,0.43923640672977154,0.17897128334412207,0.2650138572546152,0.6447090697288513
OpenBMI_MI,0,CE_UPPER_FULL,8,5200,0.4467821232172159,0.17959728360176086,0.2658042660126319,0.652959832411546
OpenBMI_MI,0,CE_UPPER_FULL,9,5200,0.4359501888201787,0.17362299070908474,0.2614018233005817,0.6357133630605845
OpenBMI_MI,0,CE_UPPER_FULL,10,5200,0.4318894429390247,0.1714345466173612,0.2520609553960653,0.6285300803184509
OpenBMI_MI,1,CE_ONLY_CONTINUATION,1,5200,0.4640241931951963,0.0,0.0,0.4640241931951963
OpenBMI_MI,1,CE_ONLY_CONTINUATION,2,5200,0.4555989000430474,0.0,0.0,0.4555989000430474
OpenBMI_MI,1,CE_ONLY_CONTINUATION,3,5200,0.4450644969023191,0.0,0.0,0.4450644969023191
OpenBMI_MI,1,CE_ONLY_CONTINUATION,4,5200,0.4406647594158466,0.0,0.0,0.4406647594158466
OpenBMI_MI,1,CE_ONLY_CONTINUATION,5,5200,0.4427713051209083,0.0,0.0,0.4427713051209083
OpenBMI_MI,1,CE_ONLY_CONTINUATION,6,5200,0.4316009391271151,0.0,0.0,0.4316009391271151
OpenBMI_MI,1,CE_ONLY_CONTINUATION,7,5200,0.43258952956933244,0.0,0.0,0.43258952956933244
OpenBMI_MI,1,CE_ONLY_CONTINUATION,8,5200,0.43144987253042366,0.0,0.0,0.43144987253042366
OpenBMI_MI,1,CE_ONLY_CONTINUATION,9,5200,0.42609309123112604,0.0,0.0,0.42609309123112604
OpenBMI_MI,1,CE_ONLY_CONTINUATION,10,5200,0.4259819404895489,0.0,0.0,0.4259819404895489
OpenBMI_MI,1,TOP3_DISTILL,1,5200,0.46436918038588304,0.0202400219727021,0.03240829659196047,0.48785003011043254
OpenBMI_MI,1,TOP3_DISTILL,2,5200,0.4566309387867267,0.022092329194912545,0.03387997872554339,0.4821112640087421
OpenBMI_MI,1,TOP3_DISTILL,3,5200,0.44643870317018947,0.0212077535287692,0.03315978004382207,0.47096243528219367
OpenBMI_MI,1,TOP3_DISTILL,4,5200,0.4420286370240725,0.02106971350426857,0.034019049738462155,0.4665002529437725
OpenBMI_MI,1,TOP3_DISTILL,5,5200,0.44425118354650645,0.02179239827279861,0.0324616899054784,0.4692897525200477
OpenBMI_MI,1,TOP3_DISTILL,6,5200,0.4325184286557711,0.021540387112360733,0.033715692890378145,0.457430388377263
OpenBMI_MI,1,TOP3_DISTILL,7,5200,0.43428352814454296,0.02130922285410074,0.03270150683820248,0.45886290210943953
OpenBMI_MI,1,TOP3_DISTILL,8,5200,0.43327750490261957,0.020736232617726693,0.03357782148971007,0.45737152163798994
OpenBMI_MI,1,TOP3_DISTILL,9,5200,0.42745319669063275,0.02134121196774336,0.034327860377155815,0.45222719678511986
OpenBMI_MI,1,TOP3_DISTILL,10,5200,0.42802581365291886,0.021071389942215038,0.034464326191406984,0.45254363463475156
OpenBMI_MI,1,MARGIN_UPPER_DISTILL,1,5200,0.4666550693145165,0.11340553194284439,0.18334883607350863,0.5983954741404607
OpenBMI_MI,1,MARGIN_UPPER_DISTILL,2,5200,0.4622915123059199,0.11484416063015278,0.1789872342806596,0.5950343938974234
