task,fold,arm,epoch,trials,CE,weighted_KD,weighted_P,total_loss
OpenBMI_MI,1,MARGIN_UPPER_DISTILL,3,5200,0.4527471210406377,0.10900054051325872,0.17962445479172925,0.5797101039152879
OpenBMI_MI,1,MARGIN_UPPER_DISTILL,4,5200,0.44899210929870603,0.10724431576637121,0.18601351595841922,0.5748377779813914
OpenBMI_MI,1,MARGIN_UPPER_DISTILL,5,5200,0.4513750999707442,0.11030028654978825,0.18104478469261756,0.5797798606065604
OpenBMI_MI,1,MARGIN_UPPER_DISTILL,6,5200,0.43901815350239093,0.10602263180109171,0.17966272587959584,0.5630070644158583
OpenBMI_MI,1,MARGIN_UPPER_DISTILL,7,5200,0.44147489180931676,0.10594762378014051,0.17946539360743302,0.5653690517865695
OpenBMI_MI,1,MARGIN_UPPER_DISTILL,8,5200,0.44097553830880387,0.10252769364760472,0.1840216520657906,0.5619054018534146
OpenBMI_MI,1,MARGIN_UPPER_DISTILL,9,5200,0.4342442210821005,0.10414864265001737,0.17754120148145236,0.5561469806157625
OpenBMI_MI,1,MARGIN_UPPER_DISTILL,10,5200,0.4356988758307237,0.10183590249373363,0.1873229771393996,0.556267077097526
OpenBMI_MI,1,CE_UPPER_LOGIT_ONLY,1,5200,0.46667151322731604,0.11364316195249557,0.0,0.5803146778620206
OpenBMI_MI,1,CE_UPPER_LOGIT_ONLY,2,5200,0.46209584447053764,0.1151432946553597,0.0,0.5772391394468455
OpenBMI_MI,1,CE_UPPER_LOGIT_ONLY,3,5200,0.4525921766574566,0.10925758448930888,0.0,0.5618497602756207
OpenBMI_MI,1,CE_UPPER_LOGIT_ONLY,4,5200,0.4486276419346149,0.1074495272223766,0.0,0.5560771707388071
OpenBMI_MI,1,CE_UPPER_LOGIT_ONLY,5,5200,0.45112667102080123,0.1105761685508948,0.0,0.5617028384942275
OpenBMI_MI,1,CE_UPPER_LOGIT_ONLY,6,5200,0.4387803964431469,0.10625464952909029,0.0,0.5450350460639367
OpenBMI_MI,1,CE_UPPER_LOGIT_ONLY,7,5200,0.4408981750561641,0.10601042781884853,0.0,0.546908604823626
OpenBMI_MI,1,CE_UPPER_LOGIT_ONLY,8,5200,0.4407016907288478,0.10259654760360717,0.0,0.5432982375071599
OpenBMI_MI,1,CE_UPPER_LOGIT_ONLY,9,5200,0.4336545569163102,0.10426476111778846,0.0,0.5379193181257982
OpenBMI_MI,1,CE_UPPER_LOGIT_ONLY,10,5200,0.435195201085164,0.10195911313478763,0.0,0.5371543150681716
OpenBMI_MI,1,CE_UPPER_FULL,1,5200,0.46665511342195365,0.113405582515093,0.18334741156834822,0.5983954345262967
OpenBMI_MI,1,CE_UPPER_FULL,2,5200,0.46229152175096366,0.11484419630124018,0.17898685079354507,0.5950344047179589
OpenBMI_MI,1,CE_UPPER_FULL,3,5200,0.4527471810120803,0.10900060795820676,0.17962548641058115,0.5797103379322932
OpenBMI_MI,1,CE_UPPER_FULL,4,5200,0.44899212846389186,0.1072443124651909,0.18601212175992818,0.5748376518029433
OpenBMI_MI,1,CE_UPPER_FULL,5,5200,0.45137510097943817,0.1103002702502104,0.18104538958806257,0.5797799053558936
OpenBMI_MI,1,CE_UPPER_FULL,6,5200,0.4390181407561669,0.10602269525711353,0.17966344150213095,0.5630071797737708
OpenBMI_MI,1,CE_UPPER_FULL,7,5200,0.4414749448116009,0.10594764342674842,0.17946455836296082,0.5653690409660339
OpenBMI_MI,1,CE_UPPER_FULL,8,5200,0.4409755509633284,0.10252773695267164,0.18402109068173628,0.5619053917664748
OpenBMI_MI,1,CE_UPPER_FULL,9,5200,0.43424419843233547,0.10414863297572503,0.17754063161519856,0.5561468916672927
OpenBMI_MI,1,CE_UPPER_FULL,10,5200,0.43569891709547776,0.10183593497826503,0.1873219269514084,0.556267041518138
OpenBMI_MI,2,CE_ONLY_CONTINUATION,1,5200,0.42889889194415165,0.0,0.0,0.42889889194415165
OpenBMI_MI,2,CE_ONLY_CONTINUATION,2,5200,0.4229344681593088,0.0,0.0,0.4229344681593088
OpenBMI_MI,2,CE_ONLY_CONTINUATION,3,5200,0.41959871713931746,0.0,0.0,0.41959871713931746
OpenBMI_MI,2,CE_ONLY_CONTINUATION,4,5200,0.411743921316587,0.0,0.0,0.411743921316587
OpenBMI_MI,2,CE_ONLY_CONTINUATION,5,5200,0.40708677585308367,0.0,0.0,0.40708677585308367
OpenBMI_MI,2,CE_ONLY_CONTINUATION,6,5200,0.4049979362120995,0.0,0.0,0.4049979362120995
OpenBMI_MI,2,CE_ONLY_CONTINUATION,7,5200,0.3981424616850339,0.0,0.0,0.3981424616850339
OpenBMI_MI,2,CE_ONLY_CONTINUATION,8,5200,0.4049847585421342,0.0,0.0,0.4049847585421342
OpenBMI_MI,2,CE_ONLY_CONTINUATION,9,5200,0.3932639927130479,0.0,0.0,0.3932639927130479
OpenBMI_MI,2,CE_ONLY_CONTINUATION,10,5200,0.3951881476549002,0.0,0.0,0.3951881476549002
OpenBMI_MI,2,TOP3_DISTILL,1,5200,0.42925934956623957,0.03287457863871868,0.05827121386161217,0.46796104577871467
OpenBMI_MI,2,TOP3_DISTILL,2,5200,0.4254142056061671,0.03411922289774968,0.05916697597274413,0.46545012547419623
OpenBMI_MI,2,TOP3_DISTILL,3,5200,0.42186116062677825,0.034674160222594556,0.05728873477532313,0.4622641921043396
OpenBMI_MI,2,TOP3_DISTILL,4,5200,0.41300052862900954,0.03416555870037812,0.060821467064894164,0.45324823489555943
OpenBMI_MI,2,TOP3_DISTILL,5,5200,0.4109416642555824,0.033542133036714335,0.05885600472872074,0.4503693949259244
OpenBMI_MI,2,TOP3_DISTILL,6,5200,0.4078963133004995,0.031968543300261866,0.05774784913429847,0.4456396417434399
OpenBMI_MI,2,TOP3_DISTILL,7,5200,0.40140577838971064,0.03209152900828765,0.058533696096677044,0.4393506747942704
OpenBMI_MI,2,TOP3_DISTILL,8,5200,0.40795500095073994,0.03432315378808058,0.061424678036799796,0.44842061886420614
OpenBMI_MI,2,TOP3_DISTILL,9,5200,0.3971143342898442,0.03277378214093355,0.0604504461471851,0.43593316078186034
OpenBMI_MI,2,TOP3_DISTILL,10,5200,0.39904604343267586,0.033610091111980954,0.05919643024985607,0.4385757791996002
OpenBMI_MI,2,MARGIN_UPPER_DISTILL,1,5200,0.4304861341072963,0.1462194927380635,0.27478108754524816,0.6041837319960961
OpenBMI_MI,2,MARGIN_UPPER_DISTILL,2,5200,0.42898795256247885,0.14379798270188845,0.2794660190435556,0.6007325431016776
OpenBMI_MI,2,MARGIN_UPPER_DISTILL,3,5200,0.42641690611839295,0.1417645089672162,0.26939524173736573,0.595120936357058
OpenBMI_MI,2,MARGIN_UPPER_DISTILL,4,5200,0.416895142518557,0.1377005816422976,0.2773204540289365,0.5823277741212112
OpenBMI_MI,2,MARGIN_UPPER_DISTILL,5,5200,0.41613731815264776,0.13582463326362462,0.2741697933123662,0.5793789353737464
OpenBMI_MI,2,MARGIN_UPPER_DISTILL,6,5200,0.41273070372067966,0.13303116417848146,0.26757692424150614,0.5725195581179399
OpenBMI_MI,2,MARGIN_UPPER_DISTILL,7,5200,0.40563005667466384,0.13070467442274095,0.2739408195935763,0.5637288038547222
OpenBMI_MI,2,MARGIN_UPPER_DISTILL,8,5200,0.412981746838643,0.135655403641554,0.27575357496738434,0.5762125119796166
OpenBMI_MI,2,MARGIN_UPPER_DISTILL,9,5200,0.40174910462819613,0.1295148240144436,0.26899371101306035,0.5581632964427654
OpenBMI_MI,2,MARGIN_UPPER_DISTILL,10,5200,0.404299421952321,0.1309304297887362,0.2720838567843804,0.56243823326551
OpenBMI_MI,2,CE_UPPER_LOGIT_ONLY,1,5200,0.43046908020973207,0.14639526431377117,0.0,0.5768643481914814
OpenBMI_MI,2,CE_UPPER_LOGIT_ONLY,2,5200,0.428615029500081,0.14391053818739377,0.0,0.5725255652574393
OpenBMI_MI,2,CE_UPPER_LOGIT_ONLY,3,5200,0.4259728694879092,0.1421236949471327,0.0,0.5680965638160705
OpenBMI_MI,2,CE_UPPER_LOGIT_ONLY,4,5200,0.4166391335083888,0.1383099978703719,0.0,0.5549491284443782
OpenBMI_MI,2,CE_UPPER_LOGIT_ONLY,5,5200,0.41524185162324173,0.13589663576621275,0.0,0.5511384838361006
OpenBMI_MI,2,CE_UPPER_LOGIT_ONLY,6,5200,0.41224646192330583,0.13348993576489962,0.0,0.5457363984218011
OpenBMI_MI,2,CE_UPPER_LOGIT_ONLY,7,5200,0.4047816863426795,0.13076686077393018,0.0,0.5355485452138461
OpenBMI_MI,2,CE_UPPER_LOGIT_ONLY,8,5200,0.41213252489383406,0.1358174136510262,0.0,0.5479499343725351
OpenBMI_MI,2,CE_UPPER_LOGIT_ONLY,9,5200,0.40115415481420663,0.1299036006285594,0.0,0.5310577537463261
OpenBMI_MI,2,CE_UPPER_LOGIT_ONLY,10,5200,0.403452911560352,0.1314118968294217,0.0,0.5348648076791029
OpenBMI_MI,2,CE_UPPER_FULL,1,5200,0.4304861485041105,0.14621903139811296,0.2747818347123953,0.6041833646480854
OpenBMI_MI,2,CE_UPPER_FULL,2,5200,0.4289879775047302,0.14379772443037767,0.2794668048161727,0.6007323811604427
OpenBMI_MI,2,CE_UPPER_FULL,3,5200,0.4264168957563547,0.1417639989577807,0.26939510446328385,0.5951203988148616
OpenBMI_MI,2,CE_UPPER_FULL,4,5200,0.416895126746251,0.13770044615635504,0.2773198835666363,0.5823275608282823
OpenBMI_MI,2,CE_UPPER_FULL,5,5200,0.41613733731783353,0.1358242840721057,0.27416936388382546,0.5793785577553969
OpenBMI_MI,2,CE_UPPER_FULL,6,5200,0.4127307222439693,0.13303102261745012,0.2675767023288287,0.572519412957705
OpenBMI_MI,2,CE_UPPER_FULL,7,5200,0.40563004209445075,0.13070453790517952,0.2739396901314075,0.5637285443452689
OpenBMI_MI,2,CE_UPPER_FULL,8,5200,0.412981720154102,0.13565484890571008,0.2757546561039411,0.5762120382602398
OpenBMI_MI,2,CE_UPPER_FULL,9,5200,0.401749136356207,0.12951455859037547,0.26899277466994065,0.5581629764116728
OpenBMI_MI,2,CE_UPPER_FULL,10,5200,0.4042994368076325,0.13093007745651097,0.2720839836047246,0.5624379110336304
OpenBMI_MI,3,CE_ONLY_CONTINUATION,1,5200,0.4649150731013371,0.0,0.0,0.4649150731013371
OpenBMI_MI,3,CE_ONLY_CONTINUATION,2,5200,0.4451766059948848,0.0,0.0,0.4451766059948848
OpenBMI_MI,3,CE_ONLY_CONTINUATION,3,5200,0.4445816667263324,0.0,0.0,0.4445816667263324
OpenBMI_MI,3,CE_ONLY_CONTINUATION,4,5200,0.4401899556930249,0.0,0.0,0.4401899556930249
OpenBMI_MI,3,CE_ONLY_CONTINUATION,5,5200,0.4356996962657342,0.0,0.0,0.4356996962657342
OpenBMI_MI,3,CE_ONLY_CONTINUATION,6,5200,0.4327858017041133,0.0,0.0,0.4327858017041133
OpenBMI_MI,3,CE_ONLY_CONTINUATION,7,5200,0.42835576369212225,0.0,0.0,0.42835576369212225
OpenBMI_MI,3,CE_ONLY_CONTINUATION,8,5200,0.4331387621622819,0.0,0.0,0.4331387621622819
OpenBMI_MI,3,CE_ONLY_CONTINUATION,9,5200,0.4309038971020625,0.0,0.0,0.4309038971020625
OpenBMI_MI,3,CE_ONLY_CONTINUATION,10,5200,0.4323846947229826,0.0,0.0,0.4323846947229826
OpenBMI_MI,3,TOP3_DISTILL,1,5200,0.4653903211997106,0.024920128755844557,0.04044229173889527,0.49435468086829554
OpenBMI_MI,3,TOP3_DISTILL,2,5200,0.4454877128967872,0.024501305188123997,0.040315418570087504,0.4740205654731164
OpenBMI_MI,3,TOP3_DISTILL,3,5200,0.44541568737763626,0.024149592484419162,0.03945529428812174,0.473510815180265
OpenBMI_MI,3,TOP3_DISTILL,4,5200,0.4418725928893456,0.02392739608310736,0.03963081863064032,0.46976307282081015
OpenBMI_MI,3,TOP3_DISTILL,5,5200,0.43694632365153385,0.024128424943639683,0.039785875574900556,0.46505333203535815
OpenBMI_MI,3,TOP3_DISTILL,6,5200,0.43408623493634735,0.023728238395773447,0.04010723760494819,0.46182519591771637
OpenBMI_MI,3,TOP3_DISTILL,7,5200,0.4296514709179218,0.02387968582029526,0.04163639023900032,0.4576947964154757
OpenBMI_MI,3,TOP3_DISTILL,8,5200,0.4341153049468994,0.024499105295309652,0.03893582238600804,0.462507990873777
OpenBMI_MI,3,TOP3_DISTILL,9,5200,0.432553324332604,0.023349913095052424,0.04096632877221474,0.4599998767559345
OpenBMI_MI,3,TOP3_DISTILL,10,5200,0.4340441318658682,0.023200508877635,0.040805308303007715,0.46132516842622023
OpenBMI_MI,3,MARGIN_UPPER_DISTILL,1,5200,0.46727455790226274,0.10024669064925266,0.1950272739850558,0.5870239839187035
OpenBMI_MI,3,MARGIN_UPPER_DISTILL,2,5200,0.44833231329917905,0.09301083764204612,0.18683455201295707,0.5600266102644114
OpenBMI_MI,3,MARGIN_UPPER_DISTILL,3,5200,0.44932158029996433,0.09186425562088306,0.18751019762112545,0.5599368592408988
OpenBMI_MI,3,MARGIN_UPPER_DISTILL,4,5200,0.4460737926226396,0.09111010044813156,0.1807974871305319,0.5552636439983661
OpenBMI_MI,3,MARGIN_UPPER_DISTILL,5,5200,0.4407737224835616,0.08938113677960176,0.1852853855719933,0.5486834027216985
OpenBMI_MI,3,MARGIN_UPPER_DISTILL,6,5200,0.437891295506404,0.08740480677439616,0.18484407502871295,0.5437805062073927
OpenBMI_MI,3,MARGIN_UPPER_DISTILL,7,5200,0.4334887642126817,0.0875424313545227,0.1946970508648799,0.5405009051469656
OpenBMI_MI,3,MARGIN_UPPER_DISTILL,8,5200,0.438029714180873,0.08906265258789063,0.18242266398209792,0.5453346355144795
OpenBMI_MI,3,MARGIN_UPPER_DISTILL,9,5200,0.4364686247935662,0.08687537080966509,0.1885739579109045,0.5422013908166152
OpenBMI_MI,3,MARGIN_UPPER_DISTILL,10,5200,0.4380638654415424,0.08618799684139399,0.18891257098087896,0.5431431181614216
OpenBMI_MI,3,CE_UPPER_LOGIT_ONLY,1,5200,0.4672600186788119,0.10045092351161516,0.0,0.5677109393706689
OpenBMI_MI,3,CE_UPPER_LOGIT_ONLY,2,5200,0.44817321768173807,0.0931618573803168,0.0,0.5413350739845862
OpenBMI_MI,3,CE_UPPER_LOGIT_ONLY,3,5200,0.44930543147600616,0.09207990999405201,0.0,0.5413853471095745
OpenBMI_MI,3,CE_UPPER_LOGIT_ONLY,4,5200,0.44604390162688035,0.0912653534916731,0.0,0.5373092539493854
OpenBMI_MI,3,CE_UPPER_LOGIT_ONLY,5,5200,0.4407617392906776,0.08949655805642788,0.0,0.5302582982870249
OpenBMI_MI,3,CE_UPPER_LOGIT_ONLY,6,5200,0.4377935621371636,0.08762743197954619,0.0,0.5254209926495186
OpenBMI_MI,3,CE_UPPER_LOGIT_ONLY,7,5200,0.4332829944904034,0.08771535779421145,0.0,0.5209983521241408
OpenBMI_MI,3,CE_UPPER_LOGIT_ONLY,8,5200,0.4380406212806702,0.08914708944467398,0.0,0.5271877140265244
OpenBMI_MI,3,CE_UPPER_LOGIT_ONLY,9,5200,0.43636497204120345,0.08707359930643668,0.0,0.5234385682986333
OpenBMI_MI,3,CE_UPPER_LOGIT_ONLY,10,5200,0.43804194303659294,0.08631965891673014,0.0,0.5243615981248709
OpenBMI_MI,3,CE_UPPER_FULL,1,5200,0.4672745750500606,0.10024675901119526,0.19502779442530413,0.5870241214678837
OpenBMI_MI,3,CE_UPPER_FULL,2,5200,0.4483323231110206,0.09301082925154612,0.18683452051419477,0.5600266098976135
OpenBMI_MI,3,CE_UPPER_FULL,3,5200,0.44932157626518837,0.09186425468096367,0.18751062975480007,0.5599368931696965
OpenBMI_MI,3,CE_UPPER_FULL,4,5200,0.4460738063775576,0.09111013905360149,0.1807977331143159,0.5552637228598961
OpenBMI_MI,3,CE_UPPER_FULL,5,5200,0.44077373302899875,0.08938119739294052,0.18528528066781852,0.5486834538899935
OpenBMI_MI,3,CE_UPPER_FULL,6,5200,0.4378913404391362,0.08740487949206278,0.18484358374889082,0.5437805720476003
OpenBMI_MI,3,CE_UPPER_FULL,7,5200,0.4334887847533593,0.08754257403887235,0.19469705251547006,0.5405010655293098
OpenBMI_MI,3,CE_UPPER_FULL,8,5200,0.4380297365555396,0.08906264598552997,0.18242294284013602,0.5453346734780532
OpenBMI_MI,3,CE_UPPER_FULL,9,5200,0.4364686237848722,0.08687539398670197,0.18857501758978917,0.5422015248812162
OpenBMI_MI,3,CE_UPPER_FULL,10,5200,0.4380638656249413,0.08618798299477651,0.18891309641874754,0.5431431605265691
OpenBMI_MI,4,CE_ONLY_CONTINUATION,1,5200,0.4315070577768179,0.0,0.0,0.4315070577768179
OpenBMI_MI,4,CE_ONLY_CONTINUATION,2,5200,0.4154664391737718,0.0,0.0,0.4154664391737718
OpenBMI_MI,4,CE_ONLY_CONTINUATION,3,5200,0.4090250774530264,0.0,0.0,0.4090250774530264
OpenBMI_MI,4,CE_ONLY_CONTINUATION,4,5200,0.4102993174699637,0.0,0.0,0.4102993174699637
OpenBMI_MI,4,CE_ONLY_CONTINUATION,5,5200,0.4031580712245061,0.0,0.0,0.4031580712245061
OpenBMI_MI,4,CE_ONLY_CONTINUATION,6,5200,0.3947444957953233,0.0,0.0,0.3947444957953233
OpenBMI_MI,4,CE_ONLY_CONTINUATION,7,5200,0.3990841819689824,0.0,0.0,0.3990841819689824
OpenBMI_MI,4,CE_ONLY_CONTINUATION,8,5200,0.3988981773303105,0.0,0.0,0.3988981773303105
OpenBMI_MI,4,CE_ONLY_CONTINUATION,9,5200,0.38675955653190613,0.0,0.0,0.38675955653190613
OpenBMI_MI,4,CE_ONLY_CONTINUATION,10,5200,0.38720910494144145,0.0,0.0,0.38720910494144145
OpenBMI_MI,4,TOP3_DISTILL,1,5200,0.4318473150179936,0.04055962516711308,0.06238980846909376,0.4786459203866812
OpenBMI_MI,4,TOP3_DISTILL,2,5200,0.4186798352461595,0.03850351224725063,0.062096376063732,0.4633929837667025
OpenBMI_MI,4,TOP3_DISTILL,3,5200,0.41238274042422957,0.03988176364165086,0.06473427976553257,0.45873793271871716
OpenBMI_MI,4,TOP3_DISTILL,4,5200,0.4133217945465675,0.04311770905668919,0.06411180194753867,0.46285068227694587
OpenBMI_MI,4,TOP3_DISTILL,5,5200,0.4079177443797772,0.0391001638598167,0.0658566385278335,0.45360357110316935
